radius_L0,path,path_fraction,q_plane_frame,min_eigenvalue_eV_L0sq,status
20.0,GK,0.95,"[-1.991703191576121e-16, -2.5846640940337604, 3.6552670159613125]",45.086002312643096,corrected +ABC cubic labels; sampled static stability only
20.0,GK,1.0,"[1.9404931900463404e-16, -2.720699046351327, 3.8476494904855927]",49.91696598124473,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.05,"[0.15707963267948966, -0.09068996821171091, 0.12825498301618643]",0.25222320558023403,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.1,"[0.3141592653589793, -0.18137993642342182, 0.25650996603237286]",1.011162028023806,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.15,"[0.47123889803846886, -0.2720699046351327, 0.38476494904855923]",2.2834801014106594,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.2,"[0.6283185307179586, -0.36275987284684363, 0.5130199320647457]",3.6587850045493653,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.25,"[0.7853981633974482, -0.4534498410585545, 0.6412749150809322]",5.534972933612153,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.3,"[0.9424777960769377, -0.5441398092702654, 0.7695298980971185]",9.058478503575317,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.35,"[1.0995574287564274, -0.6348297774819763, 0.8977848811133049]",12.741666177209487,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.39999999999999997,"[1.256637061435917, -0.7255197456936872, 1.0260398641294912]",16.74874535747267,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.44999999999999996,"[1.4137166941154067, -0.8162097139053981, 1.1542948471456778]",21.303606291117386,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.49999999999999994,"[1.5707963267948961, -0.9068996821171088, 1.282549830161864]",26.36731349487675,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.5499999999999999,"[1.7278759594743858, -0.9975896503288197, 1.4108048131780504]",31.86781420350213,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.6,"[1.8849555921538754, -1.0882796185405308, 1.539059796194237]",37.69249455399237,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.65,"[2.0420352248333655, -1.1789695867522418, 1.6673147792104237]",43.68387001676611,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.7,"[2.1991148575128547, -1.2696595549639527, 1.7955697622266098]",49.64029325123363,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.75,"[2.356194490192345, -1.3603495231756635, 1.9238247452427963]",55.32311422910838,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.7999999999999999,"[2.513274122871834, -1.4510394913873743, 2.0520797282589824]",60.470799379142655,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.85,"[2.6703537555513237, -1.5417294595990851, 2.180334711275169]",64.81922660977985,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.9,"[2.827433388230814, -1.6324194278107964, 2.308589694291356]",68.12597813890484,corrected +ABC cubic labels; sampled static stability only
32.0,GX,0.95,"[2.984513020910303, -1.723109396022507, 2.436844677307542]",70.19529821838121,corrected +ABC cubic labels; sampled static stability only
32.0,GX,1.0,"[3.1415926535897927, -1.813799364234218, 2.5650996603237286]",70.8998079034766,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.05,"[4.5056950601330826e-18, -4.141803417676611e-18, 0.19238247452427965]",0.09256659596881417,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.1,"[9.011390120266165e-18, -8.283606835353222e-18, 0.3847649490485593]",0.37220698144851283,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.15,"[-1.25548324505378e-17, -1.8663333525163883e-17, 0.5771474235728389]",0.8443048891766847,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.2,"[1.802278024053233e-17, -1.6567213670706444e-17, 0.7695298980971186]",1.5164080803391022,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.25,"[-2.316959806381882e-17, -4.2846077686751294e-18, 0.9619123726213982]",2.3962462049989783,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.3,"[-2.51096649010756e-17, -3.7326667050327766e-17, 1.1542948471456778]",3.489251305971104,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.35,"[-5.0043203441263296e-17, -3.523054719587033e-17, 1.3466773216699575]",4.795847917114942,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.39999999999999997,"[3.527880952737753e-18, -1.2761455246265137e-17, 1.539059796194237]",6.308815234920264,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.44999999999999996,"[-2.1405657587449944e-17, -1.0665335391807698e-17, 1.7314422707185166]",8.011032742296774,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.49999999999999994,"[-3.5225272177580366e-19, 3.2176728652945244e-17, 1.9238247452427961]",9.873900137571148,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.5499999999999999,"[-2.52857912619635e-17, 3.4272848507402683e-17, 2.116207219767076]",11.85667246785728,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.6,"[-5.02193298021512e-17, -7.465333410065553e-17, 2.3085896942913555]",13.90687467220691,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.65,"[-1.0117509285685079e-17, -2.2808559739779422e-18, 2.5009721688156357]",15.961861654662625,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.7,"[-1.0008640688252659e-16, -7.046109439174065e-17, 2.693354643339915]",17.951478952917462,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.75,"[9.702465950231702e-17, 4.265732792523244e-17, 2.8857371178641946]",19.80166532068433,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.7999999999999999,"[7.055761905475505e-18, -2.5522910492530273e-17, 3.078119592388474]",21.438734137125522,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.85,"[-1.7877776634712192e-17, 8.759551182444282e-17, 3.2705020669127536]",22.79398741371248,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.9,"[2.2224043881753927e-17, -6.20766149739109e-17, 3.4628845414370337]",23.808264931986972,corrected +ABC cubic labels; sampled static stability only
32.0,GL,0.95,"[8.92643921532899e-17, -8.951090920137811e-17, 3.6552670159613125]",24.43601942607397,corrected +ABC cubic labels; sampled static stability only
32.0,GL,1.0,"[-9.267839225527528e-17, -1.7138431074700518e-17, 3.8476494904855927]",24.648540103961043,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.05,"[1.8520036568128273e-18, -0.13603495231756635, 0.19238247452427965]",0.06690030553399447,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.1,"[3.7040073136256545e-18, -0.2720699046351327, 0.3847649490485593]",0.2766054858759559,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.15,"[-1.0702828793724972e-17, -0.40810485695269905, 0.5771474235728389]",0.6544913883936934,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.2,"[7.408014627251309e-18, -0.5441398092702654, 0.7695298980971186]",1.2377108620483679,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.25,"[4.851232975115851e-17, -0.6801747615878317, 0.9619123726213982]",2.0685587427901204,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.3,"[-2.1405657587449944e-17, -0.8162097139053981, 1.1542948471456778]",3.187110591448736,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.35,"[1.9698657536457256e-17, -0.9522446662229644, 1.3466773216699572]",4.624594788295271,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.39999999999999997,"[-5.02193298021512e-17, -1.0882796185405308, 1.539059796194237]",6.3988099880620375,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.44999999999999996,"[-9.115014678243998e-18, -1.2243145708580971, 1.7314422707185164]",8.512486196795015,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.49999999999999994,"[3.19893004456632e-17, -1.3603495231756633, 1.9238247452427961]",10.954877212764163,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.5499999999999999,"[-8.391563029880709e-17, -1.4963844754932298, 2.116207219767076]",13.706167263735285,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.6,"[-4.281131517489989e-17, -1.6324194278107962, 2.3085896942913555]",16.74359668311933,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.65,"[-9.368088686271636e-17, -1.7684543801283628, 2.5009721688156357]",20.047687788958353,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.7,"[3.939731507291451e-17, -1.9044893324459289, 2.6933546433399145]",23.6067040779405,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.75,"[8.050163019682171e-17, -2.040524284763495, 2.885737117864194]",27.417602534932463,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.7999999999999999,"[-1.004386596043024e-16, -2.1765592370810616, 3.078119592388474]",31.482294358211718,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.85,"[1.6271026044463611e-16, -2.3125941893986277, 3.2705020669127536]",35.798993094234675,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.9,"[1.1184068875681964e-16, -2.4486291417161943, 3.4628845414370337]",40.34967830554386,corrected +ABC cubic labels; sampled static stability only
32.0,GK,0.95,"[-1.991703191576121e-16, -2.5846640940337604, 3.6552670159613125]",45.08599987392915,corrected +ABC cubic labels; sampled static stability only
32.0,GK,1.0,"[1.9404931900463404e-16, -2.720699046351327, 3.8476494904855927]",49.9169635350284,corrected +ABC cubic labels; sampled static stability only
