family,target,reference,prediction,absolute_error,relative_error,normalization_scale,normalized_residual,used_for_fit
signed_quadratic_exploratory,opening_20percent_rigid,0.1829129464964322,0.16900955205002646,-0.013903394446405731,-0.07601099163681628,0.01829129464964322,-0.7601099163681627,True
signed_quadratic_exploratory,work_separation_rigid,0.7719163228888833,0.7795878635644116,0.007671540675528221,0.009938306067706425,0.07719163228888834,0.09938306067706425,True
positive_two_exponential,normal_strain_force_ev,0.0,0.13679430657423586,0.13679430657423586,,0.1,1.3679430657423586,True
positive_two_exponential,cohesive_ev_atom,3.36,3.3562324026024566,-0.0037675973975432875,-0.0011213087492688357,0.0672,-0.05606543746344178,True
positive_two_exponential,hydrostatic_strain_curvature_ev,74.01042469890372,70.00451567572618,-4.005909023177537,-0.054126280716193145,3.700521234945186,-1.0825256143238629,True
positive_two_exponential,normal_strain_curvature_ev,12.646038954154417,14.123411502712898,1.4773725485584812,0.1168249246989028,0.6323019477077209,2.336498493978056,True
positive_two_exponential,simple_shear_strain_curvature_ev,2.90236959603544,2.8123628212419645,-0.09000677479347541,-0.03101147934998433,0.145118479801772,-0.6202295869996866,True
positive_two_exponential,intrinsic_fault_rigid,0.06943467959307983,-0.00015705965468763646,-0.06959173924776747,-1.0022619770928314,0.006943467959307984,-10.022619770928314,True
positive_two_exponential,shockley_half_partial_rigid,0.0717731071150184,0.04961702639298479,-0.022156080722033608,-0.3086961344243865,0.00717731071150184,-3.0869613442438646,True
positive_two_exponential,direct_half_registry_rigid,0.26732847628894085,0.29040396320528306,0.023075486916342203,0.08631885101309282,0.026732847628894087,0.8631885101309282,True
positive_two_exponential,opening_20percent_rigid,0.1829129464964322,0.15970074066102108,-0.023212205835411115,-0.12690302288615682,0.01829129464964322,-1.2690302288615682,True
positive_two_exponential,work_separation_rigid,0.7719163228888833,0.8020395449405728,0.03012322205168949,0.039023947490777054,0.07719163228888834,0.39023947490777056,True
squared_envelope,normal_strain_force_ev,0.0,0.10179822197050559,0.10179822197050559,,0.1,1.0179822197050559,True
squared_envelope,cohesive_ev_atom,3.36,3.360086699931566,8.669993156606992e-05,2.5803551061330336e-05,0.0672,0.0012901775530665168,True
squared_envelope,hydrostatic_strain_curvature_ev,74.01042469890372,70.72589882185655,-3.284525877047173,-0.04437923293116605,3.700521234945186,-0.8875846586233209,True
squared_envelope,normal_strain_curvature_ev,12.646038954154417,14.050371041309607,1.4043320871551899,0.11104916663994976,0.6323019477077209,2.2209833327989954,True
squared_envelope,simple_shear_strain_curvature_ev,2.90236959603544,2.7542592736517815,-0.1481103223836584,-0.05103082756447462,0.145118479801772,-1.0206165512894925,True
squared_envelope,intrinsic_fault_rigid,0.06943467959307983,-0.00015681565066054577,-0.06959149524374038,-1.0022584629407028,0.006943467959307984,-10.022584629407028,True
squared_envelope,shockley_half_partial_rigid,0.0717731071150184,0.06556885981141933,-0.0062042473035990725,-0.08644250685227538,0.00717731071150184,-0.8644250685227537,True
squared_envelope,direct_half_registry_rigid,0.26732847628894085,0.26358072597182464,-0.0037477503171162163,-0.014019270857869538,0.026732847628894087,-0.14019270857869537,True
squared_envelope,opening_20percent_rigid,0.1829129464964322,0.1701776496425871,-0.012735296853845085,-0.06962490680829689,0.01829129464964322,-0.6962490680829687,True
squared_envelope,work_separation_rigid,0.7719163228888833,0.7826660209658544,0.010749698076971015,0.013925988812803514,0.07719163228888834,0.13925988812803514,True
angular_tied,normal_strain_force_ev,0.0,0.03985010437394765,0.03985010437394765,,0.1,0.3985010437394765,True
angular_tied,cohesive_ev_atom,3.36,3.305244893730692,-0.054755106269307685,-0.016296162580151097,0.0672,-0.8148081290075548,True
angular_tied,hydrostatic_strain_curvature_ev,74.01042469890372,80.25452811297254,6.244103414068817,0.08436789059746212,3.700521234945186,1.6873578119492423,True
angular_tied,normal_strain_curvature_ev,12.646038954154417,13.827059086390523,1.1810201322361067,0.093390518289375,0.6323019477077209,1.8678103657874998,True
angular_tied,simple_shear_strain_curvature_ev,2.90236959603544,2.2101827957025737,-0.6921868003328662,-0.23849023269757755,0.145118479801772,-4.76980465395155,True
angular_tied,intrinsic_fault_rigid,0.06943467959307983,0.05169787225161353,-0.017736807341466307,-0.25544594495736733,0.006943467959307984,-2.554459449573673,True
angular_tied,shockley_half_partial_rigid,0.0717731071150184,0.0772249493924905,0.005451842277472099,0.07595940173992148,0.00717731071150184,0.7595940173992147,True
angular_tied,direct_half_registry_rigid,0.26732847628894085,0.32244697484590784,0.05511849855696699,0.2061826683117454,0.026732847628894087,2.061826683117454,True
angular_tied,opening_20percent_rigid,0.1829129464964322,0.21515523779865348,0.03224229130222128,0.17627123678120937,0.01829129464964322,1.7627123678120937,True
angular_tied,work_separation_rigid,0.7719163228888833,0.7747330011003237,0.002816678211440382,0.0036489424150262986,0.07719163228888834,0.03648942415026298,True
angular_independent_range,normal_strain_force_ev,0.0,-0.038076120465355245,-0.038076120465355245,,0.1,-0.38076120465355245,True
angular_independent_range,cohesive_ev_atom,3.36,3.360368144615895,0.0003681446158951829,0.00010956684996880443,0.0672,0.005478342498440222,True
angular_independent_range,hydrostatic_strain_curvature_ev,74.01042469890372,69.9989339786431,-4.011490720260625,-0.05420169843073533,3.700521234945186,-1.0840339686147065,True
angular_independent_range,normal_strain_curvature_ev,12.646038954154417,13.616531383513541,0.9704924293591244,0.07674279929687412,0.6323019477077209,1.5348559859374824,True
angular_independent_range,simple_shear_strain_curvature_ev,2.90236959603544,2.478894409551633,-0.4234751864838069,-0.14590670570083933,0.145118479801772,-2.9181341140167865,True
angular_independent_range,intrinsic_fault_rigid,0.06943467959307983,0.051424227347366895,-0.01801045224571294,-0.2593869857434748,0.006943467959307984,-2.593869857434748,True
angular_independent_range,shockley_half_partial_rigid,0.0717731071150184,0.08368606152727757,0.011912954412259175,0.1659807536709862,0.00717731071150184,1.6598075367098617,True
angular_independent_range,direct_half_registry_rigid,0.26732847628894085,0.33406851910710156,0.0667400428181607,0.2496555688516513,0.026732847628894087,2.496555688516513,True
angular_independent_range,opening_20percent_rigid,0.1829129464964322,0.1941400478153743,0.011227101318942112,0.06137947878479505,0.01829129464964322,0.6137947878479505,True
angular_independent_range,work_separation_rigid,0.7719163228888833,0.7643181157675653,-0.00759820712131809,-0.009843304119910216,0.07719163228888834,-0.09843304119910215,True
