family,stage,decay,squared_loss,admissible,reason,u,v,A,B,independent_observation_count,parameter_count
linear,equilibrium_cohesion,0.37357774948527905,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.39874381402995984,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.42560519047568296,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.4542760835061691,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.4848783912034896,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.5175422233138354,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.5524064544262582,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.5896193144162969,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.6293390186648382,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.6717344407316694,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.7169858303436848,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.7652855797503654,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.8168390417047958,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
linear,equilibrium_cohesion,0.8718654025479705,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
