set,a_over_b,opening_eV_cell,opening_J_m2,traction_eV_per_b
linear_joint_start1,11.866411179408747,0.4824684525911328,1.0883501274326355,4.2736053183248575e-05
linear_joint_start1,12.261051000742293,0.4824844585513182,1.0883862336043735,3.847986724798509e-05
linear_joint_start1,12.655690822075842,0.48249889577635585,1.0884188010305444,3.477020950277487e-05
linear_joint_start1,13.050330643409389,0.48251196262558227,1.0884482771692314,3.1522156446458084e-05
linear_joint_start1,13.444970464742937,0.4825238270894027,1.0884750409724222,2.8666130477093288e-05
linear_joint_start1,13.839610286076486,0.48253463219918835,1.0884994150896292,2.614476157139942e-05
linear_joint_start1,14.234250107410032,0.48254450034596647,1.0885216756099716,2.391046114079677e-05
linear_joint_start1,14.62888992874358,0.4825535367522551,1.0885420598939242,2.192353137885781e-05
linear_joint_start1,15.023529750077127,0.48256183228154725,1.0885607729109386,2.015068078395172e-05
linear_joint_start1,15.418169571410676,0.4825694657259496,1.0885779923998886,1.856385031297219e-05
linear_joint_start1,15.812809392744224,0.48257650567983423,1.0885938730956444,1.7139278944398e-05
linear_joint_start1,16.20744921407777,0.48258301208292237,1.0886085502099554,1.5856755113033342e-05
linear_joint_start1,16.602089035411318,0.48258903749778675,1.0886221423132323,1.469901345226736e-05
linear_joint_start1,16.996728856744866,0.4825946281727349,1.0886347537321956,1.365124587844621e-05
linear_joint_start1,17.39136867807841,0.48259982493029474,1.0886464765541173,1.2700703211069813e-05
linear_joint_start1,17.78600849941196,0.48260466391324813,1.088657392309719,1.1836368902884794e-05
linear_joint_start1,18.180648320745508,0.48260917721371355,1.0886675733922544,1.1048690526821028e-05
linear_joint_start1,18.575288142079057,0.4826133934057712,1.0886770842590034,1.0329357771103415e-05
linear_joint_start1,18.969927963412605,0.4826173379981579,1.088685982452458,9.67111807558838e-06
linear_joint_start1,19.36456778474615,0.48262103382045474,1.0886943194714818,9.067622881076441e-06
linear_joint_start1,19.7592076060797,0.4826245013536944,1.0887021415170954,8.513298891308106e-06
linear_joint_start1,20.153847427413247,0.4826277590143496,1.0887094901330934,8.00323986263405e-06
linear_joint_start1,20.548487248746795,0.48263082339905883,1.088716402758097,7.5331153121659325e-06
linear_joint_start1,20.943127070080344,0.48263370949617534,1.0887229132027647,7.099093226563463e-06
linear_joint_start1,21.33776689141389,0.4826364308691788,1.088729052063532,6.6977744020720086e-06
linear_joint_start1,21.732406712747437,0.4826389998161455,1.088734847082343,6.326136483606672e-06
linear_joint_start1,22.127046534080986,0.4826414275087836,1.0887403234602864,5.981486120761327e-06
linear_joint_start1,22.521686355414534,0.4826437241139707,1.0887455041317575,5.6614179401918496e-06
linear_joint_start1,22.916326176748083,0.48264589890026477,1.0887504100047272,5.363779261249236e-06
linear_joint_start1,23.310965998081628,0.4826479603314768,1.0887550601718214,5.086639666181277e-06
linear_joint_start1,23.705605819415176,0.4826499161490667,1.0887594720961904,4.828264686390275e-06
linear_joint_start1,24.100245640748724,0.48265177344486565,1.088763661775554,4.587092988961005e-06
linear_joint_start1,24.494885462082273,0.482653538725399,1.0887676438873028,4.36171654833722e-06
