set,a_over_b,s_over_b,energy_eV_cell,dW_da,dW_ds
linear_joint_start0,0.7912590184465138,0.5,0.3114000878335938,-5.6852498894641395,1.7204757462646388e-16
linear_joint_start0,0.7912590184465138,0.5333333333333333,0.3070399663031512,-5.607760543323219,-0.25990941302487974
linear_joint_start0,0.7912590184465138,0.5666666666666667,0.29429466447594205,-5.381686398100169,-0.49993872211519197
linear_joint_start0,0.7912590184465138,0.6,0.27412554544425083,-5.025299276377412,-0.70279251941225
linear_joint_start0,0.7912590184465138,0.6333333333333333,0.24799751408303183,-4.566215180571033,-0.8558338785539634
linear_joint_start0,0.7912590184465138,0.6666666666666666,0.21770114094181237,-4.037767152944284,-0.952272172250722
linear_joint_start0,0.7912590184465138,0.7,0.18515239171845907,-3.475000599982956,-0.9913145917896113
linear_joint_start0,0.7912590184465138,0.7333333333333333,0.15220362990261874,-2.9110050275288386,-0.9773712327237206
linear_joint_start0,0.7912590184465138,0.7666666666666666,0.12049323861014549,-2.3741314941361065,-0.9185895771790391
linear_joint_start0,0.7912590184465138,0.8,0.09135021629046944,-1.8863869995796925,-0.8250846674983124
linear_joint_start0,0.7912590184465138,0.8333333333333334,0.06575778775051479,-1.4630277630740418,-0.7072224138186589
linear_joint_start0,0.7912590184465138,0.8666666666666667,0.04436937263318791,-1.113158556136867,-0.5742315395897146
linear_joint_start0,0.7912590184465138,0.9,0.027562957365853853,-0.8410179264617881,-0.4333041513871667
linear_joint_start0,0.7912590184465138,0.9333333333333333,0.0155165136959372,-0.6475896692990236,-0.289231909752572
linear_joint_start0,0.7912590184465138,0.9666666666666667,0.008287093506020079,-0.532208127108068,-0.1445368367391172
linear_joint_start0,0.7912590184465138,1.0,0.0058786124306926205,-0.49389041795382893,-3.2315052810272906e-16
linear_joint_start0,0.831341557842491,0.0,0.0016874848580365046,0.2196520845857734,1.1971626451161072e-16
linear_joint_start0,0.831341557842491,0.03333333333333333,0.002952004746768874,0.19908626999337928,0.07585143601083562
linear_joint_start0,0.831341557842491,0.06666666666666667,0.0067408605624338196,0.1373176224931516,0.1513832838680381
linear_joint_start0,0.831341557842491,0.1,0.01303259124660664,0.0342738893098459,0.22584106759590125
linear_joint_start0,0.831341557842491,0.13333333333333333,0.021768140041710203,-0.10971407141786263,0.2976728053258068
linear_joint_start0,0.831341557842491,0.16666666666666666,0.03282008727427599,-0.2933050295206268,0.3643065725910594
linear_joint_start0,0.831341557842491,0.2,0.04595762312920544,-0.5134354201777833,0.4221255749705686
linear_joint_start0,0.831341557842491,0.23333333333333334,0.06081454094636733,-0.7646350801421079,0.466678347929263
linear_joint_start0,0.831341557842491,0.26666666666666666,0.07686829934674626,-1.0385254581498609,0.4931305372832966
linear_joint_start0,0.831341557842491,0.3,0.09343773879326592,-1.323656343279764,0.4969224437235158
linear_joint_start0,0.831341557842491,0.3333333333333333,0.10970504271408338,-1.6058079513708854,0.47454809475302573
linear_joint_start0,0.831341557842491,0.36666666666666664,0.12476395730555777,-1.8688206045038296,0.4243273097863807
linear_joint_start0,0.831341557842491,0.4,0.1376914929313535,-2.095918421173184,0.3470160755137319
linear_joint_start0,0.831341557842491,0.43333333333333335,0.14763516386799677,-2.2713825196662514,0.24610612055951275
linear_joint_start0,0.831341557842491,0.4666666666666667,0.1539034857996253,-2.3823298368405084,0.12770910104966168
linear_joint_start0,0.831341557842491,0.5,0.15604520554665807,-2.4202961530693923,8.606264873917532e-17
linear_joint_start0,0.831341557842491,0.5333333333333333,0.15390348579962537,-2.3823298368405084,-0.12770910104966082
linear_joint_start0,0.831341557842491,0.5666666666666667,0.14763516386799688,-2.2713825196662514,-0.2461061205595123
linear_joint_start0,0.831341557842491,0.6,0.13769149293135358,-2.095918421173183,-0.347016075513732
linear_joint_start0,0.831341557842491,0.6333333333333333,0.12476395730555777,-1.8688206045038305,-0.42432730978638056
linear_joint_start0,0.831341557842491,0.6666666666666666,0.10970504271408353,-1.6058079513708876,-0.47454809475302573
linear_joint_start0,0.831341557842491,0.7,0.09343773879326592,-1.323656343279764,-0.4969224437235156
linear_joint_start0,0.831341557842491,0.7333333333333333,0.07686829934674634,-1.0385254581498609,-0.4931305372832966
linear_joint_start0,0.831341557842491,0.7666666666666666,0.06081454094636737,-0.7646350801421087,-0.46667834792926327
linear_joint_start0,0.831341557842491,0.8,0.045957623129205476,-0.5134354201777842,-0.4221255749705688
linear_joint_start0,0.831341557842491,0.8333333333333334,0.03282008727427599,-0.2933050295206257,-0.36430657259105914
linear_joint_start0,0.831341557842491,0.8666666666666667,0.02176814004171022,-0.10971407141786296,-0.2976728053258064
linear_joint_start0,0.831341557842491,0.9,0.013032591246606618,0.03427388930984518,-0.2258410675959021
linear_joint_start0,0.831341557842491,0.9333333333333333,0.0067408605624338196,0.13731762249315232,-0.1513832838680384
linear_joint_start0,0.831341557842491,0.9666666666666667,0.0029520047467689256,0.19908626999337783,-0.07585143601083551
linear_joint_start0,0.831341557842491,1.0,0.001687484858036539,0.21965208458577304,-1.6680572458230017e-16
linear_joint_start0,0.8714240972384683,0.0,0.019323810694766998,0.6194544736208258,5.683534350027325e-17
linear_joint_start0,0.8714240972384683,0.03333333333333333,0.019976065814870977,0.6084904385866925,0.039111850987973346
linear_joint_start0,0.8714240972384683,0.06666666666666667,0.021927791220132872,0.5756289027199866,0.0779040037974041
linear_joint_start0,0.8714240972384683,0.1,0.02516046931538285,0.5210269239797605,0.11585600745998711
linear_joint_start0,0.8714240972384683,0.13333333333333333,0.029632528547193584,0.44515354584551686,0.15208264902812094
linear_joint_start0,0.8714240972384683,0.16666666666666666,0.035265384394809154,0.34906431195346344,0.18524010101951563
linear_joint_start0,0.8714240972384683,0.2,0.041927899553802855,0.23471501347050913,0.2135284745104499
linear_joint_start0,0.8714240972384683,0.23333333333333334,0.04942275908376032,0.1052503540348988,0.23480537279126562
linear_joint_start0,0.8714240972384683,0.26666666666666666,0.05747848303143131,-0.034804044631698616,0.24680871444425992
linear_joint_start0,0.8714240972384683,0.3,0.06575041573769289,-0.17951427977422219,0.2474671257404128
linear_joint_start0,0.8714240972384683,0.3333333333333333,0.07383295748737327,-0.32172609793613344,0.23525537914243486
linear_joint_start0,0.8714240972384683,0.36666666666666664,0.08128358342206968,-0.4534871072931211,0.2095352185239297
linear_joint_start0,0.8714240972384683,0.4,0.08765703976668453,-0.566679452465841,0.17081390244592623
linear_joint_start0,0.8714240972384683,0.43333333333333335,0.09254590515973513,-0.6537927144283053,0.12085856043310755
linear_joint_start0,0.8714240972384683,0.4666666666666667,0.09562195466815099,-0.708727648697118,0.06262577459779292
linear_joint_start0,0.8714240972384683,0.5,0.09667195338762918,-0.7275009438870592,4.2705223871461276e-17
linear_joint_start0,0.8714240972384683,0.5333333333333333,0.09562195466815102,-0.7087276486971188,-0.06262577459779252
linear_joint_start0,0.8714240972384683,0.5666666666666667,0.09254590515973517,-0.6537927144283053,-0.12085856043310735
linear_joint_start0,0.8714240972384683,0.6,0.08765703976668453,-0.566679452465841,-0.17081390244592623
linear_joint_start0,0.8714240972384683,0.6333333333333333,0.08128358342206972,-0.4534871072931211,-0.20953521852392962
linear_joint_start0,0.8714240972384683,0.6666666666666666,0.07383295748737335,-0.32172609793613455,-0.23525537914243494
linear_joint_start0,0.8714240972384683,0.7,0.06575041573769284,-0.17951427977422185,-0.24746712574041252
linear_joint_start0,0.8714240972384683,0.7333333333333333,0.05747848303143139,-0.034804044631699005,-0.24680871444425997
linear_joint_start0,0.8714240972384683,0.7666666666666666,0.04942275908376036,0.10525035403489844,-0.2348053727912659
linear_joint_start0,0.8714240972384683,0.8,0.041927899553802855,0.23471501347050877,-0.2135284745104499
linear_joint_start0,0.8714240972384683,0.8333333333333334,0.035265384394809154,0.3490643119534638,-0.1852401010195155
linear_joint_start0,0.8714240972384683,0.8666666666666667,0.029632528547193584,0.44515354584551725,-0.1520826490281208
linear_joint_start0,0.8714240972384683,0.9,0.025160469315382815,0.5210269239797602,-0.11585600745998756
linear_joint_start0,0.8714240972384683,0.9333333333333333,0.021927791220132862,0.5756289027199866,-0.07790400379740425
linear_joint_start0,0.8714240972384683,0.9666666666666667,0.019976065814870957,0.608490438586692,-0.039111850987973304
linear_joint_start0,0.8714240972384683,1.0,0.019323810694767022,0.6194544736208263,-8.503838641888912e-17
linear_joint_start0,0.9115066366344455,0.0,0.04874503310170774,0.8231954432216558,2.6878159547294482e-17
linear_joint_start0,0.9115066366344455,0.03333333333333333,0.049072230722703766,0.817408739988321,0.01961576840853676
linear_joint_start0,0.9115066366344455,0.06666666666666667,0.05005044361155457,0.8000934586263989,0.03902069579151355
linear_joint_start0,0.9115066366344455,0.1,0.05166795461779935,0.7714140757860033,0.05791086456582097
linear_joint_start0,0.9115066366344455,0.13333333333333333,0.05390028575694672,0.7317392982265589,0.07581451525751069
linear_joint_start0,0.9115066366344455,0.16666666666666666,0.056703817950092446,0.6817655075686444,0.09205183999791483
linear_joint_start0,0.9115066366344455,0.2,0.06000882156959453,0.6226544543590241,0.10574137911246115
linear_joint_start0,0.9115066366344455,0.23333333333333334,0.063713566482993,0.5561543619077172,0.11585870344297888
linear_joint_start0,0.9115066366344455,0.26666666666666666,0.06768123662396076,0.48467143246577066,0.12134481121755278
linear_joint_start0,0.9115066366344455,0.3,0.07174113385089308,0.4112619646432411,0.12125231034951428
linear_joint_start0,0.9115066366344455,0.3333333333333333,0.07569510434545583,0.3395246772693273,0.11490843339514466
linear_joint_start0,0.9115066366344455,0.36666666666666664,0.07932930114634618,0.2733880702190544,0.10206722605673352
linear_joint_start0,0.9115066366344455,0.4,0.08243042158792277,0.21680686905945573,0.08302097745252394
linear_joint_start0,0.9115066366344455,0.43333333333333335,0.08480460508661032,0.17340133838645877,0.05864470150780528
linear_joint_start0,0.9115066366344455,0.4666666666666667,0.08629645499484961,0.1460890075053009,0.030357548948261592
linear_joint_start0,0.9115066366344455,0.5,0.08680535036736958,0.13676572124644648,2.0870049571543247e-17
linear_joint_start0,0.9115066366344455,0.5333333333333333,0.08629645499484954,0.1460890075053009,-0.030357548948261388
linear_joint_start0,0.9115066366344455,0.5666666666666667,0.08480460508661032,0.17340133838645877,-0.05864470150780517
linear_joint_start0,0.9115066366344455,0.6,0.08243042158792277,0.21680686905945612,-0.08302097745252397
linear_joint_start0,0.9115066366344455,0.6333333333333333,0.07932930114634618,0.2733880702190544,-0.1020672260567335
linear_joint_start0,0.9115066366344455,0.6666666666666666,0.07569510434545593,0.3395246772693267,-0.11490843339514464
linear_joint_start0,0.9115066366344455,0.7,0.07174113385089312,0.4112619646432413,-0.12125231034951417
linear_joint_start0,0.9115066366344455,0.7333333333333333,0.06768123662396078,0.4846714324657704,-0.12134481121755286
linear_joint_start0,0.9115066366344455,0.7666666666666666,0.063713566482993,0.5561543619077172,-0.11585870344297898
linear_joint_start0,0.9115066366344455,0.8,0.06000882156959446,0.622654454359024,-0.10574137911246119
linear_joint_start0,0.9115066366344455,0.8333333333333334,0.056703817950092404,0.6817655075686446,-0.09205183999791475
linear_joint_start0,0.9115066366344455,0.8666666666666667,0.05390028575694668,0.7317392982265585,-0.07581451525751064
linear_joint_start0,0.9115066366344455,0.9,0.05166795461779935,0.7714140757860031,-0.05791086456582117
linear_joint_start0,0.9115066366344455,0.9333333333333333,0.05005044361155457,0.8000934586263991,-0.03902069579151361
linear_joint_start0,0.9115066366344455,0.9666666666666667,0.04907223072270381,0.8174087399883205,-0.019615768408536717
linear_joint_start0,0.9115066366344455,1.0,0.04874503310170774,0.8231954432216558,-4.233679022118991e-17
linear_joint_start0,0.9515891760304227,0.0,0.08371308271345146,0.9061259465679952,1.2495979447244368e-17
linear_joint_start0,0.9515891760304227,0.03333333333333333,0.0838698006371833,0.9031185005971871,0.009394677567224544
linear_joint_start0,0.9515891760304227,0.06666666666666667,0.08433819831087899,0.8941308095673999,0.018680196465417187
linear_joint_start0,0.9515891760304227,0.1,0.0851122643514971,0.8792805408960951,0.027703582083425247
linear_joint_start0,0.9515891760304227,0.13333333333333333,0.08617965477215903,0.8588068701373068,0.03623324794632467
linear_joint_start0,0.9515891760304227,0.16666666666666666,0.0875187178915788,0.8331259420523781,0.04394107730193424
linear_joint_start0,0.9515891760304227,0.2,0.08909528464750878,0.8028913131901281,0.05040694477716516
linear_joint_start0,0.9515891760304227,0.23333333333333334,0.0908600201596499,0.7690447002537069,0.055147920543442135
linear_joint_start0,0.9515891760304227,0.26666666666666666,0.09274714061919927,0.7328418122010683,0.05767031326564922
linear_joint_start0,0.9515891760304227,0.3,0.09467516514655469,0.6958401147181601,0.057538334103426764
linear_joint_start0,0.9515891760304227,0.3333333333333333,0.09655009681890292,0.6598402204778504,0.05444921316176736
linear_joint_start0,0.9515891760304227,0.36666666666666664,0.09827103891018046,0.6267798576367962,0.048301935802275035
linear_joint_start0,0.9515891760304227,0.4,0.09973780865939358,0.598588048453965,0.03924621812222781
linear_joint_start0,0.9515891760304227,0.43333333333333335,0.10085969218625382,0.5770156526660052,0.027700439892981592
linear_joint_start0,0.9515891760304227,0.4666666666666667,0.10156418017888617,0.5634649075222393,0.014331976276464648
linear_joint_start0,0.9515891760304227,0.5,0.10180441216152333,0.5588432920272455,9.913913301215885e-18
linear_joint_start0,0.9515891760304227,0.5333333333333333,0.1015641801788862,0.5634649075222393,-0.014331976276464558
linear_joint_start0,0.9515891760304227,0.5666666666666667,0.10085969218625382,0.5770156526660052,-0.02770043989298155
linear_joint_start0,0.9515891760304227,0.6,0.09973780865939354,0.598588048453965,-0.03924621812222783
linear_joint_start0,0.9515891760304227,0.6333333333333333,0.09827103891018037,0.626779857636796,-0.04830193580227503
linear_joint_start0,0.9515891760304227,0.6666666666666666,0.09655009681890299,0.6598402204778501,-0.054449213161767346
linear_joint_start0,0.9515891760304227,0.7,0.09467516514655469,0.6958401147181607,-0.05753833410342672
linear_joint_start0,0.9515891760304227,0.7333333333333333,0.09274714061919927,0.7328418122010687,-0.057670313265649226
linear_joint_start0,0.9515891760304227,0.7666666666666666,0.0908600201596499,0.7690447002537069,-0.0551479205434422
linear_joint_start0,0.9515891760304227,0.8,0.08909528464750878,0.8028913131901283,-0.050406944777165195
linear_joint_start0,0.9515891760304227,0.8333333333333334,0.0875187178915788,0.8331259420523778,-0.04394107730193421
linear_joint_start0,0.9515891760304227,0.8666666666666667,0.08617965477215903,0.8588068701373066,-0.03623324794632461
linear_joint_start0,0.9515891760304227,0.9,0.0851122643514971,0.8792805408960949,-0.027703582083425354
linear_joint_start0,0.9515891760304227,0.9333333333333333,0.08433819831087899,0.8941308095673999,-0.018680196465417225
linear_joint_start0,0.9515891760304227,0.9666666666666667,0.0838698006371833,0.9031185005971873,-0.009394677567224535
linear_joint_start0,0.9515891760304227,1.0,0.08371308271345146,0.9061259465679949,-2.0203977165158602e-17
linear_joint_start0,0.9916717154264,0.0,0.12041903433150383,0.9162115244643521,5.584338627015596e-18
linear_joint_start0,0.9916717154264,0.03333333333333333,0.12048801959744579,0.9146859112146799,0.004136124396874743
linear_joint_start0,0.9916717154264,0.06666666666666667,0.12069433990138692,0.9101306038947754,0.008232276546082364
linear_joint_start0,0.9916717154264,0.1,0.12103572784674266,0.9026165074478456,0.012227207443291232
linear_joint_start0,0.9916717154264,0.13333333333333333,0.12150727596793515,0.8922814974893299,0.016021536949370033
linear_joint_start0,0.9916717154264,0.16666666666666666,0.12209999464469952,0.879355501376563,0.019469123123964538
linear_joint_start0,0.9916717154264,0.2,0.122799257627925,0.8641872703360488,0.02237925510644731
linear_joint_start0,0.9916717154264,0.23333333333333334,0.12358351641903925,0.8472658829272848,0.02453058334029705
linear_joint_start0,0.9916717154264,0.26666666666666666,0.12442366245336593,0.8292299404841665,0.025695703007543765
linear_joint_start0,0.9916717154264,0.3,0.12528334548191739,0.8108585930094659,0.02567325995930223
linear_joint_start0,0.9916717154264,0.3333333333333333,0.1261204216507314,0.7930409643178151,0.02432269678623892
linear_joint_start0,0.9916717154264,0.36666666666666664,0.12688952166926426,0.776723985232489,0.02159567735918691
linear_joint_start0,0.9916717154264,0.4,0.12754552629331403,0.7628425893974846,0.017558149094937605
linear_joint_start0,0.9916717154264,0.43333333333333335,0.12804754995020828,0.7522399593109586,0.012398098550947615
linear_joint_start0,0.9916717154264,0.4666666666666667,0.12836290252059301,0.7455882261370037,0.006416259986950739
linear_joint_start0,0.9916717154264,0.5,0.12847045594336542,0.7433210275390265,4.4647668514140405e-18
linear_joint_start0,0.9916717154264,0.5333333333333333,0.12836290252059301,0.7455882261370037,-0.006416259986950698
linear_joint_start0,0.9916717154264,0.5666666666666667,0.12804754995020828,0.7522399593109583,-0.012398098550947593
linear_joint_start0,0.9916717154264,0.6,0.12754552629331403,0.7628425893974846,-0.017558149094937595
linear_joint_start0,0.9916717154264,0.6333333333333333,0.12688952166926426,0.7767239852324889,-0.02159567735918691
linear_joint_start0,0.9916717154264,0.6666666666666666,0.12612042165073145,0.793040964317815,-0.0243226967862389
linear_joint_start0,0.9916717154264,0.7,0.12528334548191739,0.8108585930094659,-0.0256732599593022
linear_joint_start0,0.9916717154264,0.7333333333333333,0.12442366245336593,0.8292299404841665,-0.025695703007543768
linear_joint_start0,0.9916717154264,0.7666666666666666,0.12358351641903925,0.8472658829272846,-0.024530583340297063
linear_joint_start0,0.9916717154264,0.8,0.12279925762792504,0.8641872703360487,-0.0223792551064473
linear_joint_start0,0.9916717154264,0.8333333333333334,0.12209999464469952,0.879355501376563,-0.01946912312396453
linear_joint_start0,0.9916717154264,0.8666666666666667,0.1215072759679351,0.8922814974893298,-0.01602153694937002
linear_joint_start0,0.9916717154264,0.9,0.12103572784674266,0.9026165074478454,-0.012227207443291267
linear_joint_start0,0.9916717154264,0.9333333333333333,0.12069433990138692,0.9101306038947754,-0.008232276546082383
linear_joint_start0,0.9916717154264,0.9666666666666667,0.12048801959744579,0.9146859112146801,-0.004136124396874738
linear_joint_start0,0.9916717154264,1.0,0.12041903433150383,0.916211524464352,-8.907365806305149e-18
linear_joint_start0,1.0317542548223773,0.0,0.15659990347536978,0.883917484648489,2.2910326702200867e-18
linear_joint_start0,1.0317542548223773,0.03333333333333333,0.15662508368574096,0.8831736507601735,0.0015109678598251473
linear_joint_start0,1.0317542548223773,0.06666666666666667,0.1567006363912359,0.8809535583020622,0.003021719645365509
linear_joint_start0,1.0317542548223773,0.1,0.15682641345263293,0.8772943762964597,0.004521163614626452
linear_joint_start0,1.0317542548223773,0.13333333333333333,0.15700159009861386,0.8722672114243869,0.005978629599106732
linear_joint_start0,1.0317542548223773,0.16666666666666666,0.15722392106382282,0.8659886732640468,0.007339190890403499
linear_joint_start0,1.0317542548223773,0.2,0.15748892614794174,0.8586330402152365,0.008524249650956002
linear_joint_start0,1.0317542548223773,0.23333333333333334,0.15778918984240822,0.850441723913099,0.009437782921542837
linear_joint_start0,1.0317542548223773,0.26666666666666666,0.15811395691759222,0.8417267569301796,0.0099776758967107
linear_joint_start0,1.0317542548223773,0.3,0.1584491704845905,0.8328656560120256,0.010050607721558757
linear_joint_start0,1.0317542548223773,0.3333333333333333,0.15877803402881935,0.8242862094637091,0.009588166641709694
linear_joint_start0,1.0317542548223773,0.36666666666666664,0.15908209283045222,0.8164413622970801,0.008561421862008332
linear_joint_start0,1.0317542548223773,0.4,0.15934273667940613,0.8097761775823293,0.006991200271198548
linear_joint_start0,1.0317542548223773,0.43333333333333335,0.15954294173262767,0.8046905091057871,0.004951863330559471
linear_joint_start0,1.0317542548223773,0.4666666666666667,0.15966901176875337,0.8015021814129795,0.002567402058255857
linear_joint_start0,1.0317542548223773,0.5,0.15971206135555494,0.8004158520129143,1.8021170073389213e-18
linear_joint_start0,1.0317542548223773,0.5333333333333333,0.15966901176875337,0.8015021814129795,-0.00256740205825584
linear_joint_start0,1.0317542548223773,0.5666666666666667,0.15954294173262767,0.8046905091057871,-0.0049518633305594625
linear_joint_start0,1.0317542548223773,0.6,0.15934273667940613,0.8097761775823293,-0.006991200271198549
linear_joint_start0,1.0317542548223773,0.6333333333333333,0.15908209283045222,0.8164413622970803,-0.008561421862008329
linear_joint_start0,1.0317542548223773,0.6666666666666666,0.15877803402881935,0.8242862094637091,-0.009588166641709691
linear_joint_start0,1.0317542548223773,0.7,0.1584491704845905,0.8328656560120256,-0.010050607721558753
linear_joint_start0,1.0317542548223773,0.7333333333333333,0.15811395691759222,0.8417267569301796,-0.009977675896710708
linear_joint_start0,1.0317542548223773,0.7666666666666666,0.15778918984240822,0.850441723913099,-0.00943778292154284
linear_joint_start0,1.0317542548223773,0.8,0.15748892614794174,0.8586330402152365,-0.008524249650956005
linear_joint_start0,1.0317542548223773,0.8333333333333334,0.15722392106382282,0.8659886732640468,-0.007339190890403491
linear_joint_start0,1.0317542548223773,0.8666666666666667,0.15700159009861386,0.8722672114243869,-0.0059786295991067296
linear_joint_start0,1.0317542548223773,0.9,0.15682641345263293,0.8772943762964597,-0.004521163614626469
linear_joint_start0,1.0317542548223773,0.9333333333333333,0.1567006363912359,0.8809535583020622,-0.003021719645365514
linear_joint_start0,1.0317542548223773,0.9666666666666667,0.15662508368574096,0.8831736507601733,-0.0015109678598251438
linear_joint_start0,1.0317542548223773,1.0,0.15659990347536978,0.883917484648489,-3.296311218262666e-18
linear_joint_start0,1.0718367942183544,0.0,0.19097242347201304,0.8284920513858276,7.58103605909563e-19
linear_joint_start0,1.0718367942183544,0.03333333333333333,0.19097681777100303,0.8281539170391805,0.0002653496588975034
linear_joint_start0,1.0718367942183544,0.06666666666666667,0.19099032864178642,0.8271444166375974,0.0005498632768189521
linear_joint_start0,1.0718367942183544,0.1,0.1910138389720915,0.8254796731861358,0.0008667352001288098
linear_joint_start0,1.0718367942183544,0.13333333333333333,0.19104850166629317,0.8231909608446055,0.001218298942943802
linear_joint_start0,1.0718367942183544,0.16666666666666666,0.191095322758706,0.8203302547869409,0.0015931300057202224
linear_joint_start0,1.0718367942183544,0.2,0.19115469016801484,0.8169760577765579,0.001965750780121852
linear_joint_start0,1.0718367942183544,0.23333333333333334,0.1912259392901547,0.8132379285749136,0.002299129405680288
linear_joint_start0,1.0718367942183544,0.26666666666666666,0.19130704524327954,0.8092581716115639,0.002549694066372593
linear_joint_start0,1.0718367942183544,0.3,0.19139451456353598,0.8052094675963257,0.0026741293301990256
linear_joint_start0,1.0718367942183544,0.3333333333333333,0.19148351830974597,0.8012878053897312,0.002636859511681223
linear_joint_start0,1.0718367942183544,0.36666666666666664,0.1915682682357804,0.7977008411901169,0.002416929264212545
linear_joint_start0,1.0718367942183544,0.4,0.19164259446356902,0.7946526411219574,0.0020130171084482232
linear_joint_start0,1.0718367942183544,0.43333333333333335,0.1917006446854066,0.7923265073798234,0.001445580525150753
linear_joint_start0,1.0718367942183544,0.4666666666666667,0.1917375988917032,0.7908680940637139,0.0007556014312292764
