state,mode,temperature_K,sigma_coordinate_A,sigma_multiple,max_atom_displacement_A,exact_energy_difference_eV,gaussian_energy_eV,residual_over_kBT
initial,0,600.0,0.6830212710025094,0.5,0.026280702708042548,0.00646299551555618,0.006462999946608884,-8.570038566033407e-08
initial,0,600.0,0.6830212710025094,1.0,0.052561405416085095,0.02585192888231136,0.025851999786435535,-1.3713469898246573e-06
initial,0,600.0,0.6830212710025094,2.0,0.10512281083217019,0.10340686418916123,0.10340799914574214,-2.1951040350601224e-05
initial,1,100.0,0.21318548035536808,-2.0,0.03697554399980591,0.017234601294139562,0.017234666524290353,-7.5696446692871175e-06
initial,1,100.0,0.21318548035536808,-1.0,0.018487771999902956,0.004308662554450837,0.004308666631072588,-4.730723098543364e-07
initial,1,100.0,0.21318548035536808,-0.5,0.009243885999951478,0.0010771664029469719,0.001077166657768147,-2.9570769456925365e-08
initial,1,100.0,0.21318548035536808,0.5,0.009243885999951478,0.0010771664029238792,0.001077166657768147,-2.9573449246392673e-08
initial,1,100.0,0.21318548035536808,1.0,0.018487771999902956,0.004308662554504128,0.004308666631072588,-4.730661257247964e-07
initial,1,100.0,0.21318548035536808,2.0,0.03697554399980591,0.017234601294199958,0.017234666524290353,-7.569637660606972e-06
initial,1,300.0,0.3692480834114743,-2.0,0.06404352084516238,0.051703412386828074,0.051703999572871064,-2.2713370255323377e-05
initial,1,300.0,0.3692480834114743,-1.0,0.03202176042258119,0.012925963202182977,0.012925999893217766,-1.419272593673936e-06
initial,1,300.0,0.3692480834114743,-0.5,0.016010880211290594,0.003231497680144191,0.0032314999733044415,-8.870339894815724e-08
initial,1,300.0,0.3692480834114743,0.5,0.016010880211290594,0.003231497680199702,0.0032314999733044415,-8.870125168095586e-08
initial,1,300.0,0.3692480834114743,1.0,0.03202176042258119,0.012925963202171431,0.012925999893217766,-1.419273040305514e-06
initial,1,300.0,0.3692480834114743,2.0,0.06404352084516238,0.05170341238685516,0.051703999572871064,-2.2713369207456983e-05
initial,1,600.0,0.5221956474407788,-2.0,0.09057121576135266,0.10340564970931121,0.10340799914574213,-4.544012939669443e-05
initial,1,600.0,0.5221956474407788,-1.0,0.04528560788067633,0.02585185301153059,0.025851999786435532,-2.8387534069760615e-06
initial,1,600.0,0.5221956474407788,-0.5,0.022642803940338165,0.006462990774207533,0.006462999946608883,-1.774021628019785e-07
initial,1,600.0,0.5221956474407788,0.5,0.022642803940338165,0.0064629907741342585,0.006462999946608883,-1.774035799983314e-07
initial,1,600.0,0.5221956474407788,1.0,0.04528560788067633,0.025851853011551906,0.025851999786435532,-2.838752994700759e-06
initial,1,600.0,0.5221956474407788,2.0,0.09057121576135266,0.10340564970929167,0.10340799914574213,-4.544012977461346e-05
initial,2,100.0,0.1999922107032015,-2.0,0.03541726729828232,0.01722977987639185,0.017234666524290357,-0.0005670719409187342
initial,2,100.0,0.1999922107032015,-1.0,0.01770863364914116,0.004308059775148365,0.004308666631072589,-7.042270569828309e-05
initial,2,100.0,0.1999922107032015,-0.5,0.00885431682457058,0.001077091049618062,0.0010771666577681473,-8.773961478029059e-06
initial,2,100.0,0.1999922107032015,0.5,0.00885431682457058,0.0010772417670819046,0.0010771666577681473,8.716073925932344e-06
initial,2,100.0,0.1999922107032015,1.0,0.01770863364914116,0.004309265507052018,0.004308666631072589,6.949667155843054e-05
initial,2,100.0,0.1999922107032015,2.0,0.03541726729828232,0.0172394254916326,0.017234666524290357,0.0005522552276290734
initial,2,300.0,0.3463966700559652,-2.0,0.061344506425872664,0.05167836659843772,0.051703999572871064,-0.0009915277210699079
initial,2,300.0,0.3463966700559652,-1.0,0.030672253212936332,0.0129228314518266,0.012925999893217766,-0.00012256078513619352
initial,2,300.0,0.3463966700559652,-0.5,0.015336126606468166,0.0032311061552281473,0.0032314999733044415,-1.5233563343167355e-05
initial,2,300.0,0.3463966700559652,0.5,0.015336126606468166,0.0032318893025853335,0.0032314999733044415,1.5059928984537372e-05
initial,2,300.0,0.3463966700559652,1.0,0.030672253212936332,0.012929096514600502,0.012925999893217766,0.0001197826631718072
initial,2,300.0,0.3463966700559652,2.0,0.061344506425872664,0.051728483368222555,0.051703999572871064,0.0009470754894690324
initial,2,600.0,0.4898788687540242,-2.0,0.0867542329645526,0.10333483183789438,0.10340799914574214,-0.0014151189163739437
initial,2,600.0,0.4898788687540242,-1.0,0.0433771164822763,0.025842996227489312,0.025851999786435535,-0.0001741366049164843
initial,2,600.0,0.4898788687540242,-0.5,0.02168855824113815,0.006461883438293015,0.006462999946608884,-2.159423497394291e-05
initial,2,600.0,0.4898788687540242,0.5,0.02168855824113815,0.00646409850009233,0.006462999946608884,2.1246973010240907e-05
initial,2,600.0,0.4898788687540242,1.0,0.0433771164822763,0.025860716060842392,0.025851999786435535,0.00016858027384463
initial,2,600.0,0.4898788687540242,2.0,0.0867542329645526,0.10347656940866079,0.10340799914574214,0.0013262080977315283
initial,968,100.0,0.024330179027561277,-2.0,0.007348650204869889,0.017232356153601636,0.017234666524290357,-0.00026810738524763274
initial,968,100.0,0.024330179027561277,-1.0,0.0036743251024349446,0.004308375332619185,0.004308666631072589,-3.380378181304346e-05
initial,968,100.0,0.024330179027561277,-0.5,0.0018371625512174723,0.0010771300890146662,0.0010771666577681473,-4.24362762453654e-06
initial,968,100.0,0.024330179027561277,0.5,0.0018371625512174723,0.0010772035392458967,0.0010771666577681473,4.279917768928389e-06
initial,968,100.0,0.024330179027561277,1.0,0.0036743251024349446,0.0043089629342998315,0.004308666631072589,3.4384561700064683e-05
initial,968,100.0,0.024330179027561277,2.0,0.007348650204869889,0.017237056973141485,0.017234666524290357,0.0002774000701155141
initial,968,300.0,0.04214110623298287,-2.0,0.012728235521886086,0.051692146804838135,0.051703999572871064,-0.00045848553809549884
initial,968,300.0,0.04214110623298287,-1.0,0.006364117760943043,0.01292449577981536,0.012925999893217766,-5.818170411698111e-05
initial,968,300.0,0.04214110623298287,-0.5,0.0031820588804715214,0.003231310551639499,0.0032314999733044415,-7.327157144793361e-06
initial,968,300.0,0.04214110623298287,0.5,0.0031820588804715214,0.0032316922101074397,0.0032314999733044415,7.436051546738392e-06
initial,968,300.0,0.04214110623298287,1.0,0.006364117760943043,0.012927549050413933,0.012925999893217766,5.9924075853519616e-05
initial,968,300.0,0.04214110623298287,2.0,0.012728235521886086,0.05171657305524269,0.051703999572871064,0.00048636401344165695
initial,968,600.0,0.059596523968089746,-2.0,0.018000443300130294,0.10337489651122356,0.10340799914574214,-0.0006402335369032552
initial,968,600.0,0.059596523968089746,-1.0,0.009000221650065147,0.02584777189291998,0.025851999786435535,-8.177111152875017e-05
initial,968,600.0,0.059596523968089746,-0.5,0.004500110825032573,0.006462465830294306,0.006462999946608884,-1.0330270752554343e-05
initial,968,600.0,0.059596523968089746,0.5,0.004500110825032573,0.006463545323837305,0.006462999946608884,1.0548066550496291e-05
initial,968,600.0,0.059596523968089746,1.0,0.009000221650065147,0.025856407856520214,0.025851999786435535,8.525588196452463e-05
initial,968,600.0,0.059596523968089746,2.0,0.018000443300130294,0.1034439846997568,0.10340799914574214,0.000695991689461822
saddle,0,100.0,0.278960264450402,-2.0,0.04335209597754624,0.017234634500317814,0.017234666524290357,-3.7162276970164202e-06
saddle,0,100.0,0.278960264450402,-1.0,0.02167604798877312,0.0043086646296082165,0.004308666631072589,-2.3226029582731818e-07
saddle,0,100.0,0.278960264450402,-0.5,0.01083802399438656,0.0010771665325939317,0.0010771666577681473,-1.4525864534064926e-08
saddle,0,100.0,0.278960264450402,0.5,0.01083802399438656,0.001077166532620577,0.0010771666577681473,-1.4522772469294952e-08
saddle,0,100.0,0.278960264450402,1.0,0.02167604798877312,0.0043086646296726094,0.004308666631072589,-2.3225282333745742e-07
saddle,0,100.0,0.278960264450402,2.0,0.04335209597754624,0.017234634500320922,0.017234666524290357,-3.7162273362755302e-06
saddle,0,300.0,0.4831733513209464,-2.0,0.07508803284771244,0.05170371130194029,0.05170399957287108,-1.1150817467400397e-05
saddle,0,300.0,0.4831733513209464,-1.0,0.03754401642385622,0.012925981880137716,0.01292599989321777,-6.967770463564418e-07
saddle,0,300.0,0.4831733513209464,-0.5,0.01877200821192811,0.0032314988474850814,0.0032314999733044423,-4.3548637251045116e-08
saddle,0,300.0,0.4831733513209464,0.5,0.01877200821192811,0.003231498847467762,0.0032314999733044423,-4.3549307198411946e-08
saddle,0,300.0,0.4831733513209464,1.0,0.03754401642385622,0.012925981880133719,0.01292599989321777,-6.967772009596803e-07
saddle,0,300.0,0.4831733513209464,2.0,0.07508803284771244,0.05170371130190654,0.05170399957287108,-1.1150818772938855e-05
saddle,0,600.0,0.6833103064153426,-2.0,0.1061905144251514,0.10340684572762493,0.10340799914574215,-2.2308102405105436e-05
saddle,0,600.0,0.6833103064153426,-1.0,0.0530952572125757,0.02585192772908762,0.02585199978643554,-1.3936513328488335e-06
saddle,0,600.0,0.6833103064153426,-0.5,0.02654762860628785,0.006462995443441422,0.006462999946608885,-8.70951473822944e-08
saddle,0,600.0,0.6833103064153426,0.5,0.02654762860628785,0.006462995443492492,0.006462999946608885,-8.709415963938177e-08
saddle,0,600.0,0.6833103064153426,1.0,0.0530952572125757,0.02585192772912448,0.02585199978643554,-1.3936506199561225e-06
saddle,0,600.0,0.6833103064153426,2.0,0.1061905144251514,0.10340684572764447,0.10340799914574215,-2.230810202718641e-05
saddle,1,100.0,0.2153226462811612,-2.0,0.03761148377031253,0.01723452296675454,0.017234666524290357,-1.6659160258755957e-05
saddle,1,100.0,0.2153226462811612,-1.0,0.018805741885156265,0.004308657658131043,0.004308666631072589,-1.0412666277453291e-06
saddle,1,100.0,0.2153226462811612,-0.5,0.009402870942578133,0.001077166096923321,0.0010771666577681473,-6.508333950289074e-08
saddle,1,100.0,0.2153226462811612,0.5,0.009402870942578133,0.0010771660968997843,0.0010771666577681473,-6.508607082677088e-08
saddle,1,100.0,0.2153226462811612,1.0,0.018805741885156265,0.004308657658106174,0.004308666631072589,-1.0412695136724477e-06
saddle,1,100.0,0.2153226462811612,2.0,0.03761148377031253,0.01723452296677319,0.017234666524290357,-1.6659158094310617e-05
saddle,1,300.0,0.372949763379153,-2.0,0.06514500083823353,0.05170270777288932,0.05170399957287107,-4.9969054325375716e-05
saddle,1,300.0,0.372949763379153,-1.0,0.032572500419116766,0.012925919140385211,0.012925999893217768,-3.123659029217787e-06
saddle,1,300.0,0.372949763379153,-0.5,0.016286250209558383,0.003231494925991729,0.003231499973304442,-1.9523877280062394e-07
saddle,1,300.0,0.372949763379153,0.5,0.016286250209558383,0.003231494925985068,0.003231499973304442,-1.952390304726881e-07
saddle,1,300.0,0.372949763379153,1.0,0.032572500419116766,0.012925919140418518,0.012925999893217768,-3.1236577408574666e-06
saddle,1,300.0,0.372949763379153,2.0,0.06514500083823353,0.051702707772887546,0.05170399957287107,-4.996905439408826e-05
saddle,1,600.0,0.5274306134546348,-2.0,0.0921289437062365,0.10340283325173383,0.10340799914574214,-9.991285105579669e-05
saddle,1,600.0,0.5274306134546348,-1.0,0.04606447185311825,0.025851676795636713,0.025851999786435535,-6.246920963372596e-06
saddle,1,600.0,0.5274306134546348,-0.5,0.023032235926559126,0.006462979757721143,0.006462999946608884,-3.9047052272900845e-07
saddle,1,600.0,0.5274306134546348,0.5,0.023032235926559126,0.006462979757682508,0.006462999946608884,-3.9047126997799454e-07
saddle,1,600.0,0.5274306134546348,1.0,0.04606447185311825,0.02585167679565714,0.025851999786435535,-6.24692056827543e-06
saddle,1,600.0,0.5274306134546348,2.0,0.0921289437062365,0.10340283325173649,0.10340799914574214,-9.991285100426229e-05
saddle,2,100.0,0.1998237242621067,-2.0,0.03543898077928093,0.0172298645022817,0.017234666524290357,-0.0005572515141954226
saddle,2,100.0,0.1998237242621067,-1.0,0.017719490389640467,0.004308070441171985,0.004308666631072589,-6.918496505446572e-05
saddle,2,100.0,0.1998237242621067,-0.5,0.008859745194820233,0.0010770923882463812,0.0010771666577681473,-8.618620112135357e-06
saddle,2,100.0,0.1998237242621067,0.5,0.008859745194820233,0.0010772404178962525,0.0010771666577681473,8.559507432442365e-06
saddle,2,100.0,0.1998237242621067,1.0,0.017719490389640467,0.004309254673037444,0.004308666631072589,6.823943637385793e-05
saddle,2,100.0,0.1998237242621067,2.0,0.03543898077928093,0.017239338180545793,0.017234666524290357,0.0005421231967386729
saddle,2,300.0,0.3461048429796026,-2.0,0.06138211527817147,0.05167880079715248,0.05170399957287108,-0.0009747321648911392
saddle,2,300.0,0.3461048429796026,-1.0,0.030691057639085736,0.012922886541616663,0.01292599989321777,-0.0001204298169126631
saddle,2,300.0,0.3461048429796026,-0.5,0.015345528819542868,0.003231113090497839,0.0032314999733044423,-1.49652951338106e-05
saddle,2,300.0,0.3461048429796026,0.5,0.015345528819542868,0.003231882272878739,0.0032314999733044423,1.478800779261613e-05
saddle,2,300.0,0.3461048429796026,1.0,0.030691057639085736,0.012929039914393314,0.01292599989321777,0.00011759326940502587
saddle,2,300.0,0.3461048429796026,2.0,0.06138211527817147,0.051728025028563884,0.05170399957287108,0.0009293461198855851
saddle,2,600.0,0.48946616294476447,-2.0,0.08680741991353885,0.10333604402579777,0.10340799914574215,-0.0013916741555549009
saddle,2,600.0,0.48946616294476447,-1.0,0.043403709956769426,0.025843151103065676,0.02585199978643554,-0.00017114117752905613
saddle,2,600.0,0.48946616294476447,-0.5,0.021701854978384713,0.00646190299725502,0.006462999946608885,-2.1215947758905942e-05
saddle,2,600.0,0.48946616294476447,0.5,0.021701854978384713,0.006464078563319653,0.006462999946608885,2.0861378610527846e-05
saddle,2,600.0,0.48946616294476447,1.0,0.043403709956769426,0.02586055514532859,0.02585199978643554,0.00016546802885129282
saddle,2,600.0,0.48946616294476447,2.0,0.08680741991353885,0.10347526080741609,0.10340799914574215,0.0013008986196346186
saddle,997,100.0,0.023648401459259373,-2.0,0.007022482695719907,0.017231938339068442,0.01723466652429036,-0.0003165927484669392
saddle,997,100.0,0.023648401459259373,-1.0,0.0035112413478599535,0.004308324973643973,0.00430866663107259,-3.964769821745985e-05
saddle,997,100.0,0.023648401459259373,-0.5,0.0017556206739299768,0.001077123910766975,0.0010771666577681475,-4.960583497484067e-06
saddle,997,100.0,0.023648401459259373,0.5,0.0017556206739299768,0.0010772094844733182,0.0010771666577681475,4.969832762395975e-06
saddle,997,100.0,0.023648401459259373,1.0,0.0035112413478599535,0.004309009565514277,0.00430866663107259,3.9795889430575815e-05
saddle,997,100.0,0.023648401459259373,2.0,0.007022482695719907,0.01723741514507182,0.01723466652429036,0.0003189641966773671
saddle,997,300.0,0.04096023284522321,-2.0,0.012163296824260131,0.051689861890221955,0.05170399957287107,-0.0005468699816612713
saddle,997,300.0,0.04096023284522321,-1.0,0.006081648412130066,0.012924227003389355,0.012925999893217768,-6.857844047109853e-05
saddle,997,300.0,0.04096023284522321,-0.5,0.003040824206065033,0.0032312780049554846,0.003231499973304442,-8.586119092953546e-06
saddle,997,300.0,0.04096023284522321,0.5,0.003040824206065033,0.0032317226599136717,0.003231499973304442,8.613902640778583e-06
saddle,997,300.0,0.04096023284522321,1.0,0.006081648412130066,0.012927784277941168,0.012925999893217768,6.90230828617148e-05
saddle,997,300.0,0.04096023284522321,2.0,0.012163296824260131,0.051718321188650496,0.05170399957287107,0.000553984832807389
saddle,997,600.0,0.05792651680767457,-2.0,0.017201499332038274,0.10336811744502228,0.10340799914574214,-0.0007713465312031381
saddle,997,600.0,0.05792651680767457,-1.0,0.008600749666019137,0.025846991965983612,0.025851999786435535,-9.685557197301586e-05
saddle,997,600.0,0.05792651680767457,-0.5,0.0043003748330095685,0.006462372544184358,0.006462999946608884,-1.2134504674852325e-05
saddle,997,600.0,0.05792651680767457,0.5,0.0043003748330095685,0.006463630222505401,0.006462999946608884,1.2190080104516121e-05
saddle,997,600.0,0.05792651680767457,1.0,0.008600749666019137,0.025857053587804213,0.025851999786435535,9.774488260922434e-05
saddle,997,600.0,0.05792651680767457,2.0,0.017201499332038274,0.10344861665180138,0.10340799914574214,0.00078557764186109
opened_minimum,0,100.0,0.27902405389308943,-2.0,0.04352586147598577,0.017234634508612068,0.017234666524290353,-3.7152651883853273e-06
opened_minimum,0,100.0,0.27902405389308943,-1.0,0.021762930737992885,0.004308664630211734,0.004308666631072588,-2.3219026045962512e-07
opened_minimum,0,100.0,0.27902405389308943,-0.5,0.010881465368996443,0.0010771665327959923,0.001077166657768147,-1.4502416351062668e-08
opened_minimum,0,100.0,0.27902405389308943,0.5,0.010881465368996443,0.0010771665327826696,0.001077166657768147,-1.4503962383447656e-08
opened_minimum,0,100.0,0.27902405389308943,1.0,0.021762930737992885,0.004308664630238823,0.004308666631072588,-2.3218711686044234e-07
opened_minimum,0,100.0,0.27902405389308943,2.0,0.04352586147598577,0.0172346345086285,0.017234666524290353,-3.7152632816120524e-06
opened_minimum,0,300.0,0.4832838378766675,-2.0,0.07538900351961224,0.0517037113753247,0.05170399957287107,-1.1147978831426188e-05
opened_minimum,0,300.0,0.4832838378766675,-1.0,0.03769450175980612,0.01292598188483618,0.012925999893217768,-6.965953015934156e-07
opened_minimum,0,300.0,0.4832838378766675,-0.5,0.01884725087990306,0.003231498847861225,0.003231499973304442,-4.35340873517131e-08
opened_minimum,0,300.0,0.4832838378766675,0.5,0.01884725087990306,0.0032314988479145157,0.003231499973304442,-4.3532025975199786e-08
opened_minimum,0,300.0,0.4832838378766675,1.0,0.03769450175980612,0.01292598188489169,0.012925999893217768,-6.965931543262143e-07
opened_minimum,0,300.0,0.4832838378766675,2.0,0.07538900351961224,0.0517037113752461,0.05170399957287107,-1.1147981871956545e-05
opened_minimum,0,600.0,0.6834665580009033,-2.0,0.10661615123122863,0.10340684601688022,0.10340799914574214,-2.2302507957815923e-05
opened_minimum,0,600.0,0.6834665580009033,-1.0,0.05330807561561431,0.02585192774762257,0.025851999786435535,-1.393292850816997e-06
opened_minimum,0,600.0,0.6834665580009033,-0.5,0.026654037807807156,0.00646299544472706,0.006462999946608884,-8.7070282011327e-08
opened_minimum,0,600.0,0.6834665580009033,0.5,0.026654037807807156,0.006462995444747488,0.006462999946608884,-8.706988691416194e-08
opened_minimum,0,600.0,0.6834665580009033,1.0,0.05330807561561431,0.025851927747631454,0.025851999786435535,-1.3932926790356208e-06
opened_minimum,0,600.0,0.6834665580009033,2.0,0.10661615123122863,0.10340684601684602,0.10340799914574214,-2.230250861917422e-05
opened_minimum,1,100.0,0.21623826946584906,-2.0,0.03787313122651231,0.01723460650725883,0.017234666524290357,-6.964687299351198e-06
opened_minimum,1,100.0,0.21623826946584906,-1.0,0.018936565613256157,0.004308662880417646,0.004308666631072589,-4.352454325226876e-07
opened_minimum,1,100.0,0.21623826946584906,-0.5,0.009468282806628078,0.001077166423322673,0.0010771666577681473,-2.7206267552489576e-08
opened_minimum,1,100.0,0.21623826946584906,0.5,0.009468282806628078,0.001077166423342657,0.0010771666577681473,-2.7203948503912096e-08
opened_minimum,1,100.0,0.21623826946584906,1.0,0.018936565613256157,0.004308662880379011,0.004308666631072589,-4.3524991601660407e-07
opened_minimum,1,100.0,0.21623826946584906,2.0,0.03787313122651231,0.01723460650722508,0.017234666524290357,-6.9646912159665734e-06
opened_minimum,1,300.0,0.3745356692556204,-2.0,0.06559818752604271,0.05170345926843156,0.05170399957287107,-2.0899908864771218e-05
opened_minimum,1,300.0,0.3745356692556204,-1.0,0.032799093763021356,0.012925966134869515,0.012925999893217768,-1.3058312134885734e-06
opened_minimum,1,300.0,0.3745356692556204,-0.5,0.016399546881510678,0.003231497863595223,0.003231499973304442,-8.160719620853061e-08
opened_minimum,1,300.0,0.3745356692556204,0.5,0.016399546881510678,0.0032314978635974434,0.003231499973304442,-8.160711031784256e-08
opened_minimum,1,300.0,0.3745356692556204,1.0,0.032799093763021356,0.012925966134827771,0.012925999893217768,-1.305832828233509e-06
opened_minimum,1,300.0,0.3745356692556204,2.0,0.06559818752604271,0.051703459268441776,0.05170399957287107,-2.089990846967405e-05
opened_minimum,1,600.0,0.5296734230537822,-2.0,0.0927698464664232,0.1034058370240647,0.10340799914574214,-4.1817300311528564e-05
opened_minimum,1,600.0,0.5296734230537822,-1.0,0.0463849232332116,0.025851864738627217,0.025851999786435535,-2.611941231505678e-06
opened_minimum,1,600.0,0.5296734230537822,-0.5,0.0231924616166058,0.006462991507479199,0.006462999946608884,-1.632200555994475e-07
opened_minimum,1,600.0,0.5296734230537822,0.5,0.0231924616166058,0.006462991507468097,0.006462999946608884,-1.6322027032616764e-07
opened_minimum,1,600.0,0.5296734230537822,1.0,0.0463849232332116,0.025851864738566377,0.025851999786435535,-2.611942408208104e-06
opened_minimum,1,600.0,0.5296734230537822,2.0,0.0927698464664232,0.10340583702406336,0.10340799914574214,-4.181730033729577e-05
opened_minimum,2,100.0,0.19975232849614144,-2.0,0.035489608726297465,0.017229864133780914,0.01723466652429036,-0.0005572942769362498
opened_minimum,2,100.0,0.19975232849614144,-1.0,0.017744804363148733,0.004308070455429913,0.00430866663107259,-6.918331049070796e-05
opened_minimum,2,100.0,0.19975232849614144,-0.5,0.008872402181574366,0.001077092393870327,0.0010771666577681475,-8.617967480356404e-06
opened_minimum,2,100.0,0.19975232849614144,0.5,0.008872402181574366,0.001077240404965707,0.0010771666577681475,8.558006904918747e-06
opened_minimum,2,100.0,0.19975232849614144,1.0,0.017744804363148733,0.004309254538896745,0.00430866663107259,6.822386999208579e-05
opened_minimum,2,100.0,0.19975232849614144,2.0,0.035489608726297465,0.017239336626885038,0.01723466652429036,0.0005419429018943387
opened_minimum,2,300.0,0.3459811818855054,-2.0,0.061469805454687006,0.05167879521561014,0.05170399957287107,-0.0009749480685882844
opened_minimum,2,300.0,0.3459811818855054,-1.0,0.030734902727343503,0.012922886386085075,0.012925999893217768,-0.00012043583314301894
opened_minimum,2,300.0,0.3459811818855054,-0.5,0.015367451363671751,0.0032311131049955755,0.003231499973304442,-1.4964734336313375e-05
opened_minimum,2,300.0,0.3459811818855054,0.5,0.015367451363671751,0.0032318821909833595,0.003231499973304442,1.478483993791979e-05
opened_minimum,2,300.0,0.3459811818855054,1.0,0.030734902727343503,0.012929038988597874,0.012925999893217768,0.00011755745803854657
opened_minimum,2,300.0,0.3459811818855054,2.0,0.061469805454687006,0.051728013316145294,0.05170399957287107,0.0009288930633065829
opened_minimum,2,600.0,0.48929127974835435,-2.0,0.086931432550454,0.10333601807218917,0.10340799914574213,-0.001392176120756476
opened_minimum,2,600.0,0.48929127974835435,-1.0,0.043465716275227,0.025843150028098005,0.025851999786435532,-0.0001711619683319413
opened_minimum,2,600.0,0.48929127974835435,-0.5,0.0217328581376135,0.0064619029984567256,0.006462999946608883,-2.1215924516852203e-05
opened_minimum,2,600.0,0.48929127974835435,0.5,0.0217328581376135,0.00646407829200113,0.006462999946608883,2.0856131076029342e-05
opened_minimum,2,600.0,0.48929127974835435,1.0,0.043465716275227,0.0258605518953674,0.025851999786435532,0.00016540517179557248
opened_minimum,2,600.0,0.48929127974835435,2.0,0.086931432550454,0.10347521763500644,0.10340799914574213,0.0013000636279516514
opened_minimum,997,100.0,0.023617996292761366,-2.0,0.007375926961965454,0.017238432238850354,0.017234666524290357,0.0004369930285207368
opened_minimum,997,100.0,0.023617996292761366,-1.0,0.003687963480982727,0.004309136733472219,0.004308666631072589,5.455311815483378e-05
opened_minimum,997,100.0,0.023617996292761366,-0.5,0.0018439817404913635,0.0010772253825286349,0.0010771666577681473,6.814725472616346e-06
opened_minimum,997,100.0,0.023617996292761366,0.5,0.0018439817404913635,0.001077108008732175,0.0010771666577681473,-6.805938007527507e-06
opened_minimum,997,100.0,0.023617996292761366,1.0,0.003687963480982727,0.004308197739395059,0.004308666631072589,-5.441261968945773e-05
opened_minimum,997,100.0,0.023617996292761366,2.0,0.007375926961965454,0.017230920179838627,0.017234666524290357,-0.00043474522079668736
opened_minimum,997,300.0,0.040907569552036074,-2.0,0.012775480251041322,0.05172360438396728,0.05170399957287107,0.000758347952118469
opened_minimum,997,300.0,0.040907569552036074,-1.0,0.006387740125520661,0.01292844494227996,0.012925999893217768,9.457872050095496e-05
opened_minimum,997,300.0,0.040907569552036074,-0.5,0.0031938700627603305,0.0032318052607203107,0.003231499973304442,1.1809044499102516e-05
opened_minimum,997,300.0,0.040907569552036074,0.5,0.0031938700627603305,0.003231195366909745,0.003231499973304442,-1.1782701424006847e-05
opened_minimum,997,300.0,0.040907569552036074,1.0,0.006387740125520661,0.012923565739784149,0.012925999893217768,-9.41572587702188e-05
opened_minimum,997,300.0,0.040907569552036074,2.0,0.012775480251041322,0.05168456910711994,0.05170399957287107,-0.0007516039730639348
opened_minimum,997,600.0,0.05785203966421009,-2.0,0.01806725743685227,0.10346355522338424,0.10340799914574214,0.001074502516266642
opened_minimum,997,600.0,0.05785203966421009,-1.0,0.009033628718426135,0.025858921910270727,0.025851999786435535,0.0001338798524751575
opened_minimum,997,600.0,0.05785203966421009,-0.5,0.004516814359213067,0.006463863831798644,0.006462999946608884,1.6708285565853275e-05
opened_minimum,997,600.0,0.05785203966421009,0.5,0.004516814359213067,0.006462138785380933,0.006462999946608884,-1.6655601792217013e-05
opened_minimum,997,600.0,0.05785203966421009,1.0,0.009033628718426135,0.025845121246236058,0.025851999786435535,-0.00013303690732440756
opened_minimum,997,600.0,0.05785203966421009,2.0,0.01806725743685227,0.10335314053779765,0.10340799914574214,-0.001061012850024767
