frame,atoms,n_Si,n_O,composition,group,dft_energy_eV,mace_energy_eV,force_component_RMSE_eV_A,force_component_MAE_eV_A,force_component_max_error_eV_A,source_force_component_RMS_eV_A,source_total_force_norm_eV_A,mace_total_force_norm_eV_A,same_composition_reference_frame,relative_energy_error_eV_atom,Z8_force_component_RMSE_eV_A,Z14_force_component_RMSE_eV_A
206,24,8,16,Si8O16,SiO2_stoichiometry,-14181.443892201034,-179.01777160180097,0.08254728943914659,0.06390808228720446,0.22716878838835086,2.648645562130202,2.236067976819329e-06,4.432905188312947e-15,37,-0.00024439740831757223,0.06458711965406404,0.10999624053045612
207,24,8,16,Si8O16,SiO2_stoichiometry,-14186.72153480607,-184.24877482036274,0.04180168341932081,0.03013861213308805,0.14254465096879976,2.185845318596062,3.316624789337745e-06,3.394388883480595e-15,37,0.0016989103614761802,0.03072500147828432,0.057914512675030026
208,24,8,16,Si8O16,SiO2_stoichiometry,-14176.916343968998,-174.61460438651625,0.12362631323698901,0.0941701555124393,0.38439957755232346,3.6807280520969416,3.3166247896139098e-06,4.641741426862217e-15,37,-0.005426939772944432,0.10613990020046407,0.15270572728153137
209,24,8,16,Si8O16,SiO2_stoichiometry,-14177.898144110337,-175.56139803781176,0.1915679727459654,0.14198311351621842,0.5658749060101247,3.236569006703618,4.2426406861422205e-06,3.85232991570949e-15,37,-0.0039683360211455465,0.1587935671947348,0.244262298730564
210,24,8,16,Si8O16,SiO2_stoichiometry,-14182.422980863814,-179.99017496688924,0.06017287155005707,0.04903331636927599,0.15621863725374752,2.45421951986395,9.999999992515995e-07,3.2709212810858e-15,37,3.4156662161185146e-05,0.05349710418238167,0.07168293450981068
211,24,8,16,Si8O16,SiO2_stoichiometry,-14181.184932324795,-178.75419224637864,0.10668265123382573,0.07908480988496043,0.4670674019685588,2.810486591954071,2.449489744760084e-06,5.498196684284749e-15,37,-5.191910900374334e-05,0.08426590107999532,0.14121642982736526
212,24,8,16,Si8O16,SiO2_stoichiometry,-14186.243621505439,-183.79699664249628,0.05342634600880401,0.04109029727309872,0.16342002542862843,2.3386714087021745,3.605551275906382e-06,3.3454392974351074e-15,37,0.0006099469129002463,0.04206560851286266,0.07088083312463603
213,24,8,16,Si8O16,SiO2_stoichiometry,-14185.613471248496,-183.15782296062605,0.05432052403985776,0.0441348597949105,0.12254278848975231,2.43883779431853,2.44948974085933e-06,2.5727487310015434e-15,37,0.0009859229515676304,0.04696188259316296,0.06664323793533931
214,24,8,16,Si8O16,SiO2_stoichiometry,-14186.442344760948,-184.015191637447,0.041973184912527814,0.03440915772170837,0.139372541036634,2.203184346514501,1.4142135640427326e-06,5.4131200380081324e-15,37,-0.00020137556382474978,0.03509678771407578,0.05311944784549211
215,24,8,16,Si8O16,SiO2_stoichiometry,-14184.419863392737,-181.960243949308,0.0874412109296963,0.06426961833615545,0.2731556199413898,2.8401404744696976,2.2360679786067536e-06,6.466036496704424e-15,37,0.001151387766520647,0.06861581297752095,0.1162825718902994
216,24,8,16,Si8O16,SiO2_stoichiometry,-14186.592218136266,-184.1471497393243,0.03996346944786325,0.03051784386252247,0.14918644247145973,2.0066383327256316,2.2360679774399623e-06,1.5151595604785607e-15,37,0.0005450941628642644,0.0362616799976669,0.04649105073478667
217,24,8,16,Si8O16,SiO2_stoichiometry,-14180.086149754652,-177.54553730678057,0.10873858013897388,0.08698328255538203,0.28857380241719666,4.009036578487284,1.4142135638660972e-06,4.812852026307703e-15,37,0.004526096284950635,0.09447003235659772,0.132751882868029
218,24,8,16,Si8O16,SiO2_stoichiometry,-14181.272837210721,-178.85102668481161,0.07345996690559921,0.05825937387083613,0.2540358331828907,2.94640187653756,1.414213563198808e-06,2.4924445086331347e-15,37,-0.0004239837967929816,0.05862531971071853,0.09651551165977036
219,24,8,16,Si8O16,SiO2_stoichiometry,-14185.434843193398,-182.97479998931595,0.07142132916611077,0.05627500092587624,0.2461893849664456,2.562747847889075,3.1622776604699627e-06,5.65233285126159e-15,37,0.0011690444603769852,0.05309144728287044,0.09831386082532927
220,24,8,16,Si8O16,SiO2_stoichiometry,-14189.857789360927,-187.38288918487677,0.021815581893683628,0.01695967894682915,0.06396076760190827,1.334640559285252,2.4494897434173405e-06,1.2222748851724522e-15,37,0.0017880849590727148,0.017259864477697145,0.02884359541567429
221,24,8,16,Si8O16,SiO2_stoichiometry,-14178.424817221474,-175.93765500077058,0.10631289476276724,0.08020115025024901,0.2895533719844172,3.059984494896532,2.2360679786315793e-06,1.4217791915866692e-15,37,0.0022990034862750974,0.08129942421891044,0.14383359142378718
222,24,8,16,Si8O16,SiO2_stoichiometry,-14181.660780281229,-179.18638736279104,0.08408603810940252,0.063918187317373,0.30985608682311483,3.384965763969494,2.4494897400434855e-06,9.576276950461626e-15,37,0.0017669492252056311,0.07162681409259002,0.10464504011513767
223,24,8,16,Si8O16,SiO2_stoichiometry,-14186.360692507302,-183.92385062573396,0.05662053798757227,0.04563523825150741,0.15144129561246955,1.7199036725187344,2.2360679764221235e-06,3.3893637946200144e-15,37,0.0002023226889645476,0.05056568328696755,0.0671109477913293
224,24,8,16,Si8O16,SiO2_stoichiometry,-14189.367591207962,-186.90586991671515,0.019041829903563692,0.015045494934151527,0.051295705179453366,1.4312313305617785,2.4494897427856276e-06,3.923660740106592e-15,37,0.0012389647589069834,0.01878490649957243,0.019545547672894723
225,24,8,16,Si8O16,SiO2_stoichiometry,-14182.52021857486,-180.04375745755462,0.05214254098685825,0.042787066456082545,0.1344373535714185,3.093844625720712,9.999999992515995e-07,3.76822190084106e-15,37,0.0018531241780432122,0.044466624213519185,0.06482262262363285
226,24,8,16,Si8O16,SiO2_stoichiometry,-14177.656063048677,-175.28700749651625,0.10676701629908371,0.08857485757701129,0.2574687643945186,2.3803527378759055,2.236067980394178e-06,3.5038047658940695e-15,37,-0.0026221077030174436,0.10409886482901143,0.11191264446365673
227,24,8,16,Si8O16,SiO2_stoichiometry,-14188.750947866702,-186.29459163228216,0.025261820749568228,0.019838486854994897,0.0663797213013233,2.0053633705586877,3.7416573895371756e-06,3.0206432600571967e-15,37,0.0010154207244485274,0.020088667183501538,0.03327716430723874
228,24,8,16,Si8O16,SiO2_stoichiometry,-14174.917389973316,-172.56485890831777,0.17067806967355112,0.13075768749884617,0.5617514276384612,3.4949681500750853,1.7320508090288562e-06,7.971988878370802e-15,37,-0.0033106280014377396,0.14709234703968552,0.2100492639529645
229,24,8,16,Si8O16,SiO2_stoichiometry,-14189.628975890808,-187.15673488736167,0.016735588886829238,0.012769033085886006,0.062466871807092705,1.615757130538631,3.000000001529557e-06,2.776112617575152e-15,37,0.0016772861005627249,0.013085454568512914,0.022311018883898064
230,12,4,8,Si4O8,SiO2_stoichiometry,-7084.019324231289,-82.82708791392423,0.17351338979760625,0.1405741478264545,0.394709371041147,3.124390616442215,2.000000000279556e-06,3.972054645195637e-15,30,0.01781554553080274,0.1345170729561339,0.23266070464046235
231,12,4,8,Si4O8,SiO2_stoichiometry,-7085.63744521952,-84.32497221060557,0.1732339362024844,0.13623478104872652,0.5369053292467436,2.499091094598205,1.4142135613932017e-06,3.58766985720938e-15,30,0.02783526982657965,0.15991993969240043,0.19718320347883928
232,12,4,8,Si4O8,SiO2_stoichiometry,-7088.976306094673,-87.765308149131,0.09633630460469059,0.07704002188484015,0.30103315873099856,2.343592898237851,1.999999998503199e-06,2.3420180361420893e-15,30,0.019379014545613416,0.07540585626893388,0.12833535925597808
233,12,4,8,Si4O8,SiO2_stoichiometry,-7087.49211968451,-86.31349667694597,0.16751004973739003,0.11897498377023637,0.5451291980394295,2.5887260574185746,2.9999999990500586e-06,1.6050308076832566e-15,30,0.01668110304739893,0.1110123105996853,0.2439905409635928
234,12,4,8,Si4O8,SiO2_stoichiometry,-7086.067902407152,-84.79925814632297,0.10029821924173028,0.07165146931721278,0.2786229859300011,4.242641739999504,2.236067977924057e-06,4.9077163614563925e-15,30,0.024182874152861206,0.09939662902393731,0.10207751283481661
235,12,4,8,Si4O8,SiO2_stoichiometry,-7086.461873343892,-85.38983072213522,0.20852673475923073,0.15263708228859135,0.6580430611980663,3.4781035200416413,1.4142135620801173e-06,1.5265566588595902e-15,30,0.007799404230141249,0.16463290962351865,0.2761199150112653
236,12,4,8,Si4O8,SiO2_stoichiometry,-7087.01018957513,-85.87630247012436,0.10655622389524365,0.08724633816168698,0.23299410813274513,3.5712770924237667,1.000000000139778e-06,1.6616296724220897e-15,30,0.012953111167584316,0.09339966820587998,0.12890186387520908
237,12,4,8,Si4O8,SiO2_stoichiometry,-7087.539729813954,-86.41581980230576,0.09424067772005194,0.07172401122293443,0.24665950590710395,2.9585641870602912,2.4494897418564722e-06,3.580361673049448e-15,30,0.012121686721113653,0.05904131842842822,0.14025748268049726
238,18,6,12,Si6O12,SiO2_stoichiometry,-10631.057233809888,-129.45876180979883,0.17206598763506878,0.13274418004049213,0.454503042284256,3.385720150382921,2.999999998642977e-06,4.39625888431457e-15,29,0.0014915975013265223,0.15681314379862796,0.19909642931624008
239,18,6,12,Si6O12,SiO2_stoichiometry,-10634.411568983931,-132.70446454440673,0.1080298662844537,0.08395615171022278,0.27208213353930955,3.583464981581765,9.999999968091089e-07,8.270230085855565e-15,29,0.007526733025482852,0.08400107406023762,0.14456484753135457
240,18,6,12,Si6O12,SiO2_stoichiometry,-10634.144685560252,-132.35753471870635,0.12233051264029536,0.09771996297979539,0.33026720645717633,3.430735497253805,1.7320508082596713e-06,1.4895204919483639e-15,29,0.011973755359990592,0.09336129620349135,0.16571541784312133
241,18,6,12,Si6O12,SiO2_stoichiometry,-10637.067495227646,-135.25915671487013,0.06688194388781155,0.05185659728826808,0.15400340684663005,2.5888206664821984,1.4142135625707708e-06,1.9860273225978185e-15,29,0.013150848206123555,0.05361631478800701,0.0875794772292219
242,18,6,12,Si6O12,SiO2_stoichiometry,-10634.434970367742,-132.80845592017283,0.11355349689390011,0.07780415508910178,0.46580162763118915,2.562804894602729,3.1622776603295293e-06,6.408593517931132e-15,29,0.0030495112501872277,0.06119527254532339,0.17661672402891554
243,18,6,12,Si6O12,SiO2_stoichiometry,-10633.278824155006,-131.55974891655535,0.1516018351715583,0.10119177452314317,0.48511134383938703,3.582190439165423,9.999999952547967e-07,6.734946328680592e-15,29,0.00819177741029067,0.10804253946488517,0.2135485158321417
244,18,6,12,Si6O12,SiO2_stoichiometry,-10634.853824892487,-133.08977469461445,0.09804674934588499,0.07788213410340099,0.2404349887310507,2.7490812333285537,9.999999969201312e-07,3.2406343207394936e-15,29,0.010690386267056182,0.07565109894691091,0.1318837276851613
245,18,6,12,Si6O12,SiO2_stoichiometry,-10633.359327407876,-131.65167869270277,0.11464000480519582,0.08770612399044705,0.35420040621342874,3.2946961632815324,9.999999988075103e-07,7.357322000357716e-15,29,0.007556970561526871,0.1062456528711996,0.12981030235366944
246,18,6,12,Si6O12,SiO2_stoichiometry,-10633.257755739376,-131.58563344421424,0.11741484021320785,0.08720326582002515,0.3608168877507876,1.9966341705052355,3.3166247907855164e-06,3.711471586074082e-15,29,0.005583280560908103,0.10798781583698883,0.13429816591596683
247,18,6,12,Si6O12,SiO2_stoichiometry,-10634.882754269369,-133.0819476088331,0.10625585758552095,0.0859759837315943,0.24534348987243293,2.429613101529797,2.2360679781102466e-06,4.148135544450461e-15,29,0.012732411970571574,0.09298212152497573,0.12876168672059563
248,18,6,12,Si6O12,SiO2_stoichiometry,-10632.699220000004,-131.35841699918817,0.14540281034921035,0.11305961190213966,0.40935005444129935,2.1756360823728977,1.4142135616090892e-06,1.3426356273935429e-15,29,-0.012823346902755538,0.12203784046624663,0.1834106397159531
249,18,6,12,Si6O12,SiO2_stoichiometry,-10634.879636796928,-133.33586932068835,0.09531047384346279,0.07007553682686478,0.2902620045514841,2.398303119327566,3.162277662067392e-06,4.210073451162653e-15,29,-0.0015475427125453381,0.07566807352071085,0.12570180814978282
250,18,6,12,Si6O12,SiO2_stoichiometry,-10635.599679595487,-133.80299260216344,0.14649515998493087,0.1074086847730699,0.46879609594642724,2.7133643704930743,1.0000000019161348e-06,2.0350724194510405e-15,29,0.01250354156989412,0.10754811535905928,0.2030992404280735
251,18,6,12,Si6O12,SiO2_stoichiometry,-10634.16829402271,-132.58602374220658,0.0919693468236871,0.06730583416525926,0.25936085318623503,2.3948133920891723,2.2360679730458773e-06,5.043883840194739e-15,29,0.0005915019687310834,0.07431701647016972,0.11970398653124287
252,18,6,12,Si6O12,SiO2_stoichiometry,-10634.747035440718,-133.21399592251174,0.18187976209125156,0.10135173522515505,0.8414829803995549,2.6002230022447397,2.236067977017932e-06,5.760335218184685e-15,29,-0.002143540381079371,0.07661447764426244,0.2958059958920786
253,18,6,12,Si6O12,SiO2_stoichiometry,-10634.99188458062,-133.21767256822278,0.0785840960932027,0.06352601219306203,0.20157842763442835,3.031023269135231,3.741657387682678e-06,5.449148328921195e-15,29,0.011254931518458812,0.07258702531489859,0.08937912501376202
254,18,6,12,Si6O12,SiO2_stoichiometry,-10636.941908014354,-135.12591812132712,0.08756291450654648,0.06752326490229443,0.23303787511052876,2.0575019215855974,2.236067977033448e-06,1.4486177091987838e-15,29,0.013575924886762576,0.07503682303365432,0.10835470625992392
255,18,6,12,Si6O12,SiO2_stoichiometry,-10631.10917054971,-129.81575127589366,0.13834361989383687,0.10521836186959975,0.3341559471417761,2.4592792985470204,2.4494897423097187e-06,3.233018248352212e-15,29,-0.01545577618055126,0.12231209391852928,0.16582030894471578
256,18,6,12,Si6O12,SiO2_stoichiometry,-10634.319661711292,-132.4680857863866,0.11446013498309175,0.09254217213570752,0.26466762710057923,3.27800326396523,1.414213563198808e-06,1.1801832636420706e-15,29,0.01555292665775533,0.09608460996589833,0.14435672120287696
257,18,6,12,Si6O12,SiO2_stoichiometry,-10634.41465366665,-132.6426445285024,0.14162427343484416,0.10887977671744047,0.49073478383293256,2.7415179259085005,1.000000001250001e-06,4.418631847554177e-15,29,0.01113254961569194,0.1149485732793502,0.18370072258955925
258,18,6,12,Si6O12,SiO2_stoichiometry,-10632.567108312684,-130.952441237492,0.21216276329459913,0.14736884325376082,0.7093495526399058,2.502875583806954,3.7416573873006516e-06,5.922027854993069e-15,29,0.002391323895892583,0.10619441101437459,0.3353872515839271
259,3,1,2,Si1O2,SiO2_stoichiometry,-1769.352099465522,-19.06840085166585,0.11540130673613551,0.08542960634867888,0.22431612000039208,0.8719187575585494,2.220446049250313e-16,7.108895957933346e-16,26,0.04089251942230968,0.1092345727954929,0.12683848391397318
260,3,1,2,Si1O2,SiO2_stoichiometry,-1769.102803849086,-18.746522663616854,0.1182587511172349,0.0991887706042241,0.23473248344731878,1.700140695070035,1.732050807234091e-06,6.684427777288335e-16,26,0.06508670995996486,0.12577346571653325,0.10157493436241243
261,3,1,2,Si1O2,SiO2_stoichiometry,-1768.642654277307,-18.53346961065504,0.20665140705471538,0.16809049357707487,0.37599758773532566,1.6016558213646,1.4142135624137618e-06,6.661338147750939e-16,26,-0.017278796312458173,0.2015026891871358,0.216581958190857
262,3,1,2,Si1O2,SiO2_stoichiometry,-1769.551049527934,-19.354958937525154,0.17236530185229273,0.1391622247051306,0.30144892837747617,0.5989303583087844,9.999999999871223e-07,4.871083751574258e-16,26,0.01168984493987324,0.20397350927264873,0.07693508223104292
263,3,1,2,Si1O2,SiO2_stoichiometry,-1769.276182011481,-19.200492899471122,0.174232278991789,0.15248340192188867,0.31856156013823694,0.9688405711842148,9.999999998899778e-07,5.117875266520903e-16,26,-0.02844398119312075,0.19844197534565214,0.11096047030293717
264,3,1,2,Si1O2,SiO2_stoichiometry,-1768.637151318711,-18.451677528998978,0.11859485928727062,0.10605457194377002,0.20998704456395945,1.3343423684881877,4.47545209131181e-16,9.171947447016606e-16,26,0.00815091137422049,0.13399301530213564,0.07928408193695535
265,3,1,2,Si1O2,SiO2_stoichiometry,-1768.687941234669,-18.477186265695938,0.1685184334347519,0.15395950306448677,0.2631856437309419,1.2956207090800576,2.2887833992611187e-16,5.438959822042073e-16,26,0.016577971127950047,0.1861501968412211,0.1260618723241011
266,3,1,2,Si1O2,SiO2_stoichiometry,-1769.09714401685,-18.945880141696815,0.13366681774265238,0.12072426297704004,0.22404712727118326,1.5524028382813884,9.999999999732445e-07,9.155133597044475e-16,26,-0.003252393478690626,0.13103094737720053,0.13878845829249983
267,3,1,2,Si1O2,SiO2_stoichiometry,-1768.513806595741,-18.338220749919024,0.27969525988895483,0.1853134164356384,0.6449043060992312,2.4637362730879113,1.4142135620997432e-06,1.4217791915866692e-15,26,0.004854930077560955,0.277212236763071,0.28459632251784284
268,3,1,2,Si1O2,SiO2_stoichiometry,-1769.460307718958,-19.110749098049833,0.1059395600987527,0.08804417060162154,0.17928942848084273,2.2296507835377866,4.965068306494546e-16,1.0175362097255202e-15,26,0.06284585510625007,0.09880699518034138,0.11892824134164139
269,3,1,2,Si1O2,SiO2_stoichiometry,-1768.604666366076,-18.276825093628872,0.4426554376175197,0.32216466008201483,0.8318416791840253,1.8681963908896193,9.999999998622222e-07,1.336885555457667e-15,26,0.0556067389525694,0.37270155048361875,0.5567931553919163
270,3,1,2,Si1O2,SiO2_stoichiometry,-1769.524016240431,-19.309178873915574,0.21894496889114665,0.19446364663659343,0.3486367977435233,0.9517731786089232,2.2887833992611187e-16,6.497413668604471e-16,26,0.017938770308675817,0.23329517015137785,0.1869690492469671
271,3,1,2,Si1O2,SiO2_stoichiometry,-1769.059909588897,-18.94392290248637,0.22245661457180033,0.19177814307290114,0.43137062916436,2.9179857876343402,2.220446049250313e-16,2.5121479338940403e-15,26,-0.015011456392902764,0.23118132258324312,0.20389023585636598
272,3,1,2,Si1O2,SiO2_stoichiometry,-1769.27016298895,-18.961374044721346,0.2625409423628425,0.23860116303155113,0.42397104547079223,2.0424474241446218,1.000000000139778e-06,2.3075552236602768e-15,26,0.04925596287978351,0.2576624626084833,0.27203556748221736
273,3,1,2,Si1O2,SiO2_stoichiometry,-1769.519569899954,-19.162062466723853,0.15442078473037674,0.1350484702161638,0.26530959599611614,1.2312539796926998,2.2887833992611187e-16,2.482534153247273e-16,26,0.06549545921358657,0.13583244535181335,0.18610865065796736
274,3,1,2,Si1O2,SiO2_stoichiometry,-1769.10496157594,-18.697321283742163,0.2143074133925239,0.17691338643398422,0.4202815215788725,1.4987824376268817,9.99999999806711e-07,1.0007415106216803e-15,26,0.08220641220285074,0.20189638617979624,0.2371891667004621
275,3,1,2,Si1O2,SiO2_stoichiometry,-1769.844029895322,-19.538900178835675,0.18138469450528175,0.15419504030281383,0.3327753846271213,0.3868135052481148,1.0000000000287557e-06,1.139331726283876e-15,26,0.04803622029897525,0.20646189745325907,0.11596633995398424
276,3,1,2,Si1O2,SiO2_stoichiometry,-1768.865974448872,-18.61177644944602,0.3700499759571444,0.29390073705938013,0.6136575689898383,3.0179872555035017,8.881784197001252e-16,1.3334236103572998e-15,26,0.03105898127891275,0.35522224338154446,0.39805184301999536
277,3,1,2,Si1O2,SiO2_stoichiometry,-1769.79619146235,-19.46293571179654,0.07174066321914184,0.06395093179416707,0.12057084484773162,0.9387855669672388,1.2412670766236366e-16,7.870063977598499e-16,26,0.057411564988034534,0.07112993719946968,0.07294677748445086
278,3,1,2,Si1O2,SiO2_stoichiometry,-1768.930353186782,-18.57912226987658,0.20318994713738092,0.17532074436037648,0.34035708028282086,1.567508241218208,1.000000000139778e-06,6.183017822721088e-16,26,0.06340328710536507,0.22811662067276253,0.1406558871812798
279,3,1,2,Si1O2,SiO2_stoichiometry,-1769.650776672632,-19.25322815020786,0.12674112237449917,0.09882478087386627,0.23452967278628983,0.8945252970332613,1.4142135623843224e-06,9.457282200365136e-16,26,0.07884248894494068,0.13673083122777377,0.10391966072773431
280,3,1,2,Si1O2,SiO2_stoichiometry,-1769.68521513067,-19.49681728824515,0.1659473671408077,0.1338881750181909,0.3667033676937591,0.4295705337996182,1.4142135624481075e-06,1.0576294775109601e-15,26,0.00912559561185707,0.17941939111368835,0.13502944185504415
281,3,1,2,Si1O2,SiO2_stoichiometry,-1769.340586872322,-19.229647652972844,0.11732838961083741,0.09829499176815044,0.22082961959692363,1.1861368932612477,1.0000000002508003e-06,2.016820280180126e-15,26,-0.0166939454133536,0.13468232995084922,0.07084626330328625
282,3,1,2,Si1O2,SiO2_stoichiometry,-1768.318024891061,-18.201753897632916,0.13302577075515956,0.11625634540773043,0.2646900902345496,1.4381914013445265,2.0014830212433605e-16,1.0265811539126828e-15,26,-0.014916687387079483,0.14290249427300517,0.11065857994805578
283,3,1,2,Si1O2,SiO2_stoichiometry,-1769.053993425404,-18.871827301854193,0.26475480534882045,0.23399776335186218,0.381102804886481,1.3776914880594036,1.4142135625707708e-06,3.1176566910635786e-15,26,0.007048355986861783,0.24326545839852193,0.3031982097014913
284,3,1,2,Si1O2,SiO2_stoichiometry,-1769.289662396061,-19.117122827377305,0.18466472840031237,0.16519672615415543,0.3051523672158518,1.045900876484797,1.0000000000287557e-06,1.1157603309187458e-15,26,0.003839504364787416,0.19583515751412842,0.1600011497093581
285,3,1,2,Si1O2,SiO2_stoichiometry,-1769.363757231465,-19.020327329429335,0.1591269840420935,0.11979122849813767,0.306596418859451,1.402360590725034,2.7755575615628914e-17,8.568339948907339e-16,26,0.06080294881541448,0.13944530425454205,0.19254663173817
286,3,1,2,Si1O2,SiO2_stoichiometry,-1769.003493582822,-18.82342544225113,0.19121496685213082,0.15105125036385159,0.3141639213464056,2.145444945259711,4.440892098500626e-16,1.3322676295501878e-15,26,0.0063490283272216175,0.1836502737530408,0.20551069204703398
287,3,1,2,Si1O2,SiO2_stoichiometry,-1769.438672490158,-19.198270591470568,0.3108645664137856,0.25771803076915945,0.5182581241269262,1.2186257177743296,1.0000000000287557e-06,5.551115123125783e-16,26,0.026460281032730865,0.3192857678240835,0.29329768646353765
288,3,1,2,Si1O2,SiO2_stoichiometry,-1768.772172039254,-18.516778786700797,0.27908778904128617,0.24426313153805473,0.514235025171252,3.072695411247229,6.661338147750939e-16,1.790180836524724e-15,26,0.03145739898795578,0.2688505605438654,0.2985108610525909
289,3,1,2,Si1O2,SiO2_stoichiometry,-1769.153230356983,-18.8548904131266,0.3566185811570048,0.2973296230915725,0.7059905990005166,1.4282471429341865,9.999999999177334e-07,8.025154038416283e-16,26,0.045772962755673774,0.318731615432348,0.422315938518874
290,3,1,2,Si1O2,SiO2_stoichiometry,-1769.390569834627,-19.10250311482285,0.13146534284871583,0.10539753398864123,0.21939912510446513,2.2591691220090184,9.999999999177334e-07,1.807312143953211e-15,26,0.04234855473830024,0.10842749531683404,0.16833408932722763
291,3,1,2,Si1O2,SiO2_stoichiometry,-1768.763369155875,-18.599017339812914,0.3407161040349021,0.27875633903271024,0.5887504755708219,2.510171353149953,1.4142135619427338e-06,1.149764460151469e-15,26,0.0011102534908917032,0.2647137795706649,0.4561969097407321
292,3,1,2,Si1O2,SiO2_stoichiometry,-1769.553548213456,-19.253302566051236,0.14328988521312466,0.11133122012496581,0.26151070035218693,2.472246161072288,5.551115123125783e-17,2.0380985511143445e-15,26,0.04640819727181741,0.13554792880525968,0.15763721516945112
293,3,1,2,Si1O2,SiO2_stoichiometry,-1768.093789872698,-17.949153144620507,0.20804499920227204,0.18384804471113222,0.35921703917071035,1.772032112608259,1.1102230246251565e-16,5.438959822042073e-16,26,-0.005461442503963336,0.15693582637706016,0.28388458548839635
294,3,1,2,Si1O2,SiO2_stoichiometry,-1769.093184079898,-18.999161940953805,0.2235124560693472,0.1718967645166705,0.4430010025425274,1.2599968290673944,9.999999999177334e-07,1.121270291988505e-15,26,-0.022332972215025393,0.1981725143928448,0.26707445241522265
295,9,3,6,Si3O6,SiO2_stoichiometry,-5317.384159753291,-66.51749585762,0.11312580897938206,0.087233698810805,0.3091465966396254,2.4817875347628267,1.4142135629731072e-06,1.6692619457531082e-15,133,0.0001887396741516846,0.07041800404489101,0.16874523810877254
296,9,3,6,Si3O6,SiO2_stoichiometry,-5320.21132493629,-69.28696705659941,0.029025541094497717,0.023172977827847954,0.06441784435441456,2.0125298944402914,1.4142135620997432e-06,3.922089704712238e-15,133,0.006599182343009602,0.026133238979343228,0.03408157491053192
297,9,3,6,Si3O6,SiO2_stoichiometry,-5317.197428963773,-66.24214811570617,0.0648143963175132,0.050701788977593906,0.1503904105257774,3.432245631672797,2.23606797761374e-06,3.791964262067234e-15,133,0.01003506771811639,0.06101914217151037,0.0718056159873099
298,9,3,6,Si3O6,SiO2_stoichiometry,-5317.337327461316,-66.44911005291944,0.04603853354529416,0.035540034211036624,0.10828527634687038,2.423346055624063,9.999999996956888e-07,4.155557514143405e-15,133,0.002583574421428302,0.047938453598730765,0.041981532203198606
299,9,3,6,Si3O6,SiO2_stoichiometry,-5319.742698065366,-68.83436371909708,0.045415129050138635,0.033763621293928035,0.13365820468410752,2.5468655578268202,1.4142135627866588e-06,5.527193786167452e-15,133,0.004818789740623528,0.036367924800451604,0.059517643865828834
300,9,3,6,Si3O6,SiO2_stoichiometry,-5320.093730387357,-69.151023170001,0.038956080130855004,0.030852617628359034,0.09818262078567708,1.781981861898452,1.0000000000287557e-06,1.9492241005813414e-15,133,0.008637997639157093,0.03985312863187151,0.03709696502394496
301,9,3,6,Si3O6,SiO2_stoichiometry,-5317.867088656595,-66.93650325290369,0.06952376400116328,0.057922664607300334,0.13471715104377147,2.8336352826771374,2.4494897427629656e-06,2.5510982866352577e-15,133,0.007291129454200827,0.06187413649134201,0.0827275271573489
302,9,3,6,Si3O6,SiO2_stoichiometry,-5317.208621551072,-66.27417488677222,0.06576436167426883,0.05135362599686075,0.16083185897438046,2.237362094685796,1.4142135628847895e-06,1.227537204523176e-15,133,0.00772015841065215,0.06393968299295093,0.06926967357216285
303,9,3,6,Si3O6,SiO2_stoichiometry,-5317.275801973287,-66.34523651912863,0.054330349988810415,0.04470004597630834,0.1262730022669798,3.260125054647467,2.828427124906028e-06,5.863197006355355e-15,133,0.007288912839454851,0.05378479336255932,0.05540534988260146
304,9,3,6,Si3O6,SiO2_stoichiometry,-5316.914074488133,-65.9992425495737,0.10442227893404585,0.08130738424589705,0.2716276466843772,2.9339139057446224,2.2360679775640895e-06,2.9394713984828794e-15,133,0.005540744439558567,0.08827001797195716,0.13087721294327648
305,9,3,6,Si3O6,SiO2_stoichiometry,-5320.408906265984,-69.49209954492262,0.04153005531624291,0.03549215076772089,0.08068680881828061,1.8704897474545716,1.414213563198808e-06,2.5967414043929347e-15,133,0.0057601647175415695,0.04126448500811587,0.04205616527621782
306,9,3,6,Si3O6,SiO2_stoichiometry,-5317.853647864582,-66.97105657986444,0.11721314418529533,0.08898998058067219,0.35153245318057236,2.646214687702102,1.7320508079391773e-06,4.027524346742929e-15,133,0.0019584495682099462,0.07005638697673743,0.17720318506432026
307,9,3,6,Si3O6,SiO2_stoichiometry,-5317.776780324998,-66.87936652129247,0.0525047369750768,0.04360604911441991,0.11211278944117353,2.498423238160094,1.4142135619427338e-06,1.4043333874306805e-15,133,0.0036053961224430018,0.04172233395148889,0.06920069301493204
308,9,3,6,Si3O6,SiO2_stoichiometry,-5320.17787044197,-69.22354923107483,0.04426384069999149,0.034517659384848666,0.10826839926853271,2.3760764168717534,9.999999996956888e-07,2.636633597461006e-15,133,0.009928441365761702,0.04265202449224892,0.04732306408050799
309,9,3,6,Si3O6,SiO2_stoichiometry,-5320.624765483672,-69.6892105960851,0.039832216933537404,0.02954753056936288,0.11966448432343091,1.8923358542607345,9.999999996956888e-07,2.808666774861361e-15,133,0.007843294331428928,0.033417905071837575,0.0502623493157697
