size_j,size_l,case,step,applied_shear_mpa,internal_shear_mpa,energy_ev_per_line_repeat,line_energy_j_per_m,affine_shear,registry_shear,intrabond_shear,decomposition_residual,registry_shear_change_from_initial,intrabond_shear_change_from_initial,affine_shear_change_from_initial,maximum_force_residual,scaled_stress_residual,force_converged,optimizer_success,optimizer_message,iterations,newton_polish_steps,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
24,24,perfect,10,0.0,4.056152336475956e-08,4.796163533102761e-14,2.68326985121939e-23,1.6841243758471543e-12,0.0,1.6841243758471541e-12,2.0194839173657902e-28,0.0,1.6841243758471541e-12,1.6841243758471543e-12,5.0490315853976e-33,1.2358501459526436e-10,True,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,2,0,0,0,,[],0.0,3.141592653589793,0.19319420000101672
24,24,dipole,0,0.0,6.8795088928611865e-09,2.2217894915349854,1.2430061479857702e-09,0.016955286888197772,0.017010345435994292,-5.5058547796518304e-05,-1.836367429647323e-18,0.0,0.0,0.0,2.401589454610114e-11,2.0960854928618643e-11,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,111,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3580279352825266,10.142667599997367
24,24,dipole,1,4.0,3.999999998801096,2.2218093917628727,1.2430172814012915e-09,0.017121939405694637,0.017010345435994292,0.0001115939697003435,9.351243737687476e-19,0.0,0.0001666525174968618,0.00016665251749686458,1.7603562945946772e-11,3.652884734647528e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,62,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3585546220546296,8.053812300000573
24,24,dipole,2,15.0,14.99999999919258,2.222069331699018,1.2431627078424404e-09,0.017580222392186175,0.017010345435994292,0.0005698769561918827,3.2526065174565133e-19,0.0,0.000624935503988401,0.0006249355039884032,2.3210463385820388e-11,2.460086852174814e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3599915380307512,6.967677200002072
24,24,dipole,3,25.0,24.99999999497532,2.2225668091223203,1.2434410274123208e-09,0.01799682957884437,0.017010345435994292,0.0009864841428500783,0.0,0.0,0.0010415426906465967,0.0010415426906465984,1.7915107881838886e-11,1.530947079542107e-11,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.0601848938211722e-16,1.3612834326804932,8.24042720000216
24,24,dipole,4,50.0,50.000000004166495,2.224898615522397,1.244745583808078e-09,0.01903829685460758,0.017010345435994292,0.002027951418613287,-4.336808689942018e-19,0.0,0.0020830099664098053,0.0020830099664098066,2.101311614190549e-11,1.2694713523306936e-11,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3644547533889406,8.607147399998212
24,24,dipole,5,25.0,25.00000000086651,2.222566809122765,1.2434410274125694e-09,0.017996829579133056,0.017010345435994292,0.0009864841431387644,-4.336808689942018e-19,0.0,0.0010415426909352828,0.0010415426909352841,2.24359610479107e-11,2.640127753450702e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.5902773407317583e-16,1.3612834327010812,8.406596600001649
24,24,dipole,6,0.0,1.830502850226573e-09,2.221789491534995,1.2430061479857755e-09,0.01695528688807516,0.017010345435994292,-5.5058547919133323e-05,-5.421010862427522e-19,0.0,-1.2261501899533608e-13,-1.2261372472899268e-13,2.1745199534250396e-11,5.5772737978196746e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",8.834874115176436e-17,1.3580279353458005,7.983545800001593
24,24,dipole,7,-25.0,-25.000000001034586,2.222566899207219,1.2434410778113722e-09,0.01591365367353237,0.017010345435994292,-0.0010966917624619216,-2.168404344971009e-18,0.0,-0.0010416332146654032,-0.0010416332146654037,1.9930475762723826e-11,3.1522284830285554e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,1.3546845444963826,7.231013900000107
24,24,dipole,8,-50.0,-49.99999999775354,2.224899336910059,1.2447459873968529e-09,0.01487191453019206,0.017010345435994292,-0.002138430905802233,8.673617379884035e-19,0.0,-0.0020833723580057145,-0.002083372358005712,1.896501830847754e-11,6.844636325716256e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3512493079772143,6.459558599999582
24,24,dipole,9,-25.0,-25.00000000334962,2.222566899207311,1.2434410778114237e-09,0.015913653673458397,0.017010345435994292,-0.0010966917625358944,-1.5178830414797062e-18,0.0,-0.001041633214739376,-0.0010416332147393757,1.8553263706444548e-11,1.0205788852909002e-11,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",8.834874115176436e-17,1.354684544520868,4.365585399998963
24,24,dipole,10,0.0,9.68550269807429e-10,2.221789491534973,1.2430061479857631e-09,0.016955286887985234,0.017010345435994292,-5.505854800905699e-05,-1.4704491964334654e-18,0.0,-2.1253868619491162e-13,-2.125383202766784e-13,1.875979820162602e-11,2.951030664060166e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3580279353245872,3.924979200000962
32,32,dipole,0,0.0,9.367455154523498e-10,2.269735295296597,1.269829989341068e-09,0.009526903255832051,0.009568319307746789,-4.141605191473962e-05,2.507217523872729e-18,0.0,0.0,0.0,2.0173433646868956e-11,3.805501654302847e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3619473157605666,9.743350299999292
32,32,dipole,1,4.0,3.999999996674281,2.2697706259117454,1.269849755467431e-09,0.009693331611056706,0.009568319307746789,0.00012501230330991798,-1.3552527156068805e-19,0.0,0.00016642835522465762,0.00016642835522465496,2.192591903838014e-11,1.351063752297521e-11,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,1.3625326219681122,7.8565552000000025
32,32,dipole,2,15.0,14.999999998493783,2.2702321228811453,1.270107945351048e-09,0.010151000876981385,0.009568319307746789,0.0005826815692345957,1.0842021724855044e-18,0.0,0.0006240976211493353,0.0006240976211493339,2.17397357866394e-11,6.118965773792884e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3641285623625181,9.248334500000055
32,32,dipole,3,25.0,24.999999998110145,2.2711153500919936,1.270602077156665e-09,0.010567053453472615,0.009568319307746789,0.0009987341457258253,1.3010426069826053e-18,0.0,0.001040150197640565,0.0010401501976405637,1.7572376224229676e-11,7.677482714049595e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3655623088730076,8.818311600000015
32,32,dipole,4,50.0,49.99999999847542,2.2752553190215314,1.2729182312529426e-09,0.011607146871089472,0.009568319307746789,0.002038827563342682,1.3010426069826053e-18,0.0,0.0020802436152574217,0.0020802436152574204,1.9340466079842767e-11,6.193581503851523e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,1.3690773665174383,8.517538300002343
32,32,dipole,5,25.0,25.000000000053134,2.271115350092278,1.270602077156824e-09,0.010567053453580676,0.009568319307746789,0.0009987341458338865,1.3010426069826053e-18,0.0,0.0010401501977486262,0.0010401501977486249,1.816062328001468e-11,2.158417211878509e-13,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,1.3655623088612703,8.22169280000162
32,32,dipole,6,0.0,-6.924510664697028e-10,2.269735295296621,1.2698299893410817e-09,0.00952690325581078,0.009568319307746789,-4.14160519360076e-05,-6.911788849595091e-19,0.0,-2.1267980866018776e-14,-2.127117926242761e-14,1.9195651907954075e-11,2.8130624972372955e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,1.361947315802374,11.048964599998726
32,32,dipole,7,-25.0,-25.00000000023817,2.2711154724829585,1.2706021456297234e-09,0.008486683878373473,0.009568319307746789,-0.0010816354293733163,6.505213034913027e-19,0.0,-0.0010402193774585765,-0.0010402193774585785,2.1637974510982454e-11,9.67556958842397e-13,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3582276433044116,14.75255770000149
32,32,dipole,8,-50.0,-50.00000000130155,2.27525629923671,1.2729187796458024e-09,0.007446382665388816,0.009568319307746789,-0.002121936642357974,1.3010426069826053e-18,0.0,-0.0020805205904432344,-0.0020805205904432357,1.626446882500126e-11,5.287518784497089e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3543982095306217,12.637547899998026
32,32,dipole,9,-25.0,-24.99999999943173,2.27111547248301,1.2706021456297523e-09,0.008486683878344739,0.009568319307746789,-0.0010816354294020509,1.3010426069826053e-18,0.0,-0.0010402193774873112,-0.0010402193774873125,1.8763176987967282e-11,2.308583493215202e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3582276432777556,9.7056362000003
32,32,dipole,10,0.0,-1.7664364057408709e-09,2.269735295296595,1.269829989341067e-09,0.009526903255690038,0.009568319307746789,-4.141605205675145e-05,1.1993986533120893e-18,0.0,-1.4201182954197075e-13,-1.4201313736084131e-13,1.4012924674081795e-11,7.1760969797881054e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3619473157557722,9.234306400001515
48,48,dipole,0,0.0,2.035056906186379e-09,2.303138923457833,1.2885180402692239e-09,0.004230654458976936,0.004252586358998573,-2.1931900021636836e-05,-4.506215279392878e-19,0.0,0.0,0.0,1.3512553763258915e-11,1.240104002956389e-11,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,216,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3647260715909562,52.63625899999897
48,48,dipole,1,4.0,3.999999999491001,2.30321833076085,1.2885624656147487e-09,0.004396901412342539,0.004252586358998573,0.00014431505334396607,2.168404344971009e-19,0.0,0.0001662469533656029,0.00016624695336560358,1.2646231996912024e-11,3.1016914813487476e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,1.365358116838484,39.98132819999955
48,48,dipole,2,15.0,15.0000000009432,2.304255577843901,1.2891427656414279e-09,0.0048540759659672665,0.004252586358998573,0.0006014896069686936,-2.168404344971009e-19,0.0,0.0006234215069903304,0.0006234215069903307,1.2217496596291324e-11,5.747575467277778e-12,True,False,ABNORMAL: ,127,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3670807422323301,36.54908330000035
48,48,dipole,3,25.0,24.999999999084896,2.3062407163641505,1.290253374632367e-09,0.005269683933991131,0.004252586358998573,0.0010170975749925573,4.336808689942018e-19,0.0,0.0010390294750141941,0.001039029475014195,1.2779965922964516e-11,5.576384206879004e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,125,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.3686273600112997,33.90038079999795
48,48,dipole,4,50.0,49.99999999919653,2.3155458876612984,1.2954592616772396e-09,0.006308686129959713,0.004252586358998573,0.00205609977096114,0.0,0.0,0.002078031670982777,0.0020780316709827773,1.4333120459738887e-11,4.896106307137091e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,134,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.1102230246251565e-16,1.3724154199119558,35.00200530000075
48,48,dipole,5,25.0,24.999999998882615,2.3062407163641447,1.290253374632364e-09,0.005269683933993225,0.004252586358998573,0.0010170975749946513,2.168404344971009e-19,0.0,0.0010390294750162881,0.0010390294750162888,1.745805875227205e-11,6.8090111388818805e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3686273600175036,32.538417100000515
48,48,dipole,6,0.0,-5.293636446495006e-10,2.303138923457956,1.2885180402692925e-09,0.004230654458871001,0.004252586358998573,-2.1931900127572384e-05,-1.2874900798265365e-19,0.0,-1.0593554774173362e-13,-1.0593522586921367e-13,1.4410023051222758e-11,3.2257868207706396e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",2.220446049250313e-16,1.36472607159307,36.42230539999946
48,48,dipole,7,-25.0,-25.00000000050588,2.3062408641664716,1.2902534573221064e-09,0.0031915878537842855,0.004252586358998573,-0.0010609985052142874,-2.168404344971009e-19,0.0,-0.0010390666051926505,-0.0010390666051926503,1.601447554546436e-11,3.0826891154704883e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,130,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",8.834874115176436e-17,1.3607058486180177,34.58009239999956
48,48,dipole,8,-50.0,-50.0000000007775,2.3155470715344517,1.2954599240089381e-09,0.0021524741154427727,0.004252586358998573,-0.002100112243555801,4.336808689942018e-19,0.0,-0.002078180343534164,-0.002078180343534163,1.4254938020942074e-11,4.737832576315667e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.1102230246251565e-16,1.3565605427482212,31.284653999999136
48,48,dipole,9,-25.0,-25.00000000072981,2.3062408641665337,1.290253457322141e-09,0.003191587853771533,0.004252586358998573,-0.0010609985052270397,-2.168404344971009e-19,0.0,-0.0010390666052054029,-0.0010390666052054027,1.2246554770461181e-11,4.447233485490477e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,1.3607058486197088,33.000002900000254
48,48,dipole,10,0.0,-7.101259244871105e-10,2.3031389234578463,1.2885180402692313e-09,0.004230654458856518,0.004252586358998573,-2.1931900142054556e-05,-2.947674656444965e-19,0.0,-1.2041772066246834e-13,-1.2041756480840604e-13,1.3237396574586863e-11,4.327299147667768e-12,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,130,1,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,1.364726071583943,36.62440959999731
