model,radius,coordinate,mode_index,planes,q_cubic_fraction,predicted_mode_variance_m2,actual_MD_mode_variance_m2,mode_variance_relative_difference,MD_empirical_block_mode_range_m2,conjugate_mode_index,conjugate_modes_independent,source_temperature_K,kinetic_calibration
nested_range,12.0,transverse,7,12,0.5833333333333334,8.278187053487156e-25,1.3487733774781016e-24,-0.3862432939649598,6.079796709107553e-25,5,False,300,False
nested_range,12.0,transverse,8,12,0.6666666666666666,8.402712760102151e-25,1.3102139234220542e-24,-0.3586762734015445,7.505413010329206e-25,4,False,300,False
nested_range,12.0,transverse,9,12,0.75,8.622194449986315e-25,6.904436982866038e-25,0.2487903751432654,5.431984264976328e-25,3,False,300,False
nested_range,12.0,transverse,10,12,0.8333333333333334,8.905414042505682e-25,6.809068641993113e-25,0.3078754982118874,4.720363270708013e-25,2,False,300,False
nested_range,12.0,transverse,11,12,0.9166666666666666,9.15888647644563e-25,9.544322813340968e-25,-0.040383832822227905,5.604293474382638e-25,1,False,300,False
nested_range,16.0,normal,1,12,0.08333333333333333,2.2451739262817742e-25,1.6287273053160335e-25,0.3784836288761839,1.156778975698911e-25,11,False,300,False
nested_range,16.0,normal,2,12,0.16666666666666666,2.0151643572072715e-25,2.0018630373033496e-25,0.006644470503756272,9.771371185839643e-26,10,False,300,False
nested_range,16.0,normal,3,12,0.25,1.3804889534960243e-25,2.234817114872155e-25,-0.382281017847406,1.111534463271718e-25,9,False,300,False
nested_range,16.0,normal,4,12,0.3333333333333333,1.1037350298142811e-25,1.534355830374283e-25,-0.28065250057084756,5.0439749309525364e-26,8,False,300,False
nested_range,16.0,normal,5,12,0.4166666666666667,1.0997294990253853e-25,1.374316551533673e-25,-0.1997989853224582,1.1534432116399411e-26,7,False,300,False
nested_range,16.0,normal,6,12,0.5,1.1481200701243481e-25,1.6735368072084394e-25,-0.31395588959917664,6.221381324517737e-26,6,False,300,False
nested_range,16.0,normal,7,12,0.5833333333333334,1.0997294990253858e-25,1.3743165515336726e-25,-0.19979898532245755,1.1534432116399457e-26,5,False,300,False
nested_range,16.0,normal,8,12,0.6666666666666666,1.1037350298142825e-25,1.534355830374283e-25,-0.2806525005708467,5.0439749309525364e-26,4,False,300,False
nested_range,16.0,normal,9,12,0.75,1.380488953496028e-25,2.234817114872155e-25,-0.3822810178474043,1.111534463271718e-25,3,False,300,False
nested_range,16.0,normal,10,12,0.8333333333333334,2.015164357207282e-25,2.0018630373033496e-25,0.006644470503761379,9.771371185839639e-26,2,False,300,False
nested_range,16.0,normal,11,12,0.9166666666666666,2.245173926281788e-25,1.6287273053160333e-25,0.3784836288761926,1.1567789756989106e-25,1,False,300,False
nested_range,16.0,slip_110,1,12,0.08333333333333333,9.158981847810803e-25,1.0195807473230298e-24,-0.10169136953024493,2.2301288727548764e-25,11,False,300,False
nested_range,16.0,slip_110,2,12,0.16666666666666666,8.905437792549151e-25,1.28680768831255e-24,-0.30794338008445843,4.280836190581922e-25,10,False,300,False
nested_range,16.0,slip_110,3,12,0.25,8.62220553570572e-25,1.092683457384956e-24,-0.2109146086698659,5.218205305588863e-25,9,False,300,False
nested_range,16.0,slip_110,4,12,0.3333333333333333,8.402719932748776e-25,1.1583231714691442e-24,-0.2745789655497183,4.349924972360571e-25,8,False,300,False
nested_range,16.0,slip_110,5,12,0.4166666666666667,8.278192625674567e-25,9.34117897808894e-25,-0.1137957376587857,3.645053277654598e-25,7,False,300,False
nested_range,16.0,slip_110,6,12,0.5,8.239760416418898e-25,1.2343440824923194e-24,-0.3324583855271839,1.0488318028437323e-24,6,False,300,False
nested_range,16.0,slip_110,7,12,0.5833333333333334,8.27819262567457e-25,9.34117897808894e-25,-0.11379573765878526,3.645053277654598e-25,5,False,300,False
nested_range,16.0,slip_110,8,12,0.6666666666666666,8.40271993274878e-25,1.1583231714691442e-24,-0.27457896554971795,4.349924972360571e-25,4,False,300,False
nested_range,16.0,slip_110,9,12,0.75,8.62220553570573e-25,1.0926834573849559e-24,-0.2109146086698649,5.218205305588861e-25,3,False,300,False
nested_range,16.0,slip_110,10,12,0.8333333333333334,8.905437792549184e-25,1.2868076883125498e-24,-0.30794338008445576,4.280836190581927e-25,2,False,300,False
nested_range,16.0,slip_110,11,12,0.9166666666666666,9.158981847810865e-25,1.0195807473230296e-24,-0.1016913695302386,2.2301288727548764e-25,1,False,300,False
nested_range,16.0,transverse,1,12,0.08333333333333333,9.158981847810827e-25,9.54432281334097e-25,-0.04037384035161895,5.604293474382638e-25,11,False,300,False
nested_range,16.0,transverse,2,12,0.16666666666666666,8.905437792549127e-25,6.809068641993113e-25,0.30787898621365306,4.720363270708013e-25,10,False,300,False
nested_range,16.0,transverse,3,12,0.25,8.622205535705661e-25,6.904436982866038e-25,0.2487919807367951,5.43198426497633e-25,9,False,300,False
nested_range,16.0,transverse,4,12,0.3333333333333333,8.402719932748787e-25,1.3102139234220542e-24,-0.3586757259606642,7.505413010329206e-25,8,False,300,False
nested_range,16.0,transverse,5,12,0.4166666666666667,8.278192625674587e-25,1.3487733774781016e-24,-0.3862428808349615,6.079796709107553e-25,7,False,300,False
nested_range,16.0,transverse,6,12,0.5,8.239760416418824e-25,1.1831538686827305e-24,-0.30357659857102126,9.68705991238627e-25,6,False,300,False
nested_range,16.0,transverse,7,12,0.5833333333333334,8.278192625674587e-25,1.3487733774781016e-24,-0.3862428808349615,6.079796709107553e-25,5,False,300,False
nested_range,16.0,transverse,8,12,0.6666666666666666,8.402719932748793e-25,1.3102139234220542e-24,-0.3586757259606639,7.505413010329206e-25,4,False,300,False
nested_range,16.0,transverse,9,12,0.75,8.622205535705676e-25,6.904436982866038e-25,0.2487919807367973,5.431984264976328e-25,3,False,300,False
nested_range,16.0,transverse,10,12,0.8333333333333334,8.90543779254916e-25,6.809068641993113e-25,0.30787898621365795,4.720363270708013e-25,2,False,300,False
nested_range,16.0,transverse,11,12,0.9166666666666666,9.15898184781089e-25,9.544322813340968e-25,-0.04037384035161229,5.604293474382638e-25,1,False,300,False
