model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,robust_margin,normalized_density,normalized_density_truncation
nested_range,0.99,12.0,0.64,0.08,0.0,34.044766672826015,0.0002585063671210173,34.0445081664589,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.08,0.08,33.81111608287473,0.00025850378758065,33.810857579087156,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.16,0.0,33.98899362829571,0.0002584986151013662,33.988735129680606,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.16,0.08,33.447529245077156,0.0002584962339126349,33.447270748843245,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.16,0.16,32.373706701611596,0.00025848924563862775,32.37344821236596,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.24,0.0,34.361665837383484,0.00025848631591168526,34.36140735106757,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.24,0.08,33.47682741819967,0.00025848424655757315,33.47656893395311,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.24,0.16,31.55411194347482,0.0002584781188408252,31.553853465355978,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.24,0.24,29.69130364116724,0.00025846822465587857,29.691045172942587,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.32,0.0,34.295571507001924,0.0002584703315418635,34.29531303667038,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.32,0.08,33.279171987940046,0.0002584686752036538,33.27891351926484,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.32,0.16,30.88573337179719,0.0002584636344950369,30.885474908162696,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.32,0.24,28.24833905216994,0.00025845517670137916,28.248080596993237,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.32,0.32,26.009317197493424,0.0002584436585633957,26.00905875383486,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.4,0.0,32.727686981478406,0.0002584517304923174,32.72742852974791,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.4,0.08,31.830784078896876,0.00025845060259774267,31.83052562829428,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.4,0.16,29.60389022905734,0.0002584468746226869,29.603631782182717,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.4,0.24,26.914317759222257,0.0002584400355139926,26.914059319186745,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.4,0.32,24.333439011821955,0.00025843023098670793,24.33318058159097,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.4,0.4,22.185788964677844,0.00025841938003383645,22.18553054529781,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.48,0.0,29.646191482998844,0.0002584316693020644,29.645933051329543,1.0356264383129798,4.52556902145815e-09
