model,a_over_h,energy_J_m2,source_energy_J_m2,traction_MPa,source_traction_MPa,Haa,source_Haa,rank1_Haa
positive_pair_refinement,1.14,0.23205350980325776,0.23303736561665903,10261.57420376446,12222.729912701841,1.3969230044256549,5.897234123224321,3.0165159778237065
positive_pair_refinement,1.1425,0.23805857476847853,0.24020957731145257,10283.626018361649,12314.82117054135,1.345317574122834,5.563587356470359,2.895628196968488
positive_pair_refinement,1.145,0.24407628117803065,0.24743382126748298,10304.813220584652,12400.80265863789,1.289386766033352,5.20946471789603,2.7767102329364843
positive_pair_refinement,1.1475,0.2501061034361941,0.25470662307612446,10325.067155237488,12480.805353767595,1.2292637555205186,4.747879069403141,2.659745290439767
positive_pair_refinement,1.15,0.25614747663098414,0.26202437489653546,10344.32226136462,12554.650194900283,1.165193121901213,4.364659136186859,2.544716424258233
positive_pair_refinement,1.1524999999999999,0.2621997988034243,0.26938345563027893,10362.517546928468,12622.246836385333,1.0974931061633275,4.023464419659517,2.4316065493838255
positive_pair_refinement,1.155,0.26826243391627314,0.276780254989302,10379.597530416233,12683.668571151395,1.0265267392545625,3.6368272652230926,2.3203984509177027
positive_pair_refinement,1.1575,0.27433471524921127,0.284211135989173,10395.512777864615,12738.816595855254,0.9526801235833362,3.241909258426227,2.211074793722923
positive_pair_refinement,1.16,0.2804159490153799,0.2916723390938724,10410.220138203014,12787.34638586708,0.8763464029250345,2.8250324869521495,2.103618131836801
positive_pair_refinement,1.1625,0.28650541804758956,0.2991601041580966,10423.68275824297,12829.753215098239,0.797914198858338,2.4164465991870117,1.998010917645186
positive_pair_refinement,1.165,0.2926023854446891,0.3066706336065398,10435.86994080296,12865.285308388993,0.7177595123261128,2.026823569563918,1.8942355108233249
positive_pair_refinement,1.1675,0.2987060981014273,0.3142001514864824,10446.756894941363,12894.562468320006,0.6362402814256939,1.593323907681362,1.7922741870455838
positive_pair_refinement,1.17,0.30481579007013093,0.32174471895513707,10456.324415617772,12916.850981491885,0.5536929500392421,1.2303747955425741,1.69210914646744
positive_pair_refinement,1.1724999999999999,0.3109306857214647,0.3293005119473412,10464.558520856186,12932.969925695443,0.47043053793307216,0.8621365529557,1.5937225219841036
positive_pair_refinement,1.175,0.31705000268589084,0.33686447270315106,10471.450067215806,12945.45700962511,0.3867418142639154,0.6661603150420149,1.4970963872676784
positive_pair_refinement,1.1775,0.3231729545678944,0.344435001231709,10476.994358727306,12955.339940013295,0.3028912663319989,0.5024883632071153,1.4022127645877431
positive_pair_refinement,1.18,0.32929875343231385,0.3520105539718861,10481.190760094862,12962.601211403824,0.2191196272274209,0.3124178426023018,1.3090536324171822
positive_pair_refinement,1.1824999999999999,0.33542661206777247,0.3595895955626425,10484.042321640318,12967.453702700934,0.13564478283145942,0.2011670920513273,1.21760093282792
positive_pair_refinement,1.185,0.34155574603550115,0.3671706122075629,10485.555420950706,12969.427374825069,0.052662923206377193,0.04952703767215451,1.1278365786791922
positive_pair_refinement,1.1875,0.3476853755144012,0.3747520951315392,10485.739424312003,12968.92301510786,-0.02965016189468382,-0.07237070109793806,1.039742460601998
positive_pair_refinement,1.19,0.3538147269543346,0.3823325240627611,10484.606369624953,12965.855311290656,-0.11113771685473708,-0.22252360552712083,0.9533004537829946
positive_pair_refinement,1.1925,0.3599430345506771,0.38991044542034453,10482.170671488997,12960.260384293004,-0.19166063624805246,-0.4862121216836955,0.8684924245508628
positive_pair_refinement,1.195,0.3660695415527485,0.39748433498153335,10478.448848423372,12952.129728779706,-0.2710961003585436,-0.6315734260921765,0.7853002367692633
positive_pair_refinement,1.1975,0.3721935014193404,0.40505272019013205,10473.459271694352,12941.414009702583,-0.3493362555750823,-0.7762924788977392,0.7037057580389001
positive_pair_refinement,1.2,0.3783141788333832,0.4126141876413525,10467.221934882906,12928.465594755622,-0.42628695623239876,-0.8832002219470236,0.6236908657122714
positive_pair_refinement,1.2333333333333334,0.4592774827176166,0.5121882568149067,10276.6042096453,12570.928092940047,-1.3033129837858706,-2.3444503797252225,-0.30102985592661724
positive_pair_refinement,1.2666666666666666,0.5381045361893353,0.6078985375638233,9929.600181587892,11951.63004998433,-1.887053044115239,-3.3115753834662636,-0.9901553421610324
positive_pair_refinement,1.3,0.613813424115189,0.6979997592960416,9485.450547952585,11137.821303977431,-2.2200923401089185,-4.198665451601017,-1.483311896812424
positive_pair_refinement,1.3333333333333333,0.6858383032562714,0.7810326607983819,8990.881037164245,10130.697380665124,-2.368346714049385,-5.401945961304207,-1.8165503058944585
positive_pair_refinement,1.3666666666666667,0.7539230244010547,0.8552609817598595,8478.849592625906,8890.865402149533,-2.3919921985516757,-6.014994190790919,-2.02177318607878
positive_pair_refinement,1.4,0.8180215475687299,0.9195258960506157,7970.790403219872,7604.612181660581,-2.3379339052106034,-5.941082605292661,-2.126571495194525
positive_pair_refinement,1.4333333333333333,0.8782195652797945,0.9739474558870461,7479.554877199761,6420.4136281163,-2.2395961875682873,-4.340149191562215,-2.154337364623433
positive_pair_refinement,1.4666666666666666,0.934678318889359,1.020880193819076,7012.077165489129,5668.432928431972,-2.119223809900172,-3.0410141681782554,-2.1245507690310386
positive_pair_refinement,1.5,0.9875970257324015,1.062550134543518,6571.465035840928,5024.927131548183,-1.9907361363108969,-3.006575578659488,-2.053163737890678
positive_pair_refinement,1.5333333333333332,1.0371892592212526,1.0993538947293473,6158.499383600238,4446.977132152568,-1.8623084458913997,-2.187195372727722,-1.953027416410965
positive_pair_refinement,1.5666666666666667,1.0836690065538575,1.1326839516903817,5772.638092865624,4166.213234977462,-1.7383950310904641,-0.7287825559799308,-1.8343244525196516
positive_pair_refinement,1.6,1.1272430253959154,1.164630921727925,5412.649243285318,4046.7465610018535,-1.6211733324022801,-0.3589732635471712,-1.7049823832452449
positive_pair_refinement,1.6333333333333333,1.1681070729265544,1.1959600873701521,5076.988927753483,4005.740873515181,-1.5115022298301122,0.0025272860484108184,-1.5710535148477953
positive_pair_refinement,1.6666666666666665,1.2064443883750349,1.2273288354110172,4764.014584621454,4060.9295734626157,-1.4095189972107403,0.49219709684238855,-1.4370538576741823
positive_pair_refinement,1.7,1.2424254154111931,1.2595097975230285,4472.098588222708,4210.94778267461,-1.3149902006778462,0.8855575510298077,-1.3062585710006211
positive_pair_refinement,1.7333333333333334,1.2762081654427657,1.2931033049174487,4199.684656984522,4415.911714680369,-1.227507041057811,1.0650152377550457,-1.180954605694799
positive_pair_refinement,1.7666666666666666,1.307938886569038,1.3284140726558262,3945.3131442279664,4641.075641955579,-1.1465888690316188,0.9716443610277791,-1.0626532308589793
