path,nominal_axial_amplitude_mpa,phase_radians,step,normal_traction_GPa,shear_traction_GPa,status,force_residual_ev_coordinate,substeps,a,s,energy_ev_cell,loaded_energy_ev_cell,min_hessian_eigenvalue,normal_strain,slip_over_period
direct_110,10.0,1.9634954084936207,10,0.004619397662556434,0.004619397662556434,stable_local_equilibrium,1.4419888894057209e-15,1,0.8165222069004583,0.00011861750936654853,4.230005708123356e-08,-4.2290495557588375e-08,4.943979589196248,3.138527867825271e-05,0.00011861750936654853
direct_110,10.0,2.1598449493429825,11,0.004157348061512727,0.004157348061512727,stable_local_equilibrium,5.020615000128625e-15,1,0.8165196419501983,0.00010675028111537086,3.425968673370159e-08,-3.425271802322907e-08,4.944103063092952,2.8243869001986656e-05,0.00010675028111537086
direct_110,10.0,2.356194490192345,12,0.003535533905932738,0.003535533905932738,stable_local_equilibrium,5.333515747107942e-15,1,0.8165161907198205,9.078061153908384e-05,2.477617203329103e-08,-2.477188649404847e-08,4.944269132039696,2.4016992296766164e-05,9.078061153908384e-05
direct_110,10.0,2.552544031041707,13,0.002777851165098011,0.002777851165098011,stable_local_equilibrium,7.41973756740455e-15,1,0.8165119863323476,7.132295912021034e-05,1.5293612463309433e-08,-1.5291525219421754e-08,4.944471334173547,1.8867690301927284e-05,7.132295912021034e-05
direct_110,10.0,2.748893571891069,14,0.0019134171618254495,0.0019134171618254495,stable_local_equilibrium,8.28756009131626e-15,1,0.8165071908540112,4.9125822902313634e-05,7.2556223299433626e-09,-7.2549416986053965e-09,4.944701819071813,1.2994452803653711e-05,4.9125822902313634e-05
direct_110,10.0,2.945243112740431,15,0.000975451610080643,0.000975451610080643,stable_local_equilibrium,5.2918552786301865e-15,1,0.8165019889908884,2.5042863409826083e-05,1.885503606220664e-09,-1.8854097697276487e-09,4.9449516616087585,6.6234976223164145e-06,2.5042863409826083e-05
direct_110,10.0,3.141592653589793,16,6.123233995736766e-19,6.123233995736766e-19,stable_local_equilibrium,6.910445472535796e-16,1,0.8164965809270467,7.354021918262963e-17,2.283838450521491e-15,2.283838450521491e-15,4.945211215251891,-8.320248787768862e-13,7.354021918262963e-17
direct_110,10.0,3.3379421944391554,17,-0.0009754516100806418,-0.0009754516100806418,stable_local_equilibrium,4.036620213435094e-15,1,0.8164911745891003,-2.5040236169434094e-05,1.8851531941658166e-09,-1.885221276205279e-09,4.94547048965274,-6.621385504929891e-06,-2.5040236169434094e-05
direct_110,10.0,3.5342917352885173,18,-0.0019134171618254484,-0.0019134171618254484,stable_local_equilibrium,1.0836329663449495e-15,1,0.8164859776409131,-4.911571391373939e-05,7.252921530553631e-09,-7.253574086411147e-09,4.945719536974819,-1.2986321143999071e-05,-4.911571391373939e-05
direct_110,10.0,3.730641276137879,19,-0.00277785116509801,-0.00277785116509801,stable_local_equilibrium,2.8595290198218937e-15,1,0.8164811895182975,-7.130165290201879e-05,1.5285314669995648e-08,-1.5287373815319084e-08,4.945948831749947,-1.88505497610709e-05,-7.130165290201879e-05
direct_110,10.0,3.9269908169872414,20,-0.0035355339059327372,-0.0035355339059327372,stable_local_equilibrium,7.924867359565546e-15,1,0.8164769938074908,-9.074609728454087e-05,2.4759064577142923e-08,-2.4763326312237745e-08,4.946149630037734,-2.398922505338949e-05,-9.074609728454087e-05
direct_110,10.0,4.123340357836604,21,-0.004157348061512726,-0.004157348061512726,stable_local_equilibrium,2.031903291455084e-15,1,0.8164735512537814,-0.0001067025588208016,3.423186602050417e-08,-3.4238806375472584e-08,4.946314295138297,-2.8205475053506185e-05,-0.0001067025588208016
direct_110,10.0,4.319689898685965,22,-0.004619397662556432,-0.004619397662556432,stable_local_equilibrium,5.819021479946951e-15,1,0.8164709936592464,-0.00011855858983339312,4.226189270591542e-08,-4.227140916589815e-08,4.946436578911635,-3.1337875843403474e-05,-0.00011855858983339312
direct_110,10.0,4.516039439535327,23,-0.0049039264020161516,-0.0049039264020161516,stable_local_equilibrium,6.260508604583048e-15,1,0.8164694188927045,-0.00012585920528205172,4.7627088271383005e-08,-4.763848288493291e-08,4.946511849741123,-3.3266563089153975e-05,-0.00012585920528205172
direct_110,10.0,4.71238898038469,24,-0.005,-0.005,stable_local_equilibrium,9.002130638147143e-16,1,0.8164688871922313,-0.00012832427111838154,4.9511046591984915e-08,-4.9523118182690346e-08,4.946537260228736,-3.391776051682862e-05,-0.00012832427111838154
direct_110,10.0,4.908738521234052,25,-0.004903926402016152,-0.004903926402016152,stable_local_equilibrium,4.035834166860042e-15,1,0.8164694188927044,-0.00012585920528208143,4.762708817984267e-08,-4.763848297656088e-08,4.946511849741123,-3.326656308928995e-05,-0.00012585920528208143
direct_110,10.0,5.105088062083414,26,-0.004619397662556433,-0.004619397662556433,stable_local_equilibrium,5.818804639512454e-15,1,0.8164709936592464,-0.00011855858983336521,4.2261892705915535e-08,-4.227140916588169e-08,4.946436578911635,-3.1337875843403474e-05,-0.00011855858983336521
direct_110,10.0,5.301437602932776,27,-0.004157348061512727,-0.004157348061512727,stable_local_equilibrium,2.791820594150174e-16,1,0.8164735512537812,-0.00010670255882076269,3.423186538954592e-08,-3.4238807006527515e-08,4.946314295138304,-2.820547505377813e-05,-0.00010670255882076269
direct_110,10.0,5.497787143782138,28,-0.0035355339059327385,-0.0035355339059327385,stable_local_equilibrium,4.4054928975689744e-15,1,0.816476993807491,-9.074609728460366e-05,2.4759064898969405e-08,-2.4763325990389623e-08,4.946149630037734,-2.3989225053253513e-05,-9.074609728460366e-05
direct_110,10.0,5.6941366846315,29,-0.002777851165098011,-0.002777851165098011,stable_local_equilibrium,3.4606107042478573e-15,1,0.8164811895182971,-7.130165290196189e-05,1.528531483977818e-08,-1.5287373645673115e-08,4.945948831749977,-1.8850549761614793e-05,-7.130165290196189e-05
direct_110,10.0,5.890486225480862,30,-0.001913417161825452,-0.001913417161825452,stable_local_equilibrium,7.232468747161991e-15,1,0.8164859776409127,-4.911571391388656e-05,7.2529227638227165e-09,-7.253572853285711e-09,4.9457195369748455,-1.2986321144542968e-05,-4.911571391388656e-05
direct_110,10.0,6.086835766330224,31,-0.0009754516100806437,-0.0009754516100806437,stable_local_equilibrium,9.203521191686326e-16,1,0.8164911745891,-2.5040236169524737e-05,1.8851565378532935e-09,-1.8852179325565315e-09,4.945470489652759,-6.621385505201839e-06,-2.5040236169524737e-05
direct_110,10.0,6.283185307179586,32,-1.2246467991473532e-18,-1.2246467991473532e-18,stable_local_equilibrium,6.219600920295987e-16,1,0.8164965809270466,-7.179403449888044e-17,2.1740052827550873e-15,2.1740052827550873e-15,4.9452112152518914,-8.321608527724372e-13,-7.179403449888044e-17
direct_110,10.0,6.4795348480289485,33,0.0009754516100806413,0.0009754516100806413,stable_local_equilibrium,3.3945014767805537e-15,1,0.8165019889908883,2.5042863409731134e-05,1.8855045715417845e-09,-1.8854088043810145e-09,4.944951661608761,6.62349762218044e-06,2.5042863409731134e-05
direct_110,10.0,6.675884388878311,34,0.0019134171618254497,0.0019134171618254497,stable_local_equilibrium,9.929936647251614e-15,1,0.8165071908540107,4.9125822902158736e-05,7.255623465484728e-09,-7.254940562891567e-09,4.944701819071834,1.299445280297384e-05,4.9125822902158736e-05
direct_110,10.0,6.872233929727672,35,0.002777851165098009,0.002777851165098009,stable_local_equilibrium,2.421348711811877e-15,1,0.8165119863323479,7.132295912004843e-05,1.52936130872204e-08,-1.5291524595571126e-08,4.944471334173531,1.8867690302335205e-05,7.132295912004843e-05
direct_110,10.0,7.0685834705770345,36,0.003535533905932737,0.003535533905932737,stable_local_equilibrium,4.740077687998001e-15,1,0.8165161907198205,9.078061153901234e-05,2.4776172056101012e-08,-2.477188647120638e-08,4.944269132039696,2.4016992296766164e-05,9.078061153901234e-05
direct_110,10.0,7.264933011426397,37,0.004157348061512726,0.004157348061512726,stable_local_equilibrium,1.946468160263226e-15,1,0.8165196419501985,0.00010675028111535306,3.4259686201037906e-08,-3.4252718556000525e-08,4.944103063092935,2.8243869002258604e-05,0.00010675028111535306
direct_110,10.0,7.461282552275758,38,0.004619397662556432,0.004619397662556432,stable_local_equilibrium,1.1556510956522992e-14,1,0.8165222069004584,0.00011861750936651905,4.230005677830269e-08,-4.2290495860567024e-08,4.943979589196251,3.138527867838868e-05,0.00011861750936651905
direct_110,10.0,7.6576320931251205,39,0.0049039264020161516,0.0049039264020161516,stable_local_equilibrium,4.1904413966564746e-16,1,0.8165237865819395,0.00012592560657243726,4.767275235379569e-08,-4.766131363412284e-08,4.943903523151697,3.331998547075846e-05,0.00012592560657243726
direct_110,10.0,7.853981633974483,40,0.005,0.005,stable_local_equilibrium,4.1644205445168225e-16,1,0.8165243200083097,0.00012839329965264726,4.95594423992268e-08,-4.9547322304706316e-08,4.943877833421691,3.3973296681908995e-05,0.00012839329965264726
direct_110,10.0,8.050331174823844,41,0.004903926402016153,0.004903926402016153,stable_local_equilibrium,4.1926098010014456e-16,1,0.8165237865819395,0.00012592560657238332,4.767275235379569e-08,-4.7661313634089304e-08,4.943903523151697,3.331998547075846e-05,0.00012592560657238332
direct_110,10.0,8.246680715673207,42,0.004619397662556434,0.004619397662556434,stable_local_equilibrium,1.4419888894057209e-15,1,0.8165222069004583,0.0001186175093665505,4.230005708123356e-08,-4.229049555758954e-08,4.943979589196248,3.138527867825271e-05,0.0001186175093665505
direct_110,10.0,8.443030256522569,43,0.004157348061512728,0.004157348061512728,stable_local_equilibrium,5.020723420345874e-15,1,0.8165196419501983,0.00010675028111537288,3.425968673370159e-08,-3.4252718023230155e-08,4.944103063092952,2.8243869001986656e-05,0.00010675028111537288
direct_110,10.0,8.63937979737193,44,0.003535533905932742,0.003535533905932742,stable_local_equilibrium,5.3340036380855604e-15,1,0.8165161907198205,9.078061153908605e-05,2.477617203329103e-08,-2.4771886494049514e-08,4.944269132039696,2.4016992296766164e-05,9.078061153908605e-05
direct_110,10.0,8.835729338221293,45,0.0027778511650980117,0.0027778511650980117,stable_local_equilibrium,8.307915987104675e-15,1,0.8165119863323476,7.132295912001402e-05,1.5293612486140554e-08,-1.52915251965214e-08,4.944471334173549,1.8867690301927284e-05,7.132295912001402e-05
direct_110,10.0,9.032078879070655,46,0.0019134171618254525,0.0019134171618254525,stable_local_equilibrium,8.28718062055589e-15,1,0.8165071908540112,4.9125822902247424e-05,7.255622329943363e-09,-7.254941698589337e-09,4.944701819071813,1.2994452803653711e-05,4.9125822902247424e-05
direct_110,10.0,9.228428419920018,47,0.0009754516100806399,0.0009754516100806399,stable_local_equilibrium,5.2922618544448685e-15,1,0.8165019889908884,2.50428634098835e-05,1.885503606220664e-09,-1.8854097697347468e-09,4.9449516616087585,6.6234976223164145e-06,2.50428634098835e-05
direct_110,10.0,9.42477796076938,48,1.8369701987210296e-18,1.8369701987210296e-18,stable_local_equilibrium,1.5839271649285018e-15,1,0.8164965809270467,1.6729229719361075e-17,2.303676270631682e-15,2.303676270631682e-15,4.945211215251887,-8.320248787768862e-13,1.6729229719361075e-17
direct_110,10.0,9.62112750161874,49,-0.0009754516100806363,-0.0009754516100806363,stable_local_equilibrium,2.218684220720024e-15,1,0.8164911745891001,-2.504023616944489e-05,1.8851547661420207e-09,-1.8852197042441394e-09,4.945470489652744,-6.621385505065865e-06,-2.504023616944489e-05
direct_110,10.0,9.817477042468104,50,-0.0019134171618254492,-0.0019134171618254492,stable_local_equilibrium,1.083714281507886e-15,1,0.8164859776409131,-4.911571391374843e-05,7.252921530553631e-09,-7.253574086413347e-09,4.945719536974819,-1.2986321143999071e-05,-4.911571391374843e-05
direct_110,10.0,10.013826583317465,51,-0.0027778511650980086,-0.0027778511650980086,stable_local_equilibrium,2.859366389496021e-15,1,0.8164811895182975,-7.130165290202777e-05,1.5285314669995648e-08,-1.528737381532224e-08,4.945948831749947,-1.88505497610709e-05,-7.130165290202777e-05
direct_110,10.0,10.210176124166829,52,-0.0035355339059327394,-0.0035355339059327394,stable_local_equilibrium,7.924487888805176e-15,1,0.8164769938074908,-9.074609728455002e-05,2.4759064577142923e-08,-2.4763326312241894e-08,4.946149630037734,-2.398922505338949e-05,-9.074609728455002e-05
direct_110,10.0,10.40652566501619,53,-0.004157348061512725,-0.004157348061512725,stable_local_equilibrium,1.5880309220395183e-15,1,0.8164735512537814,-0.00010670255882081075,3.423186610588527e-08,-3.4238806290096315e-08,4.946314295138296,-2.8205475053506185e-05,-0.00010670255882081075
direct_110,10.0,10.602875205865551,54,-0.004619397662556432,-0.004619397662556432,stable_local_equilibrium,5.819021479946951e-15,1,0.8164709936592464,-0.00011855858983337421,4.226189270591542e-08,-4.227140916588706e-08,4.946436578911635,-3.1337875843403474e-05,-0.00011855858983337421
direct_110,10.0,10.799224746714915,55,-0.004903926402016152,-0.004903926402016152,stable_local_equilibrium,6.260617024800297e-15,1,0.8164694188927045,-0.00012585920528203286,4.762708827137339e-08,-4.763848288493081e-08,4.946511849741126,-3.3266563089153975e-05,-0.00012585920528203286
direct_110,10.0,10.995574287564276,56,-0.005,-0.005,stable_local_equilibrium,9.002130638147143e-16,1,0.8164688871922313,-0.00012832427111836108,4.9511046591984915e-08,-4.9523118182677376e-08,4.946537260228736,-3.391776051682862e-05,-0.00012832427111836108
direct_110,10.0,11.191923828413637,57,-0.004903926402016153,-0.004903926402016153,stable_local_equilibrium,4.035725746642793e-15,1,0.8164694188927044,-0.00012585920528206102,4.762708817984267e-08,-4.7638482976548203e-08,4.946511849741123,-3.326656308928995e-05,-0.00012585920528206102
direct_110,10.0,11.388273369263,58,-0.004619397662556434,-0.004619397662556434,stable_local_equilibrium,5.818804639512454e-15,1,0.8164709936592464,-0.0001185585898333448,4.2261892705915535e-08,-4.227140916586973e-08,4.946436578911635,-3.1337875843403474e-05,-0.0001185585898333448
direct_110,10.0,11.584622910112362,59,-0.004157348061512728,-0.004157348061512728,stable_local_equilibrium,8.615070462569818e-16,1,0.8164735512537812,-0.00010670255882074231,3.423186543220358e-08,-3.423880696385912e-08,4.946314295138304,-2.820547505377813e-05,-0.00010670255882074231
direct_110,10.0,11.780972450961723,60,-0.0035355339059327424,-0.0035355339059327424,stable_local_equilibrium,4.4048965863741074e-15,1,0.816476993807491,-9.074609728458329e-05,2.4759064898969405e-08,-2.476332599038055e-08,4.946149630037734,-2.3989225053253513e-05,-9.074609728458329e-05
direct_110,10.0,11.977321991811086,61,-0.002777851165098012,-0.002777851165098012,stable_local_equilibrium,4.779271596533352e-15,1,0.8164811895182972,-7.130165290204504e-05,1.528531503214753e-08,-1.5287373453293933e-08,4.945948831749969,-1.885054976147882e-05,-7.130165290204504e-05
direct_110,10.0,12.173671532660448,62,-0.0019134171618254532,-0.0019134171618254532,stable_local_equilibrium,5.728436388435787e-15,1,0.8164859776409128,-4.9115713913851145e-05,7.2529210744752066e-09,-7.253574542597659e-09,4.94571953697484,-1.2986321144406994e-05,-4.9115713913851145e-05
direct_110,10.0,12.370021073509811,63,-0.0009754516100806404,-0.0009754516100806404,stable_local_equilibrium,4.036457583109221e-15,1,0.8164911745891003,-2.504023616947433e-05,1.8851531941658166e-09,-1.885221276210257e-09,4.94547048965274,-6.621385504929891e-06,-2.504023616947433e-05
direct_110,10.0,12.566370614359172,64,-2.4492935982947064e-18,-2.4492935982947064e-18,stable_local_equilibrium,5.487907847249817e-16,1,0.8164965809270466,-1.2489734568505766e-16,2.259378464005913e-15,2.2593784640059125e-15,4.94521121525189,-8.321608527724372e-13,-1.2489734568505766e-16
direct_110,20.0,0.0,0,0.0,0.0,stable_local_equilibrium,5.57124027183705e-15,1,0.8164965809270465,-3.17911157653278e-17,2.2134694413818707e-15,2.2134694413818707e-15,4.945211215251898,-8.322968267679883e-13,-3.17911157653278e-17
direct_110,20.0,0.19634954084936207,1,0.0019509032201612826,0.0019509032201612826,stable_local_equilibrium,1.2377685681963513e-14,1,0.8165073987811184,5.0088355716981606e-05,7.542727166672523e-09,-7.542005185501803e-09,4.944691828677224,1.3249110461818528e-05,5.0088355716981606e-05
direct_110,20.0,0.39269908169872414,2,0.003826834323650898,0.003826834323650898,stable_local_equilibrium,7.438873735748919e-15,1,0.8165178074255272,9.826176731371886e-05,2.90279208367739e-08,-2.9022480980943434e-08,4.944191348086696,2.599704431952529e-05,9.826176731371886e-05
direct_110,20.0,0.5890486225480862,3,0.005555702330196022,0.005555702330196022,stable_local_equilibrium,4.366624249685369e-15,1,0.8165274057455915,0.00014266726278144298,6.119105607631169e-08,-6.117442955072598e-08,4.943729187450093,3.7752537592261425e-05,0.00014266726278144298
direct_110,20.0,0.7853981633974483,4,0.007071067811865476,0.007071067811865476,stable_local_equilibrium,2.4356601804886857e-15,1,0.8165358232093037,0.0001815958163635216,9.9138978321711e-08,-9.910468492604948e-08,4.943323378205459,4.8061783103993306e-05,0.0001815958163635216
direct_110,20.0,0.9817477042468103,5,0.008314696123025453,0.008314696123025453,stable_local_equilibrium,8.443766519317109e-16,1,0.8165427343614382,0.00021354841304139163,1.3709451635386087e-07,-1.3703874552940302e-07,4.942989835091138,5.65261812360925e-05,0.00021354841304139163
direct_110,20.0,1.1780972450961724,6,0.009238795325112868,0.009238795325112868,stable_local_equilibrium,3.5459916253310908e-15,1,0.8165478716318973,0.00023729411459380372,1.692767532849015e-07,-1.6920022948502143e-07,4.942741695846239,6.281802688387999e-05,0.00023729411459380372
direct_110,20.0,1.3744467859455345,7,0.009807852804032305,0.009807852804032305,stable_local_equilibrium,3.7344259629090715e-15,1,0.8165510359201001,0.0002519178254096718,1.9078257831167382e-07,-1.906910186222061e-07,4.942588767579645,6.669347263185796e-05,0.0002519178254096718
direct_110,20.0,1.5707963267948966,8,0.01,0.01,stable_local_equilibrium,4.2825985813177425e-15,1,0.8165521045024983,0.0002568558514645976,1.983348429672875e-07,-1.9823778658660917e-07,4.9425371085258885,6.800221344361804e-05,0.0002568558514645976
direct_110,20.0,1.7671458676442586,9,0.009807852804032305,0.009807852804032305,stable_local_equilibrium,7.548215524844082e-15,1,0.8165510359201004,0.0002519178254097266,1.9078257844145893e-07,-1.906910184927657e-07,4.942588767579633,6.66934726321299e-05,0.0002519178254097266
direct_110,20.0,1.9634954084936207,10,0.009238795325112868,0.009238795325112868,stable_local_equilibrium,6.051149165076097e-15,1,0.8165478716318972,0.00023729411459381735,1.692767541396981e-07,-1.692002286301106e-07,4.942741695846235,6.2818026883744e-05,0.00023729411459381735
direct_110,20.0,2.1598449493429825,11,0.008314696123025454,0.008314696123025454,stable_local_equilibrium,5.05693577290689e-15,1,0.8165427343614389,0.00021354841304161527,1.3709451771258435e-07,-1.3703874417161884e-07,4.942989835091101,5.652618123690835e-05,0.00021354841304161527
direct_110,20.0,2.356194490192345,12,0.007071067811865476,0.007071067811865476,stable_local_equilibrium,1.0311955282726881e-14,1,0.8165358232093036,0.00018159581636408104,9.913897821033169e-08,-9.910468503783135e-08,4.943323378205461,4.8061783103857333e-05,0.00018159581636408104
direct_110,20.0,2.552544031041707,13,0.005555702330196022,0.005555702330196022,stable_local_equilibrium,8.988036009904832e-16,1,0.8165274057455916,0.00014266726278242713,6.119105708057166e-08,-6.117442854723845e-08,4.943729187450092,3.77525375923974e-05,0.00014266726278242713
direct_110,20.0,2.748893571891069,14,0.003826834323650899,0.003826834323650899,stable_local_equilibrium,6.151763126682752e-16,1,0.8165178074255275,9.826176731501384e-05,2.9027921293127046e-08,-2.902248052538124e-08,4.944191348086682,2.599704431993321e-05,9.826176731501384e-05
direct_110,20.0,2.945243112740431,15,0.001950903220161286,0.001950903220161286,stable_local_equilibrium,6.200985905313594e-15,1,0.8165073987811194,5.0088355718695275e-05,7.542726850264952e-09,-7.542005502581299e-09,4.944691828677177,1.3249110463042294e-05,5.0088355718695275e-05
direct_110,20.0,3.141592653589793,16,1.2246467991473532e-18,1.2246467991473532e-18,stable_local_equilibrium,9.251532112513508e-16,1,0.8164965809270466,2.3687622131462556e-16,2.1740052827547414e-15,2.1740052827547414e-15,4.945211215251892,-8.321608527724372e-13,2.3687622131462556e-16
direct_110,20.0,3.3379421944391554,17,-0.0019509032201612837,-0.0019509032201612837,stable_local_equilibrium,6.10329928957265e-15,1,0.8164857699765565,-5.007784675615649e-05,7.53986234019028e-09,-7.540557757940765e-09,4.945729484857356,-1.324065699971524e-05,-5.007784675615649e-05
direct_110,20.0,3.5342917352885173,18,-0.0038268343236508968,-0.0038268343236508968,stable_local_equilibrium,6.323717591238953e-15,1,0.8164753809918939,-9.82213313477984e-05,2.900621772499338e-08,-2.9011634812366613e-08,4.946226784588249,-2.5964512684270316e-05,-9.82213313477984e-05
direct_110,20.0,3.730641276137879,19,-0.00555570233019602,-0.00555570233019602,stable_local_equilibrium,5.8569685559839435e-15,1,0.8164658120947347,-0.0001425820378517623,6.112466304899381e-08,-6.114122606535674e-08,4.94668418473111,-3.76839704048687e-05,-0.0001425820378517623
direct_110,20.0,3.9269908169872414,20,-0.0070710678118654745,-0.0070710678118654745,stable_local_equilibrium,7.142723912334503e-16,1,0.8164574293377275,-0.0001814577591936749,9.900208905541613e-08,-9.903622923427626e-08,4.947084378589269,-4.795070905756878e-05,-0.0001814577591936749
direct_110,20.0,4.123340357836604,21,-0.008314696123025453,-0.008314696123025453,stable_local_equilibrium,3.657664449097098e-15,1,0.8164505528923227,-0.00021335752357200821,1.3687194343069763e-07,-1.3692745482616465e-07,4.947412306315731,-5.6372600300449935e-05,-0.00021335752357200821
direct_110,20.0,4.319689898685965,22,-0.009238795325112865,-0.009238795325112865,stable_local_equilibrium,4.76593590981178e-15,1,0.8164454450448283,-0.000237058436016879,1.6897141770475742e-07,-1.6904755340766993e-07,4.947655685063593,-6.262841032308163e-05,-0.000237058436016879
direct_110,20.0,4.516039439535327,23,-0.009807852804032303,-0.009807852804032303,stable_local_equilibrium,2.669305748659312e-15,1,0.8164423004164314,-0.0002516522196840532,1.9041727774892716e-07,-1.9050835446107141e-07,4.947805432467212,-6.647977782461793e-05,-0.0002516522196840532
direct_110,20.0,4.71238898038469,24,-0.01,-0.01,stable_local_equilibrium,5.8883019987687746e-15,1,0.8164412387376403,-0.0002565797367173749,1.9794764160659207e-07,-1.9804418224049576e-07,4.9478559745503565,-6.778006347908693e-05,-0.0002565797367173749
direct_110,20.0,4.908738521234052,25,-0.009807852804032305,-0.009807852804032305,stable_local_equilibrium,1.6304232269837016e-15,1,0.8164423004164317,-0.00025165221968411746,1.9041727649679501e-07,-1.9050835571286893e-07,4.947805432467194,-6.647977782421001e-05,-0.00025165221968411746
direct_110,20.0,5.105088062083414,26,-0.009238795325112866,-0.009238795325112866,stable_local_equilibrium,1.139279642847768e-15,1,0.8164454450448281,-0.0002370584360169277,1.6897141701143943e-07,-1.690475541013056e-07,4.947655685063606,-6.262841032335358e-05,-0.0002370584360169277
direct_110,20.0,5.301437602932776,27,-0.008314696123025454,-0.008314696123025454,stable_local_equilibrium,3.657881289531595e-15,1,0.8164505528923227,-0.0002133575235721343,1.3687194343077712e-07,-1.3692745482621835e-07,4.947412306315731,-5.6372600300449935e-05,-0.0002133575235721343
direct_110,20.0,5.497787143782138,28,-0.007071067811865477,-0.007071067811865477,stable_local_equilibrium,1.219239553068574e-14,1,0.8164574293377276,-0.0001814577591939976,9.900208920948264e-08,-9.903622908039981e-08,4.9470843785892615,-4.7950709057432804e-05,-0.0001814577591939976
direct_110,20.0,5.6941366846315,29,-0.005555702330196022,-0.005555702330196022,stable_local_equilibrium,5.863148508367111e-15,1,0.8164658120947347,-0.00014258203785245073,6.11246631345769e-08,-6.114122598025929e-08,4.946684184731105,-3.76839704048687e-05,-0.00014258203785245073
direct_110,20.0,5.890486225480862,30,-0.003826834323650904,-0.003826834323650904,stable_local_equilibrium,8.514456500963163e-15,1,0.8164753809918942,-9.822133134891122e-05,2.9006218854827267e-08,-2.9011633682911656e-08,4.946226784588227,-2.5964512683862395e-05,-9.822133134891122e-05
direct_110,20.0,6.086835766330224,31,-0.0019509032201612873,-0.0019509032201612873,stable_local_equilibrium,6.548418491486574e-15,1,0.8164857699765569,-5.0077846757641484e-05,7.539862583050862e-09,-7.540557515365511e-09,4.94572948485734,-1.324065699930732e-05,-5.0077846757641484e-05
direct_110,20.0,6.283185307179586,32,-2.4492935982947064e-18,-2.4492935982947064e-18,stable_local_equilibrium,7.493592226166562e-15,1,0.8164965809270464,-1.4579471919640614e-15,9.82187080679056e-16,9.821870806790558e-16,4.945211215251913,-8.324328007635393e-13,-1.4579471919640614e-15
direct_110,20.0,6.4795348480289485,33,0.0019509032201612826,0.0019509032201612826,stable_local_equilibrium,7.39209041200617e-15,1,0.8165073987811188,5.0088355716964435e-05,7.542726340062257e-09,-7.542006012190307e-09,4.94469182867722,1.324911046222645e-05,5.0088355716964435e-05
