opening_angstrom,slip_angstrom,energy_eV_surface_cell
0.75,-0.24001633889009022,1.6103481976274026
0.75,0.0,1.5834215972492416
0.75,0.24001633889009022,1.6103481976274168
0.75,0.48003267778018066,1.686936863293127
0.75,0.7200490166702711,1.8007507573757664
0.75,0.9600653555603611,1.9315415407834138
0.75,1.2000816944504515,2.052494454483721
0.75,1.440098033340542,2.135132607898882
0.75,1.680114372230632,2.1658469115912737
0.75,1.9201307111207224,2.168298829049803
1.0,-1.9201307111207224,2.1682999999586485
1.0,-1.6801143722306322,2.1682999999586485
1.0,-1.4400980333405418,2.1682994144110523
1.0,-1.2000816944504515,2.1676204583636434
1.0,-0.9600653555603612,2.1595559540442224
1.0,-0.7200490166702709,2.137731295432147
1.0,-0.48003267778018066,2.1082806288399354
1.0,-0.24001633889009022,2.0836921715056036
1.0,0.0,2.074229042262459
1.0,0.24001633889009022,2.0836921715056036
1.0,0.48003267778018066,2.1082806288399354
1.0,0.7200490166702711,2.137731295432147
1.0,0.9600653555603611,2.1595559540442224
1.0,1.2000816944504515,2.1676204583636434
1.0,1.440098033340542,2.1682994144110523
1.0,1.680114372230632,2.1682999999586485
1.0,1.9201307111207224,2.1682999999586485
1.25,-1.9201307111207224,2.1682999999586485
1.25,-1.6801143722306322,2.1682999999586485
1.25,-1.4400980333405418,2.1682999999586485
1.25,-1.2000816944504515,2.1682999999586485
1.25,-0.9600653555603612,2.1682999999586485
1.25,-0.7200490166702709,2.1682999921373636
1.25,-0.48003267778018066,2.1682964989159785
1.25,-0.24001633889009022,2.1682668813277246
1.25,0.0,2.1682389793679278
1.25,0.24001633889009022,2.1682668813277246
1.25,0.48003267778018066,2.1682964989159785
1.25,0.7200490166702711,2.1682999921373636
1.25,0.9600653555603611,2.1682999999586485
1.25,1.2000816944504515,2.1682999999586485
1.25,1.440098033340542,2.1682999999586485
1.25,1.680114372230632,2.1682999999586485
1.25,1.9201307111207224,2.1682999999586485
1.5,-1.9201307111207224,2.1682999999586485
1.5,-1.6801143722306322,2.1682999999586485
1.5,-1.4400980333405418,2.1682999999586485
1.5,-1.2000816944504515,2.1682999999586485
1.5,-0.9600653555603612,2.1682999999586485
1.5,-0.7200490166702709,2.1682999999586485
1.5,-0.48003267778018066,2.1682999999586485
1.5,-0.24001633889009022,2.1682999999586485
1.5,0.0,2.1682999999586485
1.5,0.24001633889009022,2.1682999999586485
1.5,0.48003267778018066,2.1682999999586485
1.5,0.7200490166702711,2.1682999999586485
1.5,0.9600653555603611,2.1682999999586485
1.5,1.2000816944504515,2.1682999999586485
1.5,1.440098033340542,2.1682999999586485
1.5,1.680114372230632,2.1682999999586485
1.5,1.9201307111207224,2.1682999999586485
1.75,-1.9201307111207224,2.1682999999586485
1.75,-1.6801143722306322,2.1682999999586485
1.75,-1.4400980333405418,2.1682999999586485
1.75,-1.2000816944504515,2.1682999999586485
1.75,-0.9600653555603612,2.1682999999586485
1.75,-0.7200490166702709,2.1682999999586485
1.75,-0.48003267778018066,2.1682999999586485
1.75,-0.24001633889009022,2.1682999999586485
1.75,0.0,2.1682999999586485
1.75,0.24001633889009022,2.1682999999586485
1.75,0.48003267778018066,2.1682999999586485
1.75,0.7200490166702711,2.1682999999586485
1.75,0.9600653555603611,2.1682999999586485
1.75,1.2000816944504515,2.1682999999586485
1.75,1.440098033340542,2.1682999999586485
1.75,1.680114372230632,2.1682999999586485
1.75,1.9201307111207224,2.1682999999586485
2.0,-1.9201307111207224,2.1682999999586485
2.0,-1.6801143722306322,2.1682999999586485
2.0,-1.4400980333405418,2.1682999999586485
2.0,-1.2000816944504515,2.1682999999586485
2.0,-0.9600653555603612,2.1682999999586485
2.0,-0.7200490166702709,2.1682999999586485
2.0,-0.48003267778018066,2.1682999999586485
2.0,-0.24001633889009022,2.1682999999586485
2.0,0.0,2.1682999999586485
2.0,0.24001633889009022,2.1682999999586485
2.0,0.48003267778018066,2.1682999999586485
2.0,0.7200490166702711,2.1682999999586485
2.0,0.9600653555603611,2.1682999999586485
2.0,1.2000816944504515,2.1682999999586485
2.0,1.440098033340542,2.1682999999586485
2.0,1.680114372230632,2.1682999999586485
2.0,1.9201307111207224,2.1682999999586485
2.25,-1.9201307111207224,2.1682999999586485
2.25,-1.6801143722306322,2.1682999999586485
2.25,-1.4400980333405418,2.1682999999586485
2.25,-1.2000816944504515,2.1682999999586485
2.25,-0.9600653555603612,2.1682999999586485
2.25,-0.7200490166702709,2.1682999999586485
2.25,-0.48003267778018066,2.1682999999586485
2.25,-0.24001633889009022,2.1682999999586485
2.25,0.0,2.1682999999586485
2.25,0.24001633889009022,2.1682999999586485
2.25,0.48003267778018066,2.1682999999586485
2.25,0.7200490166702711,2.1682999999586485
2.25,0.9600653555603611,2.1682999999586485
2.25,1.2000816944504515,2.1682999999586485
2.25,1.440098033340542,2.1682999999586485
2.25,1.680114372230632,2.1682999999586485
2.25,1.9201307111207224,2.1682999999586485
2.5,-1.9201307111207224,2.1682999999586485
2.5,-1.6801143722306322,2.1682999999586485
2.5,-1.4400980333405418,2.1682999999586485
2.5,-1.2000816944504515,2.1682999999586485
2.5,-0.9600653555603612,2.1682999999586485
2.5,-0.7200490166702709,2.1682999999586485
2.5,-0.48003267778018066,2.1682999999586485
2.5,-0.24001633889009022,2.1682999999586485
2.5,0.0,2.1682999999586485
2.5,0.24001633889009022,2.1682999999586485
2.5,0.48003267778018066,2.1682999999586485
2.5,0.7200490166702711,2.1682999999586485
2.5,0.9600653555603611,2.1682999999586485
2.5,1.2000816944504515,2.1682999999586485
2.5,1.440098033340542,2.1682999999586485
2.5,1.680114372230632,2.1682999999586485
2.5,1.9201307111207224,2.1682999999586485
