state,change,atom_i,atom_j,initial_surface_i,initial_surface_j,touches_grip,old_distance_A,distance_A,midpoint_z_A
return_8pct,formed,179,205,False,True,False,3.8317617251582763,2.4660014060670616,-0.8110571224388072
return_8pct,formed,180,204,True,True,False,6.316522868066788,2.4651976927769876,-2.133513614751006
return_8pct,formed,181,188,True,True,False,3.7032677442540156,2.4746442222991694,0.5829476276974046
return_8pct,formed,185,189,False,False,False,3.3815219886781187,2.5793780235842148,1.4765440985533185
return_8pct,formed,186,190,False,False,False,3.3814896450334517,2.5793780239220414,1.4765440970040997
return_8pct,formed,192,200,True,False,False,3.6918316333750507,2.3566003227716137,-1.547716814897788
return_8pct,formed,193,201,True,False,False,3.541980715933185,2.3941728159894233,1.1287794640876672
return_8pct,formed,194,196,True,False,False,3.8314982060653833,2.466001405476184,-0.8110571231473356
return_8pct,formed,194,197,True,False,False,4.4563967580024775,2.3489356765370775,0.9336190688325983
return_8pct,formed,195,244,True,False,False,4.485531828932218,2.42789355016079,3.477410183218777
return_8pct,formed,198,201,False,False,False,4.35304187083087,2.3565971490570967,0.7841642710143274
return_8pct,formed,199,211,False,False,False,5.1542203017172366,2.6289154021399272,3.755184444422939
return_8pct,formed,199,244,False,False,False,4.448343114831197,2.4758564624424193,3.3610433480775974
return_8pct,formed,203,240,False,True,False,4.485794085677336,2.427893549289051,3.477410181112385
return_8pct,formed,203,248,False,False,False,4.448597367181145,2.4758564624457495,3.361043346380149
return_8pct,formed,205,214,True,False,False,4.45675815099023,2.348935676808384,0.9336190705784341
return_8pct,formed,206,210,True,False,False,3.5425849353475978,2.3941728162120794,1.1287794651491803
return_8pct,formed,207,211,True,False,False,3.6919098550889276,2.57360450683327,3.2406616700876008
return_8pct,formed,208,212,False,False,False,4.0621058830612755,2.5707001480395473,-1.6871003208726125
return_8pct,formed,210,213,False,False,False,4.353005640035519,2.35659714880149,0.7841642710772654
return_8pct,formed,223,254,True,True,False,3.9041469486724805,2.5367220364246337,8.263985358708322
return_8pct,formed,227,272,True,False,False,4.376313415250832,2.3838602582854196,7.908352106188444
return_8pct,formed,228,236,True,False,False,3.691546707876272,2.5736045053738277,3.240661669708806
return_8pct,formed,229,237,True,False,False,3.539368064828197,2.646872109096982,5.162860794224269
return_8pct,formed,229,238,True,False,False,4.646628624805512,2.575881036955535,5.91958429768672
return_8pct,formed,230,234,True,False,False,3.86932239349437,2.39734615893823,6.4238887425238005
return_8pct,formed,230,243,True,True,False,4.869777277712191,2.391523599177843,6.710094562946992
return_8pct,formed,236,248,False,False,False,5.154432714061198,2.6289154005180198,3.755184444193951
return_8pct,formed,237,238,False,False,False,4.308049025689695,2.359760964463692,5.919140103347521
return_8pct,formed,238,264,False,True,False,3.9559661380809805,2.4346961795449618,6.8127963382956445
return_8pct,formed,238,272,False,False,False,3.7872850484339495,2.4925410308607603,7.534242969699794
return_8pct,formed,239,265,False,True,False,3.8991091340000876,2.3767361535706053,9.396036912168551
return_8pct,formed,241,249,True,False,False,3.8688792047525293,2.3973461588210556,6.423888739495913
return_8pct,formed,241,264,True,True,False,4.871274297415919,2.391523597854552,6.710094557692317
return_8pct,formed,242,245,True,False,False,4.6462072213636905,2.5758810368583536,5.919584302101146
return_8pct,formed,242,246,True,False,False,3.5394922539451934,2.6468721086299984,5.16286079937721
return_8pct,formed,243,245,True,False,False,3.9553440831942392,2.4346961797805906,6.812796342543015
return_8pct,formed,245,246,False,False,False,4.307739630256507,2.3597609639362074,5.919140105910854
return_8pct,formed,245,247,False,False,False,3.7867342384543816,2.492541031024969,7.534242971896656
return_8pct,formed,247,256,False,True,False,4.376002201814256,2.383860258964672,7.90835211007733
return_8pct,formed,251,253,False,True,False,4.015931347150952,2.355824941751821,8.378518638268208
return_8pct,formed,253,260,True,True,False,3.904004495080939,2.5367220372438624,8.263985364324894
return_8pct,formed,253,261,True,False,False,3.2857992271702443,2.5127980394482616,9.483595335360487
return_8pct,formed,254,258,True,False,False,3.2860657816808545,2.5127980445883487,9.483595331382059
return_8pct,formed,254,268,True,False,False,4.016379898643987,2.3558249354944705,8.378518636342893
return_8pct,formed,255,269,True,False,False,3.354979532368235,2.37551976993686,11.742603261686506
return_8pct,formed,259,269,True,False,False,3.9586084778498223,2.527925867604699,11.688033606224092
return_8pct,formed,263,273,True,False,False,3.484984267230261,2.492735250341635,11.186738085634481
return_8pct,formed,263,300,True,True,False,4.673259233222318,2.3788283937068293,12.041098274698829
return_8pct,formed,278,280,True,False,False,3.8985223323008094,2.376736159685996,9.396036919017355
return_8pct,formed,279,292,True,True,False,4.673513093018209,2.378828377678635,12.041098275351704
return_8pct,formed,282,292,False,True,False,3.485026758943934,2.4927352485227683,11.186738089469468
return_8pct,formed,286,288,False,True,False,3.3545797290502306,2.3755197717405867,11.742603262660314
return_8pct,formed,286,296,False,True,False,3.9583822055118634,2.5279258678440644,11.688033607438904
return_8pct,topological_min_cut,151,182,True,True,False,3.7039498564439035,2.474644221233283,0.5829476246989935
return_8pct,topological_min_cut,151,186,True,False,False,2.3318835085209613,2.5032637386884726,0.7122025185253068
return_8pct,topological_min_cut,155,190,True,False,False,2.390152606759279,2.488757425772711,0.1343679337767436
return_8pct,topological_min_cut,171,206,True,True,False,2.3533645962166774,2.4166533066610283,-0.24086099409746758
return_8pct,topological_min_cut,181,188,True,True,False,3.7032677442540156,2.4746442222991694,0.5829476276974046
return_8pct,topological_min_cut,184,185,True,False,False,2.390282832973422,2.4887574284964153,0.1343679337925925
return_8pct,topological_min_cut,188,189,True,False,False,2.331982232644435,2.5032637392387076,0.7122025200933487
return_8pct,topological_min_cut,192,193,True,True,False,2.3532134545205357,2.416653306176113,-0.24086099400731076
return_8pct,topological_min_cut,194,197,True,False,False,4.4563967580024775,2.3489356765370775,0.9336190688325983
return_8pct,topological_min_cut,198,201,False,False,False,4.35304187083087,2.3565971490570967,0.7841642710143274
return_8pct,topological_min_cut,202,203,False,False,False,2.3658358869311615,2.4276298177585245,1.5554507694612818
return_8pct,topological_min_cut,205,214,True,False,False,4.45675815099023,2.348935676808384,0.9336190705784341
return_8pct,topological_min_cut,209,244,False,False,False,2.3658293376433384,2.4276298173276327,1.5554507704902398
return_8pct,topological_min_cut,210,213,False,False,False,4.353005640035519,2.35659714880149,0.7841642710772654
