model,path,fraction,energy_J_m2,traction_MPa,Haa,Hxx
shape_refinement/old_family,shockley112,0.26,0.0736968809526788,-2790.4345419749734,28.47860533409458,2.7200233269677794
shape_refinement/old_family,shockley112,0.28,0.08263805901308637,-3034.0048973301436,28.784489357974667,2.582482320971473
shape_refinement/old_family,shockley112,0.3,0.091645636496408,-3276.0089755392587,29.042213840259688,2.4390551049317644
shape_refinement/old_family,shockley112,0.32,0.10064074876408886,-3516.291227019828,29.26530330924379,2.290671630935042
shape_refinement/old_family,shockley112,0.34,0.1095449802291015,-3754.303487200791,29.465843578067123,2.1385214399572026
shape_refinement/old_family,shockley112,0.36,0.11828069326991901,-3989.1114166308516,29.654081577543387,1.9840693653487786
shape_refinement/old_family,shockley112,0.38,0.12677146953439097,-4219.435556608111,29.838258868877247,1.8290585029810968
shape_refinement/old_family,shockley112,0.4,0.13494267436736015,-4443.714490259287,30.024619138013627,1.6754914925585076
shape_refinement/old_family,shockley112,0.42,0.14272214319864615,-4660.180142034847,30.21753255705782,1.5255882781761188
shape_refinement/old_family,shockley112,0.44,0.1500409765842658,-4866.937644818648,30.419686842430057,1.3817235815803288
shape_refinement/old_family,shockley112,0.46,0.15683442040296558,-5062.04419026622,30.632303917334212,1.2463502142202822
shape_refinement/old_family,shockley112,0.48,0.16304280066558305,-5243.582785836739,30.855350496570573,1.1219154481840425
shape_refinement/old_family,shockley112,0.5,0.16861247887302164,-5409.727918843895,31.08771953369044,1.0107774796309463
shape_refinement/old_family,shockley112,0.52,0.17349679366974985,-5558.800874846694,31.327366846028887,0.9151280171802688
shape_refinement/old_family,shockley112,0.54,0.17765695713933763,-5689.31298976361,31.571393419023778,0.8369255516488595
shape_refinement/old_family,shockley112,0.56,0.1810628787337535,-5799.995541700364,31.816069280694947,0.7778421293422675
shape_refinement/old_family,shockley112,0.58,0.1836938956695173,-5889.815409439939,32.056800002855645,0.7392245943157996
shape_refinement/old_family,shockley112,0.6,0.18553939476380954,-5957.976134102078,32.288042451187856,0.7220693966824108
shape_refinement/old_family,shockley112,0.62,0.18659931622042583,-6003.904714092277,32.50318292926209,0.7270083308328129
shape_refinement/old_family,shockley112,0.64,0.186884533962103,-6027.225441829002,32.694398704609426,0.7543012073075078
shape_refinement/old_family,shockley112,0.66,0.18641710905816045,-6027.723455234486,32.85253307804801,0.8038308430013626
shape_refinement/old_family,shockley112,0.68,0.18523041225327974,-6005.30251038323,32.96702414193751,0.8750963718349002
shape_refinement/old_family,shockley112,0.7000000000000001,0.18336910875935275,-5959.943808756874,33.0259369784928,0.9672032718569831
shape_refinement/old_family,shockley112,0.72,0.1808889943310099,-5891.675438821374,33.01615640933797,1.0788530507235685
shape_refinement/old_family,shockley112,0.74,0.17785666821435428,-5800.564829233419,32.92380025300823,1.2083420853874913
shape_refinement/old_family,shockley112,0.76,0.17434902882707667,-5686.749015730354,32.73490935988466,1.3535865592698408
shape_refinement/old_family,shockley112,0.78,0.1704525855296225,-5550.518687307417,32.43645967006436,1.5121963403255176
shape_refinement/old_family,shockley112,0.8,0.16626259763870507,-5392.470925319419,32.01772445391668,1.6816213024021573
shape_refinement/old_family,shockley112,0.8200000000000001,0.16188208091648043,-5213.741375990264,31.471995064759305,1.8593849400345017
shape_refinement/old_family,shockley112,0.84,0.15742075928159152,-5016.318798500534,30.798649407466456,2.043399522693343
shape_refinement/old_family,shockley112,0.86,0.1529940774452338,-4803.433697328111,30.005538188774608,2.232325515132343
shape_refinement/old_family,shockley112,0.88,0.14872241566986416,-4579.998993959818,29.11162904250417,2.4259017247541306
shape_refinement/old_family,shockley112,0.9,0.14473064540673758,-4353.0656442967875,28.149781750855723,2.625142078116881
shape_refinement/old_family,shockley112,0.92,0.14114812038204688,-4132.240461998908,27.169382017861405,2.832281007572142
shape_refinement/old_family,shockley112,0.9400000000000001,0.13810910428290848,-3929.9964452221016,26.23828623748281,3.0503581373655635
shape_refinement/old_family,shockley112,0.96,0.13575349528491037,-3761.785212453731,25.44308637142617,3.282361816394382
shape_refinement/old_family,shockley112,0.98,0.13422752987421457,-3645.833752711893,24.88610273955758,3.5298917371548457
shape_refinement/old_family,shockley112,1.0,0.1336839505108206,-3602.4733386103644,24.676882025618383,3.791350882125561
