model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,margin,radius_change
shape_refinement/old_family,1.0,16.0,0.56,0.48,0.08,16.973060148288724,5.2622056892842126e-06,16.973054886083034,1.1875551846998884e-06
shape_refinement/old_family,1.0,16.0,0.56,0.48,0.16,17.314201086373856,5.262205687863472e-06,17.31419582416817,1.1992962887167048e-06
shape_refinement/old_family,1.0,16.0,0.56,0.48,0.24,17.77605107363956,5.262205685601473e-06,17.776045811433875,1.2052503222978798e-06
shape_refinement/old_family,1.0,16.0,0.56,0.48,0.32,18.172885648792196,5.262205682660057e-06,18.172880386586513,1.1912011282934973e-06
shape_refinement/old_family,1.0,16.0,0.56,0.48,0.4,18.22626255377744,5.262205679328849e-06,18.22625729157176,1.1877113077112285e-06
shape_refinement/old_family,1.0,16.0,0.56,0.56,0.0,17.671368890854858,5.262205686781099e-06,17.67136362864917,1.1907322383408958e-06
shape_refinement/old_family,1.0,16.0,0.56,0.56,0.08,17.81029778784596,5.262205686325427e-06,17.810292525640275,1.1982147440980035e-06
shape_refinement/old_family,1.0,16.0,0.56,0.56,0.16,18.164271805688493,5.262205684994776e-06,18.164266543482807,1.1860237378868987e-06
shape_refinement/old_family,1.0,16.0,0.56,0.56,0.24,18.56668643409326,5.262205682912027e-06,18.566681171887577,1.1930769545151353e-06
shape_refinement/old_family,1.0,16.0,0.56,0.56,0.32,18.802502750688475,5.262205680387225e-06,18.802497488482796,1.1961540091862456e-06
shape_refinement/old_family,1.0,16.0,0.64,0.0,0.0,28.333316843634712,5.262205696525852e-06,28.333311581429015,1.2173384560143432e-06
shape_refinement/old_family,1.0,16.0,0.64,0.08,0.0,28.95629784340414,5.2622056961774954e-06,28.956292581198444,1.2155616735229364e-06
shape_refinement/old_family,1.0,16.0,0.64,0.08,0.08,28.45981002215527,5.2622056958235e-06,28.459804759949574,1.2151232518086426e-06
shape_refinement/old_family,1.0,16.0,0.64,0.16,0.0,31.060095780302763,5.262205695157695e-06,31.06009051809707,1.2110916852917926e-06
shape_refinement/old_family,1.0,16.0,0.64,0.16,0.08,29.61120883024406,5.262205694787955e-06,29.611203568038366,1.2126132987328413e-06
shape_refinement/old_family,1.0,16.0,0.64,0.16,0.16,28.34974526578283,5.2622056937080785e-06,28.349740003577136,1.1993693997198623e-06
shape_refinement/old_family,1.0,16.0,0.64,0.24,0.0,34.006011143943496,5.262205693541759e-06,34.0060058817378,1.1889159610269163e-06
shape_refinement/old_family,1.0,16.0,0.64,0.24,0.08,32.15858812540439,5.262205693149546e-06,32.1585828631987,1.1956589299034227e-06
shape_refinement/old_family,1.0,16.0,0.64,0.24,0.16,28.96732904379991,5.2622056920053584e-06,28.967323781594217,1.1881459714990266e-06
shape_refinement/old_family,1.0,16.0,0.64,0.24,0.24,27.057448856130122,5.26220569020637e-06,27.057443593924432,1.189017944268465e-06
shape_refinement/old_family,1.0,16.0,0.64,0.32,0.0,35.71464342882102,5.262205691451422e-06,35.71463816661533,1.1960653709739274e-06
shape_refinement/old_family,1.0,16.0,0.64,0.32,0.08,33.981131210299885,5.262205691035545e-06,33.981125948094196,1.1895489867447038e-06
shape_refinement/old_family,1.0,16.0,0.64,0.32,0.16,30.17494765116565,5.262205689822109e-06,30.17494238895996,1.1897656480170162e-06
shape_refinement/old_family,1.0,16.0,0.64,0.32,0.24,26.569404187626365,5.262205687915153e-06,26.56939892542068,1.1926589005021457e-06
shape_refinement/old_family,1.0,16.0,0.64,0.32,0.32,24.215456123174192,5.26220568549823e-06,24.215450860968506,1.1974433259691e-06
shape_refinement/old_family,1.0,16.0,0.64,0.4,0.0,34.38713182977435,5.262205689044556e-06,34.38712656756866,1.1947274425386469e-06
shape_refinement/old_family,1.0,16.0,0.64,0.4,0.08,33.08089333001448,5.262205688612387e-06,33.08088806780879,1.1978024966163191e-06
shape_refinement/old_family,1.0,16.0,0.64,0.4,0.16,29.87671785298403,5.26220568735059e-06,29.876712590778343,1.2059771550348071e-06
shape_refinement/old_family,1.0,16.0,0.64,0.4,0.24,26.16090473130927,5.262205685368441e-06,26.160899469103583,1.1954230032067363e-06
shape_refinement/old_family,1.0,16.0,0.64,0.4,0.32,22.911092836134408,5.2622056828813855e-06,22.911087573928725,1.198943937002676e-06
shape_refinement/old_family,1.0,16.0,0.64,0.4,0.4,20.53821434293375,5.262205680384247e-06,20.53820908072807,1.1887931286904992e-06
shape_refinement/old_family,1.0,16.0,0.64,0.48,0.0,30.1465658272661,5.2622056864980095e-06,30.146560565060415,1.191457980590794e-06
shape_refinement/old_family,1.0,16.0,0.64,0.48,0.08,29.377304680462014,5.26220568607119e-06,29.377299418256328,1.1958914058095849e-06
shape_refinement/old_family,1.0,16.0,0.64,0.48,0.16,27.389339470370444,5.2622056848310216e-06,27.389334208164758,1.1866981327664045e-06
shape_refinement/old_family,1.0,16.0,0.64,0.48,0.24,24.81980399590126,5.262205682918414e-06,24.819798733695578,1.1935005021165467e-06
shape_refinement/old_family,1.0,16.0,0.64,0.48,0.32,22.11561111435681,5.262205680701771e-06,22.11560585215113,1.1950712486512113e-06
shape_refinement/old_family,1.0,16.0,0.64,0.56,0.0,25.62695054936668,5.262205683987525e-06,25.626945287160996,1.1964398574265687e-06
shape_refinement/old_family,1.0,16.0,0.64,0.56,0.08,25.340595193117856,5.262205683613597e-06,25.340589930912174,1.1968674411926205e-06
shape_refinement/old_family,1.0,16.0,0.64,0.56,0.16,24.55506171698624,5.262205682565471e-06,24.55505645478056,1.196486395545915e-06
shape_refinement/old_family,1.0,16.0,0.64,0.56,0.24,23.401554693952747,5.2622056811459446e-06,23.401549431747064,1.1962654934866263e-06
shape_refinement/old_family,1.0,16.0,0.64,0.64,0.0,25.633406011226263,5.262205681669841e-06,25.63340074902058,1.2027587102528549e-06
shape_refinement/old_family,1.0,16.0,0.64,0.64,0.08,25.506117250221404,5.262205681445739e-06,25.50611198801572,1.1859738364705663e-06
shape_refinement/old_family,1.0,16.0,0.64,0.64,0.16,25.09702804831342,5.262205680946418e-06,25.09702278610774,1.194839741548325e-06
shape_refinement/old_family,1.0,16.0,0.72,0.0,0.0,34.512860142447515,5.262205691564956e-06,34.512854880241825,1.184318093253043e-06
shape_refinement/old_family,1.0,16.0,0.72,0.08,0.0,36.28944595120392,5.2622056912855075e-06,36.28944068899823,1.1915185165371804e-06
shape_refinement/old_family,1.0,16.0,0.72,0.08,0.08,34.34946798389612,5.262205691000316e-06,34.34946272169043,1.195776016135227e-06
shape_refinement/old_family,1.0,16.0,0.72,0.16,0.0,42.10295871647618,5.2622056904677565e-06,42.10295345427049,1.188893866840633e-06
shape_refinement/old_family,1.0,16.0,0.72,0.16,0.08,37.092962370794545,5.262205690166568e-06,37.092957108588855,1.19100667933918e-06
shape_refinement/old_family,1.0,16.0,0.72,0.16,0.16,33.39570204297798,5.262205689288109e-06,33.39569678077229,1.194207266590247e-06
shape_refinement/old_family,1.0,16.0,0.72,0.24,0.0,50.720844176947,5.2622056891725304e-06,50.72083891474131,1.1909152072172986e-06
shape_refinement/old_family,1.0,16.0,0.72,0.24,0.08,44.37589551960189,5.262205688848966e-06,44.3758902573962,1.2068208289610982e-06
shape_refinement/old_family,1.0,16.0,0.72,0.24,0.16,35.2936209475811,5.262205687907864e-06,35.29361568537541,1.199877196584279e-06
shape_refinement/old_family,1.0,16.0,0.72,0.24,0.24,30.80658556538291,5.262205686440771e-06,30.806580303177224,1.1959621253826889e-06
shape_refinement/old_family,1.0,16.0,0.72,0.32,0.0,58.05334393335202,5.262205687497142e-06,58.05333867114633,1.1954837495065387e-06
shape_refinement/old_family,1.0,16.0,0.72,0.32,0.08,52.02368310509834,5.262205687152228e-06,52.02367784289265,1.190491419196461e-06
shape_refinement/old_family,1.0,16.0,0.72,0.32,0.16,40.51351784608358,5.262205686152727e-06,40.5135125838779,1.1937379405488618e-06
shape_refinement/old_family,1.0,16.0,0.72,0.32,0.24,31.172559076223525,5.262205684613676e-06,31.17255381401784,1.190631441203617e-06
shape_refinement/old_family,1.0,16.0,0.72,0.32,0.32,26.41260619394582,5.262205682773627e-06,26.412600931740137,1.1898925571167381e-06
shape_refinement/old_family,1.0,16.0,0.72,0.4,0.0,60.03342109647032,5.262205685567422e-06,60.03341583426464,1.1897086189352946e-06
shape_refinement/old_family,1.0,16.0,0.72,0.4,0.08,55.288945224889574,5.262205685215529e-06,55.28893996268389,1.1959459123906285e-06
shape_refinement/old_family,1.0,16.0,0.72,0.4,0.16,44.60607444117761,5.262205684206339e-06,44.60606917897193,1.1886259188870467e-06
shape_refinement/old_family,1.0,16.0,0.72,0.4,0.24,33.651881909459924,5.262205682706874e-06,33.65187664725424,1.1919680027648398e-06
shape_refinement/old_family,1.0,16.0,0.72,0.4,0.32,25.555511847134763,5.262205681137541e-06,25.55550658492908,1.194110090783227e-06
shape_refinement/old_family,1.0,16.0,0.72,0.48,0.0,55.18578469704157,5.262205683525495e-06,55.18577943483589,1.1998628268408138e-06
shape_refinement/old_family,1.0,16.0,0.72,0.48,0.08,51.96522627640866,5.26220568320606e-06,51.965221014202974,1.1932311242995237e-06
shape_refinement/old_family,1.0,16.0,0.72,0.48,0.16,44.059929766867754,5.262205682328704e-06,44.05992450466207,1.2049015466037242e-06
shape_refinement/old_family,1.0,16.0,0.72,0.48,0.24,34.76744176430517,5.262205681213214e-06,34.767436502099486,1.2000913250515338e-06
shape_refinement/old_family,1.0,16.0,0.72,0.56,0.0,45.50085671668148,5.26220568151539e-06,45.5008514544758,1.2069199939833481e-06
shape_refinement/old_family,1.0,16.0,0.72,0.56,0.08,43.66940322473001,5.262205681317714e-06,43.66939796252433,1.194399473352703e-06
shape_refinement/old_family,1.0,16.0,0.72,0.56,0.16,38.97179748449782,5.262205680895911e-06,38.97179222229214,1.18975204182331e-06
shape_refinement/old_family,1.0,16.0,0.72,0.64,0.0,36.07030868774854,5.26220567967004e-06,36.07030342554286,1.1936681345880201e-06
shape_refinement/old_family,1.0,16.0,0.72,0.64,0.08,35.27913995036555,5.262205679783135e-06,35.279134688159864,1.1848773979399147e-06
shape_refinement/old_family,1.0,16.0,0.72,0.72,0.0,33.8557095394694,5.26220567810426e-06,33.855704277263726,1.1869839369182964e-06
shape_refinement/old_family,1.0,16.0,0.8,0.0,0.0,39.92007588886426,5.262205686773487e-06,39.92007062665857,1.1780575468306513e-06
shape_refinement/old_family,1.0,16.0,0.8,0.08,0.0,43.73907617916825,5.26220568657266e-06,43.73907091696256,1.2027771664769618e-06
shape_refinement/old_family,1.0,16.0,0.8,0.08,0.08,39.479775984872035,5.26220568636577e-06,39.479770722666345,1.18284420749496e-06
shape_refinement/old_family,1.0,16.0,0.8,0.16,0.0,55.72732115581832,5.262205685983428e-06,55.72731589361264,1.1805976449387523e-06
shape_refinement/old_family,1.0,16.0,0.8,0.16,0.08,44.4745526342693,5.262205685760246e-06,44.47454737206362,1.1950995777710732e-06
shape_refinement/old_family,1.0,16.0,0.8,0.16,0.16,37.72508763846525,5.26220568511138e-06,37.725082376259564,1.1852821109679154e-06
shape_refinement/old_family,1.0,16.0,0.8,0.24,0.0,73.35193928605764,5.262205685045721e-06,73.35193402385195,1.2042004253925324e-06
shape_refinement/old_family,1.0,16.0,0.8,0.24,0.08,58.41923016892644,5.2622056848022224e-06,58.41922490672076,1.184001639400519e-06
shape_refinement/old_family,1.0,16.0,0.8,0.24,0.16,41.36076212040551,5.262205684101848e-06,41.36075685819983,1.1962945185267767e-06
shape_refinement/old_family,1.0,16.0,0.8,0.24,0.24,33.91879944102329,5.262205683044633e-06,33.918794178817606,1.2008484101726887e-06
shape_refinement/old_family,1.0,16.0,0.8,0.32,0.0,89.78208370657492,5.2622056838256985e-06,89.78207844436923,1.2021764069742157e-06
shape_refinement/old_family,1.0,16.0,0.8,0.32,0.08,74.97143576345502,5.262205683570387e-06,74.97143050124933,1.1972143199432797e-06
shape_refinement/old_family,1.0,16.0,0.8,0.32,0.16,51.8333896097021,5.262205682851538e-06,51.83338434749642,1.200904167926643e-06
shape_refinement/old_family,1.0,16.0,0.8,0.32,0.24,35.429948989707576,5.262205681837571e-06,35.42994372750189,1.1996852655554962e-06
shape_refinement/old_family,1.0,16.0,0.8,0.32,0.32,28.09205038207613,5.262205680916243e-06,28.092045119870452,1.186374988337174e-06
shape_refinement/old_family,1.0,16.0,0.8,0.4,0.0,98.18390817531858,5.262205682412543e-06,98.1839029131129,1.1992547614798209e-06
shape_refinement/old_family,1.0,16.0,0.8,0.4,0.08,86.0770898097825,5.262205682177967e-06,86.07708454757683,1.197302733385794e-06
shape_refinement/old_family,1.0,16.0,0.8,0.4,0.16,62.54198221907877,5.262205681559205e-06,62.541976956873086,1.1889350230152524e-06
shape_refinement/old_family,1.0,16.0,0.8,0.4,0.24,41.57063411291715,5.2622056808716135e-06,41.570628850711465,1.19632384993399e-06
shape_refinement/old_family,1.0,16.0,0.8,0.48,0.0,95.09256869678353,5.262205680911104e-06,95.09256343457785,1.1906926317951087e-06
shape_refinement/old_family,1.0,16.0,0.8,0.48,0.08,86.4135739859716,5.262205680777416e-06,86.41356872376592,1.1913964170504418e-06
shape_refinement/old_family,1.0,16.0,0.8,0.48,0.16,67.00173930899349,5.2622056805403795e-06,67.00173404678782,1.1957532314865977e-06
shape_refinement/old_family,1.0,16.0,0.8,0.56,0.0,81.50097485522893,5.262205679430885e-06,81.50096959302326,1.1931070122468543e-06
shape_refinement/old_family,1.0,16.0,0.8,0.56,0.08,75.92887057526596,5.262205679572945e-06,75.92886531306029,1.1852272882835966e-06
shape_refinement/old_family,1.0,16.0,0.8,0.64,0.0,62.49853333564158,5.262205678073709e-06,62.49852807343591,1.200090378670347e-06
shape_refinement/old_family,1.0,16.0,0.88,0.0,0.0,43.93292606739942,5.26220568220169e-06,43.93292080519374,1.2184097972888026e-06
shape_refinement/old_family,1.0,16.0,0.88,0.08,0.0,51.43399431191295,5.262205682084831e-06,51.433989049707264,1.210751052043928e-06
shape_refinement/old_family,1.0,16.0,0.88,0.08,0.08,43.275363620966004,5.262205681960896e-06,43.27535835876032,1.2108489969157879e-06
shape_refinement/old_family,1.0,16.0,0.88,0.16,0.0,73.16954406015445,5.262205681738593e-06,73.16953879794877,1.2159743408443233e-06
shape_refinement/old_family,1.0,16.0,0.88,0.16,0.08,50.997337351389966,5.262205681597124e-06,50.99733208918428,1.2055645512044176e-06
shape_refinement/old_family,1.0,16.0,0.88,0.16,0.16,40.89442484424974,5.26220568119209e-06,40.89441958204406,1.194652253861418e-06
shape_refinement/old_family,1.0,16.0,0.88,0.24,0.0,103.5225815922517,5.26220568117848e-06,103.52257633004602,1.1973607584298206e-06
shape_refinement/old_family,1.0,16.0,0.88,0.24,0.08,72.58445651155564,5.26220568102119e-06,72.58445124934997,1.1971079543564312e-06
shape_refinement/old_family,1.0,16.0,0.88,0.24,0.16,46.48891398213743,5.262205680590552e-06,46.48890871993175,1.196584471143363e-06
shape_refinement/old_family,1.0,16.0,0.88,0.24,0.24,36.14252536593195,5.262205680034557e-06,36.14252010372627,1.1954605524069585e-06
shape_refinement/old_family,1.0,16.0,0.88,0.32,0.0,132.37383695645352,5.262205680436545e-06,132.37383169424783,1.1920439309815783e-06
shape_refinement/old_family,1.0,16.0,0.88,0.32,0.08,99.98885797677555,5.262205680290205e-06,99.98885271456987,1.1896327283249743e-06
shape_refinement/old_family,1.0,16.0,0.88,0.32,0.16,62.55901196308747,5.262205679935831e-06,62.55900670088179,1.1975727385755222e-06
shape_refinement/old_family,1.0,16.0,0.88,0.32,0.24,38.911458575003294,5.262205679670091e-06,38.91145331279761,1.1883306662706495e-06
shape_refinement/old_family,1.0,16.0,0.88,0.4,0.0,150.1896033404023,5.2622056795651075e-06,150.1895980781966,1.1919446898260521e-06
shape_refinement/old_family,1.0,16.0,0.88,0.4,0.08,122.52861822330578,5.262205679505329e-06,122.52861296110011,1.1964784833055064e-06
shape_refinement/old_family,1.0,16.0,0.88,0.4,0.16,80.88982230270182,5.262205679484068e-06,80.88981704049614,1.1918313408865053e-06
shape_refinement/old_family,1.0,16.0,0.88,0.48,0.0,151.51908838955433,5.262205678634934e-06,151.51908312734864,1.2013109755041832e-06
shape_refinement/old_family,1.0,16.0,0.88,0.48,0.08,131.08482466638173,5.262205678828237e-06,131.08481940417605,1.200687449465089e-06
shape_refinement/old_family,1.0,16.0,0.88,0.56,0.0,136.09960411759664,5.262205677727042e-06,136.09959885539095,1.198313146940433e-06
shape_refinement/old_family,1.0,16.0,0.96,0.0,0.0,46.06959109112113,5.262205677797457e-06,46.06958582891546,1.1818307447476675e-06
shape_refinement/old_family,1.0,16.0,0.96,0.08,0.0,56.62981895278648,5.262205677777407e-06,56.629813690580804,1.1935529385036844e-06
shape_refinement/old_family,1.0,16.0,0.96,0.08,0.08,45.29268119023018,5.262205677741732e-06,45.2926759280245,1.1867150046762175e-06
shape_refinement/old_family,1.0,16.0,0.96,0.16,0.0,86.9500161748374,5.262205677703608e-06,86.95001091263173,1.1813890641922508e-06
shape_refinement/old_family,1.0,16.0,0.96,0.16,0.08,55.160528336294874,5.262205677633819e-06,55.1605230740892,1.1996691533327488e-06
shape_refinement/old_family,1.0,16.0,0.96,0.16,0.16,42.56831853181394,5.262205677460589e-06,42.56831326960826,1.1886706140829445e-06
shape_refinement/old_family,1.0,16.0,0.96,0.24,0.0,132.82884834319975,5.262205677547933e-06,132.82884308099406,1.203042946017118e-06
shape_refinement/old_family,1.0,16.0,0.96,0.24,0.08,82.3506023438328,5.262205677465277e-06,82.35059708162713,1.1893051736957207e-06
shape_refinement/old_family,1.0,16.0,0.96,0.24,0.16,49.585340948232115,5.262205677328143e-06,49.58533568602644,1.196766777911344e-06
shape_refinement/old_family,1.0,16.0,0.96,0.24,0.24,37.299567479506216,5.262205677503122e-06,37.29956221730054,1.1928589567432877e-06
shape_refinement/old_family,1.0,16.0,0.96,0.32,0.0,181.48534833249354,5.262205677294247e-06,181.48534307028785,1.193145424348253e-06
shape_refinement/old_family,1.0,16.0,0.96,0.32,0.08,118.16875301342368,5.262205677297092e-06,118.168747751218,1.1960861228211327e-06
shape_refinement/old_family,1.0,16.0,0.96,0.32,0.16,69.5537643793297,5.262205677512737e-06,69.55375911712403,1.1930005610101533e-06
shape_refinement/old_family,1.0,16.0,0.96,0.4,0.0,211.54604335536584,5.26220567695936e-06,211.54603809316015,1.193163993868078e-06
shape_refinement/old_family,1.0,16.0,0.96,0.4,0.08,151.78648656470784,5.262205677266958e-06,151.78648130250215,1.197560447939663e-06
shape_refinement/old_family,1.0,16.0,0.96,0.48,0.0,221.27702526394987,5.262205676602465e-06,221.27702000174418,1.2063462882236501e-06
shape_refinement/old_family,1.007,12.0,0.01,0.0,0.0,0.006227328933866558,2.378744486733177e-06,0.006224950189379824,
shape_refinement/old_family,1.007,12.0,0.01,0.01,0.0,0.008763996016723527,4.75749710431168e-06,0.008759238519619215,
shape_refinement/old_family,1.007,12.0,0.01,0.01,0.01,0.014995781763364332,7.1362495764625094e-06,0.014988645513787868,
shape_refinement/old_family,1.007,12.0,0.08,0.0,0.0,0.400686831148098,2.6507025580358096e-05,0.4006603241225176,
shape_refinement/old_family,1.007,12.0,0.08,0.08,0.0,0.5312169835280961,2.6513543990086658e-05,0.531190469984106,
shape_refinement/old_family,1.007,12.0,0.08,0.08,0.08,0.9486195486089314,2.6519635343457598e-05,0.9485930289735879,
shape_refinement/old_family,1.007,12.0,0.16,0.0,0.0,1.6277835169960824,2.652374165507702e-05,1.6277569932544274,
