model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,margin,radius_change
shape_refinement/old_family,0.995,12.0,0.64,0.48,0.0,29.16096924731891,2.7333338563498238e-05,29.160941913980345,
shape_refinement/old_family,0.995,12.0,0.64,0.48,0.08,28.469266827887083,2.733702708482713e-05,28.469239490859998,
shape_refinement/old_family,0.995,12.0,0.64,0.48,0.16,26.705934821289745,2.7345858973094035e-05,26.70590747543077,
shape_refinement/old_family,0.995,12.0,0.64,0.48,0.24,24.468085025405085,2.735628639021438e-05,24.468057669118693,
shape_refinement/old_family,0.995,12.0,0.64,0.48,0.32,22.126274565793622,2.7365972335831425e-05,22.126247199821286,
shape_refinement/old_family,0.995,12.0,0.64,0.56,0.0,25.30661034042704,2.7324147680337158e-05,25.306583016279358,
shape_refinement/old_family,0.995,12.0,0.64,0.56,0.08,25.044201160727983,2.7329309432911286e-05,25.04417383141855,
shape_refinement/old_family,0.995,12.0,0.64,0.56,0.16,24.33500676511557,2.7340567393395196e-05,24.334979424548177,
shape_refinement/old_family,0.995,12.0,0.64,0.56,0.24,23.313640139562118,2.735304846136086e-05,23.313612786513655,
shape_refinement/old_family,0.995,12.0,0.64,0.64,0.0,25.566695397886072,2.731334849558794e-05,25.566668084537575,
shape_refinement/old_family,0.995,12.0,0.64,0.64,0.08,25.448610352219923,2.7320796416070576e-05,25.448583031423507,
shape_refinement/old_family,0.995,12.0,0.64,0.64,0.16,25.070871875434065,2.733434707682495e-05,25.070844541086988,
shape_refinement/old_family,0.995,12.0,0.72,0.0,0.0,35.612831561757716,2.7350443358279683e-05,35.612804211314355,
shape_refinement/old_family,0.995,12.0,0.72,0.08,0.0,36.85000198759169,2.734958447998717e-05,36.84997463800721,
shape_refinement/old_family,0.995,12.0,0.72,0.08,0.08,35.28286974715508,2.7348849224588223e-05,35.28284239830586,
shape_refinement/old_family,0.995,12.0,0.72,0.16,0.0,41.33583857585255,2.7347046588795404e-05,41.33581122880596,
shape_refinement/old_family,0.995,12.0,0.72,0.16,0.08,37.273668793803445,2.7346681754260398e-05,37.27364144712169,
shape_refinement/old_family,0.995,12.0,0.72,0.16,0.16,33.937447650229444,2.734561017281926e-05,33.93742030461927,
shape_refinement/old_family,0.995,12.0,0.72,0.24,0.0,48.486658636142806,2.734292199813816e-05,48.48663129322081,
shape_refinement/old_family,0.995,12.0,0.72,0.24,0.08,43.13342355948934,2.7343174369323524e-05,43.13339621631497,
shape_refinement/old_family,0.995,12.0,0.72,0.24,0.16,35.181948426424775,2.7343874926310894e-05,35.18192108254985,
shape_refinement/old_family,0.995,12.0,0.72,0.24,0.24,30.97846874285038,2.734483169187699e-05,30.97844139801869,
shape_refinement/old_family,0.995,12.0,0.72,0.32,0.0,54.82660651045725,2.7337305512810718e-05,54.82657917315174,
shape_refinement/old_family,0.995,12.0,0.72,0.32,0.08,49.52423112427614,2.733843055459277e-05,49.524203785845586,
shape_refinement/old_family,0.995,12.0,0.72,0.32,0.16,39.31317637212729,2.7341496455555927e-05,39.31314903063083,
shape_refinement/old_family,0.995,12.0,0.72,0.32,0.24,30.907614280432767,2.7345705556553547e-05,30.90758693472721,
shape_refinement/old_family,0.995,12.0,0.72,0.32,0.32,26.450429970871724,2.7350065424159584e-05,26.4504026208063,
shape_refinement/old_family,0.995,12.0,0.72,0.4,0.0,56.64057607678542,2.733026222808224e-05,56.640548746523194,
shape_refinement/old_family,0.995,12.0,0.72,0.4,0.08,52.30950014741199,2.733256154293195e-05,52.309472814850444,
shape_refinement/old_family,0.995,12.0,0.72,0.4,0.16,42.61382376936528,2.733848492189825e-05,42.61379643088036,
shape_refinement/old_family,0.995,12.0,0.72,0.4,0.24,32.72928022748535,2.7346090619875372e-05,32.72925288139473,
shape_refinement/old_family,0.995,12.0,0.72,0.4,0.32,25.406583691060654,2.7353672083652193e-05,25.40655633738857,
shape_refinement/old_family,0.995,12.0,0.72,0.48,0.0,52.44762168817206,2.7321847589771628e-05,52.44759436632447,
shape_refinement/old_family,0.995,12.0,0.72,0.48,0.08,49.414271198882346,2.7325789272343758e-05,49.41424387309307,
shape_refinement/old_family,0.995,12.0,0.72,0.48,0.16,42.053505154370924,2.733495058164679e-05,42.053477819420344,
shape_refinement/old_family,0.995,12.0,0.72,0.48,0.24,33.539211175704914,2.734567583896282e-05,33.539183830029074,
shape_refinement/old_family,0.995,12.0,0.72,0.56,0.0,43.89039417338835,2.731217160979229e-05,43.89036686121674,
shape_refinement/old_family,0.995,12.0,0.72,0.56,0.08,42.123278504474285,2.7318761946008344e-05,42.12325118571234,
shape_refinement/old_family,0.995,12.0,0.72,0.56,0.16,37.646346084225755,2.7331278365760357e-05,37.64631875294739,
shape_refinement/old_family,0.995,12.0,0.72,0.64,0.0,35.53619508133939,2.7301466901289066e-05,35.53616777987249,
shape_refinement/old_family,0.995,12.0,0.72,0.64,0.08,34.758691344039775,2.7313357552252624e-05,34.758664030682226,
shape_refinement/old_family,0.995,12.0,0.72,0.72,0.0,33.86041284142426,2.730330168017756e-05,33.86038553812258,
shape_refinement/old_family,0.995,12.0,0.8,0.0,0.0,41.265235934239826,2.7347013217338446e-05,41.26520858722661,
shape_refinement/old_family,0.995,12.0,0.8,0.08,0.0,44.426341579617585,2.734569289238602e-05,44.42631423392469,
shape_refinement/old_family,0.995,12.0,0.8,0.08,0.08,40.61651087210163,2.7344466503085183e-05,40.616483527635125,
shape_refinement/old_family,0.995,12.0,0.8,0.16,0.0,54.72810512023093,2.734186594796269e-05,54.728077778364984,
shape_refinement/old_family,0.995,12.0,0.8,0.16,0.08,44.755093295057925,2.7340930881348112e-05,44.75506595412704,
shape_refinement/old_family,0.995,12.0,0.8,0.16,0.16,38.36725829604397,2.7338297482023205e-05,38.367230957746486,
shape_refinement/old_family,0.995,12.0,0.8,0.24,0.0,70.33429125926557,2.733589481424214e-05,70.33426392337076,
shape_refinement/old_family,0.995,12.0,0.8,0.24,0.08,56.93015285457447,2.7335481292356848e-05,56.93012551909318,
shape_refinement/old_family,0.995,12.0,0.8,0.24,0.16,41.21470566324416,2.7334446135041432e-05,41.21467832879802,
shape_refinement/old_family,0.995,12.0,0.8,0.24,0.24,34.081125213400355,2.733331739683636e-05,34.08109788008296,
shape_refinement/old_family,0.995,12.0,0.8,0.32,0.0,85.14749085637216,2.7328264981814313e-05,85.14746352810718,
shape_refinement/old_family,0.995,12.0,0.8,0.32,0.08,71.59766057341785,2.73286777990184e-05,71.59763324474005,
shape_refinement/old_family,0.995,12.0,0.8,0.32,0.16,50.251698709425916,2.733007291066698e-05,50.251671379353006,
shape_refinement/old_family,0.995,12.0,0.8,0.32,0.24,35.02556616855096,2.7332681710421757e-05,35.02553883586925,
shape_refinement/old_family,0.995,12.0,0.8,0.32,0.32,28.055936506476005,2.733636113691064e-05,28.05590917011487,
shape_refinement/old_family,0.995,12.0,0.8,0.4,0.0,92.864235597736,2.7319454656658636e-05,92.86420827828134,
shape_refinement/old_family,0.995,12.0,0.8,0.4,0.08,81.53413186533339,2.7321178411467015e-05,81.53410454415499,
shape_refinement/old_family,0.995,12.0,0.8,0.4,0.16,59.605812732255515,2.732598162805229e-05,59.60578540627389,
shape_refinement/old_family,0.995,12.0,0.8,0.4,0.24,40.19035891509054,2.733285182356398e-05,40.19033158223872,
shape_refinement/old_family,0.995,12.0,0.8,0.48,0.0,90.20933690792913,2.7309839414234796e-05,90.20930959808972,
shape_refinement/old_family,0.995,12.0,0.8,0.48,0.08,81.89463650526032,2.7313888846411062e-05,81.89460919137147,
shape_refinement/old_family,0.995,12.0,0.8,0.48,0.16,63.51147557817523,2.7323022053806412e-05,63.51144825515318,
shape_refinement/old_family,0.995,12.0,0.8,0.56,0.0,77.95882469968372,2.7299681836605e-05,77.95879740000188,
shape_refinement/old_family,0.995,12.0,0.8,0.56,0.08,72.50825640821195,2.7308885712884427e-05,72.50822909932623,
shape_refinement/old_family,0.995,12.0,0.8,0.64,0.0,60.682717632598354,2.7300859029600772e-05,60.68269033173932,
shape_refinement/old_family,0.995,12.0,0.88,0.0,0.0,45.502994605813456,2.734384883420626e-05,45.50296726196462,
shape_refinement/old_family,0.995,12.0,0.88,0.08,0.0,52.28796757084688,2.7342187817381517e-05,52.28794022865906,
shape_refinement/old_family,0.995,12.0,0.88,0.08,0.08,44.603753279434386,2.7340583992205915e-05,44.603725938850395,
shape_refinement/old_family,0.995,12.0,0.88,0.16,0.0,72.12948964493933,2.733737728185045e-05,72.12946230756205,
shape_refinement/old_family,0.995,12.0,0.88,0.16,0.08,51.442227618798306,2.7335952491728338e-05,51.44220028284582,
shape_refinement/old_family,0.995,12.0,0.88,0.16,0.16,41.646008968638064,2.7331889414076198e-05,41.64598163674865,
shape_refinement/old_family,0.995,12.0,0.88,0.24,0.0,100.05343226926844,2.7329901387637588e-05,100.05340493936706,
shape_refinement/old_family,0.995,12.0,0.88,0.24,0.08,71.12595103163497,2.7328808027006243e-05,71.12592370282694,
shape_refinement/old_family,0.995,12.0,0.88,0.24,0.16,46.381685128181346,2.7325828114921776e-05,46.38165780235323,
shape_refinement/old_family,0.995,12.0,0.88,0.24,0.24,36.32472647807966,2.7321929447247815e-05,36.32469915615022,
shape_refinement/old_family,0.995,12.0,0.88,0.32,0.0,126.69420498774996,2.73204632859192e-05,126.69417766728667,
shape_refinement/old_family,0.995,12.0,0.88,0.32,0.08,96.22743355904645,2.7319944446045937e-05,96.227406239102,
shape_refinement/old_family,0.995,12.0,0.88,0.32,0.16,60.81785944535447,2.7318906585357063e-05,60.81783212644789,
shape_refinement/old_family,0.995,12.0,0.88,0.32,0.24,38.44546815659738,2.731887940718281e-05,38.445440837717975,
shape_refinement/old_family,0.995,12.0,0.88,0.4,0.0,143.1882946849405,2.7309853338222542e-05,143.18826737508715,
shape_refinement/old_family,0.995,12.0,0.88,0.4,0.08,116.86765479231833,2.731045431352637e-05,116.86762748186402,
shape_refinement/old_family,0.995,12.0,0.88,0.4,0.16,77.3571323770705,2.731304746397952e-05,77.35710506402303,
shape_refinement/old_family,0.995,12.0,0.88,0.48,0.0,144.48779106980857,2.729880766959435e-05,144.48776377100089,
shape_refinement/old_family,0.995,12.0,0.88,0.48,0.08,124.71256561996655,2.7302475098917002e-05,124.71253831749145,
shape_refinement/old_family,0.995,12.0,0.88,0.56,0.0,130.2967386399922,2.7293954431314663e-05,130.2967113460378,
shape_refinement/old_family,0.995,12.0,0.96,0.0,0.0,47.7748517331926,2.7341918163729404e-05,47.774824391274436,
shape_refinement/old_family,0.995,12.0,0.96,0.08,0.0,57.68011119885428,2.7340073894123082e-05,57.680083858780385,
shape_refinement/old_family,0.995,12.0,0.96,0.08,0.08,46.73774262730139,2.7338260263496696e-05,46.73771528904113,
shape_refinement/old_family,0.995,12.0,0.96,0.16,0.0,86.20345040579252,2.733471929079588e-05,86.20342307107323,
shape_refinement/old_family,0.995,12.0,0.96,0.16,0.08,55.7448958366839,2.733299697433581e-05,55.74486850368693,
shape_refinement/old_family,0.995,12.0,0.96,0.16,0.16,43.39060330896155,2.732800831930538e-05,43.39057598095323,
shape_refinement/old_family,0.995,12.0,0.96,0.24,0.0,129.61350926646531,2.732635960413552e-05,129.61348194010571,
shape_refinement/old_family,0.995,12.0,0.96,0.24,0.08,81.06113571578334,2.7324789947263362e-05,81.06110839099338,
shape_refinement/old_family,0.995,12.0,0.96,0.24,0.16,49.536167191501086,2.7320274616007512e-05,49.53613987122647,
shape_refinement/old_family,0.995,12.0,0.96,0.24,0.24,37.50186056049603,2.731344185890382e-05,37.501833247054165,
shape_refinement/old_family,0.995,12.0,0.96,0.32,0.0,175.47637193754443,2.7315746956320786e-05,175.47634462179747,
shape_refinement/old_family,0.995,12.0,0.96,0.32,0.08,114.4842412470251,2.7314405464058934e-05,114.48421393261964,
shape_refinement/old_family,0.995,12.0,0.96,0.32,0.16,67.82037904384472,2.7310666739595203e-05,67.82035173317799,
shape_refinement/old_family,0.995,12.0,0.96,0.4,0.0,203.4987530059022,2.730377033609827e-05,203.49872570213185,
shape_refinement/old_family,0.995,12.0,0.96,0.4,0.08,145.81103575031878,2.7302827993959248e-05,145.8110084474908,
shape_refinement/old_family,0.995,12.0,0.96,0.48,0.0,212.51250914679036,2.7291341866111215e-05,212.5124818554485,
shape_refinement/old_family,0.995,16.0,0.01,0.0,0.0,0.007369133492558002,9.352764584805627e-07,0.007368198216099521,1.5921425619918042e-07
shape_refinement/old_family,0.995,16.0,0.01,0.01,0.0,0.012149732578983512,1.8705650594242254e-06,0.012147862013924088,3.112657222237034e-07
shape_refinement/old_family,0.995,16.0,0.01,0.01,0.01,0.019521036575650907,2.8058535037098806e-06,0.019518230722147197,4.561767801281036e-07
shape_refinement/old_family,0.995,16.0,0.08,0.0,0.0,0.47077894859243624,5.336154553265194e-06,0.47077361243788296,2.0349929383664243e-06
shape_refinement/old_family,0.995,16.0,0.08,0.08,0.0,0.7421541077908674,5.345700519839533e-06,0.7421487620903476,1.3102864993008723e-06
shape_refinement/old_family,0.995,16.0,0.08,0.08,0.08,1.220767319192262,5.354703899424829e-06,1.2207619644883625,1.214048802822314e-06
shape_refinement/old_family,0.995,16.0,0.16,0.0,0.0,1.874991423544239,5.36079315196569e-06,1.874986062751087,1.3064415888555462e-06
shape_refinement/old_family,0.995,16.0,0.16,0.08,0.0,1.9453145404266527,5.3691128191947956e-06,1.9453091713138335,1.506033789335694e-06
shape_refinement/old_family,0.995,16.0,0.16,0.08,0.08,2.302068910856888,5.376910617723576e-06,2.3020635339462703,1.378876250430617e-06
shape_refinement/old_family,0.995,16.0,0.16,0.16,0.0,2.5878706953428856,5.389425889609653e-06,2.587865305916996,1.2126149711022547e-06
shape_refinement/old_family,0.995,16.0,0.16,0.16,0.08,3.083615759178274,5.3961160821506e-06,3.083610363062192,1.2116334217753928e-06
shape_refinement/old_family,0.995,16.0,0.16,0.16,0.16,4.541647601966246,5.412689090587395e-06,4.541642189277155,1.2625379568476092e-06
shape_refinement/old_family,0.995,16.0,0.24,0.0,0.0,4.201439281642799,5.3921766342891656e-06,4.2014338894661645,1.2001680330625747e-06
shape_refinement/old_family,0.995,16.0,0.24,0.08,0.0,4.064785966052033,5.39850117049283e-06,4.064780567550862,1.1937065176228546e-06
shape_refinement/old_family,0.995,16.0,0.24,0.08,0.08,4.376498867031276,5.404523752331938e-06,4.376493462507524,1.1785375265135391e-06
shape_refinement/old_family,0.995,16.0,0.24,0.16,0.0,4.075460159869351,5.414171631076074e-06,4.07545474569772,1.2831637483612412e-06
shape_refinement/old_family,0.995,16.0,0.24,0.16,0.08,4.563384576459076,5.419474200035857e-06,4.563379156984876,1.2870322651237104e-06
shape_refinement/old_family,0.995,16.0,0.24,0.16,0.16,5.694507637833308,5.432652851788645e-06,5.694502205180456,1.2000660976262505e-06
shape_refinement/old_family,0.995,16.0,0.24,0.24,0.0,4.73171576845032,5.433008567321844e-06,4.731710335441752,1.204351481761212e-06
shape_refinement/old_family,0.995,16.0,0.24,0.24,0.08,5.238653519950326,5.437409642573379e-06,5.238648082540683,1.1998512103872372e-06
shape_refinement/old_family,0.995,16.0,0.24,0.24,0.16,6.709502584869364,5.4483442875868475e-06,6.709497136525076,1.1910406277786228e-06
shape_refinement/old_family,0.995,16.0,0.24,0.24,0.24,9.014090307775943,5.4612258003725165e-06,9.014084846550142,1.2565464757585691e-06
shape_refinement/old_family,0.995,16.0,0.32,0.0,0.0,7.458480565565496,5.42180895059755e-06,7.458475143756546,1.199150994932587e-06
shape_refinement/old_family,0.995,16.0,0.32,0.08,0.0,7.114719675096718,5.426130174804305e-06,7.114714248966544,1.1832157361745289e-06
shape_refinement/old_family,0.995,16.0,0.32,0.08,0.08,7.78982086378694,5.430333728890204e-06,7.789815433453212,1.2019069959914404e-06
shape_refinement/old_family,0.995,16.0,0.32,0.16,0.0,6.484562132376173,5.436943147693091e-06,6.484556695433025,1.201660451134398e-06
shape_refinement/old_family,0.995,16.0,0.32,0.16,0.08,7.1898604919495215,5.4408397853517985e-06,7.1898550511097366,1.1906807733125796e-06
shape_refinement/old_family,0.995,16.0,0.32,0.16,0.16,8.725846935993356,5.450549765138288e-06,8.725841485443592,1.1931002618749777e-06
shape_refinement/old_family,0.995,16.0,0.32,0.24,0.0,6.222104040091597,5.449815195898562e-06,6.222098590276401,1.2240481390280259e-06
shape_refinement/old_family,0.995,16.0,0.32,0.24,0.08,6.793720274382478,5.453304871887676e-06,6.793714821077606,1.2410733579207262e-06
shape_refinement/old_family,0.995,16.0,0.32,0.24,0.16,8.384121586181873,5.461974802789393e-06,8.38411612420707,1.2209904687328482e-06
shape_refinement/old_family,0.995,16.0,0.32,0.24,0.24,10.203068417457034,5.472084010641285e-06,10.203062945373023,1.1981170525396881e-06
shape_refinement/old_family,0.995,16.0,0.32,0.32,0.0,6.689762206909414,5.460798698559109e-06,6.6897567461107155,1.1995817903454054e-06
shape_refinement/old_family,0.995,16.0,0.32,0.32,0.08,7.184739515026276,5.463866195110123e-06,7.184734051160081,1.1901947996051374e-06
shape_refinement/old_family,0.995,16.0,0.32,0.32,0.16,8.59968331826771,5.471478679214991e-06,8.59967784678903,1.1977974239130162e-06
shape_refinement/old_family,0.995,16.0,0.32,0.32,0.24,10.747847604414762,5.480308789992813e-06,10.747842124105972,1.2116552917123442e-06
shape_refinement/old_family,0.995,16.0,0.32,0.32,0.32,13.382113136387112,5.487378270148451e-06,13.38210764900884,1.1937223973745856e-06
shape_refinement/old_family,0.995,16.0,0.375,0.375,0.0,8.091310215539737,5.468991069316771e-06,8.091304746548667,1.2368208775809106e-06
shape_refinement/old_family,0.995,16.0,0.4,0.0,0.0,11.670344146531917,5.444462427940794e-06,11.67033870206949,1.2264156050403766e-06
shape_refinement/old_family,0.995,16.0,0.4,0.08,0.0,11.186531212705003,5.447118597652794e-06,11.186525765586405,1.2442556869747681e-06
shape_refinement/old_family,0.995,16.0,0.4,0.08,0.08,12.35727357943764,5.44978312043046e-06,12.35726812965452,1.2382742503572887e-06
shape_refinement/old_family,0.995,16.0,0.4,0.16,0.0,10.080341817179495,5.453767419858245e-06,10.080336363412075,1.223122270781575e-06
shape_refinement/old_family,0.995,16.0,0.4,0.16,0.08,11.226850231202459,5.456444617142134e-06,11.226844774757842,1.2029532441447357e-06
shape_refinement/old_family,0.995,16.0,0.4,0.16,0.16,13.95143074456782,5.463119763305489e-06,13.951425281448056,1.1870724556238122e-06
shape_refinement/old_family,0.995,16.0,0.4,0.24,0.0,8.994744484866331,5.461496529342361e-06,8.994739023369801,1.1930740459176734e-06
shape_refinement/old_family,0.995,16.0,0.4,0.24,0.08,9.81581021165115,5.46417818293441e-06,9.815804747472967,1.1996816610175338e-06
shape_refinement/old_family,0.995,16.0,0.4,0.24,0.16,12.195999686582809,5.470849711770835e-06,12.195994215733098,1.1872912924553105e-06
shape_refinement/old_family,0.995,16.0,0.4,0.24,0.24,15.4647349142068,5.478572407700443e-06,15.464729435634391,1.2252411525604005e-06
shape_refinement/old_family,0.995,16.0,0.4,0.32,0.0,8.401384217440487,5.467518420004749e-06,8.401378749922067,1.2150248412975631e-06
shape_refinement/old_family,0.995,16.0,0.4,0.32,0.08,8.957252734330298,5.470202792578409e-06,8.957247264127506,1.2094666221014625e-06
shape_refinement/old_family,0.995,16.0,0.4,0.32,0.16,10.554831916802748,5.476878289109314e-06,10.554826439924458,1.2250721221815736e-06
shape_refinement/old_family,0.995,16.0,0.4,0.32,0.24,13.006885215213536,5.484639677725969e-06,13.006879730573859,1.1840401682350297e-06
shape_refinement/old_family,0.995,16.0,0.4,0.32,0.32,15.977326970813545,5.4908529750072426e-06,15.977321479960569,1.1897115974229249e-06
shape_refinement/old_family,0.995,16.0,0.4,0.4,0.0,8.844506116683226,5.470065668866832e-06,8.844500646617556,1.180430137637245e-06
shape_refinement/old_family,0.995,16.0,0.4,0.4,0.08,9.28742095417075,5.472759936773174e-06,9.287415481410815,1.1986100858191532e-06
shape_refinement/old_family,0.995,16.0,0.4,0.4,0.16,10.533602511589626,5.4794697652815505e-06,10.53359703211986,1.1790814911196427e-06
shape_refinement/old_family,0.995,16.0,0.4,0.4,0.24,12.360973204003459,5.487346362289584e-06,12.360967716657097,1.1886045022035835e-06
shape_refinement/old_family,0.995,16.0,0.4,0.4,0.32,14.472406479460803,5.493849005280609e-06,14.472400985611797,1.2003044211812363e-06
shape_refinement/old_family,0.995,16.0,0.4,0.4,0.4,16.570282873563432,5.497353357460791e-06,16.570277376210075,1.175937910604367e-06
shape_refinement/old_family,0.995,16.0,0.48,0.0,0.0,16.824905022875907,5.4586176858961475e-06,16.82489956425822,1.2064089588091035e-06
shape_refinement/old_family,0.995,16.0,0.48,0.08,0.0,16.333765782482846,5.460008503580706e-06,16.333760322474344,1.195515992341133e-06
shape_refinement/old_family,0.995,16.0,0.48,0.08,0.08,17.361610759613463,5.4614843854626745e-06,17.361605298129078,1.1809971392590454e-06
shape_refinement/old_family,0.995,16.0,0.48,0.16,0.0,15.163516754729287,5.463424045113369e-06,15.163511291305241,1.1874853901360435e-06
shape_refinement/old_family,0.995,16.0,0.48,0.16,0.08,16.492365660696205,5.465124384003324e-06,16.49236019557182,1.2066154992067218e-06
shape_refinement/old_family,0.995,16.0,0.48,0.16,0.16,18.506181463062216,5.469350454680035e-06,18.50617599371176,1.225895332662033e-06
shape_refinement/old_family,0.995,16.0,0.48,0.24,0.0,13.787228043881768,5.467099399622849e-06,13.78722257678237,1.2225170333917225e-06
shape_refinement/old_family,0.995,16.0,0.48,0.24,0.08,14.776214005816774,5.469104771698716e-06,14.776208536712003,1.2110792345976844e-06
shape_refinement/old_family,0.995,16.0,0.48,0.24,0.16,17.327936960405648,5.474115114288901e-06,17.327931486290534,1.188815461689716e-06
shape_refinement/old_family,0.995,16.0,0.48,0.24,0.24,19.294071288694763,5.479910156805742e-06,19.294065808784605,1.1954622450981558e-06
shape_refinement/old_family,0.995,16.0,0.48,0.32,0.0,12.459887757896617,5.469212416970988e-06,12.4598822886842,1.1991991611555874e-06
shape_refinement/old_family,0.995,16.0,0.48,0.32,0.08,13.089381670001229,5.471560023124256e-06,13.089376198441206,1.1794499475094746e-06
shape_refinement/old_family,0.995,16.0,0.48,0.32,0.16,14.881188882870141,5.477434688373978e-06,14.881183405435452,1.1937236831768918e-06
shape_refinement/old_family,0.995,16.0,0.48,0.32,0.24,17.45671595678613,5.48434913434825e-06,17.456710472436995,1.2035081116978703e-06
shape_refinement/old_family,0.995,16.0,0.48,0.32,0.32,19.15153474281107,5.490006893198972e-06,19.151529252804178,1.1998654547121567e-06
shape_refinement/old_family,0.995,16.0,0.48,0.4,0.0,11.561903054028381,5.468515860788257e-06,11.56189758551252,1.1974479724527365e-06
shape_refinement/old_family,0.995,16.0,0.48,0.4,0.08,11.976243162466458,5.471219899270802e-06,11.97623769124656,1.2076071928512227e-06
shape_refinement/old_family,0.995,16.0,0.48,0.4,0.16,13.148033602944308,5.477972019633407e-06,13.148028124972289,1.2099000543953705e-06
shape_refinement/old_family,0.995,16.0,0.48,0.4,0.24,14.885505841203967,5.4860050406486275e-06,14.885500355198927,1.1946686656762115e-06
shape_refinement/old_family,0.995,16.0,0.48,0.4,0.32,16.9251847947611,5.4928982638503725e-06,16.925179301862837,1.1852688398777085e-06
shape_refinement/old_family,0.995,16.0,0.48,0.4,0.4,18.414300881277303,5.497089708007778e-06,18.414295384187593,1.1917697271792992e-06
shape_refinement/old_family,0.995,16.0,0.48,0.48,0.0,12.276454372144002,5.464513567067233e-06,12.276448907630435,1.1889826634359222e-06
shape_refinement/old_family,0.995,16.0,0.48,0.48,0.08,12.608690153417559,5.467573566935035e-06,12.608684685843992,1.198539537838883e-06
shape_refinement/old_family,0.995,16.0,0.48,0.48,0.16,13.524050685200699,5.4751634576399355e-06,13.524045210037242,1.1877692209577762e-06
shape_refinement/old_family,0.995,16.0,0.48,0.48,0.24,14.803852750600536,5.484233605274644e-06,14.80384726636693,1.1854294817535023e-06
shape_refinement/old_family,0.995,16.0,0.48,0.48,0.32,16.15676576156006,5.4922949043788195e-06,16.156760269265156,1.2060583759785097e-06
shape_refinement/old_family,0.995,16.0,0.48,0.48,0.4,17.296187288153135,5.497780674332987e-06,17.29618179037246,1.1906275195056612e-06
shape_refinement/old_family,0.995,16.0,0.48,0.48,0.48,18.004745622575477,5.499846416034747e-06,18.00474012272906,1.178816784636924e-06
shape_refinement/old_family,0.995,16.0,0.56,0.0,0.0,22.787719338983504,5.465257238836272e-06,22.787713873726265,1.1942897640843e-06
shape_refinement/old_family,0.995,16.0,0.56,0.08,0.0,22.49639687671793,5.465707622072303e-06,22.496391411010308,1.180794899075475e-06
shape_refinement/old_family,0.995,16.0,0.56,0.08,0.08,23.092173481933717,5.4662826427829405e-06,23.092168015651072,1.1937012760866899e-06
shape_refinement/old_family,0.995,16.0,0.56,0.16,0.0,21.96263251274508,5.466677832355003e-06,21.962627046067247,1.1951869418186825e-06
shape_refinement/old_family,0.995,16.0,0.56,0.16,0.08,22.75223841695068,5.467598136299685e-06,22.752232949352543,1.1799976332030288e-06
shape_refinement/old_family,0.995,16.0,0.56,0.16,0.16,23.56054281651222,5.4698549974318784e-06,23.560537346657224,1.1923949014435355e-06
shape_refinement/old_family,0.995,16.0,0.56,0.24,0.0,21.405658811404813,5.467231652353208e-06,21.40565334417316,1.1816407230319965e-06
shape_refinement/old_family,0.995,16.0,0.56,0.24,0.08,21.91800461702227,5.468654412804593e-06,21.91799914836786,1.1914049921470045e-06
shape_refinement/old_family,0.995,16.0,0.56,0.24,0.16,22.961921827223286,5.472243833248285e-06,22.96191635497945,1.2041502205774123e-06
shape_refinement/old_family,0.995,16.0,0.56,0.24,0.24,23.306563522449522,5.47643992735605e-06,23.306558046009595,1.2010339481281933e-06
shape_refinement/old_family,0.995,16.0,0.56,0.32,0.0,20.400480576637474,5.466318622856367e-06,20.40047511031885,1.2085159247992555e-06
shape_refinement/old_family,0.995,16.0,0.56,0.32,0.08,20.640834901903396,5.468341370305157e-06,20.640829433562025,1.210049552371004e-06
shape_refinement/old_family,0.995,16.0,0.56,0.32,0.16,21.302694268911875,5.473464099514752e-06,21.302688795447775,1.188474037142009e-06
shape_refinement/old_family,0.995,16.0,0.56,0.32,0.24,22.03295623003404,5.479640985694895e-06,22.032950750393052,1.1967616112746124e-06
shape_refinement/old_family,0.995,16.0,0.56,0.32,0.32,21.903196380863925,5.484926841930105e-06,21.903190895937083,1.1892914024680962e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.0,18.662026807204946,5.463147698020686e-06,18.662021344057248,1.1918060299332003e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.08,18.78071284134183,5.465832313124609e-06,18.780707375509518,1.1864818805767468e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.16,19.150188047497902,5.472560728750775e-06,19.150182574937173,1.1908147671124243e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.24,19.722749762275456,5.480695876952008e-06,19.72274428157958,1.1840912575659776e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.32,20.200207445329657,5.4879793892572264e-06,20.200201957350266,1.2053441847286481e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.4,19.85161426844743,5.492937923311166e-06,19.851608775509508,1.187487302947543e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.0,17.010236725512147,5.457360670608402e-06,17.010231268151475,1.1909663287242739e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.08,17.151656287611765,5.460761936691714e-06,17.151650826849828,1.1867973854337643e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.16,17.545582231113688,5.469090197031707e-06,17.54557676202349,1.19600016111394e-06
