model,state,component,energy_eV_cell,normal_force_eV_L0,Haa_eV_L0sq,Hxx_eV_L0sq
shape_refinement/old_family,6,angular_1,0.19552339115044048,0.12940579394131718,-0.5024648945722169,-0.004378582020302234
shape_refinement/old_family,6,angular_2,0.01705554736889849,0.0006971973965722126,-0.005754244339384569,-0.0002110532690931941
shape_refinement/old_family,6,angular_Eg_radial,0.05168595967780727,0.003343691355407256,-0.018574126398652614,-4.4317169519625025e-05
shape_refinement/old_family,6,angular_rank3_quartic,0.0008950823529271879,0.0011069498598815775,0.006546300308853593,0.0006275913399078727
shape_refinement/old_family,7,pair_6,-0.014366409698692196,-0.00011446619552235666,0.0007326466724075387,5.040986437872258e-06
shape_refinement/old_family,7,pair_3,0.043841953238638674,0.008634405428820867,-0.021991156139675793,-3.0522242794022304e-05
shape_refinement/old_family,7,embedding,0.3532783120961609,0.2937344520015731,-0.5494410846302207,-0.0002471813273987843
shape_refinement/old_family,7,angular_3,0.013661207642883862,0.008467543528548558,-0.013078132508003512,0.00023707562121513226
shape_refinement/old_family,7,angular_1,0.21287405567416748,0.058766010255803414,-0.25108202236313254,-0.0009797969766387976
shape_refinement/old_family,7,angular_2,0.017122392430967737,0.00013807095483276346,-0.0011809470282036954,-2.5340342817846428e-05
shape_refinement/old_family,7,angular_Eg_radial,0.0520824646798971,0.0011556826597757597,-0.0063543892384647855,-8.076044350858086e-06
shape_refinement/old_family,7,angular_rank3_quartic,0.0011714743175718337,0.0015095838858542063,-0.0012721918980581998,4.3149677789832516e-05
shape_refinement/old_family,8,pair_6,-0.0003621818061373104,-0.14006502582650118,1.4827927250045752,0.24806899045871714
shape_refinement/old_family,8,pair_3,0.0015252654550650504,0.18533321317499377,-0.9062157665320182,-0.09979448873743293
shape_refinement/old_family,8,embedding,-0.00030211831227155983,-0.0075682560257209,4.093890286071105,0.00014661506265903755
shape_refinement/old_family,8,angular_3,0.009232461381903555,-0.022711092132558203,2.696096707801053,1.9216968188386951
shape_refinement/old_family,8,angular_1,0.00028845283879333185,0.03888055731423259,4.739525109756431,0.013735443585772363
shape_refinement/old_family,8,angular_2,0.0035385998840773737,-0.06364297873028026,3.3756178290798977,0.4405665454440237
shape_refinement/old_family,8,angular_Eg_radial,0.0053842880510550995,-0.16174583177417567,9.444895460698957,1.341083277604436
shape_refinement/old_family,8,angular_rank3_quartic,0.0006002875622366348,-0.0029858720217128707,0.3550546924278544,0.6885161909279367
shape_refinement/old_family,9,pair_6,-0.0027581761460173377,-0.11803251885831961,1.2792988005656285,0.03586407345192952
shape_refinement/old_family,9,pair_3,0.005835066970894544,0.16692505716834688,-0.8266462310096102,-0.011068481616166748
shape_refinement/old_family,9,embedding,0.0009531488187466408,0.09715639787203037,3.5610586070141417,-0.0005721377501782287
shape_refinement/old_family,9,angular_3,0.028701504488175555,-0.09551834580085085,1.965046693427998,0.2104717468802069
shape_refinement/old_family,9,angular_1,0.00258155506669917,0.14786982438825688,3.954622955752203,0.009438981360377647
shape_refinement/old_family,9,angular_2,0.0033692307320151616,-0.027617147558477162,3.594266371938605,0.19158055222120962
shape_refinement/old_family,9,angular_Eg_radial,0.01281004866066459,0.0724524229600584,2.8427961397935846,-0.2837876293723491
shape_refinement/old_family,9,angular_rank3_quartic,0.005797428551054674,-0.038909688252179206,0.9174686276090759,0.4796535967587657
shape_refinement/old_family,10,pair_6,-0.00732302997835722,-0.06828287074854937,0.7047160713664585,0.015687984909043894
shape_refinement/old_family,10,pair_3,0.012851784040515657,0.13188883527638107,-0.6209118433514236,-0.008898887391888162
shape_refinement/old_family,10,embedding,0.008860831382686563,0.2409896683335809,2.7344458560049,-0.00196305662487428
shape_refinement/old_family,10,angular_3,0.03544576295029184,-0.1007784137716752,0.9562441445619951,-0.11333689836112641
shape_refinement/old_family,10,angular_1,0.013334763440596836,0.29600747245255815,2.4486792492751497,-0.018116373361787085
shape_refinement/old_family,10,angular_2,0.005374146860373243,0.0798071569446856,0.36338266749283715,-0.013731497541184561
shape_refinement/old_family,10,angular_Eg_radial,0.016697818176545965,0.27979222304811485,4.069480940975829,-0.04632359134413028
shape_refinement/old_family,10,angular_rank3_quartic,0.008822750432886698,-0.05091937225116403,0.6182778820530273,-0.053359476365456786
shape_refinement/old_family,11,pair_6,0.0030416037290584563,-0.17971122864524633,1.9725894418884289,0.260448988634775
shape_refinement/old_family,11,pair_3,-0.001982879244793108,0.20441505992755687,-1.0286148641643824,-0.091384688217161
shape_refinement/old_family,11,embedding,0.00039701000842295997,-0.0782091576780646,4.453431489428332,0.003804554394461936
shape_refinement/old_family,11,angular_3,0.017138080282021843,-0.11584820635343497,3.9186453438120323,1.6205030552536002
shape_refinement/old_family,11,angular_1,0.00046653814569748675,-0.05340343530263643,5.495059745978867,0.056942678283974486
shape_refinement/old_family,11,angular_2,0.0074169758717931725,-0.14350647325430488,1.8099079662003525,-0.06670034467143635
shape_refinement/old_family,11,angular_Eg_radial,0.014175818329524692,-0.3728791981854334,5.82765372149133,-0.3584382595437061
shape_refinement/old_family,11,angular_rank3_quartic,0.002068890670577878,-0.027927887472396395,1.1279587502198452,1.3126493780332542
shape_refinement/old_family,12,pair_6,-0.012098874227654299,-0.020497240355667495,0.1980382762670243,0.0011020649908519517
shape_refinement/old_family,12,pair_3,0.02520350054952768,0.07627121507443654,-0.3272165006405926,-0.001389470290721655
shape_refinement/old_family,12,embedding,0.0543217444427313,0.4685171936805043,1.1088378288461178,-0.0011867089747856854
shape_refinement/old_family,12,angular_3,0.027198488897033087,-0.07471798586399635,0.09055672942467871,-0.12456741464625244
shape_refinement/old_family,12,angular_1,0.06073619917101099,0.4322360963865359,0.09405426592481761,-0.010579616038161025
shape_refinement/old_family,12,angular_2,0.012946705096381898,0.03698655350081503,-0.3400566523960156,-0.005114233217787931
shape_refinement/old_family,12,angular_Eg_radial,0.04222489188836373,0.08382821890243446,-1.0694829817342375,0.00141499479488538
shape_refinement/old_family,12,angular_rank3_quartic,0.00511159619509662,-0.029027463877106415,0.11737227857925622,-0.046562739299062364
