profile,target,prediction,reference,scale,residual,selected_in_profile,exact
K_only,saddle_Haa,3.669879949332953e+57,12.717337762538286,1.2717337762538286,2.885729716280235e+57,False,False
K_only,saddle_Hxx,2.4834215271773113e+56,-0.18642463121762062,0.018642463121762064,1.3321316560783848e+58,False,False
K_only,fault_Haa,1.7899846002169816e+57,14.140554350039636,1.4140554350039638,1.2658517876365745e+57,False,False
K_only,fault_Hxx,7.096039217084408e+56,2.4858929774856264,0.24858929774856264,2.8545232161449467e+57,False,False
K_only,saddle_normal_path_coupling,8.69978191801158e+56,1.2055891043737141,0.12055891043737142,7.216208147908726e+57,False,False
K_only,opening_1.1h_normal_force,1.0916578388529656e+54,1.2761663221727821,0.03173805605024358,3.4395863348555257e+55,False,False
K_only,opening_1.3h_normal_force,2.92104840005566e+54,1.4139711872929317,0.03173805605024358,9.203614724958058e+55,False,False
K_only,opening_1.5h_normal_force,2.9425143219275594e+54,0.6379256757978651,0.03173805605024358,9.271249371005432e+55,False,False
K_only,opening_2h_normal_force,3.534523301930962e+53,0.5548811295393773,0.03173805605024358,1.113654628479943e+55,False,False
K_only,opening_2.5h_normal_force,1.6699595487987998e+52,0.0005156382639574782,0.03173805605024358,5.2616944974674445e+53,False,False
K_only,opening_3h_normal_force,6.0307878457811794e+50,0.0,0.03173805605024358,1.9001755609209388e+52,False,False
K_only,shockley_0.15_energy,6.817146023419199e+53,0.013715574532912111,0.004433026104653031,1.5378086802294549e+56,False,False
K_only,shockley_0.35_energy,9.344667651295485e+54,0.04820527408303389,0.004820527408303389,1.9385156145361263e+57,False,False
K_only,shockley_0.75_energy,1.5518598347701602e+55,0.08334161260537679,0.00833416126053768,1.8620468050195153e+57,False,False
K_only,new_direct_017_energy,1.3805114263707018e+55,0.05826439239193282,0.0058264392391932825,2.3693912691722238e+57,False,False
K_only,new_direct_017_normal_force,-3.7435984318287677e+56,-0.44118804525591643,0.03173805605024358,-1.1795298445192696e+58,False,False
K_only,new_direct_017_Haa,1.0618032204457809e+58,26.109437232644353,2.6109437232644357,4.0667411211690896e+57,False,False
K_only,new_direct_039_energy,1.9494107301046266e+56,0.2262381941113307,0.022623819411133072,8.616629644530009e+57,False,False
K_only,new_direct_039_normal_force,-5.295491591879136e+57,-1.9685101248020884,0.03173805605024358,-1.6684990358250044e+59,False,False
K_only,new_direct_039_Haa,1.4096828407659791e+59,36.31678531793335,3.6316785317933356,3.8816289173862335e+58,False,False
K_only,new_raised_direct_energy,2.1203215235144547e+55,0.11960599647825673,0.011960599647825674,1.772755201199222e+57,False,False
K_only,new_raised_direct_normal_force,-5.735433851844211e+56,0.08783049166112324,0.03173805605024358,-1.8071156729840714e+58,False,False
K_only,new_raised_direct_Haa,1.580340359499946e+58,20.00400949091716,2.000400949091716,7.900118024926459e+57,False,False
K_only,new_off_path_positive_energy,4.261619376431649e+54,0.05360470506556986,0.0053604705065569865,7.950084551754906e+56,False,False
K_only,new_off_path_positive_normal_force,-1.0119697473089882e+56,0.35206897342006,0.03173805605024358,-3.188505766411682e+57,False,False
K_only,new_off_path_positive_Haa,2.7432464221707574e+57,13.446420569551602,1.3446420569551603,2.0401313553903188e+57,False,False
K_only,new_off_path_negative_energy,2.633141337383705e+55,0.21544733160917068,0.021544733160917068,1.2221740309879167e+57,False,False
K_only,new_off_path_negative_normal_force,-7.788433120057221e+56,-0.05312860042135701,0.03173805605024358,-2.453972955283582e+58,False,False
K_only,new_off_path_negative_Haa,2.3052670134486244e+58,13.5831841481301,1.35831841481301,1.6971477293606256e+58,False,False
K_only,new_shockley_058_energy,1.9670916566312478e+55,0.07969505412787091,0.007969505412787091,2.4682731923050637e+57,False,False
K_only,new_shockley_058_normal_force,-4.790955606109686e+56,-0.6123357455328253,0.03173805605024358,-1.5095302618803325e+58,False,False
K_only,new_shockley_058_Haa,1.2531031186836674e+58,23.107568998056017,2.3107568998056016,5.42291194192296e+57,False,False
K_only,new_opening_1.17h_energy,1.2066233568688122e+53,0.14263027381623705,0.014263027381623706,8.45979836246693e+54,False,False
K_only,new_opening_1.17h_normal_force,1.8991903700746283e+54,1.6398229617729339,0.03173805605024358,5.98395304069057e+55,False,False
K_only,new_opening_1.42h_energy,6.88130332925543e+53,0.4226003973463561,0.042260039734635615,1.6283239136700645e+55,False,False
K_only,new_opening_1.42h_normal_force,3.217910633126202e+54,0.8686291067124379,0.03173805605024358,1.0138965751500415e+56,False,False
K_only,new_opening_1.78h_energy,1.3511199906390129e+54,0.5953584311886578,0.05953584311886578,2.2694227877842356e+55,False,False
K_only,new_opening_1.78h_normal_force,1.1127336381402727e+54,0.5989965116849877,0.03173805605024358,3.505991785945355e+55,False,False
K_only,new_opening_2.23h_energy,1.508749697315802e+54,0.7765619947928292,0.07765619947928293,1.9428580170451236e+55,False,False
K_only,new_opening_2.23h_normal_force,9.120680693818675e+52,0.15664558956102492,0.03173805605024358,2.873736400042899e+54,False,False
K_only,new_opening_3.4h_energy,1.5205667919479527e+54,0.7719163228888833,0.07719163228888834,1.969859616722779e+55,False,False
K_only,new_opening_3.4h_normal_force,3.795659688419681e+49,0.0,0.03173805605024358,1.1959332614483016e+51,False,False
K_only,new_opening_5.5h_energy,1.52057118111871e+54,0.7719163228888833,0.07719163228888834,1.9698653027934413e+55,False,False
K_only,new_opening_5.5h_normal_force,8.200990079057087e+42,0.0,0.03173805605024358,2.5839610548529945e+44,False,False
K_only,v16_direct011_energy,2.5847094249827934e+54,0.025339211626875774,0.004433026104653031,5.830575692459399e+56,False,False
K_only,v16_direct011_normal_force,-7.005935257933982e+55,-0.1684646879274777,0.03173805605024358,-2.2074241871786644e+57,False,False
K_only,v16_direct011_Haa,2.203293156961588e+57,23.17866876533168,2.317866876533168,9.505693270258266e+56,False,False
K_only,v16_direct031_energy,1.096711177925307e+56,0.16617323878813156,0.016617323878813157,6.599806237896088e+57,False,False
K_only,v16_direct031_normal_force,-2.9776131467268772e+57,-1.4977500080753077,0.03173805605024358,-9.381838452906837e+58,False,False
K_only,v16_direct031_Haa,7.990322684369115e+58,34.460781638400974,3.4460781638400975,2.3186713430391814e+58,False,False
K_only,v16_raised043_energy,3.0256120060209414e+55,0.1726273519698645,0.017262735196986453,1.7526840164640426e+57,False,False
K_only,v16_raised043_normal_force,-8.408085506736786e+56,-0.17083895700384927,0.03173805605024358,-2.649212507982907e+58,False,False
K_only,v16_raised043_Haa,2.3535904017455218e+58,18.238440853611248,1.8238440853611249,1.290455922540937e+58,False,False
K_only,v16_off_plus_energy,1.1936702511956592e+55,0.0652424878354941,0.006524248783549411,1.829590334147654e+57,False,False
K_only,v16_off_plus_normal_force,-3.053695171460825e+56,-0.08042066717244803,0.03173805605024358,-9.62155705638244e+57,False,False
K_only,v16_off_plus_Haa,8.301262040437371e+57,20.981095919956758,2.098109591995676,3.956543581949593e+57,False,False
K_only,v16_off_minus_energy,8.659834679429253e+54,0.21182429891635463,0.021182429891635463,4.088215905224762e+56,False,False
K_only,v16_off_minus_normal_force,-2.494932529646527e+56,0.3481661631135443,0.03173805605024358,-7.861012425262823e+57,False,False
K_only,v16_off_minus_Haa,7.550377625990277e+57,5.497617912510364,0.5497617912510364,1.373390756896484e+58,False,False
K_only,v16_shockley043_energy,1.4403466135118298e+55,0.061697611386283796,0.00616976113862838,2.3345257314646028e+57,False,False
K_only,v16_shockley043_normal_force,-3.6977107904222506e+56,-0.43484281773712713,0.03173805605024358,-1.165071605068853e+58,False,False
K_only,v16_shockley043_Haa,1.0169491423800294e+58,25.03469226049791,2.5034692260497913,4.062159549628925e+57,False,False
K_only,v16_opening1.21_energy,1.8862542811412449e+53,0.19627832926906572,0.019627832926906574,9.61009953653873e+54,False,False
K_only,v16_opening1.21_normal_force,2.2558761718565477e+54,1.631864707518524,0.03173805605024358,7.107795664250314e+55,False,False
K_only,v16_opening1.21_Haa,1.035830074889251e+55,-1.3832350292334812,0.13832350292334814,7.48846040620628e+55,False,False
K_only,v16_opening1.62_energy,1.1421305285652976e+54,0.5246331923940108,0.05246331923940109,2.1770077553681216e+55,False,False
K_only,v16_opening1.62_normal_force,2.1434480430407032e+54,0.5093642313524578,0.03173805605024358,6.753558061802757e+55,False,False
K_only,v16_opening1.62_Haa,-8.874861129652789e+54,-0.15582859326870177,0.1,-8.874861129652788e+55,False,False
K_only,v16_opening1.93_energy,1.4473755869265382e+54,0.6719836252695317,0.06719836252695317,2.1538852027026668e+55,False,False
K_only,v16_opening1.93_normal_force,5.19886047487245e+53,0.6270410192299789,0.03173805605024358,1.638052584771508e+55,False,False
K_only,v16_opening1.93_Haa,-3.435370182790522e+54,-0.6638075680371565,0.1,-3.435370182790522e+55,False,False
K_only,v16_opening2.71_energy,1.5200565776338032e+54,0.7719163228888833,0.07719163228888834,1.969198645709444e+55,False,False
K_only,v16_opening2.71_normal_force,4.233995807123977e+51,0.0,0.03173805605024358,1.334043836970123e+53,False,False
K_only,v16_opening2.71_Haa,-3.4331520451257864e+52,0.0,0.1,-3.4331520451257864e+53,False,False
K_only,v16_opening4.3_energy,1.5205711744156588e+54,0.7719163228888833,0.07719163228888834,1.969865294109791e+55,False,False
K_only,v16_opening4.3_normal_force,6.014970352673652e+46,0.0,0.03173805605024358,1.8951917984994195e+48,False,False
K_only,v16_opening4.3_Haa,-5.373865245573483e+47,0.0,0.1,-5.373865245573483e+48,False,False
K_only,v16_opening6.2_energy,1.5205711811195932e+54,0.7719163228888833,0.07719163228888834,1.9698653027945855e+55,False,False
K_only,v16_opening6.2_normal_force,4.1105755073565825e+40,0.0,0.03173805605024358,1.2951566727493492e+42,False,False
K_only,v16_opening6.2_Haa,-3.830167496084903e+41,0.0,0.1,-3.8301674960849024e+42,False,False
K_only,v17_near_0.985_normal_force,-3.5403103915994764e+52,-0.24821900083247345,0.03173805605024358,-1.115478019824187e+54,False,False
K_only,v17_near_0.985_Haa,9.601314829968846e+54,20.878110673451364,2.0878110673451364,4.5987469748294285e+54,False,False
K_only,v17_near_1.015_normal_force,1.87709762577581e+52,0.2329580444899274,0.03173805605024358,5.914343407813736e+53,False,False
K_only,v17_near_1.015_Haa,4.119589112890338e+54,18.39295935022696,1.839295935022696,2.239764158908721e+54,False,False
K_only,v17_near_1.065_normal_force,5.631089452735986e+53,0.9078686582498847,0.03173805605024358,1.774238927494984e+55,False,False
K_only,v17_near_1.065_Haa,1.8776164158382115e+55,14.605604041867348,1.4605604041867348,1.2855451992645938e+55,False,False
K_only,v17_near_1.095_normal_force,1.0198731246648647e+54,1.2303804278835464,0.03173805605024358,3.2134076612957443e+55,False,False
K_only,v17_near_1.095_Haa,1.7811184370549138e+55,11.545874277606002,1.1545874277606003,1.5426449259970832e+55,False,False
K_only,v17_direct023_energy,4.1580677064542374e+55,0.10138618519039871,0.010138618519039872,4.101217240441163e+57,False,False
K_only,v17_direct023_normal_force,-1.128157976870423e+57,-0.8610948380753036,0.03173805605024358,-3.5545906626558015e+58,False,False
K_only,v17_direct023_Haa,3.0868702993384987e+58,29.67272464413389,2.967272464413389,1.0403056464680784e+58,False,False
K_only,v17_direct023_Hxx,5.8918279906423855e+57,1.5318476269016676,0.1531847626901668,3.846223271278791e+58,False,False
K_only,v17_direct047_energy,2.5199614838998044e+56,0.26395051027571553,0.026395051027571555,9.547098360474927e+57,False,False
K_only,v17_direct047_normal_force,-6.847166005590462e+57,-2.2580600813748397,0.03173805605024358,-2.1573993047182585e+59,False,False
K_only,v17_direct047_Haa,1.817373555460036e+59,35.337517734960244,3.5337517734960247,5.14290100705649e+58,False,False
K_only,v17_direct047_Hxx,-1.0985748617375509e+58,-7.290154929569364,0.7290154929569365,-1.5069293757827513e+58,False,False
K_only,v17_off_plus_energy,5.4566290035376266e+54,0.08014986299727256,0.008014986299727257,6.8080328518132475e+56,False,False
K_only,v17_off_plus_normal_force,-1.2492456687183205e+56,0.496288954541943,0.03173805605024358,-3.9361127434543455e+57,False,False
K_only,v17_off_plus_Haa,3.228206844528153e+57,13.145916399036436,1.3145916399036437,2.455672732533711e+57,False,False
K_only,v17_off_plus_Hxx,2.3856163663376856e+56,0.5867789207029961,0.1,2.3856163663376855e+57,False,False
K_only,v17_off_minus_energy,1.8391049933109083e+55,0.21284911087573022,0.021284911087573022,8.640416611299124e+56,False,False
K_only,v17_off_minus_normal_force,-5.38197526488864e+56,0.06702268289699899,0.03173805605024358,-1.6957482387606202e+58,False,False
K_only,v17_off_minus_Haa,1.5986662508188984e+58,11.464221151869252,1.1464221151869252,1.394483087547761e+58,False,False
K_only,v17_off_minus_Hxx,-5.219576963268893e+56,-2.835312235036081,0.2835312235036081,-1.8409178709739074e+57,False,False
K_only,v17_shockley067_energy,9.768174576381376e+54,0.07506981596967024,0.007506981596967025,1.3012120051457059e+57,False,False
K_only,v17_shockley067_normal_force,-2.114853041436991e+56,-0.08375074170661885,0.03173805605024358,-6.663461171311278e+57,False,False
K_only,v17_shockley067_Haa,5.1368983944868136e+57,14.560238367523052,1.4560238367523053,3.528031797848024e+57,False,False
K_only,v17_shockley067_Hxx,1.7227420647869736e+56,0.4530475235373633,0.1,1.7227420647869735e+57,False,False
K_only,v17_compression_energy,2.1803514249225067e+54,0.025317916775100896,0.004433026104653031,4.918426766388647e+56,False,False
K_only,v17_compression_normal_force,-6.739835498064982e+55,-0.6769543589544016,0.03173805605024358,-2.123581698701189e+57,False,False
K_only,v17_compression_Haa,2.392916370126065e+57,26.962376342241654,2.6962376342241656,8.875020286609936e+56,False,False
K_only,v17_compression_Hxx,3.3244523000699354e+57,5.568444170552721,0.5568444170552721,5.970163654778911e+57,False,False
K_only,v17_opening1.045_energy,3.065807062361426e+51,0.012439540042104347,0.004433026104653031,6.9158335412089445e+53,False,False
K_only,v17_opening1.045_normal_force,2.753249209725889e+53,0.6560493060873362,0.03173805605024358,8.674914447713185e+54,False,False
K_only,v17_opening1.045_Haa,1.5800694746415382e+55,16.173163667497242,1.6173163667497243,9.769699405299161e+54,False,False
K_only,v17_opening1.045_Hxx,1.8087653324962858e+55,3.5468340021412335,0.35468340021412337,5.099661645863124e+55,False,False
K_only,v17_opening1.255_energy,2.782627133612033e+53,0.2548812728796389,0.02548812728796389,1.0917346347866274e+55,False,False
K_only,v17_opening1.255_normal_force,2.616339989821933e+54,1.5479287243761108,0.03173805605024358,8.243542029417562e+55,False,False
K_only,v17_opening1.255_Haa,9.192362126447871e+54,-3.07660296796585,0.307660296796585,2.9878285310650797e+55,False,False
K_only,v17_opening1.255_Hxx,1.0872557846924658e+55,-0.8591645505462155,0.1,1.0872557846924658e+56,False,False
K_only,v17_opening1.555_energy,1.0159726387628112e+54,0.4970497627048889,0.04970497627048889,2.0440058822963768e+55,False,False
K_only,v17_opening1.555_normal_force,2.605713534025546e+54,0.5361595264738468,0.03173805605024358,8.210060281891612e+55,False,False
K_only,v17_opening1.555_Haa,-8.296726239967081e+54,-0.9598397042596563,0.1,-8.296726239967081e+55,False,False
K_only,v17_opening1.555_Hxx,-1.05448449631376e+54,-0.8905810007935903,0.1,-1.05448449631376e+55,False,False
K_only,v17_opening1.855_energy,1.4082887661991452e+54,0.6331364785570511,0.06331364785570512,2.2243052073207088e+55,False,False
K_only,v17_opening1.855_normal_force,7.706505519520461e+53,0.6294361584094642,0.03173805605024358,2.428159275829786e+55,False,False
K_only,v17_opening1.855_Haa,-4.802597517028222e+54,0.33758173393615254,0.1,-4.802597517028222e+55,False,False
K_only,v17_opening1.855_Hxx,-2.119747625792035e+53,-0.0764657682265532,0.1,-2.1197476257920348e+54,False,False
K_only,v17_opening2.455_energy,1.5177826951435134e+54,0.7722611869157332,0.07722611869157332,1.9653748250708465e+55,False,False
K_only,v17_opening2.455_normal_force,2.2291447315545843e+52,-0.03892592855831557,0.03173805605024358,7.023570467030781e+53,False,False
K_only,v17_opening2.455_Haa,-1.7459848811195634e+53,1.5212189106347462,0.15212189106347462,-1.147753862980201e+54,False,False
K_only,v17_opening2.455_Hxx,-1.7281465727724922e+51,0.04446583977668427,0.1,-1.728146572772492e+52,False,False
K_only,v17_opening3.75_energy,1.5205708183024405e+54,0.7719163228888833,0.07719163228888834,1.9698648327732347e+55,False,False
K_only,v17_opening3.75_normal_force,3.19070380182152e+48,0.0,0.03173805605024358,1.0053242696308846e+50,False,False
K_only,v17_opening3.75_Haa,-2.78930208854303e+49,0.0,0.1,-2.78930208854303e+50,False,False
K_only,v17_opening3.75_Hxx,-1.8606670537157993e+46,0.0,0.1,-1.8606670537157993e+47,False,False
K_only,v19_new_0_energy,7.301330920733857e+48,0.00042417681882149505,0.004433026104653031,1.647030887787954e+51,False,False
K_only,v19_new_0_force,-4.624324239907468e+51,-0.13054663793646185,0.03173805605024358,-1.4570281911994976e+53,False,False
K_only,v19_new_0_Haa,2.2445963455450385e+54,20.302032153219432,2.030203215321943,1.1056018080382646e+54,False,False
K_only,v19_new_0_Hxx,1.602200296614956e+54,4.57090105595751,0.45709010559575103,3.505217629960987e+54,False,False
K_only,v19_new_1_energy,6.016453057627814e+50,0.004931943136885955,0.004433026104653031,1.3571887274276983e+53,False,False
K_only,v19_new_1_force,9.338323376858522e+52,0.42285939529142164,0.03173805605024358,2.9423110735185852e+54,False,False
K_only,v19_new_1_Haa,9.918356690780694e+54,17.415188636660293,1.7415188636660295,5.695233567497397e+54,False,False
K_only,v19_new_1_Hxx,9.731674994248153e+54,3.8361643120715834,0.3836164312071584,2.53682433873457e+55,False,False
K_only,v19_new_2_energy,8.440932377713015e+52,0.10968805888528045,0.010968805888528046,7.695397715571884e+54,False,False
K_only,v19_new_2_force,1.647816297805146e+54,1.574309479391436,0.03173805605024358,5.191925728521421e+55,False,False
K_only,v19_new_2_Haa,1.3118315282143355e+55,5.20946471789603,0.5209464717896031,2.5181695226916725e+55,False,False
K_only,v19_new_2_Hxx,2.817428495345769e+55,0.9642979846199059,0.1,2.817428495345769e+56,False,False
K_only,v19_new_3_energy,4.412404997376752e+53,0.3373623063206088,0.03373623063206088,1.3079128624356356e+55,False,False
K_only,v19_new_3_force,3.053174042525196e+54,1.321138459506241,0.03173805605024358,9.619915087716167e+55,False,False
K_only,v19_new_3_Haa,5.6787832780926216e+54,-4.940080180276789,0.4940080180276789,1.1495326130059782e+55,False,False
K_only,v19_new_3_Hxx,3.9273573042776966e+54,-1.007259835979608,0.10072598359796081,3.8990508347413203e+55,False,False
K_only,v19_new_4_energy,1.2699957993010936e+54,0.5605338261337047,0.05605338261337048,2.2656898479453407e+55,False,False
K_only,v19_new_4_force,1.5525336189191502e+54,0.5382315998098468,0.03173805605024358,4.891709865473109e+55,False,False
K_only,v19_new_4_Haa,-7.926342924545366e+54,0.9032785116339533,0.1,-7.926342924545365e+55,False,False
K_only,v19_new_4_Hxx,-5.658855395741943e+53,0.6453579543796875,0.1,-5.6588553957419425e+54,False,False
K_only,v19_new_5_energy,1.5038860561377054e+54,0.7666938699728523,0.07666938699728523,1.9615209081963262e+55,False,False
K_only,v19_new_5_force,1.2731339590096914e+53,0.27979903523926664,0.03173805605024358,4.011379767539104e+54,False,False
K_only,v19_new_5_Haa,-9.382241685103276e+53,-2.478203100860398,0.2478203100860398,-3.78590507043022e+54,False,False
K_only,v19_new_5_Hxx,-1.776935937296722e+52,0.0933444416558671,0.1,-1.7769359372967218e+53,False,False
K_only,v19_new_6_energy,7.135771207443988e+54,0.07503741336914271,0.007503741336914272,9.50961778538384e+56,False,False
K_only,v19_new_6_force,-1.8668107272844852e+56,0.3995055633266556,0.03173805605024358,-5.881931534587979e+57,False,False
K_only,v19_new_6_Haa,5.200198586760192e+57,16.75498366183509,1.6754983661835092,3.103672729090945e+57,False,False
K_only,v19_new_6_Hxx,1.9989478884709046e+57,1.866294182504276,0.18662941825042761,1.0710786687384021e+58,False,False
K_only,v19_new_7_energy,1.7016597658626137e+54,0.1746163283222475,0.01746163283222475,9.74513541896419e+55,False,False
K_only,v19_new_7_force,-2.798427253710966e+55,1.0346608991752084,0.03173805605024358,-8.817261048631517e+56,False,False
K_only,v19_new_7_Haa,7.014699456029969e+56,3.3869832062735408,0.3386983206273541,2.0710759483651968e+57,False,False
K_only,v19_new_7_Hxx,-2.006655306083612e+55,-0.5656137494473082,0.1,-2.0066553060836117e+56,False,False
K_only,v19_new_8_energy,1.1697176680862934e+56,0.17183161394321733,0.017183161394321734,6.80734843398976e+57,False,False
K_only,v19_new_8_force,-3.176000283969551e+57,-1.5479121827267546,0.03173805605024358,-1.0006914975957313e+59,False,False
K_only,v19_new_8_Haa,8.514105862199669e+58,34.71656366870985,3.4716563668709854,2.452462157098071e+58,False,False
K_only,v19_new_8_Hxx,2.59831116020915e+57,-0.974896485841256,0.1,2.59831116020915e+58,False,False
K_only,v19_new_9_energy,1.0349236413680909e+55,0.07736533900036079,0.007736533900036079,1.3377096962804811e+57,False,False
K_only,v19_new_9_force,-2.0544717603268984e+56,-0.22650351113925563,0.03173805605024358,-6.473212338759894e+57,False,False
K_only,v19_new_9_Haa,4.721632721352484e+57,14.396252629283666,1.4396252629283666,3.279765118700494e+57,False,False
K_only,v19_new_9_Hxx,4.2490923932391025e+56,-0.11946413441426519,0.1,4.249092393239102e+57,False,False
K_only,v19_power_new_0_energy,2.2235050403201324e+50,0.0021758842211834217,0.004433026104653031,5.015772494518536e+52,False,False
K_only,v19_power_new_0_force,-6.524386315928676e+52,-0.2996693004614922,0.03173805605024358,-2.0556981516448622e+54,False,False
K_only,v19_power_new_0_Haa,1.503406286163602e+55,21.133296310436656,2.1133296310436656,7.113922334118537e+54,False,False
K_only,v19_power_new_0_Hxx,9.863609005828296e+54,4.803281906544594,0.4803281906544594,2.0535144923284384e+55,False,False
K_only,v19_power_new_1_energy,4.9064387338967775e+51,0.01645069708691336,0.004433026104653031,1.1067922042567806e+54,False,False
K_only,v19_power_new_1_force,3.701965998579273e+53,0.747061714559844,0.03173805605024358,1.1664123324751837e+55,False,False
K_only,v19_power_new_1_Haa,1.730727662844677e+55,15.66515497295868,1.5665154972958681,1.1048263906946809e+55,False,False
K_only,v19_power_new_1_Hxx,2.1102868942142744e+55,3.4372637547611467,0.3437263754761147,6.139438357883354e+55,False,False
K_only,v19_power_new_2_energy,1.1757652048749069e+53,0.13995417796875365,0.013995417796875366,8.401072564889129e+54,False,False
K_only,v19_power_new_2_force,1.8801205478134308e+54,1.6376288066594074,0.03173805605024358,5.923868005138901e+55,False,False
K_only,v19_power_new_2_Haa,1.1724867350849602e+55,1.5124016664736504,0.15124016664736506,7.75248243291583e+55,False,False
K_only,v19_power_new_2_Hxx,2.462212631818185e+55,0.07390822082095283,0.1,2.4622126318181846e+56,False,False
K_only,v19_power_new_3_energy,5.959016808334482e+53,0.39535837061576956,0.039535837061576956,1.5072443765521723e+55,False,False
K_only,v19_power_new_3_force,3.223786877431329e+54,1.0383826381800587,0.03173805605024358,1.0157480572621862e+56,False,False
K_only,v19_power_new_3_Haa,1.1656163591672927e+54,-6.006053628734572,0.6006053628734572,1.9407358495613012e+54,False,False
K_only,v19_power_new_3_Hxx,8.129632488582284e+53,-1.4153601110072371,0.14153601110072372,5.7438615270829224e+54,False,False
K_only,v19_power_new_4_energy,1.337004356974822e+54,0.5880885299154484,0.05880885299154484,2.2734746368323966e+55,False,False
K_only,v19_power_new_4_force,1.193002661948152e+54,0.5878736415051682,0.03173805605024358,3.7589027508790855e+55,False,False
K_only,v19_power_new_4_Haa,-6.71606981686879e+54,0.9838769358246306,0.1,-6.71606981686879e+55,False,False
K_only,v19_power_new_4_Hxx,-3.917457921380379e+53,0.5300888191539206,0.1,-3.9174579213803786e+54,False,False
K_only,v19_power_new_5_energy,1.5122260039232298e+54,0.7807571272106231,0.07807571272106231,1.936871212851932e+55,False,False
K_only,v19_power_new_5_force,6.50299251763535e+52,0.03287588986152218,0.03173805605024358,2.0489574116765862e+54,False,False
K_only,v19_power_new_5_Haa,-4.930468618130541e+53,-2.5224317074829634,0.25224317074829633,-1.9546490013997105e+54,False,False
K_only,v19_power_new_5_Hxx,-7.191426001853505e+51,-0.10536285587305545,0.1,-7.191426001853504e+52,False,False
K_only,v19_power_new_6_energy,1.8596106906232812e+55,0.09299247367372732,0.009299247367372731,1.9997432234654787e+57,False,False
K_only,v19_power_new_6_force,-5.0806825233718955e+56,-0.03946790499084763,0.03173805605024358,-1.600817175232414e+58,False,False
K_only,v19_power_new_6_Haa,1.41305152756681e+58,22.032873653678617,2.2032873653678617,6.413378253684519e+57,False,False
K_only,v19_power_new_6_Hxx,3.844669805430266e+57,1.976588687531336,0.19765886875313363,1.9451036169958418e+58,False,False
K_only,v19_power_new_7_energy,2.16412908676749e+54,0.16640726473220147,0.01664072647322015,1.3005015677952604e+56,False,False
K_only,v19_power_new_7_force,-4.14020217877377e+55,0.9556810535854069,0.03173805605024358,-1.3044914194554128e+57,False,False
K_only,v19_power_new_7_Haa,1.0734697152225569e+57,3.6257942400934606,0.36257942400934606,2.9606470862364393e+57,False,False
K_only,v19_power_new_7_Hxx,-1.1145656854274625e+55,-0.7324824081355719,0.1,-1.1145656854274624e+56,False,False
K_only,v19_power_new_8_energy,1.3843648053665531e+56,0.18770167030691334,0.018770167030691336,7.375346224159652e+57,False,False
K_only,v19_power_new_8_force,-3.7593582522691805e+57,-1.6817465699911935,0.03173805605024358,-1.1844954354853528e+59,False,False
