model,state,component,energy_eV_cell,force_eV_L0,Haa_eV_L0sq,Hxx_eV_L0sq,source_Haa,candidate_Haa
saturated,opening162,angular_rank3_quartic,0.0032256650188116943,-0.013289054566383412,0.0858741062969319,0.01965157110096336,-0.15582859326870177,-1.5137118694324818
saturated,direct039,pair_6,0.047078065808384716,-1.2211679064994125,16.282970167010074,-0.8698836896326068,36.31678531793335,46.668352946493755
saturated,direct039,pair_3,-0.04420402149970051,2.2383273313925445,-13.350975320745368,0.7815669942502117,36.31678531793335,46.668352946493755
saturated,direct039,embedding,0.0020221192823890455,-1.2926822136754244,6.154486779738857,-0.03500835241834817,36.31678531793335,46.668352946493755
saturated,direct039,angular_3,0.09332786129365704,-0.37090007696571536,4.0320058316557486,-1.5832091257113905,36.31678531793335,46.668352946493755
saturated,direct039,angular_1,0.007856405349395478,-0.4473038858100675,20.1669821810936,-0.16645331006084496,36.31678531793335,46.668352946493755
saturated,direct039,angular_2,0.0056288918791989155,-0.009155875348383002,-0.25102060111865404,-0.015046189358343525,36.31678531793335,46.668352946493755
saturated,direct039,angular_Eg_radial,0.006964547084798387,-0.009803251103314953,2.012892970477087,-0.009265830180800027,36.31678531793335,46.668352946493755
saturated,direct039,angular_rank3_quartic,0.09961732595805882,-0.7911028685931957,11.621010938382401,-2.4223904169749537,36.31678531793335,46.668352946493755
positive_pair_refinement,perfect,pair_6,0.0,-0.5108454513502271,5.183476501084104,0.8455453532483277,19.66091286328976,27.91635928700533
positive_pair_refinement,perfect,pair_3,-0.0,1.7825119403908996,-8.529533680437911,-0.9136639075095007,19.66091286328976,27.91635928700533
positive_pair_refinement,perfect,embedding,0.0,-1.2716664890410587,6.1055800709666475,0.04817818325376704,19.66091286328976,27.91635928700533
positive_pair_refinement,perfect,angular_3,2.8156980856678016e-45,-5.223169386346646e-23,4.859330807779684,2.4851426875679046,19.66091286328976,27.91635928700533
positive_pair_refinement,perfect,angular_1,2.1176055609522483e-48,3.1503816032952183e-24,13.309473609786416,0.08148185588782225,19.66091286328976,27.91635928700533
positive_pair_refinement,perfect,angular_2,7.669478087895161e-67,9.420786030158155e-34,3.463355847428045,1.000482519450674,19.66091286328976,27.91635928700533
positive_pair_refinement,perfect,angular_Eg_radial,4.932810966224242e-45,-1.2523161302589056e-32,3.5246761303983485,1.2152257134743563,19.66091286328976,27.91635928700533
positive_pair_refinement,perfect,angular_rank3_quartic,8.395663499695972e-90,-3.114820640244852e-67,7.431619012496438e-44,1.4823469644107313e-44,19.66091286328976,27.91635928700533
positive_pair_refinement,source_saddle,pair_6,-0.010643780981297098,-0.41696826569267753,4.384841079342045,0.21925320837159745,12.717337762538286,22.030096915047054
positive_pair_refinement,source_saddle,pair_3,0.04949019229277999,1.5711419356963605,-7.628705294372542,-0.24295516741667858,12.717337762538286,22.030096915047054
positive_pair_refinement,source_saddle,embedding,-0.03827559121420787,-1.0846710309610794,5.500834299332767,0.011620503415199619,12.717337762538286,22.030096915047054
positive_pair_refinement,source_saddle,angular_3,0.05272227600639963,-0.18964537823502975,3.669334388883765,0.020350696259153492,12.717337762538286,22.030096915047054
positive_pair_refinement,source_saddle,angular_1,0.005282521718280857,0.3419474369398942,10.284226699285579,-0.026105410985306613,12.717337762538286,22.030096915047054
positive_pair_refinement,source_saddle,angular_2,0.0018810764694338778,0.0011784688207401763,2.0197600669672564,0.1175353980303388,12.717337762538286,22.030096915047054
positive_pair_refinement,source_saddle,angular_Eg_radial,0.004684455624716445,0.04695468573507095,0.9092352160318172,-0.1583391535700238,12.717337762538286,22.030096915047054
positive_pair_refinement,source_saddle,angular_rank3_quartic,0.017653009060695952,-0.12772740908728333,2.890570459576366,0.014612707474694033,12.717337762538286,22.030096915047054
positive_pair_refinement,source_fault,pair_6,-0.008893167944912317,-0.42090343245870393,4.242282249854311,0.645618996176173,14.140554350039636,23.532715558056506
positive_pair_refinement,source_fault,pair_3,0.0325634098880359,1.6277654381027644,-7.716894774568896,-0.7531223726804598,14.140554350039636,23.532715558056506
positive_pair_refinement,source_fault,embedding,-0.02324093615385081,-1.1585615671128089,5.73481330203839,0.03856625209748055,14.140554350039636,23.532715558056506
positive_pair_refinement,source_fault,angular_3,0.05174847590400253,-0.23332263057806504,4.858945825436806,0.924077769751931,14.140554350039636,23.532715558056506
positive_pair_refinement,source_fault,angular_1,0.0022833654508362497,0.23246769221287392,11.097603806639425,-0.06449932304659349,14.140554350039636,23.532715558056506
positive_pair_refinement,source_fault,angular_2,0.0005283098425522212,0.04818024042268739,1.3410922766413576,0.42939868132325076,14.140554350039636,23.532715558056506
positive_pair_refinement,source_fault,angular_Eg_radial,0.0002971211953037017,0.01727828131240827,0.12067071989268291,0.7062000023159795,14.140554350039636,23.532715558056506
positive_pair_refinement,source_fault,angular_rank3_quartic,0.017014233666003076,-0.15362647666571694,3.854202152122428,0.6075715957728435,14.140554350039636,23.532715558056506
positive_pair_refinement,opening162,pair_6,-0.05198515644311292,-0.005275776756243135,0.041416804901652025,0.0011302433910927183,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,opening162,pair_3,0.36112463786734095,0.22852909903674073,-0.7599436123851474,-0.00711558149356074,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,opening162,embedding,-0.18761854138000977,0.07520958286389066,0.5956292397857648,-0.0005297792773504833,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,opening162,angular_3,0.01777629797382184,-0.024864856800212384,0.15873967440593983,0.04865116728052627,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,opening162,angular_1,0.3507002463037438,0.39181464551283673,-1.624855685294432,-0.03515463858500525,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,opening162,angular_2,0.0054252969494285016,0.0002222462667360835,-0.002068766516705863,-0.00013010218703144396,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,opening162,angular_Eg_radial,0.013586282799816163,0.0011013196244105744,-0.006673407912492957,-1.5980739460136636e-05,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,opening162,angular_rank3_quartic,0.0017086293045671924,-0.0055134443622892005,0.04331111468346143,0.010105336638829737,-0.15582859326870177,-1.5544446383319603
positive_pair_refinement,direct039,pair_6,0.04707806580838475,-1.2211679064994134,16.282970167010088,-0.8698836896326074,36.31678531793335,46.27837723905605
positive_pair_refinement,direct039,pair_3,-0.044204021499700555,2.2383273313925462,-13.350975320745379,0.7815669942502124,36.31678531793335,46.27837723905605
positive_pair_refinement,direct039,embedding,0.0022039251175600683,-1.2947277634762278,6.322946478358542,-0.0381635840168239,36.31678531793335,46.27837723905605
positive_pair_refinement,direct039,angular_3,0.10824324048594158,-0.48657084731249095,4.721452323838666,-1.8373553952379738,36.31678531793335,46.27837723905605
positive_pair_refinement,direct039,angular_1,0.008884687909917517,-0.49397188004317183,21.576385373188508,-0.18863284269753444,36.31678531793335,46.27837723905605
positive_pair_refinement,direct039,angular_2,0.0058754431027435725,-0.010010991694087375,-0.27273231711836615,-0.016419736754991726,36.31678531793335,46.27837723905605
positive_pair_refinement,direct039,angular_Eg_radial,0.007304427300912927,-0.009573390249624836,1.5755207307835186,-0.010019135580471817,36.31678531793335,46.27837723905605
positive_pair_refinement,direct039,angular_rank3_quartic,0.07444172599443993,-0.6688290766570807,9.42280980374048,-1.8096447087663827,36.31678531793335,46.27837723905605
