axis,frequency_per_ps,dt_ps,fraction,parts,block,envelope,real_chi_A2_eV,imag_chi_A2_eV,radius_A2_eV,null_radius_A2_eV,dt_difference_A2_eV,amplitude_difference_A2_eV,block_difference_A2_eV,sign_difference_A2_eV,matched_dt_control_available,matched_amplitude_control_available,storage_impedance_eV_A2,drag_eV_ps_A2,mobility_m2_per_J_s,passive_point,production_clock_calibrated,dispersion_coefficient_eV_ps2_A2,storage_to_static_ratio,confidence_interval,inverse_set_bounded,drag_lower_eV_ps_A2,drag_upper_eV_ps_A2,mobility_lower_m2_per_J_s,mobility_upper_m2_per_J_s,positive_drag_resolved,passive_drag_feasible
1,1.0,0.00125,1.0,1,0,null_plus_observed_controls,0.013795873713282792,-0.00035284810447123365,0.00046113190893394985,0.0002453666795365451,2.7891774637484367e-05,4.5614959894602566e-05,5.039087470648701e-05,9.18676201588308e-05,True,True,72.4380563845105,0.2948665437065132,211672338136.57294,True,False,0.29001155400905915,1.1572979571476387,False,True,-0.0905912782048718,0.6809835525587201,91654329256.69034,,False,True
1,1.0,0.00125,1.0,2,0,null_only,0.013845522007645515,-0.00034422910681812036,0.0004080211634786381,0.0004080211634786381,2.7891774637484367e-05,4.5614959894602566e-05,5.039087470648701e-05,3.0838557688019366e-05,True,True,72.18090123310863,0.2856147865938906,218528919629.62085,True,False,0.29652537008899976,1.1614628162088318,False,True,-0.052975711346923623,0.6247014952341392,99911863859.41711,,False,True
1,1.0,0.00125,1.0,2,0,null_plus_observed_controls,0.013845522007645515,-0.00034422910681812036,0.0005627573304052315,0.0004080211634786381,2.7891774637484367e-05,4.5614959894602566e-05,5.039087470648701e-05,3.0838557688019366e-05,True,True,72.18090123310863,0.2856147865938906,218528919629.62085,True,False,0.29652537008899976,1.1614628162088318,False,True,-0.18161773673496076,0.753791987478208,82801478101.9572,,False,True
1,1.0,0.00125,1.0,2,1,null_only,0.013746225418919941,-0.00036146710212435745,0.0004080211634786381,0.0004080211634786381,2.7891774637484367e-05,4.5614959894602566e-05,5.039087470648701e-05,0.00019748498428857629,True,True,72.69697547189844,0.3042438374020354,205148249764.31903,True,False,0.2834530569086242,1.1531330980864347,False,True,-0.039218693760963784,0.6482425756945074,96283541200.20271,,False,True
1,1.0,0.00125,1.0,2,1,null_plus_observed_controls,0.013746225418919941,-0.00036146710212435745,0.0007294037570057883,0.0004080211634786381,2.7891774637484367e-05,4.5614959894602566e-05,5.039087470648701e-05,0.00019748498428857629,True,True,72.69697547189844,0.3042438374020354,205148249764.31903,True,False,0.2834530569086242,1.1531330980864347,False,True,-0.3105630190858539,0.9207675912404321,67785933538.911575,,False,True
0,0.05,0.0025,0.5,1,0,null_only,0.0023638647693217767,5.738986105921689e-06,6.574993798046158e-05,6.574993798046158e-05,0.0,5.0145340532092965e-06,2.8547822004715946e-05,2.033179079433772e-05,False,True,423.03355031541565,-3.2691698482142555,,False,False,10.975274274237886,1.0025546823328908,False,True,-40.754652371560766,34.21125039143206,1824402500.0687785,,False,True
0,0.05,0.0025,0.5,1,0,null_plus_observed_controls,0.0023638647693217767,5.738986105921689e-06,0.00011964408483272454,6.574993798046158e-05,0.0,5.0145340532092965e-06,2.8547822004715946e-05,2.033179079433772e-05,False,True,423.03355031541565,-3.2691698482142555,,False,False,10.975274274237886,1.0025546823328908,False,True,-71.60695231287362,65.05182008753404,959467247.1980274,,False,True
0,0.05,0.0025,0.5,2,0,null_only,0.002341605173880981,2.361322880384744e-05,9.384832001875653e-05,9.384832001875653e-05,0.0,5.0145340532092965e-06,2.8547822004715946e-05,3.175414412400275e-05,False,True,427.0140544118181,-13.706734573276089,,False,False,-29.355664379829214,0.9931140146916497,False,True,-68.29241111855615,40.83484146324175,1528476382.1304839,,False,True
0,0.05,0.0025,0.5,2,0,null_plus_observed_controls,0.002341605173880981,2.361322880384744e-05,0.00015916482020068455,9.384832001875653e-05,0.0,5.0145340532092965e-06,2.8547822004715946e-05,3.175414412400275e-05,False,True,427.0140544118181,-13.706734573276089,,False,False,-29.355664379829214,0.9931140146916497,False,True,-106.58931346897236,79.04861193839136,789578579.7384082,,False,True
0,0.05,0.0025,0.5,2,1,null_only,0.002386124364762588,-1.2135256592004061e-05,9.384832001875653e-05,9.384832001875653e-05,0.0,5.0145340532092965e-06,2.8547822004715946e-05,1.1663907360597538e-05,False,True,419.0788001154875,6.784247876554218,9200001515.320343,True,False,51.04527140088688,1.0119953499741383,False,True,-45.75268189743016,59.342198954157645,1051782573.6930277,,False,True
