axis,dt_ps,prefix_ps,parts,block,nw,lower_per_ps,upper_per_ps,bins,temperature_K,drag_J_s_m2,scalar_mobility_m2_J_s,coupled_matrix_diagonal_mobility_m2_J_s,fitted_band,zero_frequency_limit_certified,fitted_drag_J_s_m2,prediction_relative_error,normalized_residual,sensitivity_scale_J_s_m2
0,0.0025,1000,4,0,2.0,0.02,0.04,5,299.0599913903678,1.6974695883270686e-11,58911217430.73726,60394762682.26237,True,False,1.3800008493744352e-11,-0.18702469907900557,-0.23858473378150757,1.3306330791615809e-11
0,0.0025,1000,4,0,2.0,0.04,0.08,10,299.0599913903678,1.397744628615726e-11,71543827071.64201,71560223974.74088,True,False,1.3800008493744352e-11,-0.012694578736363092,-0.03691588078303099,4.8065436513835395e-12
0,0.0025,1000,4,0,2.0,0.08,0.16,19,299.0599913903678,1.3041406844230398e-11,76678843927.2107,77346319508.98572,True,False,1.3800008493744352e-11,0.05816869748600503,0.16869484079963673,4.496887076795458e-12
0,0.0025,1000,4,0,3.0,0.02,0.04,5,299.0599913903678,1.571175207073165e-11,63646625500.3369,64807611676.97622,True,False,1.3800008493744352e-11,-0.12167602749718498,-0.14367173091712618,1.3306330791615809e-11
0,0.0025,1000,4,0,3.0,0.04,0.08,10,299.0599913903678,1.3560952582353572e-11,73741132411.3962,74008542997.0874,True,False,1.3800008493744352e-11,0.01762825361559447,0.04973551240338127,4.8065436513835395e-12
0,0.0025,1000,4,0,3.0,0.08,0.16,19,299.0599913903678,1.2695898166338674e-11,78765597116.34695,79889180565.58405,True,False,1.3800008493744352e-11,0.08696590922043348,0.24552769694908172,4.496887076795458e-12
0,0.0025,1000,4,1,2.0,0.02,0.04,5,299.10437333107035,1.3598417828665343e-11,73537966887.0013,74540101478.20876,True,False,1.3800008493744352e-11,0.014824567653308711,0.015149981481448594,1.3306330791615809e-11
0,0.0025,1000,4,1,2.0,0.04,0.08,10,299.10437333107035,1.478462379257956e-11,67637838745.81256,70077169962.35669,True,False,1.3800008493744352e-11,-0.06659725080927585,-0.2048489247677573,4.8065436513835395e-12
0,0.0025,1000,4,1,2.0,0.08,0.16,19,299.10437333107035,1.1663406766875903e-11,85738242692.52118,88045130905.6084,True,False,1.3800008493744352e-11,0.18318847739550687,0.4751290593649995,4.496887076795458e-12
0,0.0025,1000,4,1,3.0,0.02,0.04,5,299.10437333107035,1.4716322060231184e-11,67951761038.33451,70303897146.62431,True,False,1.3800008493744352e-11,-0.06226512050609726,-0.06886297814452295,1.3306330791615809e-11
0,0.0025,1000,4,1,3.0,0.04,0.08,10,299.10437333107035,1.5626479188249804e-11,63993941818.44502,66880597597.64027,True,False,1.3800008493744352e-11,-0.11688305935727682,-0.3799966934617794,4.8065436513835395e-12
0,0.0025,1000,4,1,3.0,0.08,0.16,19,299.10437333107035,1.1572560938457221e-11,86411296973.7633,89141630587.4122,True,False,1.3800008493744352e-11,0.19247663219339925,0.4953309961419888,4.496887076795458e-12
0,0.0025,1000,4,2,2.0,0.02,0.04,5,299.04855090209173,7.763035690065178e-12,128815587087.89139,130504357034.72134,True,False,1.3800008493744352e-11,0.7776561959395664,0.4536917726021821,1.3306330791615809e-11
0,0.0025,1000,4,2,2.0,0.04,0.08,10,299.04855090209173,1.2218400484020271e-11,81843773357.06432,84840612444.28934,True,False,1.3800008493744352e-11,0.1294447674875752,0.3290530835538802,4.8065436513835395e-12
0,0.0025,1000,4,2,2.0,0.08,0.16,19,299.04855090209173,1.48337477056115e-11,67413847117.11843,68675597466.70256,True,False,1.3800008493744352e-11,-0.06968833718778246,-0.22987884601358616,4.496887076795458e-12
0,0.0025,1000,4,2,3.0,0.02,0.04,5,299.04855090209173,6.989607855144148e-12,143069542773.28006,144657197110.90726,True,False,1.3800008493744352e-11,0.9743609054673857,0.5118165740244013,1.3306330791615809e-11
0,0.0025,1000,4,2,3.0,0.04,0.08,10,299.04855090209173,1.1237887447730879e-11,88984696158.52196,95532278354.49263,True,False,1.3800008493744352e-11,0.2279895628008633,0.5330485337995379,4.8065436513835395e-12
0,0.0025,1000,4,2,3.0,0.08,0.16,19,299.04855090209173,1.4865912692609295e-11,67267985536.94977,69539511310.94005,True,False,1.3800008493744352e-11,-0.07170122823302105,-0.237031568874645,4.496887076795458e-12
0,0.0025,1000,4,3,2.0,0.02,0.04,5,299.0620543649551,1.2271068175987003e-11,81492498098.64793,90885355927.70534,True,False,1.3800008493744352e-11,0.1245971659377869,0.11490322476581742,1.3306330791615809e-11
0,0.0025,1000,4,3,2.0,0.04,0.08,10,299.0620543649551,1.1611801757502713e-11,86119279409.31921,86669535259.95795,True,False,1.3800008493744352e-11,0.18844678732374814,0.4552557710802802,4.8065436513835395e-12
0,0.0025,1000,4,3,2.0,0.08,0.16,19,299.0620543649551,1.1060794535365698e-11,90409418311.00902,91455760877.37674,True,False,1.3800008493744352e-11,0.24765074060641049,0.6091355890418876,4.496887076795458e-12
0,0.0025,1000,4,3,3.0,0.02,0.04,5,299.0620543649551,1.1326019959887205e-11,88292268911.90813,101872509577.1737,True,False,1.3800008493744352e-11,0.21843406091629247,0.18592567497389909,1.3306330791615809e-11
0,0.0025,1000,4,3,3.0,0.04,0.08,10,299.0620543649551,1.1584908510228371e-11,86319197006.78648,86545658213.44632,True,False,1.3800008493744352e-11,0.1912056518668454,0.4608509033052004,4.8065436513835395e-12
0,0.0025,1000,4,3,3.0,0.08,0.16,19,299.0620543649551,1.1055716625518817e-11,90450943513.8559,91941410561.4006,True,False,1.3800008493744352e-11,0.2482237887584019,0.6102647945923414,4.496887076795458e-12
0,0.0025,2000,1,0,2.0,0.002,0.005,6,299.0767589647813,1.3628067906750686e-11,73377973080.44293,81995843113.09224,False,False,1.3800008493744352e-11,0.012616651763856766,,
0,0.0025,2000,1,0,2.0,0.005,0.01,10,299.0767589647813,1.0641093186795368e-11,93975307089.77432,95583567113.54686,False,False,1.3800008493744352e-11,0.2968600360411195,,
0,0.0025,2000,1,0,2.0,0.01,0.02,20,299.0767589647813,1.1296928880459387e-11,88519633130.53409,89720539477.49078,False,False,1.3800008493744352e-11,0.22157168906450422,,
0,0.0025,2000,1,0,2.0,0.02,0.04,40,299.0767589647813,1.1987209709729712e-11,83422249565.57867,83742507306.05838,True,False,1.3800008493744352e-11,0.1512277525722468,0.1362358122914595,1.3306330791615809e-11
0,0.0025,2000,1,0,2.0,0.04,0.08,79,299.0767589647813,1.4088404292942346e-11,70980359393.92758,71030056763.77574,True,False,1.3800008493744352e-11,-0.020470437474772625,-0.06000066162199136,4.8065436513835395e-12
0,0.0025,2000,1,0,2.0,0.08,0.16,158,299.0767589647813,1.207679440037688e-11,82803430020.20412,82935244225.14848,True,False,1.3800008493744352e-11,0.14268803758998289,0.3832015489691719,4.496887076795458e-12
0,0.0025,2000,1,0,3.0,0.002,0.005,6,299.0767589647813,1.4071809354914524e-11,71064066800.39009,81986699535.86948,False,False,1.3800008493744352e-11,-0.01931527455460072,,
0,0.0025,2000,1,0,3.0,0.005,0.01,10,299.0767589647813,1.0364879590666825e-11,96479654322.31952,98506109411.08002,False,False,1.3800008493744352e-11,0.3314200491215284,,
0,0.0025,2000,1,0,3.0,0.01,0.02,20,299.0767589647813,1.0854704019123905e-11,92125957394.89459,93292136366.28873,False,False,1.3800008493744352e-11,0.27133899454387567,,
0,0.0025,2000,1,0,3.0,0.02,0.04,40,299.0767589647813,1.2019488992473398e-11,83198212555.14272,83519286966.9727,True,False,1.3800008493744352e-11,0.14813603992531751,0.13380995325870312,1.3306330791615809e-11
0,0.0025,2000,1,0,3.0,0.04,0.08,79,299.0767589647813,1.3865213591400316e-11,72122942312.2796,72165603417.32957,True,False,1.3800008493744352e-11,-0.0047027834967077,-0.013565901484572129,4.8065436513835395e-12
0,0.0025,2000,1,0,3.0,0.08,0.16,158,299.0767589647813,1.2043361699598068e-11,83033294601.90286,83207105106.15982,True,False,1.3800008493744352e-11,0.14586017076983662,0.3906361810174904,4.496887076795458e-12
0,0.0025,2000,2,0,2.0,0.005,0.01,5,299.0686029102356,1.1536639563636905e-11,86680353883.28903,90535169439.50793,False,False,1.3800008493744352e-11,0.19618961983015476,,
0,0.0025,2000,2,0,2.0,0.01,0.02,10,299.0686029102356,1.3729490527696119e-11,72835914630.82536,73913320088.16351,False,False,1.3800008493744352e-11,0.005136240555028501,,
0,0.0025,2000,2,0,2.0,0.02,0.04,20,299.0686029102356,1.3452804588072378e-11,74333942298.29422,74992589475.73698,True,False,1.3800008493744352e-11,0.02580903508996285,0.02609313650091602,1.3306330791615809e-11
0,0.0025,2000,2,0,2.0,0.04,0.08,39,299.0686029102356,1.4636394727606077e-11,68322836231.92223,68838159846.66649,True,False,1.3800008493744352e-11,-0.057144279682768896,-0.17400991118035017,4.8065436513835395e-12
0,0.0025,2000,2,0,2.0,0.08,0.16,79,299.0686029102356,1.2670890240042952e-11,78921052984.87773,79432136679.27481,True,False,1.3800008493744352e-11,0.08911120152656074,0.2510888608984204,4.496887076795458e-12
0,0.0025,2000,2,0,3.0,0.005,0.01,5,299.0686029102356,1.1759824453353486e-11,85035282964.18025,91563244570.25398,False,False,1.3800008493744352e-11,0.1734876271736418,,
0,0.0025,2000,2,0,3.0,0.01,0.02,10,299.0686029102356,1.3677145591258084e-11,73114670990.9385,74399577949.74811,False,False,1.3800008493744352e-11,0.008983080692275219,,
0,0.0025,2000,2,0,3.0,0.02,0.04,20,299.0686029102356,1.2894686865290163e-11,77551320977.9288,77855082594.80925,True,False,1.3800008493744352e-11,0.07020888819651193,0.06803690984629832,1.3306330791615809e-11
0,0.0025,2000,2,0,3.0,0.04,0.08,39,299.0686029102356,1.494930110267161e-11,66892759275.63521,67567685963.68005,True,False,1.3800008493744352e-11,-0.07687935382623788,-0.23910999093838267,4.8065436513835395e-12
0,0.0025,2000,2,0,3.0,0.08,0.16,79,299.0686029102356,1.291635565446267e-11,77421219015.0164,78476469286.1105,True,False,1.3800008493744352e-11,0.06841348000326812,0.19650323083304638,4.496887076795458e-12
0,0.0025,2000,2,1,2.0,0.005,0.01,5,299.0849310222226,1.1818907382341602e-11,84610190066.64528,94302812970.59172,False,False,1.3800008493744352e-11,0.16762134157702882,,
0,0.0025,2000,2,1,2.0,0.01,0.02,10,299.0849310222226,9.979324815807011e-12,100207180190.79047,102850086881.6775,False,False,1.3800008493744352e-11,0.38285993776707905,,
0,0.0025,2000,2,1,2.0,0.02,0.04,20,299.0849310222226,1.1273180179371817e-11,88706113455.88585,89344494913.40604,True,False,1.3800008493744352e-11,0.22414511913827478,0.1898967005964307,1.3306330791615809e-11
0,0.0025,2000,2,1,2.0,0.04,0.08,39,299.0849310222226,1.4258112748857477e-11,70135509349.23918,70622488340.03836,True,False,1.3800008493744352e-11,-0.032129375267412844,-0.09530845620870668,4.8065436513835395e-12
0,0.0025,2000,2,1,2.0,0.08,0.16,79,299.0849310222226,1.1575387330885288e-11,86390197702.65604,86505955607.5894,True,False,1.3800008493744352e-11,0.19218546207290713,0.49470247414893037,4.496887076795458e-12
0,0.0025,2000,2,1,3.0,0.005,0.01,5,299.0849310222226,1.2064333809747555e-11,82888953154.7971,91078053140.36565,False,False,1.3800008493744352e-11,0.14386825757377772,,
0,0.0025,2000,2,1,3.0,0.01,0.02,10,299.0849310222226,1.0427648026256693e-11,95898902368.20537,98763072739.46716,False,False,1.3800008493744352e-11,0.32340566722199443,,
0,0.0025,2000,2,1,3.0,0.02,0.04,20,299.0849310222226,1.1267870484356897e-11,88747913937.09155,89745122872.98714,True,False,1.3800008493744352e-11,0.22472196613395612,0.1902957358449957,1.3306330791615809e-11
0,0.0025,2000,2,1,3.0,0.04,0.08,39,299.0849310222226,1.482469884756551e-11,67454995901.26369,67902072705.223785,True,False,1.3800008493744352e-11,-0.06912048361707072,-0.21318652822932488,4.8065436513835395e-12
0,0.0025,2000,2,1,3.0,0.08,0.16,79,299.0849310222226,1.17675963167023e-11,84979121741.34094,85151800520.44559,True,False,1.3800008493744352e-11,0.17271260182144024,0.4519597984858395,4.496887076795458e-12
0,0.0025,2000,4,0,2.0,0.01,0.02,5,299.0815468261454,1.5508576853337843e-11,64480449073.879684,64757843166.53424,False,False,1.3800008493744352e-11,-0.11016925510001024,,
0,0.0025,2000,4,0,2.0,0.02,0.04,10,299.0815468261454,1.6005315946133093e-11,62479241482.365204,62763106641.70932,True,False,1.3800008493744352e-11,-0.13778593686065577,-0.16573370126784193,1.3306330791615809e-11
0,0.0025,2000,4,0,2.0,0.04,0.08,20,299.0815468261454,1.4150345622526678e-11,70669651941.79056,71664731312.50166,True,False,1.3800008493744352e-11,-0.024758202953333235,-0.07288753711442592,4.8065436513835395e-12
0,0.0025,2000,4,0,2.0,0.08,0.16,39,299.0815468261454,1.1910097000479006e-11,83962372427.34308,84332113373.3929,True,False,1.3800008493744352e-11,0.15868145265226108,0.42027105884369287,4.496887076795458e-12
0,0.0025,2000,4,0,3.0,0.01,0.02,5,299.0815468261454,1.5622453633566238e-11,64010431616.92672,64207255543.424446,False,False,1.3800008493744352e-11,-0.11665549999816929,,
0,0.0025,2000,4,0,3.0,0.02,0.04,10,299.0815468261454,1.6494876198757077e-11,60624886658.764496,60783943200.667206,True,False,1.3800008493744352e-11,-0.1633760491767613,-0.20252523007399875,1.3306330791615809e-11
0,0.0025,2000,4,0,3.0,0.04,0.08,20,299.0815468261454,1.3794082343155962e-11,72494855048.92303,73247990196.68695,True,False,1.3800008493744352e-11,0.00042961542790338807,0.0012329338955828907,4.8065436513835395e-12
0,0.0025,2000,4,0,3.0,0.08,0.16,39,299.0815468261454,1.1718394737221218e-11,85335920356.3687,85489900262.38873,True,False,1.3800008493744352e-11,0.1776364257393796,0.4629010515439759,4.496887076795458e-12
0,0.0025,2000,4,1,2.0,0.01,0.02,5,299.0556589943258,8.693618086563095e-12,115026907099.31296,118670958018.16101,False,False,1.3800008493744352e-11,0.5873722949796613,,
0,0.0025,2000,4,1,2.0,0.02,0.04,10,299.0556589943258,1.1345982278786513e-11,88136925955.69196,93606450941.08148,True,False,1.3800008493744352e-11,0.21629032680106602,0.18442546284089803,1.3306330791615809e-11
0,0.0025,2000,4,1,2.0,0.04,0.08,20,299.0556589943258,1.3162303345876453e-11,75974544403.22443,76742879069.33958,True,False,1.3800008493744352e-11,0.048449358072854484,0.13267436938481536,4.8065436513835395e-12
0,0.0025,2000,4,1,2.0,0.08,0.16,39,299.0556589943258,1.2976499194130286e-11,77062386783.97438,77428290872.26955,True,False,1.3800008493744352e-11,0.06346159216705895,0.18312874785392858,4.496887076795458e-12
0,0.0025,2000,4,1,3.0,0.01,0.02,5,299.0556589943258,8.648498029751377e-12,115627013680.28726,119975843543.17094,False,False,1.3800008493744352e-11,0.5956537708942586,,
0,0.0025,2000,4,1,3.0,0.02,0.04,10,299.0556589943258,1.218049012346161e-11,82098502594.22952,87212085352.29408,True,False,1.3800008493744352e-11,0.13296003312406002,0.12171036446074107,1.3306330791615809e-11
0,0.0025,2000,4,1,3.0,0.04,0.08,20,299.0556589943258,1.3359558773017385e-11,74852771486.71432,75317478082.98668,True,False,1.3800008493744352e-11,0.032968882296962786,0.09163543549639573,4.8065436513835395e-12
0,0.0025,2000,4,1,3.0,0.08,0.16,39,299.0556589943258,1.3133002021781918e-11,76144052848.04164,76862762945.21536,True,False,1.3800008493744352e-11,0.05078857605109335,0.14832626671998875,4.496887076795458e-12
0,0.0025,2000,4,2,2.0,0.01,0.02,5,299.0843312783451,1.1253223757439997e-11,88863424522.13806,90932053884.49312,False,False,1.3800008493744352e-11,0.22631601318871533,,
0,0.0025,2000,4,2,2.0,0.02,0.04,10,299.0843312783451,1.478024237231082e-11,67657889147.568474,68693536050.600105,True,False,1.3800008493744352e-11,-0.06632055509474129,-0.07366673006386595,1.3306330791615809e-11
0,0.0025,2000,4,2,2.0,0.04,0.08,20,299.0843312783451,1.4121354096118114e-11,70814738671.19406,71158379217.62451,True,False,1.3800008493744352e-11,-0.02275600485523544,-0.06685585852970773,4.8065436513835395e-12
0,0.0025,2000,4,2,2.0,0.08,0.16,39,299.0843312783451,1.1598981993047327e-11,86214462665.7254,86306902378.37964,True,False,1.3800008493744352e-11,0.18976031707061589,0.4894555862998245,4.496887076795458e-12
0,0.0025,2000,4,2,3.0,0.01,0.02,5,299.0843312783451,1.1598226223050447e-11,86220080619.96486,90233195450.11032,False,False,1.3800008493744352e-11,0.18983784488683772,,
0,0.0025,2000,4,2,3.0,0.02,0.04,10,299.0843312783451,1.5029414184762183e-11,66536192808.75674,68521463487.01505,True,False,1.3800008493744352e-11,-0.08179997409774523,-0.09239253933116316,1.3306330791615809e-11
0,0.0025,2000,4,2,3.0,0.04,0.08,20,299.0843312783451,1.3988479554494718e-11,71487397619.18474,72136342183.31583,True,False,1.3800008493744352e-11,-0.01347330565957097,-0.039211349031671866,4.8065436513835395e-12
0,0.0025,2000,4,2,3.0,0.08,0.16,39,299.0843312783451,1.1302462821649238e-11,88476291917.94868,88638258674.63918,True,False,1.3800008493744352e-11,0.2209735799626966,0.5553943493450803,4.496887076795458e-12
0,0.0025,2000,4,3,2.0,0.01,0.02,5,299.0855307661001,7.233620960847816e-12,138243350793.81805,151651059409.2612,False,False,1.3800008493744352e-11,0.9077594151583693,,
0,0.0025,2000,4,3,2.0,0.02,0.04,10,299.0855307661001,8.893187300183512e-12,112445624526.46925,117523409562.8306,True,False,1.3800008493744352e-11,0.5517505735496638,0.3687583955640559,1.3306330791615809e-11
0,0.0025,2000,4,3,2.0,0.04,0.08,20,299.0855307661001,1.3044830076509055e-11,76658721818.13896,79860307373.57422,True,False,1.3800008493744352e-11,0.05789101220990305,0.15711464869728625,4.8065436513835395e-12
0,0.0025,2000,4,3,2.0,0.08,0.16,39,299.0855307661001,1.107400143839998e-11,90301595639.35223,90315016271.65105,True,False,1.3800008493744352e-11,0.24616278682172882,0.6061986900696118,4.496887076795458e-12
0,0.0025,2000,4,3,3.0,0.01,0.02,5,299.0855307661001,7.37721751233088e-12,135552462473.62491,149366121904.7583,False,False,1.3800008493744352e-11,0.8706251334839862,,
0,0.0025,2000,4,3,3.0,0.02,0.04,10,299.0855307661001,9.184436746736278e-12,108879839621.66798,116535434369.26389,True,False,1.3800008493744352e-11,0.502542711576541,0.34687035962733626,1.3306330791615809e-11
0,0.0025,2000,4,3,3.0,0.04,0.08,20,299.0855307661001,1.2170799999051422e-11,82163867623.98026,85109393592.76395,True,False,1.3800008493744352e-11,0.13386207108981396,0.33895635052101725,4.8065436513835395e-12
0,0.0025,2000,4,3,3.0,0.08,0.16,39,299.0855307661001,1.1012227011880836e-11,90808153420.8406,90817709051.16179,True,False,1.3800008493744352e-11,0.25315328850884045,0.6199358432300519,4.496887076795458e-12
0,0.0025,5000,1,0,2.0,0.001,0.002,5,299.0682116269179,1.8885469768989788e-11,52950761205.9518,62993241865.03212,False,False,1.3800008493744352e-11,-0.26927904560763627,,
0,0.0025,5000,1,0,2.0,0.002,0.005,15,299.0682116269179,1.4279911509682784e-11,70028445156.81555,70308525930.71994,False,False,1.3800008493744352e-11,-0.033606862032234924,,
0,0.0025,5000,1,0,2.0,0.005,0.01,25,299.0682116269179,1.4385218196795441e-11,69515803397.59932,70826475500.22946,False,False,1.3800008493744352e-11,-0.040681322663667044,,
0,0.0025,5000,1,0,2.0,0.01,0.02,50,299.0682116269179,1.3312909466165069e-11,75115060501.35118,75141472085.36702,False,False,1.3800008493744352e-11,0.03658847292676716,,
0,0.0025,5000,1,0,2.0,0.02,0.04,100,299.0682116269179,1.3873613301944445e-11,72079275833.63202,72146275286.79698,True,False,1.3800008493744352e-11,-0.005305381272936083,-0.005531563084728863,1.3306330791615809e-11
0,0.0025,5000,1,0,2.0,0.04,0.08,199,299.0682116269179,1.4754225768744613e-11,67777192492.092834,67889242578.61984,True,False,1.3800008493744352e-11,-0.06467416792697299,-0.19852462480510183,4.8065436513835395e-12
0,0.0025,5000,1,0,2.0,0.08,0.16,398,299.0682116269179,1.2644925886005102e-11,79083104876.61774,79129115901.16447,True,False,1.3800008493744352e-11,0.09134751900900018,0.2568627114742621,4.496887076795458e-12
0,0.0025,5000,1,0,3.0,0.001,0.002,5,299.0682116269179,2.0408459196614188e-11,48999289479.23234,60084060580.1122,False,False,1.3800008493744352e-11,-0.3238093889991555,,
0,0.0025,5000,1,0,3.0,0.002,0.005,15,299.0682116269179,1.4412689238755199e-11,69383304075.62221,69420136351.74022,False,False,1.3800008493744352e-11,-0.04250981443236636,,
0,0.0025,5000,1,0,3.0,0.005,0.01,25,299.0682116269179,1.462480274991116e-11,68376990589.2286,70209770208.16423,False,False,1.3800008493744352e-11,-0.05639694909196773,,
0,0.0025,5000,1,0,3.0,0.01,0.02,50,299.0682116269179,1.3379861958279862e-11,74739186631.23201,74744118820.68604,False,False,1.3800008493744352e-11,0.03140141032654598,,
0,0.0025,5000,1,0,3.0,0.02,0.04,100,299.0682116269179,1.3919590076774573e-11,71841196075.77687,71921184274.54092,True,False,1.3800008493744352e-11,-0.008590883953525913,-0.00898681874837866,1.3306330791615809e-11
0,0.0025,5000,1,0,3.0,0.04,0.08,199,299.0682116269179,1.4970266735980024e-11,66799076972.79485,67015450648.90071,True,False,1.3800008493744352e-11,-0.07817217040114827,-0.24347188481245127,4.8065436513835395e-12
0,0.0025,5000,1,0,3.0,0.08,0.16,398,299.0682116269179,1.2762020983639918e-11,78357495359.23308,78406441974.415,True,False,1.3800008493744352e-11,0.08133410150595001,0.2308235658085764,4.496887076795458e-12
0,0.0025,5000,2,0,2.0,0.002,0.005,8,299.0791718658181,1.4396346740231573e-11,69462066873.21803,74732176916.22765,False,False,1.3800008493744352e-11,-0.04142288715655297,,
0,0.0025,5000,2,0,2.0,0.005,0.01,12,299.0791718658181,1.1116977694667916e-11,89952505749.79874,93316669659.91763,False,False,1.3800008493744352e-11,0.24134534338081018,,
0,0.0025,5000,2,0,2.0,0.01,0.02,25,299.0791718658181,1.0613655480933369e-11,94218245711.5199,95568893401.39726,False,False,1.3800008493744352e-11,0.3002125910846669,,
