a_over_h,step_over_L0,source_traction_MPa,source_Haa,gradient_FD_error,Haa_FD_error,nearest_cutoff_crossing_distance_over_h,stencil_avoids_cutoff_crossing
1.4199999999999997,1e-05,6842.173204758798,-5.5480348506865775,-2.967249224106183e-09,-4.423337252035253e-08,0.1334374290339997,True
1.7799999999999998,4e-05,4718.28292458062,0.8277457953947699,3.174796536775659e-09,0.00025424746671753873,0.15089833780600026,True
1.7799999999999998,2e-05,4718.28292458062,0.8277457953947699,1.0612094536455174e-09,9.508739132058075e-05,0.15089833780600026,True
1.7799999999999998,1e-05,4718.28292458062,0.8277457953947699,3.2291114226978834e-10,2.234960608116232e-05,0.15089833780600026,True
2.2299999999999995,4e-05,1233.8940144368319,-2.8766805370211013,-5.956627080472288e-09,-3.1863391924957796e-09,0.05656257096600026,True
2.2299999999999995,2e-05,1233.8940144368319,-2.8766805370211013,-1.5101838668485357e-09,-7.879106256325485e-10,0.05656257096600026,True
2.2299999999999995,1e-05,1233.8940144368319,-2.8766805370211013,-3.500008061152471e-10,-2.4737056847357053e-10,0.05656257096600026,True
3.4,4e-05,0.0,0.0,0.0,0.0,0.8060901343840001,True
3.4,2e-05,0.0,0.0,0.0,0.0,0.8060901343840001,True
3.4,1e-05,0.0,0.0,0.0,0.0,0.8060901343840001,True
5.5,4e-05,0.0,0.0,0.0,0.0,2.906090134384,True
5.5,2e-05,0.0,0.0,0.0,0.0,2.906090134384,True
5.5,1e-05,0.0,0.0,0.0,0.0,2.906090134384,True
1.2099999999999997,4e-05,12854.163980106145,-1.3832350292334812,-2.5680732873567536e-08,0.0003792448209303245,0.07656257096600028,True
1.2099999999999997,2e-05,12854.163980106145,-1.3832350292334812,-6.394771157047785e-09,0.00018678820084527814,0.07656257096600028,True
1.2099999999999997,1e-05,12854.163980106145,-1.3832350292334812,-1.5722398938322613e-09,9.064549593684745e-05,0.07656257096600028,True
1.6199999999999999,4e-05,4012.251337527559,-0.15582859326870177,2.571364499104334e-08,-5.972309348428739e-06,0.026090134383999875,True
1.6199999999999999,2e-05,4012.251337527559,-0.15582859326870177,6.433234389646714e-09,2.4855915964350217e-08,0.026090134383999875,True
1.6199999999999999,1e-05,4012.251337527559,-0.15582859326870177,1.6509487110738519e-09,6.212495823332276e-09,0.026090134383999875,True
1.9299999999999995,4e-05,4939.188920686642,-0.6638075680371565,-3.2252309711822136e-09,1.7967927812279072e-08,0.0008983378060005709,True
1.9299999999999995,2e-05,4939.188920686642,-0.6638075680371565,-8.049447774993723e-10,4.506473638699049e-09,0.0008983378060005709,True
1.9299999999999995,1e-05,4939.188920686642,-0.6638075680371565,-1.9432211395553622e-10,1.1286200862770102e-09,0.0008983378060005709,True
2.7099999999999995,4e-05,0.0,0.0,0.0,0.0,0.11609013438399973,True
2.7099999999999995,2e-05,0.0,0.0,0.0,0.0,0.11609013438399973,True
2.7099999999999995,1e-05,0.0,0.0,0.0,0.0,0.11609013438399973,True
4.299999999999999,4e-05,0.0,0.0,0.0,0.0,1.7060901343839991,True
4.299999999999999,2e-05,0.0,0.0,0.0,0.0,1.7060901343839991,True
4.299999999999999,1e-05,0.0,0.0,0.0,0.0,1.7060901343839991,True
6.199999999999999,4e-05,0.0,0.0,0.0,0.0,3.6060901343839995,True
6.199999999999999,2e-05,0.0,0.0,0.0,0.0,3.6060901343839995,True
6.199999999999999,1e-05,0.0,0.0,0.0,0.0,3.6060901343839995,True
0.9849999999999999,4e-05,-1955.2158490703184,20.878110673451364,-2.5262098385381293e-08,-4.5025981165736084e-07,0.30156257096600014,True
0.9849999999999999,2e-05,-1955.2158490703184,20.878110673451364,-6.336438734821925e-09,-1.1255009013666495e-07,0.30156257096600014,True
0.9849999999999999,1e-05,-1955.2158490703184,20.878110673451364,-1.556581669115431e-09,-2.8281387898232424e-08,0.30156257096600014,True
1.0149999999999997,4e-05,1835.0056169251388,18.39295935022696,-3.0343779516828207e-08,9.200921063268197e-06,0.27156257096600034,True
1.0149999999999997,2e-05,1835.0056169251388,18.39295935022696,-7.556798881092064e-09,3.8077400255076554e-06,0.27156257096600034,True
1.0149999999999997,1e-05,1835.0056169251388,18.39295935022696,-1.9723770672275265e-09,1.185393934122203e-06,0.27156257096600034,True
1.0649999999999997,4e-05,7151.2623269417045,14.605604041867348,-4.390867580639224e-08,-1.3748363123511353e-06,0.2215625709660003,True
1.0649999999999997,2e-05,7151.2623269417045,14.605604041867348,-1.0996634602911115e-08,-3.437028013308918e-07,0.2215625709660003,True
1.0649999999999997,1e-05,7151.2623269417045,14.605604041867348,-2.709687141333461e-09,-8.578133936509857e-08,0.2215625709660003,True
1.0949999999999998,4e-05,9691.680753349918,11.545874277606002,1.6705981487064037e-08,3.0906959231913333e-06,0.19156257096600027,True
1.0949999999999998,2e-05,9691.680753349918,11.545874277606002,4.2147583201312955e-09,8.15116198538135e-07,0.19156257096600027,True
1.0949999999999998,1e-05,9691.680753349918,11.545874277606002,1.0332754651898313e-09,2.0381629894927755e-07,0.19156257096600027,True
1.045,4e-05,5167.686586166177,16.173163667497242,-3.748103361012056e-08,-1.4739776368344337e-06,0.2415625709660001,True
1.045,2e-05,5167.686586166177,16.173163667497242,-9.373135601009608e-09,-3.5133676590248797e-07,0.2415625709660001,True
1.045,1e-05,5167.686586166177,16.173163667497242,-2.3766488776999495e-09,-9.056480720914806e-08,0.2415625709660001,True
1.2549999999999997,4e-05,12193.002006216373,-3.07660296796585,1.2848137198595566e-07,2.2159479355021716e-05,0.03156257096600035,True
1.2549999999999997,2e-05,12193.002006216373,-3.07660296796585,3.206544119116472e-08,2.0019925641712177e-06,0.03156257096600035,True
1.2549999999999997,1e-05,12193.002006216373,-3.07660296796585,8.055480504864931e-09,1.7092948523256268e-07,0.03156257096600035,True
1.5549999999999997,4e-05,4223.3173136460255,-0.9598397042596563,6.236858074437635e-08,0.0029130756435836735,0.038909865616000294,True
1.5549999999999997,2e-05,4223.3173136460255,-0.9598397042596563,1.9850508348184803e-08,0.0008761252171963774,0.038909865616000294,True
1.5549999999999997,1e-05,4223.3173136460255,-0.9598397042596563,5.756227050568441e-09,7.774376458058452e-05,0.038909865616000294,True
1.8549999999999998,4e-05,4958.05538162941,0.33758173393615254,-4.302975642467288e-09,1.8216384080615988e-05,0.0758983378060003,True
1.8549999999999998,2e-05,4958.05538162941,0.33758173393615254,-1.0444710651924538e-09,-3.5636921191795068e-09,0.0758983378060003,True
1.8549999999999998,1e-05,4958.05538162941,0.33758173393615254,-2.423349299007782e-10,-9.01932417640694e-10,0.0758983378060003,True
2.455,4e-05,-306.6187205723397,1.5212189106347462,2.2926728432404175e-09,1.0001808048443195e-08,0.13890986561599972,True
2.455,2e-05,-306.6187205723397,1.5212189106347462,5.857049428792394e-10,2.5077158127828625e-09,0.13890986561599972,True
2.455,1e-05,-306.6187205723397,1.5212189106347462,1.6659575108324276e-10,6.142650832430263e-10,0.13890986561599972,True
3.7499999999999996,4e-05,0.0,0.0,0.0,0.0,1.1560901343839998,True
3.7499999999999996,2e-05,0.0,0.0,0.0,0.0,1.1560901343839998,True
3.7499999999999996,1e-05,0.0,0.0,0.0,0.0,1.1560901343839998,True
