model,radius,coordinate,mode_index,planes,q_cubic_fraction,predicted_mode_variance_m2,actual_MD_mode_variance_m2,mode_variance_relative_difference,MD_empirical_block_mode_range_m2,conjugate_mode_index,conjugate_modes_independent,source_temperature_K,kinetic_calibration
separate_range,12.0,transverse,10,12,0.8333333333333334,8.72891114745218e-25,6.809068641993113e-25,0.2819537599634332,4.720363270708013e-25,2,False,300,False
separate_range,12.0,transverse,11,12,0.9166666666666666,9.109101977943338e-25,9.544322813340968e-25,-0.04559997015076678,5.604293474382638e-25,1,False,300,False
separate_range,16.0,normal,1,12,0.08333333333333333,2.1977978239640813e-25,1.6287273053160335e-25,0.34939582383781986,1.156778975698911e-25,11,False,300,False
separate_range,16.0,normal,2,12,0.16666666666666666,1.9645120455816583e-25,2.0018630373033496e-25,-0.018658115478272563,9.771371185839643e-26,10,False,300,False
separate_range,16.0,normal,3,12,0.25,1.3757861789367294e-25,2.234817114872155e-25,-0.384385339730391,1.111534463271718e-25,9,False,300,False
separate_range,16.0,normal,4,12,0.3333333333333333,1.1054671255274208e-25,1.534355830374283e-25,-0.27952362571740685,5.0439749309525364e-26,8,False,300,False
separate_range,16.0,normal,5,12,0.4166666666666667,1.0933486768925548e-25,1.374316551533673e-25,-0.2044418910094412,1.1534432116399411e-26,7,False,300,False
separate_range,16.0,normal,6,12,0.5,1.1347799084953321e-25,1.6735368072084394e-25,-0.32192712845783555,6.221381324517737e-26,6,False,300,False
separate_range,16.0,normal,7,12,0.5833333333333334,1.093348676892555e-25,1.3743165515336726e-25,-0.20444189100944077,1.1534432116399457e-26,5,False,300,False
separate_range,16.0,normal,8,12,0.6666666666666666,1.1054671255274215e-25,1.534355830374283e-25,-0.2795236257174064,5.0439749309525364e-26,4,False,300,False
separate_range,16.0,normal,9,12,0.75,1.3757861789367333e-25,2.234817114872155e-25,-0.38438533973038924,1.111534463271718e-25,3,False,300,False
separate_range,16.0,normal,10,12,0.8333333333333334,1.9645120455816673e-25,2.0018630373033496e-25,-0.01865811547826801,9.771371185839639e-26,2,False,300,False
separate_range,16.0,normal,11,12,0.9166666666666666,2.197797823964096e-25,1.6287273053160333e-25,0.34939582383782897,1.1567789756989106e-25,1,False,300,False
separate_range,16.0,slip_110,1,12,0.08333333333333333,9.109196323727728e-25,1.0195807473230298e-24,-0.10657431030897091,2.2301288727548764e-25,11,False,300,False
separate_range,16.0,slip_110,2,12,0.16666666666666666,8.728933967495495e-25,1.28680768831255e-24,-0.32165979059838024,4.280836190581922e-25,10,False,300,False
separate_range,16.0,slip_110,3,12,0.25,8.295487468519553e-25,1.092683457384956e-24,-0.24081513155030543,5.218205305588863e-25,9,False,300,False
separate_range,16.0,slip_110,4,12,0.3333333333333333,7.943629981660721e-25,1.1583231714691442e-24,-0.31421297809440163,4.349924972360571e-25,8,False,300,False
separate_range,16.0,slip_110,5,12,0.4166666666666667,7.729364314794168e-25,9.34117897808894e-25,-0.17254938237191597,3.645053277654598e-25,7,False,300,False
separate_range,16.0,slip_110,6,12,0.5,7.659076265445368e-25,1.2343440824923194e-24,-0.3795023305024816,1.0488318028437323e-24,6,False,300,False
separate_range,16.0,slip_110,7,12,0.5833333333333334,7.72936431479417e-25,9.34117897808894e-25,-0.17254938237191575,3.645053277654598e-25,5,False,300,False
separate_range,16.0,slip_110,8,12,0.6666666666666666,7.943629981660726e-25,1.1583231714691442e-24,-0.3142129780944013,4.349924972360571e-25,4,False,300,False
separate_range,16.0,slip_110,9,12,0.75,8.295487468519566e-25,1.0926834573849559e-24,-0.2408151315503041,5.218205305588861e-25,3,False,300,False
separate_range,16.0,slip_110,10,12,0.8333333333333334,8.728933967495528e-25,1.2868076883125498e-24,-0.32165979059837757,4.280836190581927e-25,2,False,300,False
separate_range,16.0,slip_110,11,12,0.9166666666666666,9.109196323727796e-25,1.0195807473230296e-24,-0.10657431030896403,2.2301288727548764e-25,1,False,300,False
separate_range,16.0,transverse,1,12,0.08333333333333333,9.10919632372774e-25,9.54432281334097e-25,-0.04559008513469531,5.604293474382638e-25,11,False,300,False
separate_range,16.0,transverse,2,12,0.16666666666666666,8.72893396749548e-25,6.809068641993113e-25,0.28195711138262136,4.720363270708013e-25,10,False,300,False
separate_range,16.0,transverse,3,12,0.25,8.295487468519516e-25,6.904436982866038e-25,0.20147196492711728,5.43198426497633e-25,9,False,300,False
separate_range,16.0,transverse,4,12,0.3333333333333333,7.943629981660738e-25,1.3102139234220542e-24,-0.3937150384638458,7.505413010329206e-25,8,False,300,False
separate_range,16.0,transverse,5,12,0.4166666666666667,7.729364314794191e-25,1.3487733774781016e-24,-0.4269338019374064,6.079796709107553e-25,7,False,300,False
separate_range,16.0,transverse,6,12,0.5,7.659076265445344e-25,1.1831538686827305e-24,-0.35265594203967654,9.68705991238627e-25,6,False,300,False
separate_range,16.0,transverse,7,12,0.5833333333333334,7.729364314794194e-25,1.3487733774781016e-24,-0.42693380193740615,6.079796709107553e-25,5,False,300,False
separate_range,16.0,transverse,8,12,0.6666666666666666,7.943629981660742e-25,1.3102139234220542e-24,-0.3937150384638455,7.505413010329206e-25,4,False,300,False
separate_range,16.0,transverse,9,12,0.75,8.295487468519531e-25,6.904436982866038e-25,0.2014719649271195,5.431984264976328e-25,3,False,300,False
separate_range,16.0,transverse,10,12,0.8333333333333334,8.72893396749551e-25,6.809068641993113e-25,0.2819571113826258,4.720363270708013e-25,2,False,300,False
separate_range,16.0,transverse,11,12,0.9166666666666666,9.109196323727803e-25,9.544322813340968e-25,-0.04559008513468854,5.604293474382638e-25,1,False,300,False
