model,role,radius_A,target_density,predicted_density,normalized_value_residual,reference_log_slope,predicted_log_slope,reference_log_curvature,predicted_log_curvature
single_exponential,fit,5.5,0.0012357100820639712,0.0015507965558553478,0.37063469579073044,-1.9372870052286795,-1.2382152150226402,-5.761531785695413,0.0
single_exponential,fit,5.75,0.0005642356030543825,0.0011379346425195345,0.6748394064938128,-5.044167497664842,-1.2382152150226402,-23.254120138767405,0.0
single_exponential,fit,6.0,5.12771128073314e-05,0.0008349871849772432,0.9218743689364186,-16.197843697851983,-1.2382152150226402,-74.34656835220204,0.0
single_exponential,heldout,2.125,0.08277496053374682,0.10126542667784645,2.2338236134297142,0.18324001731445644,-1.2382152150226402,-0.32690113310337354,0.0
single_exponential,heldout,2.375,0.08528902694674166,0.07430596661512828,-1.2877460002529633,0.03400683229432248,-1.2382152150226402,-0.8644531531872317,0.0
single_exponential,heldout,2.625,0.08320294157841102,0.05452380793470211,-3.446889388722092,-0.26000703172748996,-1.2382152150226402,-1.5312596201356234,0.0
single_exponential,heldout,2.875,0.07348911159939231,0.04000816848394284,-4.555905274506859,-0.7738242466792578,-1.2382152150226402,-2.367918864097615,0.0
single_exponential,heldout,3.125,0.056160771467157165,0.029356965444462448,-4.772691920439446,-1.385633669123192,-1.2382152150226402,-2.523720409225588,0.0
single_exponential,heldout,3.375,0.03667102396124151,0.021541386490942616,-4.1257744769520945,-2.014558122099566,-1.2382152150226402,-2.2340685574169212,-2.220446049250313e-16
single_exponential,heldout,3.625,0.021163061932657986,0.01580651558929072,-2.531082865235705,-2.302523316501245,-1.2382152150226402,-0.5214661719203102,0.0
single_exponential,heldout,3.875,0.01182695219594389,0.011598414762185441,-0.19323442757875225,-2.305434736712983,-1.2382152150226402,0.6051966408142695,0.0
single_exponential,heldout,4.125,0.006877117653330628,0.008510618563323571,1.921479223033806,-1.983142093512604,-1.2382152150226402,1.627574686344119,0.0
single_exponential,heldout,4.375,0.004378880864704822,0.006244873098221574,2.194957642882717,-1.648270319773925,-1.2382152150226402,1.4839474647684066,0.0
single_exponential,heldout,4.625,0.0030707685820401086,0.004582327327058797,1.778039243921212,-1.1609856215915375,-1.2382152150226402,2.2071477581290315,0.0
single_exponential,heldout,4.875,0.002436715707000741,0.0033623939833604647,1.0888708811595573,-0.7502745998867502,-1.2382152150226402,0.6991920413974754,0.0
single_exponential,heldout,5.125,0.002004511226123871,0.002467238259601871,0.5443035723609644,-0.8974893086651601,-1.2382152150226402,-1.2839865833981887,0.0
single_exponential,heldout,5.375,0.001517568449453753,0.0018103960034925764,0.34445163609969387,-1.4032896728399165,-1.23821521502264,-3.137704899945627,4.440892098500626e-16
single_exponential,heldout,5.625,0.0009164754558682655,0.0013284220430299176,0.4845707788642853,-2.9616735162810683,-1.2382152150226402,-11.471115537980499,0.0
single_exponential,heldout,5.875,0.00023922217920386925,0.0009747619421404754,0.8652118670714455,-9.094675791838176,-1.2382152150226402,-42.93178975521936,0.0
quadratic_start_0,fit,2.0,0.08075123337254307,0.08087022337514672,0.014735378969965256,0.20682238748597095,-1.9239279408372032,-0.04350826186358097,28.327575195382195
quadratic_start_0,fit,2.25,0.08441533996452667,0.08261790383729053,-0.21292766551570638,0.12518362716599196,0.7530211482531506,-0.5968173978176808,-1.662383760722403
quadratic_start_0,fit,2.5,0.08501267619297094,0.09032262269492998,0.6246064398567985,-0.09214193579643445,-0.09865219668099769,-1.164668285697708,-3.5421383007611134
quadratic_start_0,fit,2.75,0.07947647630483151,0.0799042345161386,0.05382199000197484,-0.48443042272441394,-0.8311288956798573,-2.0590069545462035,-2.3474129381460553
quadratic_start_0,fit,3.0,0.06548302946950739,0.06089663488784709,-0.7003943798592859,-1.0734017915729002,-1.3087108532345415,-2.408697569252208,-1.5434915892485148
quadratic_start_0,fit,3.25,0.046292700852482,0.042071052026335216,-0.9119469696960744,-1.706863507925773,-1.630133121954005,-2.559349963383949,-1.0682525452060656
quadratic_start_0,fit,3.5,0.02808799530726896,0.02716256964314965,-0.32947373210355774,-2.22150034487132,-1.8579128507063574,-0.8029461638985538,-0.7762361934692148
quadratic_start_0,fit,3.75,0.015824313335818047,0.016697839167861363,0.5520149996436852,-2.3393344620131713,-2.026714820508148,-0.10586742583348663,-0.5869963127375089
quadratic_start_0,fit,4.0,0.008926165229966457,0.009891942986577163,1.0819626701155463,-2.181536817119835,-2.156409949371827,1.2558044311473777,-0.4583461220376961
quadratic_start_0,fit,4.25,0.005434943781013158,0.005693480900946462,0.3041159642433192,-1.7963354095360444,-2.2589951175484244,1.0310590036076772,-0.3672921905544664
quadratic_start_0,fit,4.5,0.003610676216321006,0.003202210797037557,-0.4804758979193527,-1.4271493726732558,-2.3420764723404157,2.002313729776891,-0.3006502884295008
quadratic_start_0,fit,4.75,0.0026994439415409226,0.0017673572158462228,-1.0964091091297359,-0.9098093696035269,-2.41068572582381,1.7907252718342628,-0.2504884156550995
quadratic_start_0,fit,5.0,0.002222145081333769,0.000960226803346498,-1.4843883694742568,-0.7589346719117754,-2.4682743984675515,-0.9180205344524007,-0.21182701650561686
quadratic_start_0,fit,5.25,0.0017712363154929564,0.0005148195676090647,-1.4779169462115762,-1.0950386665467335,-2.5172844210112597,-1.913014615881767,-0.1814221928315396
quadratic_start_0,fit,5.5,0.0012357100820639712,0.0002728966374128222,-1.132552800085544,-1.9372870052286795,-2.5594898773094026,-5.761531785695413,-0.1570917948330619
quadratic_start_0,fit,5.75,0.0005642356030543825,0.00014324089964288316,-0.49521403426458444,-5.044167497664842,-2.5962095348467473,-23.254120138767405,-0.13732630702119408
quadratic_start_0,fit,6.0,5.12771128073314e-05,7.454191050687738e-05,0.027366269057025133,-16.197843697851983,-2.6284434644711703,-74.34656835220204,-0.12105565775531435
quadratic_start_0,heldout,2.125,0.08277496053374682,0.0756670176637552,-0.8587068872227067,0.18324001731445644,0.43642584844701465,-0.32690113310337354,8.873296257635745
quadratic_start_0,heldout,2.375,0.08528902694674166,0.08884536897916409,0.4169753319665812,0.03400683229432248,0.36785406389156294,-0.8644531531872317,-3.772253222579516
quadratic_start_0,heldout,2.625,0.08320294157841102,0.08691779889484576,0.4464814880293426,-0.26000703172748996,-0.503069624094328,-1.5312596201356234,-2.92003406688136
quadratic_start_0,heldout,2.875,0.07348911159939231,0.07080000436058576,-0.3659191382616728,-0.7738242466792578,-1.0949208981499474,-2.367918864097615,-1.8927080729993913
quadratic_start_0,heldout,3.125,0.056160771467157165,0.05112502244036502,-0.8966666402966084,-1.385633669123192,-1.4841780679135057,-2.523720409225588,-1.275642571801844
quadratic_start_0,heldout,3.375,0.03667102396124151,0.03404544884117376,-0.7159808580318835,-2.014558122099566,-1.7530984933999423,-2.2340685574169212,-0.9055825924003127
quadratic_start_0,heldout,3.625,0.021163061932657986,0.02140923121126065,0.11632025620204993,-2.302523316501245,-1.948201393115466,-0.5214661719203102,-0.6720167816855822
quadratic_start_0,heldout,3.875,0.01182695219594389,0.012904103272177498,0.9107596432181592,-2.305434736712983,-2.0955683439615966,0.6051966408142695,-0.5168417550700375
quadratic_start_0,heldout,4.125,0.006877117653330628,0.007528698291120077,0.7664511540730954,-1.983142093512604,-2.21053968251404,1.627574686344119,-0.4091049061026446
quadratic_start_0,heldout,4.375,0.004378880864704822,0.004280949003871565,-0.11519677443274541,-1.648270319773925,-2.3026133416122168,1.4839474647684066,-0.33150443411127295
quadratic_start_0,heldout,4.625,0.0030707685820401086,0.002384060721618302,-0.8077711362280174,-1.1609856215915375,-2.377945496476623,2.2071477581290315,-0.27387196133211766
quadratic_start_0,heldout,4.875,0.002436715707000741,0.0013050584918421046,-1.3311629110344423,-0.7502745998867502,-2.4406861640485142,0.6991920413974754,-0.22995385236457455
quadratic_start_0,heldout,5.125,0.002004511226123871,0.0007041725462670176,-1.5295821024445866,-0.8974893086651601,-2.493728166022621,-1.2839865833981887,-0.1957482554708374
quadratic_start_0,heldout,5.375,0.001517568449453753,0.00037531769981996734,-1.3436240344216217,-1.4032896728399165,-2.5391465071398045,-3.137704899945627,-0.16860451411938548
quadratic_start_0,heldout,5.625,0.0009164754558682655,0.00019793868485477843,-0.8452113298756468,-2.9616735162810683,-2.578466690744606,-11.471115537980499,-0.14671360149698653
quadratic_start_0,heldout,5.875,0.00023922217920386925,0.00010343583689906662,-0.15972481797488663,-9.094675791838176,-2.6128344591418213,-42.93178975521936,-0.12880821047383417
quadratic_start_1,fit,2.0,0.08075123337254307,0.08087022351917918,0.01473539680652906,0.20682238748597095,-1.9239281333100173,-0.04350826186358097,28.327576695239934
quadratic_start_1,fit,2.25,0.08441533996452667,0.08261790325364045,-0.21292773465599377,0.12518362716599196,0.7530211907968947,-0.5968173978176808,-1.6623836814540225
quadratic_start_1,fit,2.5,0.08501267619297094,0.09032262287426039,0.6246064609513482,-0.09214193579643445,-0.09865217252857728,-1.164668285697708,-3.542138399409358
quadratic_start_1,fit,2.75,0.07947647630483151,0.07990423495431791,0.053822045135183134,-0.48443042272441394,-0.8311288898001606,-2.0590069545462035,-2.347412988701972
quadratic_start_1,fit,3.0,0.06548302946950739,0.060896635234082966,-0.7003943269851479,-1.0734017915729002,-1.3087108564735364,-2.408697569252208,-1.543491614920629
quadratic_start_1,fit,3.25,0.046292700852482,0.042071052203667504,-0.9119469313893253,-1.706863507925773,-1.6301331300088082,-2.559349963383949,-1.0682525594607866
quadratic_start_1,fit,3.5,0.02808799530726896,0.027162569692713988,-0.3294737144574644,-2.22150034487132,-1.8579128615402583,-0.8029461638985538,-0.7762362020599092
quadratic_start_1,fit,3.75,0.015824313335818047,0.016697839149232205,0.5520149878711951,-2.3393344620131713,-2.0267148330706966,-0.10586742583348663,-0.5869963182674303
quadratic_start_1,fit,4.0,0.008926165229966457,0.009891942942971677,1.0819626212642373,-2.181536817119835,-2.156409963075704,1.2558044311473777,-0.45834612578869205
quadratic_start_1,fit,4.25,0.005434943781013158,0.005693480855748107,0.3041159110767122,-1.7963354095360444,-2.25899513204248,1.0310590036076772,-0.367292193207966
quadratic_start_1,fit,4.5,0.003610676216321006,0.003202210759773841,-0.48047594175248165,-1.4271493726732558,-2.3420764874028865,2.002313729776891,-0.3006502903719728
quadratic_start_1,fit,4.75,0.0026994439415409226,0.0017673571885269124,-1.0964091412653088,-0.9098093696035269,-2.410685741308201,1.7907252718342628,-0.25048841711789915
quadratic_start_1,fit,5.0,0.002222145081333769,0.0009602267847461955,-1.4843883913537028,-0.7589346719117754,-2.4682744142734045,-0.9180205344524007,-0.21182701763367007
quadratic_start_1,fit,5.25,0.0017712363154929564,0.0005148195555855824,-1.4779169603547402,-1.0950386665467335,-2.517284437067486,-1.913014615881767,-0.181422193719178
quadratic_start_1,fit,5.5,0.0012357100820639712,0.0002728966299369382,-1.1325528088793901,-1.9372870052286795,-2.5594898935643315,-5.761531785695413,-0.15709179554373343
quadratic_start_1,fit,5.75,0.0005642356030543825,0.00014324089513380008,-0.4952140395685971,-5.044167497664842,-2.596209551261951,-23.254120138767405,-0.13732630759880937
quadratic_start_1,fit,6.0,5.12771128073314e-05,7.454190785320437e-05,0.027366265935522407,-16.197843697851983,-2.628443481017489,-74.34656835220204,-0.12105565823099784
quadratic_start_1,heldout,2.125,0.08277496053374682,0.07566701689791598,-0.8587069797433459,0.18324001731445644,0.4364258366666851,-0.32690113310337354,8.873297208110827
quadratic_start_1,heldout,2.375,0.08528902694674166,0.0888453688148614,0.4169753127023567,0.03400683229432248,0.36785410120758566,-0.8644531531872317,-3.7722533245153813
quadratic_start_1,heldout,2.625,0.08320294157841102,0.08691779926879104,0.4464815329730995,-0.26000703172748996,-0.5030696106191049,-1.5312596201356234,-2.9200341390627074
quadratic_start_1,heldout,2.875,0.07348911159939231,0.07080000477593305,-0.3659190817434636,-0.7738242466792578,-1.0949208975971179,-2.367918864097615,-1.8927081086578625
quadratic_start_1,heldout,3.125,0.056160771467157165,0.051125022701076356,-0.8966665938742876,-1.385633669123192,-1.4841780739125183,-2.523720409225588,-1.2756425907184195
quadratic_start_1,heldout,3.375,0.03667102396124151,0.03404544894692404,-0.7159808291943258,-2.014558122099566,-1.7530985030194277,-2.2340685574169212,-0.905582603364878
quadratic_start_1,heldout,3.625,0.021163061932657986,0.021409231220001382,0.11632026033223386,-2.302523316501245,-1.9482014049085463,-0.5214661719203102,-0.6720167885278272
quadratic_start_1,heldout,3.875,0.01182695219594389,0.012904103236995708,0.9107596134710281,-2.305434736712983,-2.0955683571500354,0.6051966408142695,-0.5168417595979848
quadratic_start_1,heldout,4.125,0.006877117653330628,0.007528698244827725,0.7664510996196257,-1.983142093512604,-2.2105396966471216,1.627574686344119,-0.40910490924269016
quadratic_start_1,heldout,4.375,0.004378880864704822,0.004280948962046578,-0.11519682363127547,-1.648270319773925,-2.302613356412603,1.4839474647684066,-0.33150443637282123
quadratic_start_1,heldout,4.625,0.0030707685820401086,0.0023840606893520927,-0.8077711741826034,-1.1609856215915375,-2.37794551176499,2.2071477581290315,-0.2738719630123505
quadratic_start_1,heldout,4.875,0.002436715707000741,0.0013050584691286027,-1.3311629377522247,-0.7502745998867502,-2.4406861797040658,0.6991920413974754,-0.22995385364564935
quadratic_start_1,heldout,5.125,0.002004511226123871,0.0007041725312294592,-1.5295821201331938,-0.8974893086651601,-2.493728181961154,-1.2839865833981887,-0.1957482564691606
quadratic_start_1,heldout,5.375,0.001517568449453753,0.0003753176902987371,-1.3436240456213988,-1.4032896728399165,-2.5391465233008996,-3.137704899945627,-0.168604514912027
quadratic_start_1,heldout,5.625,0.0009164754558682655,0.000197938679029089,-0.8452113367283771,-2.9616735162810683,-2.5784667070838228,-11.471115537980499,-0.14671360213656293
quadratic_start_1,heldout,5.875,0.00023922217920386925,0.00010343583343031593,-0.15972482205516134,-9.094675791838176,-2.612834475625762,-42.93178975521936,-0.12880821099720574
quadratic_start_2,fit,2.0,0.08075123337254307,0.08087022334160916,0.014735374816770286,0.20682238748597095,-1.923927895905438,-0.04350826186358097,28.327574845206495
quadratic_start_2,fit,2.25,0.08441533996452667,0.08261790397357975,-0.2129276493706294,0.12518362716599196,0.753021138319085,-0.5968173978176808,-1.6623837792194625
quadratic_start_2,fit,2.5,0.08501267619297094,0.09032262265307238,0.6246064349331092,-0.09214193579643445,-0.09865220232025586,-1.164668285697708,-3.54213827772876
quadratic_start_2,fit,2.75,0.07947647630483151,0.07990423441383954,0.05382197713036013,-0.48443042272441394,-0.8311288970529144,-2.0590069545462035,-2.3474129263428187
quadratic_start_2,fit,3.0,0.06548302946950739,0.060896634807008215,-0.7003943922042977,-1.0734017915729002,-1.3087108524786861,-2.408697569252208,-1.5434915832549776
quadratic_start_2,fit,3.25,0.046292700852482,0.04207105198492735,-0.9119469786408675,-1.706863507925773,-1.6301331200738332,-2.559349963383949,-1.0682525418781212
quadratic_start_2,fit,3.5,0.02808799530726896,0.02716256963157128,-0.3294737362257352,-2.22150034487132,-1.8579128481773715,-0.8029461638985538,-0.7762361914636182
quadratic_start_2,fit,3.75,0.015824313335818047,0.016697839172204923,0.5520150023885501,-2.3393344620131713,-2.0267148175755905,-0.10586742583348663,-0.5869963114464882
quadratic_start_2,fit,4.0,0.008926165229966457,0.009891942996753262,1.08196268151585,-2.181536817119835,-2.1564099461728174,1.2558044311473777,-0.4583461211619957
quadratic_start_2,fit,4.25,0.005434943781013158,0.0056934809114957295,0.3041159766523712,-1.7963354095360444,-2.2589951141649403,1.0310590036076772,-0.36729218993498325
quadratic_start_2,fit,4.5,0.003610676216321006,0.0032022108057353613,-0.4804758876881676,-1.4271493726732558,-2.3420764688242297,2.002313729776891,-0.300650287976012
quadratic_start_2,fit,4.75,0.0026994439415409226,0.0017673572222230759,-1.0964091016286746,-0.9098093696035269,-2.4106857222091227,1.7907252718342628,-0.250488415313594
quadratic_start_2,fit,5.0,0.002222145081333769,0.0009602268076882469,-1.4843883643670788,-0.7589346719117754,-2.468274394777817,-0.9180205344524007,-0.21182701624226397
quadratic_start_2,fit,5.25,0.0017712363154929564,0.0005148195704156642,-1.4779169429101866,-1.0950386665467335,-2.5172844172630744,-1.913014615881767,-0.18142219262431603
quadratic_start_2,fit,5.5,0.0012357100820639712,0.00027289663915790847,-1.1325527980328074,-1.9372870052286795,-2.559489873514828,-5.761531785695413,-0.1570917946671484
quadratic_start_2,fit,5.75,0.0005642356030543825,0.00014324090069544042,-0.49521403302646644,-5.044167497664842,-2.5962095310147566,-23.254120138767405,-0.13732630688634728
quadratic_start_2,fit,6.0,5.12771128073314e-05,7.454191112632864e-05,0.027366269785682663,-16.197843697851983,-2.628443460608569,-74.34656835220204,-0.1210556576442583
quadratic_start_2,heldout,2.125,0.08277496053374682,0.07566701784259897,-0.858706865616685,0.18324001731445644,0.4364258511941122,-0.32690113310337354,8.873296035747925
quadratic_start_2,heldout,2.375,0.08528902694674166,0.08884536901753977,0.41697533646606716,0.03400683229432248,0.3678540551787627,-0.8644531531872317,-3.7722531987772987
quadratic_start_2,heldout,2.625,0.08320294157841102,0.08691779880754713,0.4464814775370902,-0.26000703172748996,-0.5030696272407184,-1.5312596201356234,-2.920034050028991
quadratic_start_2,heldout,2.875,0.07348911159939231,0.07080000426361412,-0.3659191514570479,-0.7738242466792578,-1.0949208982793535,-2.367918864097615,-1.8927080646743277
quadratic_start_2,heldout,3.125,0.056160771467157165,0.05112502237949182,-0.8966666511357049,-1.385633669123192,-1.484178066513285,-2.523720409225588,-1.275642567385509
quadratic_start_2,heldout,3.375,0.03667102396124151,0.034045448816477676,-0.7159808647663792,-2.014558122099566,-1.753098491154476,-2.2340685574169212,-0.9055825898405034
quadratic_start_2,heldout,3.625,0.021163061932657986,0.021409231209213665,0.1163202552348061,-2.302523316501245,-1.9482013903625488,-0.5214661719203102,-0.6720167800881858
quadratic_start_2,heldout,3.875,0.01182695219594389,0.012904103280386235,0.9107596501588632,-2.305434736712983,-2.0955683408829193,0.6051966408142695,-0.5168417540129422
quadratic_start_2,heldout,4.125,0.006877117653330628,0.007528698301924144,0.766451166781867,-1.983142093512604,-2.210539679214828,1.627574686344119,-0.40910490536957234
quadratic_start_2,heldout,4.375,0.004378880864704822,0.004280949013633802,-0.11519676294947422,-1.648270319773925,-2.302613338157217,1.4839474647684066,-0.3315044335832962
quadratic_start_2,heldout,4.625,0.0030707685820401086,0.002384060729149757,-0.8077711273688033,-1.1609856215915375,-2.3779454929076995,2.2071477581290315,-0.27387196093985455
quadratic_start_2,heldout,4.875,0.002436715707000741,0.001305058497143926,-1.3311629047979352,-0.7502745998867502,-2.4406861603938688,0.6991920413974754,-0.22995385206549734
quadratic_start_2,heldout,5.125,0.002004511226123871,0.0007041725497771612,-1.5295820983156216,-0.8974893086651601,-2.4937281623019114,-1.2839865833981887,-0.19574825523776962
quadratic_start_2,heldout,5.375,0.001517568449453753,0.0003753177020424871,-1.3436240318072825,-1.4032896728399165,-2.539146503367136,-3.137704899945627,-0.16860451393433173
quadratic_start_2,heldout,5.625,0.0009164754558682655,0.00019793868621466751,-0.8452113282760159,-2.9616735162810683,-2.5784666869303545,-11.471115537980499,-0.14671360134767308
quadratic_start_2,heldout,5.875,0.00023922217920386925,0.00010343583770878086,-0.1597248170224237,-9.094675791838176,-2.612834455293783,-42.93178975521936,-0.12880821035164924
