name,seed,axis,sign,force_eV_A,restart_sha256,parts,block,real_A2_eV,imag_A2_eV,magnitude_A2_eV,phase_rad,offset_A,residual_rms_A,h2_real_A,h2_imag_A,h3_real_A,h3_imag_A
seed49277_axis0_sign-1,49277,0,-1,-3.3060871085275534,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,1,0,0.0023641188693583615,-3.6877066658060922e-06,0.002364121745519192,-0.001559863897986139,4.2988848685331236e-05,0.007801163207775806,4.501144509413284e-05,1.8831469403513153e-05,-2.226550034546769e-05,7.167528682593727e-06
seed49277_axis0_sign-1,49277,0,-1,-3.3060871085275534,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,0,0.002363060571233501,-7.661786823431743e-06,0.002363072992164171,-0.0032423036753353104,3.777208759926402e-05,0.007881966234842788,4.332841033075751e-05,1.574646986540002e-05,2.179565659279894e-06,2.0074874812869837e-05
seed49277_axis0_sign-1,49277,0,-1,-3.3060871085275534,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,1,0.002365177167483249,2.863734918129993e-07,0.0023651771848201696,0.0001210790863156774,4.820560977139852e-05,0.007719498932331931,4.669447985750808e-05,2.1916468941626316e-05,-4.671056635021488e-05,-5.7398174476824e-06
seed49277_axis0_sign+1,49277,0,1,3.3060871085275534,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,1,0,0.0023560008247442443,5.533525202974339e-06,0.002356007323014241,0.0023486897669609836,2.2303043668999508e-05,0.007877439606507476,3.522151016376334e-05,-1.4001181972167156e-05,-1.2227421165796357e-05,-1.3649342530691945e-05
seed49277_axis0_sign+1,49277,0,1,3.3060871085275534,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,0,0.0023586199371725897,1.0454347459367209e-05,0.002358643105984632,0.004432371164500606,3.2855099679083316e-05,0.007955389131304634,3.636838016907092e-05,7.2531693923092e-07,-2.8151480227804207e-05,-3.602700443821924e-05
seed49277_axis0_sign+1,49277,0,1,3.3060871085275534,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,1,0.0023533817123159253,6.127029465732708e-07,0.002353381792074532,0.0002603500016692507,1.175098765891568e-05,0.0077986749475821866,3.407464015845581e-05,-2.872768088356507e-05,3.6966378962116487e-06,8.72831937683528e-06
seed49277_axis1_sign-1,49277,1,-1,-1.4703460510306274,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,1,0,0.012037574523364727,-6.234300287357491e-05,0.012037735960535388,-0.005178987292286184,-7.671897150330737e-06,0.017672723872899476,-4.4286480459756516e-05,3.0634369611576963e-06,5.6075620967098035e-06,2.359245428175047e-05
seed49277_axis1_sign-1,49277,1,-1,-1.4703460510306274,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,0,0.01201213039568582,-8.961562448523618e-05,0.012012464676456329,-0.007460288806463764,1.868065953412928e-06,0.01763819081440783,2.0435572467759998e-05,-1.814294235528389e-05,-1.637952451126446e-05,3.847792083379051e-06
seed49277_axis1_sign-1,49277,1,-1,-1.4703460510306274,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,1,0.012063018651043757,-3.5070381261952586e-05,0.012063069630366534,-0.002907255925721921,-1.721186025407439e-05,0.017707099516567952,-0.00010900853338727379,2.4269816277599236e-05,2.7594648704683998e-05,4.333711648012183e-05
seed49277_axis1_sign+1,49277,1,1,1.4703460510306274,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,1,0,0.012042327762477349,-5.3361014706660456e-05,0.012042445986460693,-0.004431092270393262,-1.0545997630103441e-05,0.01781674132612508,5.5953814101555975e-05,3.8533881646226964e-05,-7.475215036226449e-05,-5.6278297696267586e-05
seed49277_axis1_sign+1,49277,1,1,1.4703460510306274,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,0,0.01200902730802307,-4.5986716666414435e-05,0.01200911535721735,-0.0038293269477629958,-0.00010505983935022473,0.01745861202474709,0.00013149521916642077,0.00012154335100954058,-8.113675174899933e-05,-7.996774581613701e-05
seed49277_axis1_sign+1,49277,1,1,1.4703460510306274,6570393756ee6dc6142e18ffebf4dc3eef3b00461546e46ef7180f8c58fc9a3a,2,1,0.012075628216931755,-6.0735312746946586e-05,0.012075780952459052,-0.005029535485049746,8.396784409001788e-05,0.018167251537893836,-1.9587590963308007e-05,-4.4475587717086454e-05,-6.836754897552856e-05,-3.2588849576398714e-05
