model,case,load_fraction,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,local_normal_MPa,local_shear1_MPa,local_shear2_MPa,a_over_L0,s1_over_L0,s2_over_L0,delta_a_angstrom,delta_s1_angstrom,delta_s2_angstrom,local_normal_opening_over_h,conjugate_work_eV_cell,force_residual,minimum_H,local_equilibrium_verified,dynamic_plasticity_inferred
source_Al99_only,biaxial_opposite25MPa,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260692,-2.2615382587845332e-18,1.322951217031349e-16,0.0,0.0,0.0,0.0,0.0,4.0024300145742074e-15,4.39354662111037,True,False
source_Al99_only,biaxial_opposite25MPa,0.5,12.5,-12.5,0.0,0.0,0.0,0.0,-2.2482909287922576e-16,-10.206207261596575,-1.7989716779971275e-16,0.816498400077342,-0.00029490988812686664,1.4891516693258375e-07,1.6739173009444377e-07,-0.000844557766020561,4.264606432773401e-07,7.15878966149217e-08,3.8211495217393905e-07,4.033075032903118e-16,4.389115202568743,True,False
source_Al99_only,biaxial_opposite25MPa,1.0,25.0,-25.0,0.0,0.0,0.0,0.0,-4.496581857584515e-16,-20.41241452319315,-3.597943355994255e-16,0.8164985757268204,-0.0005898190569534205,5.95695967741471e-07,6.70413626131987e-07,-0.0016891134721215067,1.705943665798817e-06,2.86713694456071e-07,1.5284579446999067e-06,1.2776238400569184e-15,4.384716377316354,True,False
source_Al99_only,biaxial_opposite25MPa,0.5,12.5,-12.5,0.0,0.0,0.0,0.0,-2.2482909287922576e-16,-10.206207261596575,-1.7989716779971275e-16,0.816498400077342,-0.00029490988812685005,1.4891516704961933e-07,1.6739173009444377e-07,-0.0008445577660205135,4.2646064361250453e-07,7.15878966149217e-08,3.8211495217391756e-07,1.0323996661083942e-15,4.389115202568745,True,False
source_Al99_only,biaxial_opposite25MPa,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260693,-5.78372528227067e-17,-9.934420906615019e-17,3.179437228834644e-16,-1.591567567816212e-16,-6.633646533847244e-16,1.3597399555105182e-16,0.0,3.1246645141228168e-15,4.393546621110368,True,False
source_Al99_only,biaxial_opposite25MPa,-0.5,-12.5,12.5,-0.0,-0.0,-0.0,-0.0,2.2482909287922576e-16,10.206207261596575,1.7989716779971275e-16,0.8164984000773421,0.00029490988812667826,1.4891516692594548e-07,1.6739173041238751e-07,0.0008445577660200346,4.2646064325832956e-07,7.15878967508957e-08,3.821149521737009e-07,3.0662052739618597e-15,4.389115202568744,True,False
source_Al99_only,biaxial_opposite25MPa,-1.0,-25.0,25.0,-0.0,-0.0,-0.0,-0.0,4.496581857584515e-16,20.41241452319315,3.597943355994255e-16,0.8164985757268204,0.000589819056953473,5.956959675932668e-07,6.70413626131987e-07,0.00168911347212167,1.7059436653743927e-06,2.86713694456071e-07,1.5284579447000545e-06,1.0104610179650935e-15,4.38471637731635,True,False
source_Al99_only,biaxial_opposite25MPa,-0.5,-12.5,12.5,-0.0,-0.0,-0.0,-0.0,2.2482909287922576e-16,10.206207261596575,1.7989716779971275e-16,0.816498400077342,0.00029490988812684544,1.4891516705011714e-07,1.6739173009444377e-07,0.0008445577660205133,4.264606436139302e-07,7.15878966149217e-08,3.821149521739175e-07,1.027385966795111e-15,4.389115202568746,True,False
source_Al99_only,biaxial_opposite25MPa,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260693,4.7575806403958474e-17,-1.044668896297557e-16,3.179437228834644e-16,1.4272331368779492e-16,-6.780348961504552e-16,1.3597399555105182e-16,0.0,3.1246645141228168e-15,4.393546621110367,True,False
source_Al99_only,mixed_MPa,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8164983416260692,-2.2615382587845332e-18,1.322951217031349e-16,0.0,0.0,0.0,0.0,0.0,4.0024300145742074e-15,4.39354662111037,True,False
source_Al99_only,mixed_MPa,0.5,20.0,-7.5,2.5,2.0,-1.5,1.0,6.000000000000002,-10.206207261596576,-2.8284271247461903,0.8165371512475302,-0.00029489606785919976,-8.160936206700746e-05,0.00011114231336716486,-0.0008445181877803715,-0.00023371145997023,4.753188484510398e-05,4.409627428592108e-07,1.0645781131635168e-15,4.3879251264863885,True,False
source_Al99_only,mixed_MPa,1.0,40.0,-15.0,5.0,4.0,-3.0,2.0,12.000000000000004,-20.412414523193153,-5.656854249492381,0.8165760949345909,-0.0005897645860206549,-0.00016298177428705887,0.00022266856144752625,-0.0016889574792194652,-0.00046674434712356703,9.522796584577482e-05,1.763813652636647e-06,3.056582764671134e-15,4.382320179582512,True,False
source_Al99_only,mixed_MPa,0.5,20.0,-7.5,2.5,2.0,-1.5,1.0,6.000000000000002,-10.206207261596576,-2.8284271247461903,0.8165371512475301,-0.0002948960678590817,-8.160936206707918e-05,0.00011114231336684692,-0.0008445181877800333,-0.00023371145997043538,4.753188484496801e-05,4.409627428589989e-07,3.5646399026978415e-15,4.38792512648639,True,False
source_Al99_only,mixed_MPa,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8164983416260693,1.6846277875513003e-16,-7.625721347832901e-17,3.179437228834644e-16,4.889173052096224e-16,-5.972485202783667e-16,1.3597399555105182e-16,0.0,1.46054671416431e-15,4.3935466211103655,True,False
source_Al99_only,mixed_MPa,-0.5,-20.0,7.5,-2.5,-2.0,1.5,-1.0,-6.000000000000002,10.206207261596576,2.8284271247461903,0.8164596653246992,0.0002949236317866943,8.184618370243986e-05,-0.00011076051362826265,0.000844597124872577,0.0002343896656160733,-4.736860174730271e-05,4.4098194252291137e-07,3.3068166260807885e-15,4.389980440208175,True,False
source_Al99_only,mixed_MPa,-1.0,-40.0,15.0,-5.0,-4.0,3.0,-2.0,-12.000000000000004,20.412414523193153,5.656854249492381,0.8164211227166207,0.0005898727273406704,0.00016392818748105751,-0.00022113815875266012,0.0016892671724353515,0.0004694546686312967,-9.457346332144187e-05,1.7639594392475802e-06,6.804452834519026e-16,4.386461848524974,True,False
source_Al99_only,mixed_MPa,-0.5,-20.0,7.5,-2.5,-2.0,1.5,-1.0,-6.000000000000002,10.206207261596576,2.8284271247461903,0.8164596653246993,0.0002949236317868692,8.18461837026646e-05,-0.0001107605136279447,0.0008445971248730778,0.0002343896656167169,-4.7368601747166735e-05,4.4098194252313403e-07,9.419548474554063e-16,4.389980440208174,True,False
source_Al99_only,mixed_MPa,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8164983416260692,4.2969885141752e-17,3.864197993133815e-17,0.0,1.2953295714741903e-16,-2.682022250863635e-16,0.0,0.0,4.0024300145742074e-15,4.393546621110372,True,False
source_Al99_only,pure_interface_normal50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260692,-2.2615382587845332e-18,1.322951217031349e-16,0.0,0.0,0.0,0.0,0.0,4.0024300145742074e-15,4.39354662111037,True,False
