case,seed,axis,sign,parts,block,save_stride,mean_temperature_K,loss_lstsq_A2_eV,duration_ps,cycles,work_eV,endpoint_work_eV,corrected_work_eV,loss_native_A2_eV,loss_coordinate_A2_eV,loss_uncorrected_work_A2_eV,work_coordinate_discrepancy_eV,loss_discrepancy_A2_eV,production_clock_calibrated,confidence_interval
seed35461_axis0_sign+1,35461,0,1,1,0,4,293.3614754401271,-4.4186923983528737e-07,1900.0000000000002,380,0.09940145357454208,-0.011659719760719278,0.11106117333526136,8.511384375780691e-06,-4.4186923980596976e-07,7.617819562650276e-06,0.11682692354309517,8.95325361558666e-06,False,False
seed35461_axis0_sign+1,35461,0,1,2,0,1,293.2576823015282,6.021921662694949e-06,950.0,190,0.01816463929330278,-0.021143754633867966,0.03930839392717075,6.024947150500342e-06,6.02192166268565e-06,2.784163401659698e-06,1.9739105401428425e-05,3.025487814691994e-09,False,False
seed35461_axis0_sign+1,35461,0,1,2,0,2,293.2576823015282,5.7694785680852096e-06,950.0,190,0.01816463929330278,-0.021143754633867966,0.03930839392717075,6.024947150500342e-06,5.769478568086928e-06,2.784163401659698e-06,0.0016667465162227002,2.55468582413414e-07,False,False
seed35461_axis0_sign+1,35461,0,1,2,0,4,293.2576823015282,-5.535704613207228e-05,950.0,190,0.01816463929330278,-0.021143754633867966,0.03930839392717075,6.024947150500342e-06,-5.5357046132079065e-05,2.784163401659698e-06,0.40047281938169477,6.138199328257941e-05,False,False
seed35461_axis0_sign+1,35461,0,1,2,1,1,293.4652482510541,1.1001425445676192e-05,950.0000000000002,190,0.0812368142812393,0.009484034873148688,0.0717527794080906,1.0997821601061038e-05,1.100142544548626e-05,1.2451475723640853e-05,-2.3512461234956317e-05,-3.6038444252217895e-09,False,False
seed35461_axis0_sign+1,35461,0,1,2,1,2,293.4652482510541,1.1327486228512079e-05,950.0000000000002,190,0.0812368142812393,0.009484034873148688,0.0717527794080906,1.0997821601061038e-05,1.1327486228417833e-05,1.2451475723640853e-05,-0.0021508216939162134,-3.2966462735679495e-07,False,False
seed35461_axis0_sign+1,35461,0,1,2,1,4,293.4652482510541,5.447330765240176e-05,950.0000000000002,190,0.0812368142812393,0.009484034873148688,0.0717527794080906,1.0997821601061038e-05,5.44733076524671e-05,1.2451475723640853e-05,-0.2836458958385995,-4.347548605140606e-05,False,False
seed35461_axis0_sign+1,35461,0,1,4,0,1,293.270660582646,9.05534539919413e-06,475.0,95,-0.04658144408546647,-0.07620261205133844,0.02962116796587197,9.080298312931736e-06,9.055345399186288e-06,-1.427943046103091e-05,8.139979809244913e-05,2.495291374544781e-08,False,False
seed35461_axis0_sign+1,35461,0,1,4,0,2,293.270660582646,8.590163850365354e-06,475.0,95,-0.04658144408546647,-0.07620261205133844,0.02962116796587197,9.080298312931736e-06,8.590163850365402e-06,-1.427943046103091e-05,0.0015988852723994133,4.901344625663343e-07,False,False
seed35461_axis0_sign+1,35461,0,1,4,0,4,293.270660582646,-7.4640688933315e-05,475.0,95,-0.04658144408546647,-0.07620261205133844,0.02962116796587197,9.080298312931736e-06,-7.464068893331746e-05,-1.427943046103091e-05,0.2731092459768635,8.372098724624919e-05,False,False
seed35461_axis0_sign+1,35461,0,1,4,1,1,293.2447744273464,2.9884979261956847e-06,475.0,95,0.06474608337876925,0.055058857417470464,0.009687225961298784,2.969595988068949e-06,2.988497926185012e-06,1.9847757264350305e-05,-6.166069269101376e-05,-1.8901938116062975e-08,False,False
seed35461_axis0_sign+1,35461,0,1,4,1,2,293.2447744273464,2.9487932858050795e-06,475.0,95,0.06474608337876925,0.055058857417470464,0.009687225961298784,2.969595988068949e-06,2.94879328580845e-06,1.9847757264350305e-05,6.786124382331289e-05,2.0802702260499195e-08,False,False
seed35461_axis0_sign+1,35461,0,1,4,1,4,293.2447744273464,-3.607340333082961e-05,475.0,95,0.06474608337876925,0.055058857417470464,0.009687225961298784,2.969595988068949e-06,-3.607340333084067e-05,1.9847757264350305e-05,0.12736357340483126,3.9042999318909615e-05,False,False
seed35461_axis0_sign+1,35461,0,1,4,2,1,293.4396703775166,1.1539900900623308e-06,475.0,95,-0.03368148309069238,-0.037442466061540294,0.003760982970847912,1.152920349545372e-06,1.1539900898498218e-06,-1.0324978219556502e-05,-3.4896383517319003e-06,-1.0697403044499047e-09,False,False
seed35461_axis0_sign+1,35461,0,1,4,2,2,293.4396703775166,1.3572881893362498e-06,475.0,95,-0.03368148309069238,-0.037442466061540294,0.003760982970847912,1.152920349545372e-06,1.3572881892326733e-06,-1.0324978219556502e-05,-0.0006666756859274843,-2.043678396873014e-07,False,False
seed35461_axis0_sign+1,35461,0,1,4,2,4,293.4396703775166,5.9777927839052335e-05,475.0,95,-0.03368148309069238,-0.037442466061540294,0.003760982970847912,1.152920349545372e-06,5.97779278391086e-05,-1.0324978219556502e-05,-0.19124274709959183,-5.8625007489563225e-05,False,False
seed35461_axis0_sign+1,35461,0,1,4,3,1,293.49041446040974,2.0848860801289946e-05,475.0000000000002,95,0.11491829737193168,0.04692650093468899,0.0679917964372427,2.08427228525767e-05,2.0848860801122694e-05,3.5227929666838195e-05,-2.0022822883242197e-05,-6.137948545994733e-09,False,False
seed35461_axis0_sign+1,35461,0,1,4,3,2,293.49041446040974,2.129768426768798e-05,475.0000000000002,95,0.11491829737193168,0.04692650093468899,0.0679917964372427,2.08427228525767e-05,2.1297684267602984e-05,3.5227929666838195e-05,-0.0014841460079887264,-4.549614150262845e-07,False,False
seed35461_axis0_sign+1,35461,0,1,4,3,4,293.49041446040974,4.9168687465751075e-05,475.0000000000002,95,0.11491829737193168,0.04692650093468899,0.0679917964372427,2.08427228525767e-05,4.916868746582565e-05,3.5227929666838195e-05,-0.09240314873900783,-2.8325964613248948e-05,False,False
seed35461_axis1_sign-1,35461,1,-1,1,0,1,293.46881301805485,4.742019284185344e-05,1900.0000000000002,380,0.1270830727370248,0.0047100670103111565,0.12237300572671364,4.7414703490379865e-05,4.742019284188018e-05,4.923966831319758e-05,-1.4167513305657353e-05,-5.48935150031124e-09,False,False
seed35461_axis1_sign-1,35461,1,-1,1,0,2,293.46881301805485,4.737226393841966e-05,1900.0000000000002,380,0.1270830727370248,0.0047100670103111565,0.12237300572671364,4.7414703490379865e-05,4.7372263938295813e-05,4.923966831319758e-05,0.00010953259575428864,4.243955208405205e-08,False,False
seed35461_axis1_sign-1,35461,1,-1,1,0,4,293.46881301805485,5.045699604900743e-05,1900.0000000000002,380,0.1270830727370248,0.0047100670103111565,0.12237300572671364,4.7414703490379865e-05,5.045699604899287e-05,4.923966831319758e-05,-0.007851878368764303,-3.0422925586130053e-06,False,False
seed35461_axis1_sign-1,35461,1,-1,2,0,1,293.31596034752283,4.852746731158535e-05,950.0,190,0.09119918162439261,0.02859215934760061,0.062607022276792,4.851549375683411e-05,4.8527467311641686e-05,7.067215730473672e-05,-1.5451323989973398e-05,-1.1973554807575236e-08,False,False
seed35461_axis1_sign-1,35461,1,-1,2,0,2,293.31596034752283,4.847748504574446e-05,950.0,190,0.09119918162439261,0.02859215934760061,0.062607022276792,4.851549375683411e-05,4.84774850456722e-05,7.067215730473672e-05,4.9048500636778014e-05,3.8008711161907215e-08,False,False
seed35461_axis1_sign-1,35461,1,-1,2,0,4,293.31596034752283,4.6939491468737125e-05,950.0,190,0.09119918162439261,0.02859215934760061,0.062607022276792,4.851549375683411e-05,4.693949146868443e-05,7.067215730473672e-05,0.0020337587587380412,1.5760022881496771e-06,False,False
seed35461_axis1_sign-1,35461,1,-1,2,1,1,293.62159054259774,4.6312918372120674e-05,950.0000000000002,190,0.035883891112632196,-0.023882092337289454,0.05976598344992165,4.631391322392564e-05,4.6312918372118654e-05,2.7807179321658474e-05,1.283810684357678e-06,9.948518069866378e-10,False,False
seed35461_axis1_sign-1,35461,1,-1,2,1,2,293.62159054259774,4.6267042831094604e-05,950.0000000000002,190,0.035883891112632196,-0.023882092337289454,0.05976598344992165,4.631391322392564e-05,4.626704283091943e-05,2.7807179321658474e-05,6.048409511751757e-05,4.687039300621044e-08,False,False
seed35461_axis1_sign-1,35461,1,-1,2,1,4,293.62159054259774,5.3974500629277924e-05,950.0000000000002,190,0.035883891112632196,-0.023882092337289454,0.05976598344992165,4.631391322392564e-05,5.39745006293013e-05,2.7807179321658474e-05,-0.009885637127502317,-7.66058740537566e-06,False,False
seed35461_axis1_sign-1,35461,1,-1,4,0,1,293.25163852363875,5.125118825118954e-05,475.0,95,0.013154424285815085,-0.019911361710448598,0.03306578599626368,5.124674120338129e-05,5.125118825124805e-05,2.038727817118313e-05,-2.869355779991367e-06,-4.447047866765002e-09,False,False
seed35461_axis1_sign-1,35461,1,-1,4,0,2,293.25163852363875,5.147239585690718e-05,475.0,95,0.013154424285815085,-0.019911361710448598,0.03306578599626368,5.124674120338129e-05,5.147239585667019e-05,2.038727817118313e-05,-0.00014559849659707969,-2.2565465328890002e-07,False,False
seed35461_axis1_sign-1,35461,1,-1,4,0,4,293.25163852363875,4.8652758681967233e-05,475.0,95,0.013154424285815085,-0.019911361710448598,0.03306578599626368,5.124674120338129e-05,4.8652758681807456e-05,2.038727817118313e-05,0.001673707808970873,2.5939825215738323e-06,False,False
seed35461_axis1_sign-1,35461,1,-1,4,1,1,293.37967688366194,4.5803746371980986e-05,475.0,95,0.07804475733857752,0.048503521058049205,0.029541236280528314,4.5784246310286926e-05,4.580374637203532e-05,0.00012095703643829028,-1.25819682099855e-05,-1.9500061748392247e-08,False,False
seed35461_axis1_sign-1,35461,1,-1,4,1,2,293.37967688366194,4.548257423458182e-05,475.0,95,0.07804475733857752,0.048503521058049205,0.029541236280528314,4.5784246310286926e-05,4.548257423467421e-05,0.00012095703643829028,0.00019464699723385423,3.0167207561271445e-07,False,False
seed35461_axis1_sign-1,35461,1,-1,4,1,4,293.37967688366194,4.522622425550683e-05,475.0,95,0.07804475733857752,0.048503521058049205,0.029541236280528314,4.5784246310286926e-05,4.5226224255561424e-05,0.00012095703643829028,0.000360050949767151,5.580220547255017e-07,False,False
seed35461_axis1_sign-1,35461,1,-1,4,2,1,293.58623570006813,5.886176677090635e-05,475.0,95,-0.010060603992246134,-0.048045230254515195,0.03798462626226906,5.887016603777755e-05,5.886176677084513e-05,-1.5592345792070395e-05,5.419434609722773e-06,8.399266932420095e-09,False,False
seed35461_axis1_sign-1,35461,1,-1,4,2,2,293.58623570006813,5.897945387193336e-05,475.0,95,-0.010060603992246134,-0.048045230254515195,0.03798462626226906,5.887016603777755e-05,5.8979453871624534e-05,-1.5592345792070395e-05,-7.051547164019234e-05,-1.092878338469823e-07,False,False
seed35461_axis1_sign-1,35461,1,-1,4,2,4,293.58623570006813,7.511232155736614e-05,475.0,95,-0.010060603992246134,-0.048045230254515195,0.03798462626226906,5.887016603777755e-05,7.511232155733299e-05,-1.5592345792070395e-05,-0.010479878835538865,-1.6242155519555436e-05,False,False
seed35461_axis1_sign-1,35461,1,-1,4,3,1,293.65688001630394,3.376406997333482e-05,475.0000000000002,95,0.04594449510487833,0.024163137917225738,0.021781357187652593,3.375766041007372e-05,3.376406997339219e-05,7.120670443538732e-05,-4.1356239253685645e-06,-6.4095633184671486e-09,False,False
seed35461_axis1_sign-1,35461,1,-1,4,3,2,293.65688001630394,3.3554631790255716e-05,475.0000000000002,95,0.04594449510487833,0.024163137917225738,0.021781357187652593,3.375766041007372e-05,3.3554631790214374e-05,7.120670443538732e-05,0.00013099956675768562,2.0302861985934897e-07,False,False
seed35461_axis1_sign-1,35461,1,-1,4,3,4,293.65688001630394,3.2836679701188734e-05,475.0000000000002,95,0.04594449510487833,0.024163137917225738,0.021781357187652593,3.375766041007372e-05,3.283667970126966e-05,7.120670443538732e-05,0.0005942417080365137,9.209807088040605e-07,False,False
seed35461_axis1_sign+1,35461,1,1,1,0,1,293.45880985728604,5.671453915995279e-05,1900.0000000000002,380,0.138914626383133,-0.0074731676897196835,0.14638779407285268,5.6719484900744846e-05,5.671453915990573e-05,5.38239277634685e-05,1.2764503992956922e-05,4.945740839112402e-09,False,False
seed35461_axis1_sign+1,35461,1,1,1,0,2,293.45880985728604,5.648384946957151e-05,1900.0000000000002,380,0.138914626383133,-0.0074731676897196835,0.14638779407285268,5.6719484900744846e-05,5.64838494693786e-05,5.38239277634685e-05,0.0006081534601992955,2.356354313662437e-07,False,False
seed35461_axis1_sign+1,35461,1,1,1,0,4,293.45880985728604,5.698764243980352e-05,1900.0000000000002,380,0.138914626383133,-0.0074731676897196835,0.14638779407285268,5.6719484900744846e-05,5.6987642439764075e-05,5.38239277634685e-05,-0.000692090040481208,-2.68157539019229e-07,False,False
seed35461_axis1_sign+1,35461,1,1,2,0,1,293.311180535703,1.3219314290715691e-05,950.0,190,-0.030206503358663202,-0.0472815124320036,0.017075009073340395,1.32317824098562e-05,1.3219314290681015e-05,-2.3407652557471304e-05,1.6089536651178737e-05,1.246811917518543e-08,False,False
seed35461_axis1_sign+1,35461,1,1,2,0,2,293.311180535703,1.2844282392966334e-05,950.0,190,-0.030206503358663202,-0.0472815124320036,0.017075009073340395,1.32317824098562e-05,1.2844282392746657e-05,-2.3407652557471304e-05,0.0005000510213300051,3.87500017109543e-07,False,False
seed35461_axis1_sign+1,35461,1,1,2,0,4,293.311180535703,5.0358784583662045e-06,950.0,190,-0.030206503358663202,-0.0472815124320036,0.017075009073340395,1.32317824098562e-05,5.0358784582715816e-06,-2.3407652557471304e-05,0.01057643860839869,8.195903951584618e-06,False,False
seed35461_axis1_sign+1,35461,1,1,2,1,1,293.60640341450033,0.00010020976402918896,950.0000000000002,190,0.16912112974179622,0.03980834474228391,0.12931278499951232,0.00010020718739163353,0.00010020976402913044,0.0001310555080844083,-3.3250326581801826e-06,-2.5766374969114986e-09,False,False
seed35461_axis1_sign+1,35461,1,1,2,1,2,293.60640341450033,0.00010012341654617631,950.0000000000002,190,0.16912112974179622,0.03980834474228391,0.12931278499951232,0.00010020718739163353,0.00010012341654601054,0.0001310555080844083,0.00010810243886932858,8.377084562298845e-08,False,False
seed35461_axis1_sign+1,35461,1,1,2,1,4,293.60640341450033,0.00010893940642124092,950.0000000000002,190,0.16912112974179622,0.03980834474228391,0.12931278499951232,0.00010020718739163353,0.0001089394064212565,0.0001310555080844083,-0.011268528648879755,-8.732219029622968e-06,False,False
seed35461_axis1_sign+1,35461,1,1,4,0,1,293.2782504416589,2.3231691999914588e-07,475.0,95,0.04790520072153815,0.04776534130622344,0.0001398594153147123,2.1675998454411963e-07,2.3231692005107937e-07,7.424548818981968e-05,-1.003775631682247e-05,-1.555693550695974e-08,False,False
seed35461_axis1_sign+1,35461,1,1,4,0,2,293.2782504416589,-1.9912247335430493e-07,475.0,95,0.04790520072153815,0.04776534130622344,0.0001398594153147123,2.1675998454411963e-07,-1.9912247348490622e-07,7.424548818981968e-05,0.0002683386305914131,4.158824580290258e-07,False,False
seed35461_axis1_sign+1,35461,1,1,4,0,4,293.2782504416589,-5.905734556842109e-06,475.0,95,0.04790520072153815,0.04776534130622344,0.0001398594153147123,2.1675998454411963e-07,-5.9057345568419775e-06,7.424548818981968e-05,0.003950399372036711,6.122494541386097e-06,False,False
seed35461_axis1_sign+1,35461,1,1,4,1,1,293.34450703711707,2.6206311661432304e-05,475.0,95,-0.07811170408020135,-0.09504685373822704,0.016935149658025686,2.6246804835168288e-05,2.6206311661310952e-05,-0.00012106079330476228,2.6127292968001342e-05,4.0493173857335816e-08,False,False
seed35461_axis1_sign+1,35461,1,1,4,1,2,293.34450703711707,2.588768725928721e-05,475.0,95,-0.07811170408020135,-0.09504685373822704,0.016935149658025686,2.6246804835168288e-05,2.588768725897819e-05,-0.00012106079330476228,0.00023171239073861705,3.591175761900978e-07,False,False
seed35461_axis1_sign+1,35461,1,1,4,1,4,293.34450703711707,1.5977491473574613e-05,475.0,95,-0.07811170408020135,-0.09504685373822704,0.016935149658025686,2.6246804835168288e-05,1.5977491473385148e-05,-0.00012106079330476228,0.006626039236361977,1.026931336178314e-05,False,False
seed35461_axis1_sign+1,35461,1,1,4,2,1,293.4582796152594,7.9588929526676e-05,475.0,95,0.08165605373137887,0.03030049282276428,0.05135556090861459,7.959300104148867e-05,7.958892952665185e-05,0.00012655397496778742,2.6270516936960364e-06,4.071514836812961e-09,False,False
seed35461_axis1_sign+1,35461,1,1,4,2,2,293.4582796152594,7.910966866268309e-05,475.0,95,0.08165605373137887,0.03030049282276428,0.05135556090861459,7.959300104148867e-05,7.910966866250626e-05,0.00012655397496778742,0.0003118591472006174,4.833323789824121e-07,False,False
seed35461_axis1_sign+1,35461,1,1,4,2,4,293.4582796152594,9.991175401676675e-05,475.0,95,0.08165605373137887,0.03030049282276428,0.05135556090861459,7.959300104148867e-05,9.991175401680837e-05,0.00012655397496778742,-0.013110209972698482,-2.03187529753197e-05,False,False
seed35461_axis1_sign+1,35461,1,1,4,3,1,293.75442688777326,0.00012083059853170144,475.0000000000002,95,0.08746507601041734,0.00950785191951963,0.07795722409089771,0.00012082137374177832,0.00012083059853160903,0.00013555704120102912,-5.9520843519039746e-06,-9.224789830717273e-09,False,False
seed35461_axis1_sign+1,35461,1,1,4,3,2,293.75442688777326,0.00012113716442966952,475.0000000000002,95,0.08746507601041734,0.00950785191951963,0.07795722409089771,0.00012082137374177832,0.00012113716442951482,0.00013555704120102912,-0.00020375670833132353,-3.15790687736503e-07,False,False
seed35461_axis1_sign+1,35461,1,1,4,3,4,293.75442688777326,0.00011796705882571396,475.0000000000002,95,0.08746507601041734,0.00950785191951963,0.07795722409089771,0.00012082137374177832,0.00011796705882570466,0.00013555704120102912,0.0018416813238186502,2.8543149160736565e-06,False,False
seed49277_axis0_sign-1,49277,0,-1,1,0,1,300.3520245203601,3.6877066658089912e-06,1900.0000000000002,380,0.09158427485316997,0.04351318105912921,0.04807109379404076,3.684019755582603e-06,3.687706665867546e-06,7.018735194696391e-06,-4.8108810993520434e-05,-3.686910284943382e-09,False,False
seed49277_axis0_sign-1,49277,0,-1,1,0,2,300.3520245203601,3.4654344635412033e-06,1900.0000000000002,380,0.09158427485316997,0.04351318105912921,0.04807109379404076,3.684019755582603e-06,3.465434463561031e-06,7.018735194696391e-06,0.0028522197957391374,2.1858529202157173e-07,False,False
seed49277_axis0_sign-1,49277,0,-1,1,0,4,300.3520245203601,-9.221938532997106e-06,1900.0000000000002,380,0.09158427485316997,0.04351318105912921,0.04807109379404076,3.684019755582603e-06,-9.221938533011899e-06,7.018735194696391e-06,0.16840396429820215,1.2905958288594501e-05,False,False
seed49277_axis0_sign-1,49277,0,-1,2,0,1,300.2704961124728,7.66178682343112e-06,950.0,190,0.0819049619202756,0.031926246898210636,0.04997871502206497,7.660427877459512e-06,7.661786823456968e-06,1.2553885255339956e-05,-8.8661333053075e-06,-1.3589459974559846e-09,False,False
seed49277_axis0_sign-1,49277,0,-1,2,0,2,300.2704961124728,7.49365095353889e-06,950.0,190,0.0819049619202756,0.031926246898210636,0.04997871502206497,7.660427877459512e-06,7.4936509535577545e-06,1.2553885255339956e-05,0.001088098012967241,1.6677692390175728e-07,False,False
seed49277_axis0_sign-1,49277,0,-1,2,0,4,300.2704961124728,-4.264069136288331e-05,950.0,190,0.0819049619202756,0.031926246898210636,0.04997871502206497,7.660427877459512e-06,-4.26406913628903e-05,1.2553885255339956e-05,0.3281781832580983,5.030111924034982e-05,False,False
seed49277_axis0_sign-1,49277,0,-1,2,1,1,300.43360066017595,-2.8637349181319583e-07,950.0000000000002,190,0.009679312932894368,0.011586934160918577,-0.0019076212280242089,-2.9238836629430455e-07,-2.863734917218738e-07,1.4835851340528287e-06,-3.924267768821749e-05,-6.014874572430726e-09,False,False
seed49277_axis0_sign-1,49277,0,-1,2,1,2,300.43360066017595,-5.627820264564821e-07,950.0000000000002,190,0.009679312932894368,0.011586934160918577,-0.0019076212280242089,-2.9238836629430455e-07,-5.627820264356921e-07,1.4835851340528287e-06,0.0017641217827719085,2.7039366014138755e-07,False,False
seed49277_axis0_sign-1,49277,0,-1,2,1,4,300.43360066017595,2.4196814296889124e-05,950.0000000000002,190,0.009679312932894368,0.011586934160918577,-0.0019076212280242089,-2.9238836629430455e-07,2.41968142968665e-05,1.4835851340528287e-06,-0.15977421895989619,-2.4489202663160805e-05,False,False
seed49277_axis0_sign-1,49277,0,-1,4,0,1,300.199354385043,7.583972699374997e-07,475.0,95,0.06532402717704523,0.06291425664754266,0.0024097705295025723,7.387094019656997e-07,7.58397269913673e-07,2.0024924555744796e-05,-6.422450268470667e-05,-1.968786794797326e-08,False,False
seed49277_axis0_sign-1,49277,0,-1,4,0,2,300.199354385043,7.447986726957872e-07,475.0,95,0.06532402717704523,0.06291425664754266,0.0024097705295025723,7.387094019656997e-07,7.447986726939657e-07,2.0024924555744796e-05,-1.9864029221898852e-05,-6.08927072826598e-09,False,False
