first,second,test,partition,radius_over_L0,inner_fraction,first_finite_part_eV,second_finite_part_eV,finite_part_change_eV
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,2.5,1.0,0.33829187084017365,0.33259952392236736,-0.00569234691780629
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,3.0,1.0,0.3391868938610296,0.33299091172483386,-0.006195982136195766
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,3.5,1.0,0.3607985407096057,0.3532487223124572,-0.007549818397148522
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,4.0,1.0,0.36801673740172325,0.35907858202048815,-0.008938155381235102
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,4.5,1.0,0.369398169639116,0.3604192323265687,-0.008978937312547286
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,5.0,1.0,0.3766072163840608,0.36618361345200756,-0.010423602932053244
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,5.5,1.0,0.38126654185671055,0.37008763449831966,-0.011178907358390888
historical_R6_r6_stable_plus,historical_R8_r6_stable_plus,domain,hard,6.0,1.0,0.376469807760689,0.36636797246307634,-0.01010183529761266
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,2.0,0.5,0.2882717916988233,0.2858596464458307,-0.0024121452529926035
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,2.0,0.75,0.2896437753189637,0.2871183129661765,-0.0025254623527871667
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,2.5,0.5,0.3004544195527238,0.29779938987000665,-0.002655029682717136
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,2.5,0.75,0.31202732298365277,0.3091829379206035,-0.002844385063049293
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,3.0,0.5,0.3128016881778944,0.30992464620776067,-0.00287704197013372
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,3.0,0.75,0.3252600408317761,0.3221514577815368,-0.003108583050239311
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,3.5,0.5,0.3248497931787019,0.3217571981523881,-0.0030925950263137603
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,3.5,0.75,0.3370631878769278,0.3337324062076352,-0.0033307816692925707
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,4.0,0.5,0.3347934198151863,0.3314935697847118,-0.003299850030474505
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,4.0,0.75,0.3474356475703366,0.34385428947049945,-0.003581358099837173
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,4.5,0.5,0.34362377380799847,0.3401108913453802,-0.003512882462618272
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,4.5,0.75,0.3548135178178867,0.35099487107043126,-0.0038186467474554675
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,5.0,0.5,0.35045852806147376,0.3467410553402897,-0.0037174727211840564
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,5.0,0.75,0.3599406495485475,0.35587594984436427,-0.004064699704183217
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,5.5,0.5,0.3555781148920465,0.3516512184211966,-0.003926896470849872
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,5.5,0.75,0.3632491979247463,0.3589348003597934,-0.004314397564952888
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,6.0,0.5,0.3596896491999482,0.35553204754455764,-0.004157601655390586
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,6.0,0.75,0.3662072288676585,0.3615741443147484,-0.004633084552910116
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,6.5,0.5,0.3627807710925293,0.35837707823884896,-0.004403692853680363
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,6.5,0.75,0.3679758937298782,0.3630106892965698,-0.00496520443330839
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,7.0,0.5,0.3651107740850491,0.360438508346136,-0.004672265738913106
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,7.0,0.75,0.3696605721228876,0.3643183168343824,-0.005342255288505182
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,7.5,0.5,0.3670852886422943,0.3621222341602325,-0.004963054482061802
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,7.5,0.75,0.3709415302016089,0.36521787075199263,-0.005723659449616281
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,8.0,0.5,0.3686541507952852,0.3634028258005484,-0.005251324994736795
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,smooth,8.0,0.75,0.3722329295705752,0.3661682480636125,-0.00606468150696271
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,2.0,1.0,0.3121519568643209,0.30929993488909774,-0.0028520219752231624
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,2.5,1.0,0.33259952392236736,0.3296255395054062,-0.002973984416961173
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,3.0,1.0,0.33299091172483386,0.3298081193715072,-0.0031827923533266356
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,3.5,1.0,0.3532487223124572,0.3495846468031292,-0.003664075509328013
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,4.0,1.0,0.35907858202048815,0.35507519239981955,-0.004003389620668596
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,4.5,1.0,0.3604192323265687,0.3564342987344723,-0.003984933592096396
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,5.0,1.0,0.36618361345200756,0.3617168141179712,-0.004466799334036375
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,5.5,1.0,0.37008763449831966,0.36517374183492873,-0.0049138926633909286
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,6.0,1.0,0.36636797246307634,0.36142507775146987,-0.004942894711606471
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,6.5,1.0,0.371006075394796,0.3653749435707595,-0.005631131824036517
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,7.0,1.0,0.3740945706369707,0.3678312044678017,-0.006263366169169005
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,7.5,1.0,0.375496302117835,0.36897270888700384,-0.006523593230831182
historical_R8_r6_stable_plus,historical_R10_r6_stable_plus,domain,hard,8.0,1.0,0.3740150659796989,0.3678622811937232,-0.006152784785975696
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,2.0,0.5,0.29317002884942994,0.2885949473266411,-0.004575081522788849
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,2.0,0.75,0.2947689353076563,0.2899863647434632,-0.004782570564193123
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,2.5,0.5,0.3058320139144016,0.3008155487500327,-0.005016465164368933
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,2.5,0.75,0.31775993171913175,0.31241930246824046,-0.005340629250891293
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,3.0,0.5,0.3186230245489227,0.3131933676525864,-0.005429656896336343
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,3.0,0.75,0.3315725497514295,0.32567778015887366,-0.00589476959255586
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,3.5,0.5,0.33115728388701493,0.3252651616769857,-0.005892122210029216
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,3.5,0.75,0.3439607162723589,0.33750029497187917,-0.006460421300479746
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,4.0,0.5,0.3416571492318513,0.33522447962349766,-0.006432669608353647
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,4.0,0.75,0.3551249733442813,0.34788344579784236,-0.0072415275464389195
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,4.5,0.5,0.35115916519229096,0.3440655270461227,-0.007093638146168257
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,4.5,0.75,0.36340605866735776,0.3552659309667805,-0.00814012770057726
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,5.0,0.5,0.3586977299544138,0.35090667227122413,-0.007791057683189662
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,5.0,0.75,0.3694476025171472,0.36039475162882223,-0.00905285088832497
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,5.5,0.5,0.3645236571328365,0.3560293161054846,-0.008494341027351915
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,5.5,0.75,0.3734910538902021,0.36370306337775526,-0.009787990512446831
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,6.0,0.5,0.36928403002949844,0.36014161540375716,-0.00914241462574128
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,smooth,6.0,0.75,0.3770334493653353,0.3666578303133203,-0.010375619052015006
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,2.0,1.0,0.3178945786271206,0.31254232591078995,-0.005352252716330663
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,2.5,1.0,0.33861466501916015,0.3330106949714742,-0.00560397004768598
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,3.0,1.0,0.3395177433404337,0.33342364714698713,-0.006094096193446585
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,3.5,1.0,0.36112112185715006,0.3536983006404859,-0.007422821216664155
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,4.0,1.0,0.36832011141566257,0.3595316916617527,-0.00878841975390987
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,4.5,1.0,0.36968930326187854,0.36087456485265157,-0.008814738409226974
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,5.0,1.0,0.37687565281030166,0.36663708730726885,-0.010238565503032815
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,5.5,1.0,0.3815161568135646,0.370535083030942,-0.010981073782622586
historical_R6_r8_stable_plus,historical_R8_r8_stable_plus,domain,hard,6.0,1.0,0.3767111159987489,0.36680729094243164,-0.009903825056317261
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,2.0,0.5,0.2885949473266411,0.286213914375847,-0.0023810329507941153
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,2.0,0.75,0.2899863647434632,0.2874930951708206,-0.0024932695726425647
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,2.5,0.5,0.3008155487500327,0.29819462125891194,-0.0026209274911207503
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,2.5,0.75,0.31241930246824046,0.30961203632306944,-0.002807266145171017
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,3.0,0.5,0.3131933676525864,0.3103542798877181,-0.0028390877648682977
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,3.0,0.75,0.32567778015887366,0.32261158203558,-0.003066198123293673
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,3.5,0.5,0.3252651616769857,0.32221520089805056,-0.003049960778935157
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,3.5,0.75,0.33750029497187917,0.33421815544866507,-0.0032821395232141004
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,4.0,0.5,0.33522447962349766,0.3319727617421214,-0.003251717881376237
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,4.0,0.75,0.34788344579784236,0.34435827885598536,-0.0035251669418570053
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,4.5,0.5,0.3440655270461227,0.34060701488829714,-0.003458512157825555
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,4.5,0.75,0.3552659309667805,0.35151138617444444,-0.0037545447923360564
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,5.0,0.5,0.35090667227122413,0.34725014981204455,-0.0036565224591795786
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,5.0,0.75,0.36039475162882223,0.3564024438091075,-0.003992307819714713
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,5.5,0.5,0.3560293161054846,0.35217031317676795,-0.0038590029287166594
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,5.5,0.75,0.36370306337775526,0.35946968432943927,-0.004233379048315999
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,6.0,0.5,0.36014161540375716,0.3560593526826215,-0.004082262721135654
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,6.0,0.75,0.3666578303133203,0.362115428617715,-0.004542401695605269
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,6.5,0.5,0.36323089123821745,0.35891034072139666,-0.004320550516820787
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,6.5,0.75,0.36841909205071594,0.36355450558543895,-0.004864586465276988
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,7.0,0.5,0.36555613676062915,0.36097515563592764,-0.004580981124701511
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,7.0,0.75,0.3700910842185412,0.36485985416759403,-0.0052312300509471665
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,7.5,0.5,0.3675231918174443,0.3626596838746755,-0.004863507942768797
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,7.5,0.75,0.37135593518685606,0.36575296634750554,-0.0056029688393505195
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,8.0,0.5,0.3690827790701524,0.3639386577883712,-0.005144121281781211
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,smooth,8.0,0.75,0.3726312196006011,0.3666944845295165,-0.005936735071084609
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,2.0,1.0,0.31254232591078995,0.30972785415289533,-0.002814471757894621
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,2.5,1.0,0.3330106949714742,0.3300771002486991,-0.0029335947227751014
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,3.0,1.0,0.33342364714698713,0.3302868332328559,-0.0031368139141312312
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,3.5,1.0,0.3536983006404859,0.35009175824182037,-0.0036065423986655354
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,4.0,1.0,0.3595316916617527,0.35559526203473,-0.003936429627022675
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,4.5,1.0,0.36087456485265157,0.35696317811385336,-0.003911386738798206
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,5.0,1.0,0.36663708730726885,0.3622556723218229,-0.004381414985445975
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,5.5,1.0,0.370535083030942,0.3657186858544253,-0.004816397176516718
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,6.0,1.0,0.36680729094243164,0.361970253641452,-0.004837037300979619
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,6.5,1.0,0.3714219383217062,0.3659113043949781,-0.005510633926728126
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,7.0,1.0,0.374489136157096,0.36835705253788265,-0.006132083619213358
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,7.5,1.0,0.37587588140037964,0.36948713834474123,-0.006388743055638413
historical_R8_r8_stable_plus,historical_R10_r8_stable_plus,domain,hard,8.0,1.0,0.3743917173360136,0.36836713876311666,-0.006024578572896955
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,2.0,0.5,0.2929124989792215,0.29317002884942994,0.0002575298702084394
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,2.0,0.75,0.29449571993258683,0.2947689353076563,0.0002732153750694688
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,2.5,0.5,0.3055450032521452,0.3058320139144016,0.00028701066225644833
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,2.5,0.75,0.317449311046873,0.31775993171913175,0.00031062067225873236
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,3.0,0.5,0.3183144961037803,0.3186230245489227,0.0003085284451423975
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,3.0,0.75,0.3312484572786087,0.3315725497514295,0.0003240924728208361
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,3.5,0.5,0.3308361102875066,0.33115728388701493,0.0003211735995083398
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,3.5,0.75,0.3436315491052496,0.3439607162723589,0.00032916716710928995
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,4.0,0.5,0.3413328215446111,0.3416571492318513,0.0003243276872402223
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,4.0,0.75,0.35480199964642267,0.3551249733442813,0.0003229736978586084
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,4.5,0.5,0.35083818126694566,0.35115916519229096,0.0003209839253452973
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,4.5,0.75,0.36309640750859296,0.36340605866735776,0.000309651158764801
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,5.0,0.5,0.35838499829203124,0.3586977299544138,0.00031273166238254824
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,5.0,0.75,0.3691542520341368,0.3694476025171472,0.00029335048301037947
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,5.5,0.5,0.364222502868197,0.3645236571328365,0.0003011542646395027
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,5.5,0.75,0.373214089703085,0.3734910538902021,0.00027696418711709025
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,6.0,0.5,0.36899568927364906,0.36928403002949844,0.0002883407558493811
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,smooth,6.0,0.75,0.37677263555515744,0.3770334493653353,0.0002608138101778401
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,2.0,1.0,0.3175819713009194,0.3178945786271206,0.00031260732620119747
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,2.5,1.0,0.33829187084017365,0.33861466501916015,0.0003227941789865074
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,3.0,1.0,0.3391868938610296,0.3395177433404337,0.0003308494794040939
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,3.5,1.0,0.3607985407096057,0.36112112185715006,0.0003225811475443541
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,4.0,1.0,0.36801673740172325,0.36832011141566257,0.00030337401393931707
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,4.5,1.0,0.369398169639116,0.36968930326187854,0.0002911336227625627
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,5.0,1.0,0.3766072163840608,0.37687565281030166,0.00026843642624085895
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,5.5,1.0,0.38126654185671055,0.3815161568135646,0.00024961495685404955
historical_R6_r6_stable_plus,historical_R6_r8_stable_plus,ring,hard,6.0,1.0,0.376469807760689,0.3767111159987489,0.00024130823805990076
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,2.0,0.5,0.2882717916988233,0.2885949473266411,0.00032315562781781715
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,2.0,0.75,0.2896437753189637,0.2899863647434632,0.00034258942449949537
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,2.5,0.5,0.3004544195527238,0.3008155487500327,0.000361129197308907
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,2.5,0.75,0.31202732298365277,0.31241930246824046,0.00039197948458769005
