case,y_over_L0,slip_x_over_L0,slip_y_over_L0,opening_change_over_L0,both_rows_free
historical_R4_r4_25MPa,-0.7216878364870323,0.8706257803075435,0.037826472339545225,0.019316601088551183,True
historical_R4_r4_25MPa,0.14433756729740643,0.7404882631552797,0.05016693903841371,0.039878508051096065,True
historical_R4_r4_25MPa,1.010362971081845,0.23591964568583645,0.051364014768001016,0.035104319610444995,True
historical_R4_r4_25MPa,1.8763883748662837,0.11363183499565789,0.03649352354567039,0.01571255749263505,True
historical_R4_r4_25MPa,2.7424137786507226,0.0683814406789981,0.018460017504697106,0.004282364520460302,True
historical_R4_r4_25MPa,3.608439182435161,0.044347099066263926,0.006243166980422514,-0.000577944891482817,True
historical_R4_r4_25MPa,4.474464586219599,0.03069820592662713,0.0,0.0,False
historical_R4_r4_25MPa,5.340489990004038,0.025776302523100546,0.0,0.0,False
historical_R4_r4_50MPa,-5.0518148554092255,0.9775095259551265,0.0,0.0,False
historical_R4_r4_50MPa,-4.185789451624787,0.9725876225515999,0.0,0.0,False
historical_R4_r4_50MPa,-3.319764047840348,0.9626121454533333,0.003394515133711986,-0.0005913080200280124,True
historical_R4_r4_50MPa,-2.4537386440559095,0.9464036824025595,0.01075723372025762,0.00117882750903886,True
historical_R4_r4_50MPa,-1.5877132402714706,0.9213634851215097,0.021655932879087486,0.007020307447443633,True
historical_R4_r4_50MPa,-0.7216878364870323,0.8731902812311033,0.03711909472189763,0.018938527266919383,True
historical_R4_r4_50MPa,0.14433756729740643,0.7442346981565049,0.0496923611784537,0.03928968037647374,True
historical_R4_r4_50MPa,1.010362971081845,0.23732419005706923,0.05127498812595366,0.03528453087580231,True
historical_R4_r4_50MPa,1.8763883748662837,0.11506278541901033,0.03663661280908902,0.01589823001675079,True
historical_R4_r4_50MPa,2.7424137786507226,0.06974043840313353,0.018629655030033804,0.004388323090485282,True
historical_R4_r4_50MPa,3.608439182435161,0.045573942624255195,0.006339420169630124,-0.000544519077123743,True
historical_R4_r4_50MPa,4.474464586219599,0.03179348208603609,0.0,0.0,False
historical_R4_r4_50MPa,5.340489990004038,0.026871578682509518,0.0,0.0,False
historical_R4_r4_mode_minus,-5.0518148554092255,0.9753189736363086,0.0,0.0,False
historical_R4_r4_mode_minus,-4.185789451624787,0.970397070232782,0.0,0.0,False
historical_R4_r4_mode_minus,-3.319764047840348,0.9600710476192029,0.0037672410271375597,-0.0005439144344187032,True
historical_R4_r4_mode_minus,-2.4537386440559095,0.9432956710977907,0.011588325039344696,0.0014094460249881777,True
historical_R4_r4_mode_minus,-1.5877132402714706,0.9174471575977439,0.022925019498440155,0.0075032421430725315,True
historical_R4_r4_mode_minus,-0.7216878364870323,0.8679498939148418,0.038568610767535996,0.019713483584252043,True
historical_R4_r4_mode_minus,0.14433756729740643,0.7364958731639564,0.050665680688473484,0.04050530194977271,True
historical_R4_r4_mode_minus,1.010362971081845,0.23459888187319994,0.05147912353197707,0.03494082000188904,True
historical_R4_r4_mode_minus,1.8763883748662837,0.11223972253999118,0.036371297391373014,0.015532468575867167,True
historical_R4_r4_mode_minus,2.7424137786507226,0.06703837016577116,0.01830407569969137,0.004179279288302932,True
historical_R4_r4_mode_minus,3.608439182435161,0.043125577919650986,0.006153312857415623,-0.0006102074601075751,True
historical_R4_r4_mode_minus,4.474464586219599,0.029602929767218157,0.0,0.0,False
historical_R4_r4_mode_minus,5.340489990004038,0.024681026363691575,0.0,0.0,False
historical_R4_r4_mode_plus,-5.0518148554092255,0.9753189736363086,0.0,0.0,False
historical_R4_r4_mode_plus,-4.185789451624787,0.970397070232782,0.0,0.0,False
historical_R4_r4_mode_plus,-3.319764047840348,0.956874426246744,0.006153312990645797,-0.0006102092757088865,True
historical_R4_r4_mode_plus,-2.4537386440559095,0.9329616281213942,0.018304079404039178,0.004179279779123444,True
historical_R4_r4_mode_plus,-1.5877132402714706,0.8877602558856011,0.03637130320844696,0.015532472111351728,True
historical_R4_r4_mode_plus,-0.7216878364870323,0.7654010721067097,0.05147913624370746,0.03494082727219681,True
historical_R4_r4_mode_plus,0.14433756729740643,0.2635041925245686,0.05066570189604407,0.04050530831448903,True
historical_R4_r4_mode_plus,1.010362971081845,0.13205014244678573,0.0385686336637854,0.019713492108839728,True
historical_R4_r4_mode_plus,1.8763883748662837,0.08255287156019975,0.02292503507080338,0.007503251726781466,True
historical_R4_r4_mode_plus,2.7424137786507226,0.05670435308223901,0.011588334614546577,0.0014094529733103688,True
historical_R4_r4_mode_plus,3.608439182435161,0.03992896601841916,0.0037672455327528833,-0.0005439107824344992,True
historical_R4_r4_mode_plus,4.474464586219599,0.029602929767218157,0.0,0.0,False
historical_R4_r4_mode_plus,5.340489990004038,0.024681026363691575,0.0,0.0,False
historical_R4_r4_stable25MPa,-5.0518148554092255,0.9764142497957176,0.0,0.0,False
historical_R4_r4_stable25MPa,-4.185789451624787,0.971492346392191,0.0,0.0,False
historical_R4_r4_stable25MPa,-3.319764047840348,0.9613461989030956,0.0035763975680404283,-0.0005679285974747396,True
historical_R4_r4_stable25MPa,-2.4537386440559095,0.944862328070517,0.011162957502011107,0.0012919489431277012,True
historical_R4_r4_stable25MPa,-1.5877132402714706,0.9194319235711597,0.022275107708912424,0.007256715687068684,True
historical_R4_r4_stable25MPa,-0.7216878364870323,0.870625875378904,0.03782645331116072,0.019316578122729716,True
historical_R4_r4_stable25MPa,0.14433756729740643,0.7404884652670647,0.050166930887177316,0.03987846922910854,True
historical_R4_r4_stable25MPa,1.010362971081845,0.23591959651054228,0.05136400092072841,0.035104306322255904,True
historical_R4_r4_stable25MPa,1.8763883748662837,0.11363180944353221,0.036493509057672825,0.01571254916612778,True
historical_R4_r4_stable25MPa,2.7424137786507226,0.0683814410496621,0.01846000918667761,0.004282362383771258,True
historical_R4_r4_stable25MPa,3.608439182435161,0.04434710514629786,0.006243162541882061,-0.0005779471710466702,True
historical_R4_r4_stable25MPa,4.474464586219599,0.03069820592662713,0.0,0.0,False
historical_R4_r4_stable25MPa,5.340489990004038,0.025776302523100546,0.0,0.0,False
historical_R4_r4_stable50MPa,-5.0518148554092255,0.9775095259551265,0.0,0.0,False
historical_R4_r4_stable50MPa,-4.185789451624787,0.9725876225515999,0.0,0.0,False
historical_R4_r4_stable50MPa,-3.319764047840348,0.9626121522054174,0.0033945119498581195,-0.0005913086171523094,True
historical_R4_r4_stable50MPa,-2.4537386440559095,0.9464036870018626,0.010757230583896764,0.001178826956195644,True
historical_R4_r4_stable50MPa,-1.5877132402714706,0.9213634934620627,0.021655924922255817,0.007020300916541002,True
historical_R4_r4_stable50MPa,-0.7216878364870323,0.8731902997132539,0.03711909031316339,0.01893852600821289,True
historical_R4_r4_stable50MPa,0.14433756729740643,0.7442347239904006,0.04969235444425876,0.039289673538407587,True
historical_R4_r4_stable50MPa,1.010362971081845,0.23732417934751426,0.05127498403209831,0.035284530530689556,True
historical_R4_r4_stable50MPa,1.8763883748662837,0.11506278384883428,0.03663661121339877,0.015898231304652392,True
historical_R4_r4_stable50MPa,2.7424137786507226,0.06974043302728918,0.01862965687721413,0.004388325340490188,True
historical_R4_r4_stable50MPa,3.608439182435161,0.04557393946066486,0.006339421466542253,-0.0005445178185809014,True
historical_R4_r4_stable50MPa,4.474464586219599,0.03179348208603609,0.0,0.0,False
historical_R4_r4_stable50MPa,5.340489990004038,0.026871578682509518,0.0,0.0,False
historical_R4_r4_stable_unload,-5.0518148554092255,0.9753189736363086,0.0,0.0,False
historical_R4_r4_stable_unload,-4.185789451624787,0.970397070232782,0.0,0.0,False
historical_R4_r4_stable_unload,-3.319764047840348,0.9600710332028307,0.003767250726360389,-0.0005439116404066031,True
historical_R4_r4_stable_unload,-2.4537386440559095,0.9432956408919717,0.011588343870208273,0.001409452483994711,True
historical_R4_r4_stable_unload,-1.5877132402714706,0.9174471078890185,0.022925043172585716,0.007503255823841917,True
historical_R4_r4_stable_unload,-0.7216878364870323,0.8679498071981302,0.0385686370927697,0.01971349689988699,True
historical_R4_r4_stable_unload,0.14433756729740643,0.7364957098348064,0.0506656980198417,0.04050532608728225,True
historical_R4_r4_stable_unload,1.010362971081845,0.2345989727404495,0.05147914986345822,0.034940835253729256,True
historical_R4_r4_stable_unload,1.8763883748662837,0.11223975462348025,0.03637131525153202,0.015532473551389571,True
historical_R4_r4_stable_unload,2.7424137786507226,0.06703837461073328,0.018304084628275423,0.0041792833773809,True
historical_R4_r4_stable_unload,3.608439182435161,0.04312557372075204,0.006153313541891558,-0.0006102089058923356,True
historical_R4_r4_stable_unload,4.474464586219599,0.029602929767218157,0.0,0.0,False
historical_R4_r4_stable_unload,5.340489990004038,0.024681026363691575,0.0,0.0,False
historical_R4_r4_unload,-5.0518148554092255,0.9753189736363086,0.0,0.0,False
historical_R4_r4_unload,-4.185789451624787,0.970397070232782,0.0,0.0,False
historical_R4_r4_unload,-3.319764047840348,0.9600710396094763,0.0037672460779275604,-0.0005439099116521626,True
historical_R4_r4_unload,-2.4537386440559095,0.9432956523099152,0.011588327814488061,0.0014094509527828119,True
historical_R4_r4_unload,-1.5877132402714706,0.9174471391571619,0.022925023921045874,0.007503251000289047,True
historical_R4_r4_unload,-0.7216878364870323,0.8679498838346242,0.03856860688668036,0.01971348081549039,True
historical_R4_r4_unload,0.14433756729740643,0.7364958713772217,0.05066567339783991,0.04050529682293274,True
historical_R4_r4_unload,1.010362971081845,0.23459886057057888,0.05147912809007194,0.03494080918600502,True
historical_R4_r4_unload,1.8763883748662837,0.1122397079705975,0.036371297334235046,0.015532468233926348,True
historical_R4_r4_unload,2.7424137786507226,0.06703835580214751,0.01830406859945872,0.004179275377233468,True
historical_R4_r4_unload,3.608439182435161,0.04312556753800317,0.006153308957858933,-0.0006102113410868027,True
historical_R4_r4_unload,4.474464586219599,0.029602929767218157,0.0,0.0,False
historical_R4_r4_unload,5.340489990004038,0.024681026363691575,0.0,0.0,False
historical_R4_r4_zero,-5.0518148554092255,0.9753189736363086,0.0,0.0,False
historical_R4_r4_zero,-4.185789451624787,0.970397070232782,0.0,0.0,False
historical_R4_r4_zero,-3.319764047840348,0.9558309493923495,0.008556317618427053,-0.0004645010401456381,True
historical_R4_r4_zero,-2.4537386440559095,0.9296962374081817,0.023498657187950873,0.003968415779432123,True
historical_R4_r4_zero,-1.5877132402714706,0.8826019598444451,0.04400897347525704,0.01450630170253869,True
historical_R4_r4_zero,-0.7216878364870323,0.7762421490896263,0.06350596013697164,0.034517876922176026,True
historical_R4_r4_zero,0.14433756729740643,0.49999999993602273,0.066521596287024,0.06287414351063329,True
historical_R4_r4_zero,1.010362971081845,0.22375785081644387,0.06350596053257601,0.03451787704351233,True
historical_R4_r4_zero,1.8763883748662837,0.11739804020347658,0.044008972309152454,0.014506301070590345,True
historical_R4_r4_zero,2.7424137786507226,0.0703037625237157,0.023498658985086192,0.003968416905556493,True
historical_R4_r4_zero,3.608439182435161,0.04416905065579772,0.008556316171156098,-0.0004645021007185909,True
historical_R4_r4_zero,4.474464586219599,0.029602929767218157,0.0,0.0,False
historical_R4_r4_zero,5.340489990004038,0.024681026363691575,0.0,0.0,False
historical_R6_r4_mode_minus,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r4_mode_minus,-5.917840259193664,0.9789685326355306,-0.0016311377751829154,0.00037757420387629593,False
historical_R6_r4_mode_minus,-5.0518148554092255,0.9740280601237993,0.0004963145451554315,9.098704656356204e-05,True
historical_R6_r4_mode_minus,-4.185789451624787,0.9671575022225573,0.004292030479663593,5.571507029163668e-06,True
historical_R6_r4_mode_minus,-3.319764047840348,0.9572484129722285,0.009778106876755139,0.0004307474310139142,True
historical_R6_r4_mode_minus,-2.4537386440559095,0.9423668503221871,0.017329888895410976,0.0024230020231786557,True
historical_R6_r4_mode_minus,-1.5877132402714706,0.9182623184764551,0.028169818997763267,0.008274976939608101,True
historical_R6_r4_mode_minus,-0.7216878364870323,0.8708838908369028,0.04399033733629769,0.020117233280245513,True
historical_R6_r4_mode_minus,0.14433756729740643,0.7430933066016134,0.05678992042986876,0.03960472728761527,True
historical_R6_r4_mode_minus,1.010362971081845,0.2418665807043783,0.05776439688412081,0.03687840591967308,True
historical_R6_r4_mode_minus,1.8763883748662837,0.11903737970946388,0.04388022842093241,0.018046315459950446,True
historical_R6_r4_mode_minus,2.7424137786507226,0.07397301552644306,0.027095314935180113,0.006752873260169734,True
historical_R6_r4_mode_minus,3.608439182435161,0.05108947633132699,0.015750925813287922,0.0013216339650552805,True
historical_R6_r4_mode_minus,4.474464586219599,0.037048800200519226,0.0077939843481510795,-0.0003160499431660484,True
historical_R6_r4_mode_minus,5.340489990004038,0.027906880967653973,0.002077013797701293,-0.0003450179310679343,True
historical_R6_r4_mode_minus,6.206515393788477,0.02187379108112905,-0.0014819899911326076,0.00012737872836253978,False
historical_R6_r4_mode_minus,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R6_r4_mode_plus,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r4_mode_plus,-5.917840259193664,0.978126208270891,-0.001481987030469637,0.00012737889386819136,False
historical_R6_r4_mode_plus,-5.0518148554092255,0.9720931192957223,0.0020770207477186827,-0.00034501559342360274,True
historical_R6_r4_mode_plus,-4.185789451624787,0.9629511993349757,0.007793998050372624,-0.00031604632934260826,True
historical_R6_r4_mode_plus,-3.319764047840348,0.9489105096912687,0.015750947472137563,0.0013216376652283894,True
historical_R6_r4_mode_plus,-2.4537386440559095,0.926026947517155,0.027095352537401637,0.006752881145997798,True
historical_R6_r4_mode_plus,-1.5877132402714706,0.8809625375604864,0.04388027624116313,0.018046325542420156,True
historical_R6_r4_mode_plus,-0.7216878364870323,0.7581332484732989,0.05776443983459039,0.036878436193115524,True
historical_R6_r4_mode_plus,0.14433756729740643,0.25690688965947633,0.056789953976430475,0.039604765013954574,True
historical_R6_r4_mode_plus,1.010362971081845,0.1291162071824412,0.04399036766505426,0.020117254865021778,True
historical_R6_r4_mode_plus,1.8763883748662837,0.08173773534089512,0.028169842831182977,0.008274991796993711,True
historical_R6_r4_mode_plus,2.7424137786507226,0.0576331801347562,0.017329904796425412,0.0024230080701592455,True
historical_R6_r4_mode_plus,3.608439182435161,0.04275160421279685,0.009778119902120304,0.00043074520321959367,True
historical_R6_r4_mode_plus,4.474464586219599,0.032842503555998284,0.00429203742798578,5.570065942356924e-06,True
historical_R6_r4_mode_plus,5.340489990004038,0.025971940387672986,0.0004963191333917007,9.098919317841264e-05,True
historical_R6_r4_mode_plus,6.206515393788477,0.021031465404499513,-0.001631132929562842,0.00037757509117891083,False
historical_R6_r4_mode_plus,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R6_r4_zero,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r4_zero,-5.917840259193664,0.9779573216439652,-0.0008198244170334408,0.0001832999610265414,False
historical_R6_r4_zero,-5.0518148554092255,0.9719079805053001,0.0032096907227728926,-0.00015040828822235667,True
historical_R6_r4_zero,-4.185789451624787,0.9624498278844111,0.009789734398032192,7.082621427948951e-05,True
historical_R6_r4_zero,-3.319764047840348,0.9473635309781843,0.01950943744607648,0.0017465482823857698,True
historical_R6_r4_zero,-2.4537386440559095,0.922116723993558,0.033595869590923935,0.006635736839532176,True
historical_R6_r4_zero,-1.5877132402714706,0.8750968176296596,0.05320245816910249,0.01699386860243848,True
historical_R6_r4_zero,-0.7216878364870323,0.7693529918868189,0.0721899566005387,0.036260518469447084,True
historical_R6_r4_zero,0.14433756729740643,0.5000000002210241,0.0752711012753643,0.06239972888043413,True
historical_R6_r4_zero,1.010362971081845,0.23064700823257805,0.07218995637980492,0.03626051832662317,True
historical_R6_r4_zero,1.8763883748662837,0.12490318240740447,0.05320245856362503,0.01699386887516246,True
historical_R6_r4_zero,2.7424137786507226,0.07788327601999272,0.033595869242372574,0.006635736584658087,True
historical_R6_r4_zero,3.608439182435161,0.05263646902543936,0.01950943765291087,0.001746548428495153,True
historical_R6_r4_zero,4.474464586219599,0.03755017211684153,0.009789734367625948,7.08261899052768e-05,True
historical_R6_r4_zero,5.340489990004038,0.028092019496043716,0.0032096906785897346,-0.00015040832300491544,True
historical_R6_r4_zero,6.206515393788477,0.022042678355577383,-0.0008198243981627614,0.00018329997004301878,False
historical_R6_r4_zero,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R6_r6_stable_plus,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r6_stable_plus,-5.917840259193664,0.9780989875062347,-0.0013242404415561924,0.00016128654217205916,False
historical_R6_r6_stable_plus,-5.0518148554092255,0.9720763270317667,0.00221959534488563,-0.00030426393793533653,True
historical_R6_r6_stable_plus,-4.185789451624787,0.9629314682584394,0.007855661255458385,-0.000295068346058254,True
historical_R6_r6_stable_plus,-3.319764047840348,0.948875776581567,0.015695221444544098,0.0012952918464237458,True
historical_R6_r6_stable_plus,-2.4537386440559095,0.9259666556605803,0.02691577429688147,0.006646759721862551,True
historical_R6_r6_stable_plus,-1.5877132402714706,0.8808684955806736,0.04357150430037722,0.017830921474047818,True
historical_R6_r6_stable_plus,-0.7216878364870323,0.7579910223930144,0.05732816885009274,0.03659734351673417,True
historical_R6_r6_stable_plus,0.14433756729740643,0.2569717893011847,0.05634414474791996,0.039304675646763085,True
historical_R6_r6_stable_plus,1.010362971081845,0.12915296528844297,0.04365535287939409,0.019860219713250166,True
historical_R6_r6_stable_plus,1.8763883748662837,0.08175400338379518,0.02795123792395336,0.008118793123966555,True
historical_R6_r6_stable_plus,2.7424137786507226,0.05763461783212948,0.0172247262463171,0.0023502496137218975,True
historical_R6_r6_stable_plus,3.608439182435161,0.04274642590480063,0.00978644915471238,0.0004177031382388537,True
historical_R6_r6_stable_plus,4.474464586219599,0.032838369659194,0.004394637024969488,3.449858702400752e-05,True
historical_R6_r6_stable_plus,5.340489990004038,0.025976316182540354,0.0006462650618710743,0.00013452126888769024,True
historical_R6_r6_stable_plus,6.206515393788477,0.02105176580666973,-0.0014898926482162145,0.0004092365302348611,False
historical_R6_r6_stable_plus,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R6_r6_zero,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r6_zero,-5.917840259193664,0.977939361450636,-0.0006951090193040056,0.0002294221006935666,False
historical_R6_r6_zero,-5.0518148554092255,0.9719133406078235,0.003315300021046384,-0.00010165868625251545,True
historical_R6_r6_zero,-4.185789451624787,0.9624769938969178,0.00981145450899034,9.411149376106504e-05,True
historical_R6_r6_zero,-3.319764047840348,0.9474169118707292,0.01940101235022309,0.001711296438247475,True
historical_R6_r6_zero,-2.4537386440559095,0.9222116892202818,0.03334227068776288,0.006505067403089411,True
historical_R6_r6_zero,-1.5877132402714706,0.8752590001554941,0.0528123533011021,0.01672918591030237,True
historical_R6_r6_zero,-0.7216878364870323,0.7695704395308844,0.07168277557422217,0.03588388979451787,True
historical_R6_r6_zero,0.14433756729740643,0.49999999864184574,0.07468862917866864,0.062066586471137955,True
historical_R6_r6_zero,1.010362971081845,0.2304295596707076,0.07168277574517568,0.035883889849801225,True
historical_R6_r6_zero,1.8763883748662837,0.12474099963042468,0.05281235261015181,0.016729185482668225,True
historical_R6_r6_zero,2.7424137786507226,0.07778831067799286,0.03334227150508144,0.006505067968163143,True
historical_R6_r6_zero,3.608439182435161,0.052583088115332285,0.01940101129983346,0.00171129574564123,True
historical_R6_r6_zero,4.474464586219599,0.03752300606844498,0.009811455398884191,9.411212170038234e-05,True
historical_R6_r6_zero,5.340489990004038,0.028086659396866588,0.0033152994127955983,-0.0001016591047178772,True
historical_R6_r6_zero,6.206515393788477,0.022060638545916153,-0.0006951088689482524,0.00022942219531002256,False
historical_R6_r6_zero,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R6_r8_zero,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r8_zero,-5.917840259193664,0.9779377936128453,-0.0006771119096892999,0.0002334644502871731,False
historical_R6_r8_zero,-5.0518148554092255,0.971915292224943,0.0033220502342465996,-9.439552855792436e-05,True
historical_R6_r8_zero,-4.185789451624787,0.9624838240318141,0.009797501822176782,0.00010241254093627285,True
historical_R6_r8_zero,-3.319764047840348,0.9474315527884296,0.01936199460214965,0.0017151451281977878,True
historical_R6_r8_zero,-2.4537386440559095,0.922239292653652,0.033277609382274094,0.006496312236631715,True
historical_R6_r8_zero,-1.5877132402714706,0.8753057966234332,0.05272402709904611,0.01669973538681532,True
historical_R6_r8_zero,-0.7216878364870323,0.7696305957417195,0.07157505991179573,0.035837062921722104,True
historical_R6_r8_zero,0.14433756729740643,0.49999995563135546,0.07456859088843042,0.062030433975093405,True
historical_R6_r8_zero,1.010362971081845,0.23036937841283323,0.07157505713013997,0.03583705950113294,True
historical_R6_r8_zero,1.8763883748662837,0.12469419598010156,0.052724023171075614,0.016699733455245155,True
historical_R6_r8_zero,2.7424137786507226,0.07776070463966929,0.03327760777640442,0.006496311883093015,True
historical_R6_r8_zero,3.608439182435161,0.05256844600221273,0.01936199288485938,0.00171514466919477,True
historical_R6_r8_zero,4.474464586219599,0.03751617539851088,0.009797501536451321,0.0001024128607654746,True
historical_R6_r8_zero,5.340489990004038,0.02808470755149379,0.0033220497892146837,-9.439558618251631e-05,True
historical_R6_r8_zero,6.206515393788477,0.022062206333483467,-0.0006771118825518,0.00023346447357958374,False
historical_R6_r8_zero,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R8_r4_zero,-8.51591647054698,0.985181012014176,0.0,0.0,False
historical_R8_r4_zero,-7.649891066762541,0.9831410601621033,3.806109991828137e-05,1.5153784877028478e-05,True
historical_R8_r4_zero,-6.783865662978103,0.9801333274177899,0.0012884577630923062,5.4530154773705253e-05,True
historical_R8_r4_zero,-5.917840259193664,0.9759372286843764,0.0036626141684114105,0.0001719701073157852,True
historical_R8_r4_zero,-5.0518148554092255,0.9698449597848091,0.007427612031056095,0.00038249014473032633,True
historical_R8_r4_zero,-4.185789451624787,0.9605246940586096,0.0133385721293676,0.0009273524666682832,True
historical_R8_r4_zero,-3.319764047840348,0.9455417558164669,0.022507913297454083,0.002723839588366382,True
historical_R8_r4_zero,-2.4537386440559095,0.9201613822926065,0.03636407309914634,0.0076684119298912785,True
historical_R8_r4_zero,-1.5877132402714706,0.8727490352657095,0.055987708708580754,0.017999895723950183,True
historical_R8_r4_zero,-0.7216878364870323,0.7668325474362536,0.07509968328518145,0.03699513000276343,True
historical_R8_r4_zero,0.14433756729740643,0.4999999995360246,0.07839512295845505,0.06240777261309576,True
historical_R8_r4_zero,1.010362971081845,0.23316745229101676,0.07509968289566821,0.03699512973602784,True
historical_R8_r4_zero,1.8763883748662837,0.1272509646404764,0.055987709487329604,0.017999896240157423,True
historical_R8_r4_zero,2.7424137786507226,0.07983861770023204,0.03636407176469271,0.007668411045185994,True
historical_R8_r4_zero,3.608439182435161,0.054458244136384365,0.022507914973455577,0.0027238407367538575,True
historical_R8_r4_zero,4.474464586219599,0.03947530596776664,0.013338570257446822,0.000927351182927469,True
historical_R8_r4_zero,5.340489990004038,0.030155040182646777,0.007427613836922459,0.00038249140281059694,True
historical_R8_r4_zero,6.206515393788477,0.02406277133592477,0.0036626126292942443,0.00017196903430615742,True
historical_R8_r4_zero,7.072540797572915,0.01986667256814725,0.0012884588433084267,5.453090049736462e-05,True
historical_R8_r4_zero,7.938566201357354,0.01685893984412541,3.8060555792787144e-05,1.5153412766904785e-05,True
historical_R8_r4_zero,8.804591605141791,0.014818987985824157,0.0,0.0,False
historical_R8_r6_zero,-8.51591647054698,0.985181012014176,0.0,0.0,False
historical_R8_r6_zero,-7.649891066762541,0.9831401317731833,8.881433380677453e-05,6.747377130845113e-05,True
historical_R8_r6_zero,-6.783865662978103,0.9801445608840655,0.001355411678841218,0.00011390237047036335,True
historical_R8_r6_zero,-5.917840259193664,0.9759647764339382,0.0037068685429519424,0.00021361637034711107,True
historical_R8_r6_zero,-5.0518148554092255,0.969891687903802,0.007410014455521216,0.00038299151444982135,True
historical_R8_r6_zero,-4.185789451624787,0.9605950135090244,0.013222467283906636,0.0008676110585225522,True
