model,model_sha256,anchor,signs,group,observable,target,baseline,prediction,normalized_error,selected_for_this_LP,units
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,declared_signs,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-1.2039310153058786,-21.072095269398318,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,saddle_Hxx,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.18642463121762065,-1.4888362891933933e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,saddle_Hxx,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-1.3220053195145085,-22.252838311484616,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,opening_Haa,saddle_Hxx,-0.18642463121762062,0.18806406129404202,4.79618080346908,267.27184075103867,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,opening_Haa,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,0.9032785116339535,1.1102230246251565e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,critical_pair,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.1864246312176202,2.23325443379009e-14,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,critical_pair,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,0.9032785116339543,9.992007221626409e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,fit_curvatures,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.015154513968185027,9.187097012384882,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,fit_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-0.9453729975751513,-18.486515092091043,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,inspected_curvatures,saddle_Hxx,-0.18642463121762062,0.18806406129404202,0.2557837675120321,23.72049207453954,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,inspected_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-1.4209136604377564,-23.241921720717098,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,saddle_Hxx,-0.18642463121762062,0.18806406129404202,0.050992417704846166,12.735283281602458,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-1.3728286999353079,-22.761072115692613,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.18642463121762073,-5.955345156773573e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-84.41109423656157,-853.1437274819552,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,saddle_Hxx,-0.18642463121762062,0.18806406129404202,1.055472930181299,66.61660282160918,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,0.9032785116339527,-6.661338147750939e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.18642463121762068,-2.9776725783867866e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,0.9032785116339533,0.0,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,fit_curvatures,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.06028257339162087,6.7663836587531865,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,fit_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-0.755407726905135,-16.586862385390884,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,inspected_curvatures,saddle_Hxx,-0.18642463121762062,0.18806406129404202,0.23993444341893638,22.870318790592197,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,inspected_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-1.373319356194092,-22.76597867828045,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,old_fit_all,saddle_Hxx,-0.18642463121762062,0.18806406129404202,0.05075126647766562,12.722347693337888,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-1.3378886430132337,-22.41167154647187,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,saddle_Hxx,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.18642463121762048,7.444181445966967e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,saddle_Hxx,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,0.2381932579507182,-6.650852536832351,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,opening_Haa,saddle_Hxx,-0.18642463121762062,0.18806406129404202,0.18722110997806635,20.042723901624132,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,opening_Haa,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,0.9032785116339535,1.1102230246251565e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,critical_pair,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.18642463121762057,2.9776725783867866e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,critical_pair,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,0.9032785116339532,-1.1102230246251565e-15,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,fit_curvatures,saddle_Hxx,-0.18642463121762062,0.18806406129404202,-0.0699992186258495,6.245173281628396,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,fit_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-0.6440223339692369,-15.473008456031902,False,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,inspected_curvatures,saddle_Hxx,-0.18642463121762062,0.18806406129404202,0.16031402354082852,18.599401403867482,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,inspected_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-0.7541679885536327,-16.574465001875858,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,old_fit_all,saddle_Hxx,-0.18642463121762062,0.18806406129404202,0.03587863470458417,11.924565143041729,True,eV/L0^2
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2347751006901315,-1.3567038637595896,-22.59982375393543,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,saddle_Hxx,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.18642463121762076,-7.444181445966967e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,saddle_Hxx,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.7850711924932411,-16.883497041271944,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,opening_Haa,saddle_Hxx,-0.18642463121762062,0.18216571310357604,141.45614321479908,7597.846213823102,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,opening_Haa,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.903278511633953,-3.3306690738754696e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,critical_pair,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.18642463121762015,2.5310216916287687e-14,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,critical_pair,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.9032785116339541,7.771561172376096e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,fit_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.037817884158562215,7.971411614894603,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,fit_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.6691025609446071,-15.723810725785604,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,inspected_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.15779813558276912,18.464446707075165,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,inspected_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.9431661590735637,-18.46444670707517,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,old_fit_all,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.10384325002520917,15.570253745278375,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,declared_signs,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-1.294590182875261,-21.978686945092143,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,saddle_Hxx,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.18642463121762065,-1.4888362891933933e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,saddle_Hxx,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-1.3634497572308415,-22.667282688647948,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,opening_Haa,saddle_Hxx,-0.18642463121762062,0.18216571310357604,123.6107032355575,6640.59931663547,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,opening_Haa,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.9032785116339535,1.1102230246251565e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,critical_pair,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.18642463121761987,4.019857980822162e-14,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,critical_pair,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.903278511633949,-4.3298697960381105e-14,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,fit_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.038203012886654564,7.950752932317258,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,fit_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.6407995591547802,-15.440780707887333,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,inspected_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.15544836926792463,18.338402938100156,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,inspected_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.9305617821760596,-18.338402938100128,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.06951104446122064,13.728640577546734,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-1.4225131541839342,-23.257916658178875,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,saddle_Hxx,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.1864246312176207,-4.46650886758018e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,saddle_Hxx,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-50.189279093809695,-510.9255760544365,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,opening_Haa,saddle_Hxx,-0.18642463121762062,0.18216571310357604,1.0736412441684162,67.5911689971436,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,opening_Haa,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.9032785116339538,4.440892098500626e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,critical_pair,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.1864246312176207,-4.46650886758018e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,critical_pair,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.9032785116339535,1.1102230246251565e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.04892292311774532,7.375726437101773,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.7905821835889092,-16.938606952228625,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.07346022377926334,13.940478428170277,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.3230630274625926,-12.26341539096546,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,old_fit_all,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.06519994455113173,13.497388951517964,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-1.330302182729832,-22.335806943637852,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,saddle_Hxx,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.1864246312176204,1.1910690313547146e-14,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,saddle_Hxx,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.29018698775360213,-11.934654993875554,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,opening_Haa,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-15.513698762111865,-822.1700121268915,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,opening_Haa,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.9032785116339536,2.220446049250313e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,critical_pair,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.18642463121762048,7.444181445966967e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,critical_pair,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,0.903278511633953,-3.3306690738754696e-15,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,fit_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,-0.05036826664705041,7.2981967930914875,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,fit_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.6957811355934228,-15.990596472273761,False,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,inspected_curvatures,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.06363129389933003,13.413244992559527,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,inspected_curvatures,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-0.29562629218284664,-11.989048038167999,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,old_fit_all,saddle_Hxx,-0.18642463121762062,0.18216571310357604,0.05507987472225251,12.954538483595316,True,eV/L0^2
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,all_signs_relaxed_CONTROL,old_fit_all,v19_new_4_Haa,0.9032785116339533,-1.2342873302463742,-1.397980934910323,-23.01259446544276,False,eV/L0^2
