observable,role,target,scale,units,u,v,A,B,C,D3,D1,D2,D_Eg,K3
v16_direct011_Haa,fit,23.17866876533168,2.317866876533168,eV/L0^2,362.4292243520925,-90.08892380384299,-1.0749230610627272,2.5305725276558757,1.523309833403373,0.16392980502839144,3.65968461145246,0.7765199243397275,3.100684368827214,0.00016590524903609856
v16_direct031_energy,fit,0.16617323878813156,0.016617323878813157,eV/cell,2.017480204267187,-0.33347595704631844,-0.00111759428132574,0.0022358089071310427,2.48276004304398e-06,0.0045872153792219615,0.0019167974102999518,0.004664206026390013,0.01068395707470378,1.0521143598088904e-05
v16_direct031_normal_force,fit,-1.4977500080753077,0.03173805605024358,eV/L0,-59.72171613487448,21.113304179190195,0.7601187929631036,-1.5209166632101414,-0.0027185771523739,-0.03682916330827325,-0.11052388225815847,-0.02605451533552557,-0.03206478382382277,-0.0001689282569160345
v16_direct031_Haa,fit,34.460781638400974,3.4460781638400975,eV/L0^2,762.1957638254473,-120.37829046334032,-1.110459206654368,2.609504964796664,1.5568307792290825,0.35249181855434875,5.32396280020078,-0.49266000040145486,-0.6893959574864039,0.002970923080015923
v16_raised043_energy,fit,0.1726273519698645,0.017262735196986453,eV/cell,-0.5390502739806357,0.8751057088526282,0.051513425779472266,-0.10213778899865078,0.0034857830374326578,0.0035956705146315713,0.003872262428284971,0.0024895192016225597,0.008909707980035566,6.461898646318277e-06
v16_raised043_normal_force,fit,-0.17083895700384927,0.03173805605024358,eV/L0,-28.877413058677487,14.808262524011496,0.6823989690401587,-1.3410108901477737,0.0923191504470964,-0.02761527482091774,0.13273398616737697,-0.039481575282664404,-0.005831345009144445,-9.93409786293528e-05
v16_raised043_Haa,fit,18.238440853611248,1.8238440853611249,eV/L0^2,361.36193587504357,-81.2125319130218,-1.0629997362375865,2.409742249123116,1.0634252454394952,0.22491243002707234,2.2841420971379294,0.742854332110831,2.1537152473964,0.0015716063449168023
v16_off_plus_energy,fit,0.0652424878354941,0.006524248783549411,eV/cell,0.009208381795895419,0.23343869095535233,0.014728202119201228,-0.02938446549087148,0.0002861323832194725,0.002014133444788184,0.0003437361359227959,0.0020627561758449673,0.006564732748228974,2.028251863962903e-06
v16_off_plus_normal_force,fit,-0.08042066717244803,0.03173805605024358,eV/L0,-32.04556763310355,17.1647313571265,0.7340296254504884,-1.4608356713940873,0.028649642836860955,-0.01464622067864534,0.03508774913451057,-0.03703863242757204,-0.02967379343255177,-2.9509799509514398e-05
v16_off_plus_Haa,fit,20.981095919956758,2.098109591995676,eV/L0^2,357.25542481261476,-87.1577116070107,-1.0735544023136177,2.5001514042834136,1.3879059762847779,0.18394996360127652,3.2292081336348244,0.7347591509694453,2.3169347440884778,0.0005844493075163376
v16_off_minus_energy,fit,0.21182429891635463,0.021182429891635463,eV/cell,-1.5615903937004076,1.5610220702421647,0.0885883908690066,-0.17452161738028238,0.010257240689489876,0.0026036022498078623,0.012959581638408517,0.001632098025997212,0.010714982976024955,3.3842085854397035e-06
