name,axis,fraction,sign,dt_ps,duration_ps,frequency_per_ps,force_eV_A,parts,block,window_ps,real_A2_eV,imag_A2_eV,magnitude_A2_eV,phase_rad,offset_A,residual_rms_A,harmonic2_real_A,harmonic2_imag_A,harmonic3_real_A,harmonic3_imag_A
axis1_fraction2_dt0.0025_sign-1,1,2.0,-1,0.0025,500.0,0.2,-2.940692102061255,1,0,400.0,0.012112031389003191,-3.8906824880452365e-05,0.012112093877989092,-0.0032122349927413167,3.44658649150073e-05,0.017857520577263242,-0.00015005576615003758,5.98827198293082e-05,-4.693578844541041e-05,2.754115314483011e-05
axis1_fraction2_dt0.0025_sign-1,1,2.0,-1,0.0025,500.0,0.2,-2.940692102061255,2,0,200.0,0.012162042418550059,-5.088079034728422e-05,0.012162148849830664,-0.004183548433401908,0.00011553470239567332,0.018155873017579097,-0.0002525632789471939,3.4011795372099586e-05,-7.659361011538024e-05,1.5332449657687605e-05
axis1_fraction2_dt0.0025_sign-1,1,2.0,-1,0.0025,500.0,0.2,-2.940692102061255,2,1,200.0,0.012062020359456279,-2.6932859413645872e-05,0.012062050428134264,-0.0022328609844438777,-4.660297256565915e-05,0.01755307222141785,-4.75482533528815e-05,8.575364428651767e-05,-1.7277966775440743e-05,3.974985663197285e-05
axis1_fraction2_dt0.0025_sign+1,1,2.0,1,0.0025,500.0,0.2,2.940692102061255,1,0,400.0,0.012033839389291315,-3.529579906628726e-05,0.01203389115127318,-0.0029330371389617027,-2.318549162303341e-05,0.017705032849268054,-0.00015744286809553175,-0.00023183801189056853,-5.820675175067825e-05,0.00012978151175597233
axis1_fraction2_dt0.0025_sign+1,1,2.0,1,0.0025,500.0,0.2,2.940692102061255,2,0,200.0,0.012093729033040191,-4.667362059435526e-05,0.012093819097020538,-0.0038593049955053375,8.271299484934629e-05,0.016995193955199103,-0.00013207178321411367,-0.00038721410280101985,0.00012984262416417417,4.1463020366375896e-05
axis1_fraction2_dt0.0025_sign+1,1,2.0,1,0.0025,500.0,0.2,2.940692102061255,2,1,200.0,0.0119739497455424,-2.391797753823577e-05,0.011973973633611542,-0.0019974984224584414,-0.00012908397809541358,0.018386005361483406,-0.00018281395297694992,-7.646192098011922e-05,-0.00024625612766553096,0.00021810000314556903
axis0_fraction4_dt0.00125_sign-1,0,4.0,-1,0.00125,1000.0,0.2,-13.224348434110214,1,0,900.0,0.002366996905923842,-9.713045945943781e-06,0.00236701683473409,-0.004103508290593239,0.0005084690338702858,0.007936839762743958,0.00046929777520404687,-2.1486835824908855e-05,-3.678575344719657e-05,3.4863858392513343e-06
axis0_fraction4_dt0.00125_sign-1,0,4.0,-1,0.00125,1000.0,0.2,-13.224348434110214,2,0,450.0,0.002367459578553493,-8.48733047364771e-06,0.0023674747920227686,-0.0035849795242786356,0.0004867718475920363,0.0080800490611447,0.00046352064969628335,-1.2819946738187372e-05,-3.898480002487513e-05,-7.826312600881594e-06
axis0_fraction4_dt0.00125_sign-1,0,4.0,-1,0.00125,1000.0,0.2,-13.224348434110214,2,1,450.0,0.0023665342332941574,-1.0938761418241772e-05,0.0023665595141163323,-0.004622237600340386,0.0005301662201485347,0.007790918835095274,0.00047507490071180313,-3.0153724911629904e-05,-3.45867068695179e-05,1.4799084279383868e-05
axis0_fraction4_dt0.00125_sign+1,0,4.0,1,0.00125,1000.0,0.2,13.224348434110214,1,0,900.0,0.0023626429833023626,-3.85462464785884e-06,0.002362646127687992,-0.0016314869639995802,0.0005177332082652802,0.00813152240610336,0.0004996946316013724,-1.326268424956285e-05,7.139271592088268e-06,-1.5290937424335172e-05
axis0_fraction4_dt0.00125_sign+1,0,4.0,1,0.00125,1000.0,0.2,13.224348434110214,2,0,450.0,0.0023614381378838077,-1.455766640150632e-08,0.0023614381379286798,-6.164746036653618e-06,0.0005073394938481167,0.0080932150948884,0.0005378371791364933,-1.332331341193709e-05,4.364200376260891e-05,-2.270032725091472e-05
axis0_fraction4_dt0.00125_sign+1,0,4.0,1,0.00125,1000.0,0.2,13.224348434110214,2,1,450.0,0.0023638478287208845,-7.69469162931847e-06,0.0023638603523955704,-0.003255143735674745,0.0005281269226824437,0.008169463503240748,0.00046155208406624426,-1.3202055087188364e-05,-2.9363460578432465e-05,-7.881547597755323e-06
axis1_fraction4_dt0.00125_sign-1,1,4.0,-1,0.00125,1000.0,0.2,-5.88138420412251,1,0,900.0,0.012194820821327175,-3.744130443366669e-05,0.012194878298513375,-0.00307025312925179,1.0495523162680048e-05,0.018676103486191482,7.924899592323872e-05,-0.0002065778836676726,-0.0003200929799217511,-3.3821676415665924e-05
axis1_fraction4_dt0.00125_sign-1,1,4.0,-1,0.00125,1000.0,0.2,-5.88138420412251,2,0,450.0,0.012187072366396873,-1.3868733152198704e-05,0.012187080257615173,-0.0011379867738952666,5.29413227403439e-06,0.018750401471854878,0.00017093966501568293,-0.00012925854079673702,-0.0003002255863572062,-0.00018670574363359647
axis1_fraction4_dt0.00125_sign-1,1,4.0,-1,0.00125,1000.0,0.2,-5.88138420412251,2,1,450.0,0.012202569276257309,-6.101387571514514e-05,0.012202721812566597,-0.005000042685712625,1.5696914051325372e-05,0.018600934808386996,-1.2441673169202156e-05,-0.0002838972265386078,-0.0003399603734862944,0.0001190623908022637
axis1_fraction4_dt0.00125_sign+1,1,4.0,1,0.00125,1000.0,0.2,5.88138420412251,1,0,900.0,0.012178572645374834,-3.940539225045663e-05,0.012178636395902892,-0.0032356217664293997,-1.299490572498776e-05,0.018120836987530795,7.679777027133706e-05,7.075616208194444e-05,0.00020151450159434746,-0.00015490467223116524
axis1_fraction4_dt0.00125_sign+1,1,4.0,1,0.00125,1000.0,0.2,5.88138420412251,2,0,450.0,0.01218056262533573,-4.992071949229679e-05,0.012180664922242969,-0.004098368977490891,-3.854959208438296e-05,0.018253454075919263,7.923406393244047e-05,-8.163334700706849e-05,0.00018255628163868696,-0.00016425536552363852
axis1_fraction4_dt0.00125_sign+1,1,4.0,1,0.00125,1000.0,0.2,5.88138420412251,2,1,450.0,0.012176582665413768,-2.889006500862694e-05,0.01217661693753693,-0.002372587744311161,1.255978063440718e-05,0.01798709572797853,7.436147661023026e-05,0.00022314567117095755,0.00022047272155000606,-0.00014555397893868964
