case,seed,axis,sign,block,start_ps,end_ps,mean_temperature_K,temperature_linear_trend_K_ns,internal_energy_change_eV,internal_energy_range_eV,work_eV,max_work_residual_eV,endpoint_work_residual_eV
seed35461_axis1_sign-1,35461,1,-1,9,1000.0000000000001,1100.0,293.47118525867063,0.5674917074935223,-0.04683527180577585,0.1446953678164391,-0.049047011559390424,0.002637206472328346,0.0022117397536145778
seed35461_axis1_sign-1,35461,1,-1,10,1100.0,1200.0,293.55839644409895,2.7685469842915102,0.037329422399579926,0.17583011089118372,0.039001280360939486,0.0033678098448450405,-0.0016718579613595602
seed35461_axis1_sign-1,35461,1,-1,11,1200.0,1300.0,293.6247980216221,-0.6388234348006933,-0.03513788309055599,0.1326065077541898,-0.03449913090387402,0.001649182305512073,-0.0006387521866819679
seed35461_axis1_sign-1,35461,1,-1,12,1300.0,1400.0,293.5828130754621,2.7937511541711797,0.041483070045160275,0.21723355364383679,0.040971610231683955,0.002248782164084945,0.0005114598134763199
seed35461_axis1_sign-1,35461,1,-1,13,1400.0,1500.0,293.6476625000633,-0.2803800317259518,-0.06734630216351434,0.14518718566569078,-0.06734054887843949,0.0017921670302215031,-5.753285074849845e-06
seed35461_axis1_sign-1,35461,1,-1,14,1500.0,1600.0,293.55865270109666,1.035607807416611,0.06083947126944622,0.17244180131547182,0.06152850002772619,0.0021518181810346107,-0.0006890287582799678
seed35461_axis1_sign-1,35461,1,-1,15,1600.0,1700.0,293.6446232271197,0.3712502666881234,-0.01426440478871882,0.15912368043336755,-0.013890969283088403,0.001997171910359155,-0.00037343550563041783
seed35461_axis1_sign-1,35461,1,-1,16,1700.0,1800.0,293.613278202151,-0.35440123330014384,0.014453185602633312,0.14634322693655122,0.013787015137173245,0.00259455365337094,0.000666170465460067
seed35461_axis1_sign-1,35461,1,-1,17,1800.0,1900.0,293.7092529463755,3.3554468126342005,0.027894648606434203,0.17750001959529982,0.027973629373255995,0.001915564160075836,-7.898076682179289e-05
seed35461_axis1_sign-1,35461,1,-1,18,1900.0,2000.0000000000002,293.7235129458996,-1.2247046362059342,0.0019630101446637127,0.15511466575026134,0.0018679301084147948,0.002222033128102485,9.508003624891792e-05
seed35461_axis1_sign+1,35461,1,1,0,100.0,200.0,293.26413202811193,2.1502839085123884,-0.0008431713249592576,0.1654725204884926,-0.0011969835623516847,0.002375755169249545,0.0003538122373924271
seed35461_axis1_sign+1,35461,1,1,1,200.0,300.0,293.3621236277338,0.8945133389843363,0.026598737340918888,0.15117564852971555,0.02695024272333736,0.0017945615360028255,-0.00035150538241847384
seed35461_axis1_sign+1,35461,1,1,2,300.0,400.0,293.2592368757754,-1.8389953475050267,-0.022754154150334216,0.17979589512606253,-0.0234029526209207,0.0022870771532769035,0.0006487984705864855
seed35461_axis1_sign+1,35461,1,1,3,400.0,500.00000000000006,293.2485177128682,0.6798644025618356,-0.017472982814524585,0.14392285239682678,-0.016789251407260723,0.002330926882305094,-0.0006837314072638614
seed35461_axis1_sign+1,35461,1,1,4,500.00000000000006,600.0,293.25727087015247,0.5340078517245842,0.023527929970896366,0.164914144001159,0.022818145653935598,0.0018036210978935735,0.0007097843169607682
seed35461_axis1_sign+1,35461,1,1,5,600.0,700.0,293.3358704699642,0.8238381362456758,0.011650131250917184,0.16889204657582013,0.013471284962497054,0.002649220687053158,-0.0018211537115798704
seed35461_axis1_sign+1,35461,1,1,6,700.0,800.0,293.28072979031526,-0.030987912882953453,-0.043808147770960204,0.15133799883369647,-0.04453336611785439,0.003141301869407892,0.0007252183468941867
seed35461_axis1_sign+1,35461,1,1,7,800.0,900.0,293.3693341567695,1.2811679234033122,0.06771581883549516,0.16365550522687045,0.06705329240173169,0.0021640622405410467,0.0006625264337634662
seed35461_axis1_sign+1,35461,1,1,8,900.0,1000.0000000000001,293.38141724717013,-0.6603088237910553,0.028949027472663147,0.17418224950415606,0.029039506021349776,0.0020773257581892524,-9.047854868662886e-05
seed35461_axis1_sign+1,35461,1,1,9,1000.0000000000001,1100.0,293.35497369736316,-0.9844007837840311,-0.055609054316846596,0.1472849389365365,-0.05483444212361768,0.0018057467127251536,-0.000774612193228913
seed35461_axis1_sign+1,35461,1,1,10,1100.0,1200.0,293.38357403850466,1.4602960056879115,0.05955463994132515,0.16967124920347487,0.05927093739839104,0.0024111109683152276,0.0002837025429341111
seed35461_axis1_sign+1,35461,1,1,11,1200.0,1300.0,293.50009897349287,-0.7034412208211084,-0.03382033454727207,0.12950172619093792,-0.03409173273123296,0.0021791978495598746,0.0002713981839608942
seed35461_axis1_sign+1,35461,1,1,12,1300.0,1400.0,293.4952053364145,1.1776565232253027,0.015267794348801544,0.14826872965568327,0.015136833305886846,0.002430641491420929,0.00013096104291469846
seed35461_axis1_sign+1,35461,1,1,13,1400.0,1500.0,293.4948228485477,-0.005690048568382061,-0.000814828995771677,0.1707873108421154,0.00046505901395310634,0.0017902476624784558,-0.0012798880097247833
seed35461_axis1_sign+1,35461,1,1,14,1500.0,1600.0,293.6359261473403,1.7620666845432593,0.059372472895120154,0.17179122049128637,0.05803160233810578,0.003067447368096915,0.001340870557014373
seed35461_axis1_sign+1,35461,1,1,15,1600.0,1700.0,293.74286482461696,-0.5279562718853194,0.004678759813486977,0.17289413070966475,0.004419331015432348,0.0020421226419592153,0.0002594287980546284
seed35461_axis1_sign+1,35461,1,1,16,1700.0,1800.0,293.7409179807532,0.12048803391607199,-0.020973927913473744,0.15583012125534879,-0.0204028505087141,0.0021635645102038026,-0.0005710774047596456
seed35461_axis1_sign+1,35461,1,1,17,1800.0,1900.0,293.76978780047006,-0.060417678827564436,0.0011525958143465687,0.13767500673384347,0.0009069335910774912,0.002073726623786215,0.0002456622232690775
seed35461_axis1_sign+1,35461,1,1,18,1900.0,2000.0000000000002,293.8396076055534,2.7424022665315806,0.03648283882193937,0.1835023177641233,0.036603037029387164,0.002231347482607282,-0.00012019820744779697
seed49277_null,49277,,0,0,100.0,200.0,300.15827899041636,-0.5876414635133098,0.0005821303557240753,0.0037476873731066007,,,
seed49277_null,49277,,0,1,200.0,300.0,300.1660090324108,-0.3121678048089719,-0.001179984487407637,0.003761217488317925,,,
seed49277_null,49277,,0,2,300.0,400.0,300.1675118493392,0.49664425322825984,0.0012670972746491316,0.003700232243318169,,,
seed49277_null,49277,,0,3,400.0,500.00000000000006,300.1743610043049,1.1462005321447564,0.00036548888692777837,0.0032972268672892824,,,
seed49277_null,49277,,0,4,500.00000000000006,600.0,300.1682739332077,0.15336590284869586,-0.0008587092761445092,0.0038091497499408433,,,
seed49277_null,49277,,0,5,600.0,700.0,300.18178979955275,0.3012623803991642,-0.00043080921432192554,0.0035066227833340236,,,
seed49277_null,49277,,0,6,700.0,800.0,300.1632671612836,0.13798644822597803,0.0009119500455199159,0.004031544298868539,,,
seed49277_null,49277,,0,7,800.0,900.0,300.1561953956861,1.6744418711486806,-0.00011825078536276123,0.003374215674739389,,,
seed49277_null,49277,,0,8,900.0,1000.0000000000001,300.176698132134,0.18892263755253458,-0.0005756900286542077,0.003796502798650181,,,
seed49277_null,49277,,0,9,1000.0000000000001,1100.0,300.1752701550043,-1.1707129861743875,-0.0001843471886786574,0.0034812543162843212,,,
seed49277_null,49277,,0,10,1100.0,1200.0,300.1862325371227,0.06383320799432117,0.00013398849523582612,0.0033786903882173647,,,
seed49277_null,49277,,0,11,1200.0,1300.0,300.15870310333776,-0.6717311587684613,7.57276325202838e-05,0.0035857606017088983,,,
seed49277_null,49277,,0,12,1300.0,1400.0,300.138592027278,0.623531897064453,0.00035732776950681,0.005017905082695506,,,
seed49277_null,49277,,0,13,1400.0,1500.0,300.14266116940706,-0.4943511852912004,-4.2899306208710186e-05,0.0034454311844456242,,,
seed49277_null,49277,,0,14,1500.0,1600.0,300.14056218953186,-0.23654557254038336,-0.0009400295575687778,0.0034322020828767563,,,
seed49277_null,49277,,0,15,1600.0,1700.0,300.18284130008357,-0.28641543439789624,0.001220819090576697,0.0037072281284054043,,,
seed49277_null,49277,,0,16,1700.0,1800.0,300.14291757554656,-0.6493740741633154,5.613423218164826e-05,0.0035419174932940223,,,
seed49277_null,49277,,0,17,1800.0,1900.0,300.1510113753166,-1.0794385197038783,-0.0012807011462427909,0.003867112841362541,,,
seed49277_null,49277,,0,18,1900.0,2000.0000000000002,300.1723098746431,-0.9184730059537327,0.00019118798854833585,0.003988417785421916,,,
seed49277_axis0_sign-1,49277,0,-1,0,100.0,200.0,300.2342688472639,-0.17990189615059665,0.020942538552390033,0.1669925973124009,0.021179281844280612,0.0017492481191688398,-0.00023674329189057874
seed49277_axis0_sign-1,49277,0,-1,1,200.0,300.0,300.2227938959081,0.5894473409761153,-0.0028951008757758245,0.1917355041209703,-0.003131813690176285,0.0020958634774169184,0.0002367128144004603
seed49277_axis0_sign-1,49277,0,-1,2,300.0,400.0,300.1881356697549,-1.1854376904682993,0.04997595311715486,0.14946406583067073,0.05082695275645827,0.0022537286955712508,-0.0008509996393034139
seed49277_axis0_sign-1,49277,0,-1,3,400.0,500.00000000000006,300.14661171699214,-0.4937559127063286,-0.06413606754449575,0.1335606088896384,-0.06548404124819819,0.002601221282664344,0.0013479737037024458
seed49277_axis0_sign-1,49277,0,-1,4,500.00000000000006,600.0,300.24361215619746,1.8907190474336044,0.011987596599738026,0.18804770295764683,0.012275665932476778,0.0022580812740470337,-0.00028806933273875165
seed49277_axis0_sign-1,49277,0,-1,5,600.0,700.0,300.26833361825237,0.023319786059689665,0.029147966897653532,0.15963804841203455,0.02899340984426626,0.0019661274751192545,0.00015455705338727338
seed49277_axis0_sign-1,49277,0,-1,6,700.0,800.0,300.3390823347192,-0.36571246860928563,-0.015483809187117004,0.1724250545776158,-0.015668341083194103,0.002130719261688521,0.0001845318960770996
seed49277_axis0_sign-1,49277,0,-1,7,800.0,900.0,300.3760842729394,0.0195220902417631,0.016842513826759387,0.17784898415084172,0.018357504237414963,0.0019979886330939688,-0.0015149904106555763
seed49277_axis0_sign-1,49277,0,-1,8,900.0,1000.0000000000001,300.3796153940082,0.7627556723405811,0.01881051845748516,0.1600973598665405,0.017098626911342937,0.003306250381914278,0.0017118915461422218
seed49277_axis0_sign-1,49277,0,-1,9,1000.0000000000001,1100.0,300.4064855423623,1.658964816896868,0.00156430406968866,0.17150338386818476,0.0018003493556765574,0.002216512535990936,-0.00023604528598789726
seed49277_axis0_sign-1,49277,0,-1,10,1100.0,1200.0,300.4252290979409,0.07937800674382893,0.04571085412089815,0.15202897978588226,0.04601371564579642,0.0019555401191254165,-0.00030286152489827217
seed49277_axis0_sign-1,49277,0,-1,11,1200.0,1300.0,300.46948883713145,-0.5045686997349843,0.026334399400639086,0.1527920793573685,0.026243995278224602,0.0020074466430983623,9.040412241448359e-05
seed49277_axis0_sign-1,49277,0,-1,12,1300.0,1400.0,300.46474946109834,-0.11627456947755226,-0.020071170977644215,0.1588115401423238,-0.020103826574891806,0.001701806222645319,3.265559724759115e-05
seed49277_axis0_sign-1,49277,0,-1,13,1400.0,1500.0,300.46292659525415,-0.19028516350323701,-0.005082346945073368,0.14622726546031117,-0.0052425604262164305,0.0018809138509342446,0.00016021348114306222
seed49277_axis0_sign-1,49277,0,-1,14,1500.0,1600.0,300.347253740454,-2.4456966652890526,-0.06497007490543183,0.16454900255121174,-0.06436361080028183,0.0018725130929524644,-0.0006064641051500008
seed49277_axis0_sign-1,49277,0,-1,15,1600.0,1700.0,300.38434043842454,2.3660221508121433,0.10634735031908349,0.19144320822488226,0.10539304738345118,0.0026446223998751947,0.0009543029356323118
seed49277_axis0_sign-1,49277,0,-1,16,1700.0,1800.0,300.45220618691167,1.6865939775095664,-0.0886503058609378,0.16512027633007165,-0.08742319367158738,0.0022673007749847013,-0.0012271121893504267
seed49277_axis0_sign-1,49277,0,-1,17,1800.0,1900.0,300.4390136692445,-0.6657846523542789,-0.011664505094813649,0.18613792413907504,-0.011958672069493817,0.0026793653356192437,0.0002941669746801684
seed49277_axis0_sign-1,49277,0,-1,18,1900.0,2000.0000000000002,300.44868671556304,1.002516937386409,0.03682243037974331,0.17394136816074024,0.03677778522782123,0.0019770404213850165,4.464515192208196e-05
seed49277_axis0_sign+1,49277,0,1,0,100.0,200.0,300.1947107245791,0.8899001539923836,-0.031475316505748197,0.19868686034533312,-0.030875837108087077,0.0018125257922188614,-0.0005994793976611193
seed49277_axis0_sign+1,49277,0,1,1,200.0,300.0,300.21452376644305,-0.22677695936026088,0.03144244675650043,0.16911651620057455,0.030347270947161314,0.002231212936957147,0.0010951758093391169
seed49277_axis0_sign+1,49277,0,1,2,300.0,400.0,300.0985977045164,-0.6957872119531573,0.0010962711862703145,0.1530369128940947,0.0019614966267036075,0.002821821089426319,-0.000865225440433293
seed49277_axis0_sign+1,49277,0,1,3,400.0,500.00000000000006,300.0620437190373,-0.763663872890732,-0.026734001810382324,0.14590887324038704,-0.026287271252841,0.002250945852365009,-0.00044673055754132496
seed49277_axis0_sign+1,49277,0,1,4,500.00000000000006,600.0,300.00665602139253,-0.1819557142229799,-0.02973922799264983,0.15657026855024014,-0.03015890957700356,0.0023576784519067466,0.0004196815843537302
seed49277_axis0_sign+1,49277,0,1,5,600.0,700.0,300.0090581675162,1.0111722908766727,0.06475695294966499,0.18298087154244058,0.06411212268778432,0.0019619973108714606,0.0006448302618806689
seed49277_axis0_sign+1,49277,0,1,6,700.0,800.0,299.952613764454,-0.8186711636820966,-0.0326581075401009,0.17299268758597464,-0.03215982330687461,0.0023386113498828076,-0.0004982842332262871
seed49277_axis0_sign+1,49277,0,1,7,800.0,900.0,299.9750597565456,-1.1506159289777314,-0.036859203613403224,0.20287451894455444,-0.036522525826115496,0.001898290865613883,-0.00033667778728772857
seed49277_axis0_sign+1,49277,0,1,8,900.0,1000.0000000000001,299.85917545747157,-0.5600336885919132,-0.02572466733317924,0.14787755733777885,-0.02607101545436561,0.002468012266583615,0.00034634812118636976
seed49277_axis0_sign+1,49277,0,1,9,1000.0000000000001,1100.0,299.82455522553465,0.6147182720061717,0.02245237340548556,0.1569306261380916,0.022695947179908166,0.002150618686658348,-0.0002435737744226063
seed49277_axis0_sign+1,49277,0,1,10,1100.0,1200.0,299.81273388360205,-0.7678488161228099,0.03738994783088856,0.1563864852118968,0.036615433526963656,0.0023623852026721653,0.0007745143039249031
seed49277_axis0_sign+1,49277,0,1,11,1200.0,1300.0,299.81156410564654,0.23651933921797863,7.715354377069161e-05,0.145439106581307,0.00011586212041089089,0.001990322375683029,-3.870857664019928e-05
seed49277_axis0_sign+1,49277,0,1,12,1300.0,1400.0,299.79788303648496,-1.0209839200395443,-0.06726435902146477,0.1841746167542624,-0.06810772079820836,0.0018798225934914398,0.0008433617767435869
seed49277_axis0_sign+1,49277,0,1,13,1400.0,1500.0,299.771738733314,0.047925794620971275,-0.04273741909128148,0.15258618219604614,-0.04155806621875348,0.0025813165185506193,-0.0011793528725280028
seed49277_axis0_sign+1,49277,0,1,14,1500.0,1600.0,299.8301309746456,-0.07461774700767553,0.08562648974429976,0.16137352469513644,0.08540103737991865,0.001954000690207028,0.0002254523643811096
seed49277_axis0_sign+1,49277,0,1,15,1600.0,1700.0,299.7807243639235,0.40971049308833407,-0.008210290587157942,0.1774478933825776,-0.008021533467387917,0.002047701419934239,-0.00018875711977002496
seed49277_axis0_sign+1,49277,0,1,16,1700.0,1800.0,299.8671053502118,0.13508641363292584,0.0049617511649557855,0.1619080801669952,0.004162469138777457,0.0023223217913160496,0.0007992820261783287
seed49277_axis0_sign+1,49277,0,1,17,1800.0,1900.0,299.75666077106797,-0.13364138971917552,-0.026573432076020254,0.19250576237891437,-0.026592893060534896,0.0023048765098664173,1.9460984514642343e-05
seed49277_axis0_sign+1,49277,0,1,18,1900.0,2000.0000000000002,299.82622164691657,-0.10733557525134785,-0.036481126161561406,0.16683276861613194,-0.035907328130259375,0.0025801384033662528,-0.0005737980313020308
